topic,premise,correct_ending,incorrect_ending
Food,"Selahe dadi tradisi, keluarga Pak Joko padha ngumpul ing omah kakung lan budhe lan ngadhepake jamuan. Jamuane iku tiwulan, panganan tradisional sing dadi favorit keluarga. Budhe nggawe tiwulan kanggo jamuan, nanging isih kurang apik. Dina, anak Pak Joko, ngerti kudu nolong.",Dina nggawe tiwulan sing apik lan keluarga padha seneng.,Dina ora bisa nolong lan jamuan keluarga ora sukses.
Food,"Wis jam 6 sore, Mbak Rini padha ngumpul karo kanca-kancane ing alun-alun. Kanca-kancane Mbak Rini padha bawa makanan lan minuman. Mbak Rini bawa wedang ronde, minuman tradisional sing anget lan seger. Kanca-kancane Mbak Rini seneng banget karo wedang rondene.",Mbak Rini seneng bisa nguri-uri budaya kuliner Jawa lan ngumpul karo kanca-kancane.,Kanca-kancane Mbak Rini ora doyan wedang ronde.
Food,Dina duwe gudeg istimewa. Dina pengin ngajak temen-temen ngrasakake. Dina ngajak temen-temen nang warunge. Temen-temen Dina ora doyan gudeg.,Dina seneng bisa ngajak temen-temen ngrasakake gudeg.,Temen-temen Dina seneng lan lahap mangan gudeg.
Food,Bayu lan temen-temen nang pasar. Bayu weruh penjual jamu. Jamune enak lan seger. Bayu lan temen-temen ora doyan jamu.,Bayu seneng bisa njajal jamu.,Bayu lan temen-temen arep tuku jamu.
Food,Rini duwe dapur anyar. Rini pengin ngajak temen-temen mangan bareng. Rini ngajak temen-temen nang omah. Temen-temen Rini ora bisa mangan pedes.,Rini ngerti selera temen-temen.,Rini lan temen-temen seneng mangan bareng.
Food,"Ninggal nggone, Ninggal njupuk gawean anyar ing kota. Dheweke pengin njajal kuliner sing aneh-aneh. Ninggal nemokake warung sing jual jamu.","Ninggal seneng, dheweke entuk jamu sing enak lan seger.","Ninggal ora gelem tuku jamu, dheweke mung tuku panganan."
Food,"Slamet lan Slamet, kembar sing luwih pinter siji saka sijine. Slamet pinter ing matematika, Slamet pinter ing basa Jawa. Sajrone Slamet ora gelem kalah karo Slamet. Slamet ngajak Slamet tanding.","Slamet lan Slamet padha pinter, dheweke padha entuk hadiah.","Slamet kalah, Slamet ora gelem ngalah."
Food,Wulan seneng banget karo buah duren. Dheweke ora tau ngenteni musim duren. Wulan ora tau ngenteni duren mateng. Dheweke ngecap duren sing durung mateng.,"Wulan ora seneng, duren durung enak.","Wulan seneng, duren durung mateng tapi enak."
Food,"""Kowe wis mangan, Mbak?"" tanyaku marang tetanggaku. ""Mangan opo, Mbak?"" jawabe. ""Mangan sing apik, Mbak. Aku duwe jenang pitik, pengin tak bagi."" ""Opo jenang pitik?"" tanyane.","""Matur nuwun, Mbak. Jenang pitik apik tenan.""","""Aku ora doyan jenang, Mbak. Matur nuwun."""
Food,"""Kowe duwe wedang jahe, to?"" tanyaku marang temenku. ""Iya, aku tuku ing pasar. Pengin nyoba resep anyar."" ""Beneran? Aku pengin nyoba."" ""Yo, tak bagi sak gelas.""","""Enak tenan, tak cathet resepne.""","""Ora enak, Mbak. Aku ora doyan."""
Food,"""Kowe wis mangan, Mas?"" tanyaku marang suamiku. ""Iya, aku mangan ing warung. Tadi pesen rawon."" ""Opo ora mangan ing omah?"" ""Aku pengin mangan sing apik, Mbak.""","""Matur nuwun, Mas. Aku yo pengin mangan rawon.""","""Ora usah mangan ing warung, Mas. Makan ing omah wae."""
Food,"Dina dadi wong sing paling seneng mangan. Dina ngajak temene mangan ing warung sing enak. Temene Dina ngajak mangan ing warung sing murah. Dina ora gelem, soale warunge ora apik.",Dina milih mangan ing omah wae.,Dina ngajak temen-temen mangan bareng.
Food,Ratih pengen njajal masak. Ratih nyoba resep sing gampang. Ratih ora ngerti carane masak. Ratih mung bisa nggoreng telor.,Ratih minta bantuan bapake kanggo ngajari masak.,Ratih tansah nyoba resep sing luwih rumit.
Food,Bayu duwe tugas sekolah babagan budaya kuliner. Bayu kudu nulis babagan makanan tradisional. Bayu ora ngerti babagan kuliner. Bayu mung bisa nulis babagan makanan modern.,Bayu minta bantuan guru kanggo ngerti babagan kuliner tradisional.,Bayu nulis babagan makanan sing luwih modern.
Food,Ning rumiyin sowan neng omah kakang-kakunge. Ning bawa oleh-oleh khas kota dheweke. Oleh-oleh dheweke iku jenang. Jenang iku disenengi bocah-bocah.,"Ning seneng, bocah-bocah padha minta jenang.","Ning seneng, bocah-bocah padha minta jenang kanggo disedhaki."
Food,"Wulan iku wong sing apik nggawe jamu. Jamu dheweke iku enom lan apik. Wulan nggawe jamu kanggo laris. Jamu dheweke laris, nanging wong padha ora tahan karo rasane.",Wulan ngerti yen rasane jamu kudu disesuaikan karo selera wong.,Wulan ngerti yen jamu dheweke iku apik lan ora kudu diganti.
Food,Bayu lan kanca-kancane padha njupuk mangga ing pohon. Mangga iku wis mateng. Bayu padha nggawe lomba mangan mangga. Bayu padha mangan mangga nganti kena busek.,Bayu lan kanca-kancane padha ora ngerti yen mangan mangga kudu wani.,Bayu lan kanca-kancane padha ora ngerti yen mangan mangga kudu wani lan ora kena busek.
Food,Wisnu pengin nyoba kuliner anyar. Wisnu nemokake warung sing nggawe sajian khas. Wisnu tansah ngajak kanca-kancane mangan bareng. Wisnu ora seneng karo rasa sajian sing diwenehi.,Wisnu tetep resik lan ora ngeluh.,Wisnu ora tau mangan sajian sing anyar.
Food,Ratih duwe tetangga sing arep mudik. Ratih pengin ngasih oleh-oleh khas. Ratih nyoba nggawe kue lan jenang. Ratih ora tau nggawe kue lan jenang sing apik.,Ratih tetep ngasih oleh-oleh sing apik.,Ratih ora ngasih oleh-oleh marang tetanggane.
Food,Bayu duwe tamu sing arep dateng. Bayu pengin nggawe jamu tradisional. Bayu nyoba nggawe jamu lan gagal. Bayu ora tau nggawe jamu sing apik.,Bayu tetep nggawe jamu lan ngasih marang tamune.,Bayu ora nggawe jamu maneh.
Food,"Pak Joko pengin nyoba jualan kue. Dheweke njajal nggawe kue putu lan klepon. Sing takon kue dheweke iku akeh. Lha kok pas didol nang pasar, ora ana sing tuku.",Pak Joko kudu ngganti resep kue.,Pasar iku ora cocok kanggo jualan kue.
Food,Mbak Ratih seneng banget nggawe jamu. Jamu sing dadi favorit dheweke iku jamu kunyit asem. Dheweke nggawe jamu kanggo keluarga lan tetangga. Jamu dheweke iku enak lan seger.,Mbak Ratih arep nggawe jamu kanggo dijual.,Jamu iku cuma kanggo keluarga lan ora kanggo dijual.
Food,"Mas Bagas duwe tugas sekolah, nulis cerita sing nggambarke budaya Jawa. Dheweke nulis cerita babagan gathot. Gathot iku panganan tradisional sing dadi favorit Mas Bagas. Ceritane dadi menarik lan detail.",Mas Bagas dadi juara saka lomba nulis.,Gathot iku panganan sing ora umum.
Food,"Ning pasar tradisional, aku nemokake warung jamu sing apik. Mbok jamu-ne ramah banget. Aku tuku jamu godhog lan jamu beras kencur. Jamu iku nganti dadi obatku nalika sakaratul maut.",Jamu iku dadi warisan budaya sing kudu dilestarake.,Aku tansah tuku jamu nang kene nalika butuh.
Food,"Ning dalan mudik, aku mampir ngombe wedang ronde. Wedang ronde iku minuman hangat sing apik. Aku ngombe karo temen-temen kuliah. Wedang ronde nganti dadi kenangan sing apik.",Wedang ronde ngingetake aku karo budheku.,"Aku seneng wedang ronde, apalagi nalika musim ujan."
Food,"Ning pasar senggol, aku nemokake warung pecel. Pecel iku makanan tradisional sing enak. Aku tuku pecel lan sambel-e. Sambel pecel iku pedes lan apik banget. Aku seneng mangan pecel karo temen-temen.",Pecel nganti dadi makanan favoritku.,Aku tansah tuku pecel nang kene nalika laper.
Food,Joko pengin tuku wedang ronde. Joko ora duwe duwit. Joko ngutang ing penjual. Penjual wedang ronde ora gelem ngutangi Joko.,Joko ora entuk wedang ronde.,Penjual wedang ronde ngasih wedang ronde gratis marang Joko.
Food,Sinta arep tuku kue lanang. Sinta ora tau nyetak duwit. Sinta minta duwit marang bapake. Bapake Sinta ora duwe duwit.,Sinta ora bisa tuku kue lanang.,Bapake Sinta ngasih duwit marang Sinta.
Food,Bayu arep tuku gethuk. Bayu ora tau nyetak duwit. Bayu minta duwit marang ibune. Ibune Bayu ora duwe duwit.,Bayu ora bisa tuku gethuk.,Ibune Bayu ngasih duwit marang Bayu.
Food,Ratih pengin nyoba resep anyar. Dheweke nyoba nggawe kue putu. Ratih nggawe kue putu lan nggawe wadah anyar. Kue putune Ratih ora enak.,Ratih lali ora ngganti wadah plastik anyar.,Ratih ora ngerti cara nggawe kue putu.
Food,Bayu lan kanca-kancane ngumpul ing warung kopi. Bayu mesen kopi lan gorengan. Bayu lan kanca-kancane ngobrol asik. Bayu ora tau nalika gorengane disuguhake.,Bayu ora seneng mangan gorengan.,Bayu lali mesen gorengan.
Food,Wulan duwe tamu saka luar kota. Dheweke pengin ngasih oleh-oleh khas. Wulan nyoba nyari oleh-oleh ing pasar. Dheweke nemu oleh-oleh sing pas. Wulan ora seneng nalika tamu dadi ngguyu.,Wulan salah ngasih oleh-oleh.,Wulan ora tau oleh-oleh khas kotane.
Food,Dita arep mangan ing warung. Dita pesen soto. Soto iku makanan tradisional. Dita ora seneng soto.,"Dita ora mangan soto, nanging pesen makanan liyane.",Dita seneng soto.
Food,Bayu njaluk tiwul. Tiwul iku panganan khas. Bayu ora tau tiwul. Bayu seneng tiwul.,Bayu ora gelem mangan tiwul maneh.,Bayu seneng tiwul lan arep tuku maneh.
Food,Wulan tuku buah ing pasar. Wulan tuku buah duren. Wulan seneng buah duren. Wulan ora tau buah duren.,Wulan ora gelem tuku buah duren maneh.,Wulan seneng tuku buah duren.
Food,"Siska pengen ngasih oleh-oleh khas Jawa buat temen-temennya di Jakarta. Siska bingung milih antara jenang dan gethuk. Jenang iku kudune disimpen ing kulkas, nanging Siska ora duwe kulkas. Getuk iku kudune disimpen ing wadah sing apik, nanging Siska ora duwe wadah sing apik.",Siska mutusake tuku jenang lan ngirim langsung.,Siska tuku gethuk lan ngirim ing esok dina.
Food,Pak Joko pengen ngajak keluarga piknik. Piknik iku tradisi sing apik kanggo ngumpulake keluarga. Pak Joko pengen ngajak bocah-bocah nonton wayang. Nanging bocah-bocah kasebut ora seneng wayang.,Pak Joko nindakake piknik nang pantai lan ngajak bocah-bocah mainan pasir.,Pak Joko ngajak bocah-bocah nonton wayang lan bocah-bocah seneng.
Food,Mbak Ratih pengen nyoba resep anyar. Resep iku pake bumbu-bumbu sing apik. Nanging Mbak Ratih ora duwe bumbu sing lengkap. Mbak Ratih arep tuku bumbu sing lengkap.,Mbak Ratih tuku bumbu lan nyoba resep anyar.,Mbak Ratih ora tuku bumbu lan ora nyoba resep anyar.
Food,"Sinta lan Wulan arep njajal nggawe kue putu. Sinta lan Wulan arep nggawe kue putu kanggo disuguhake marang sedulure. Saking semangatne, Sinta lan Wulan lali nggoleki resep. Saking semangatne, Sinta lan Wulan lali nggoleki resep.",Sinta lan Wulan munggah-manggah internet kanggo njupuk resep.,Sinta lan Wulan munggah-manggah internet kanggo njupuk resep.
Food,"Bayu lan kanca-kancane arep ngadhepake acara seduluran. Bayu lan kanca-kancane arep ngadhepake acara seduluran. Bayu lan kanca-kancane kepengin nggawe wedang ronde. Sajrone, wedang ronde iku kudu nganggo kacang ijo.",Bayu lan kanca-kancane bingung nggoleki kacang ijo.,Bayu lan kanca-kancane bingung nggoleki kacang ijo.
Food,Dina lan kanca-kancane arep njajal nggawe gudeg. Dina lan kanca-kancane arep njajal nggawe gudeg. Dina lan kanca-kancane bingung nggoleki bumbu. Dina lan kanca-kancane bingung nggoleki bumbu.,Dina lan kanca-kancane munggah-manggah internet kanggo njupuk resep.,Dina lan kanca-kancane munggah-manggah internet kanggo njupuk resep.
Food,Dina arep ngadol. Dina kudu nggoleki panganan kanggo ngadol. Dina tuku panganan ing pasar. Dina ora nemu panganan kanggo ngadol.,"Dina tuku jenang, wajik lan gethuk.",Dina ora nemu panganan kanggo ngadol ing pasar.
Food,Bayu njaluk bantuan marang wong tuwane. Bayu arep nggoleki wadah kanggo mangan. Bayu ora nemu wadah kanggo mangan ing omah. Bayu ora bisa mangan.,Bayu tuku wadah anyaman kanggo mangan.,Bayu ora nemu wadah kanggo mangan.
Food,Ratih arep ngundang kanca-kancane. Ratih arep ngadol. Ratih tuku panganan kanggo ngadol. Ratih ora nemu panganan kanggo ngadol.,Ratih tuku jenang lan wajik.,Ratih ora nemu panganan kanggo ngadol.
Food,"Ning rumiyin, Mbakyu Tika njupuk kluntun lan nggoleki watu. Mbakyu Tika pengin nggawe jenang kluntun. Jenang kluntun iku panganan khas Jawa. Jenang kluntun kudu dianggo watu kanggo ngulek.","Jenang kluntun iku enak, lan Mbakyu Tika seneng nggawe jenang.","Mbakyu Tika ora duwe watu, nanging dheweke tetep nggawe jenang kluntun."
Food,"Wis jam 6 sore, Mbakyu Ratih mrono pasar. Mbakyu Ratih pengin tuku sayur lan buah. Pasar iku ramai, lan Mbakyu Ratih mrono pasar kanggo tuku panganan segar. Mbakyu Ratih mrono pasar kanggo tuku panganan kanggo acara seduluran.",Mbakyu Ratih tuku buah lan sayur kanggo acara seduluran.,"Mbakyu Ratih ora tuku apa-apa, nanging dheweke seneng mrono pasar."
Food,Mas Joko nggawe wedang ronde kanggo seduluran. Wedang ronde iku minuman hangat. Mas Joko nggawe wedang ronde kanggo acara seduluran. Mas Joko nggawe wedang ronde kanggo nggembirake seduluran.,Seduluran Mas Joko seneng lan ngucapke suwun.,"Mas Joko ora nggawe wedang ronde, nanging dheweke tetep seneng."
Food,Joko lan Rini duwe hubungan sing apik. Rini ngajak Joko mangan ing warung. Joko seneng banget karo kulinane. Rini ngajak Joko mangan maning.,Joko lan Rini tetep pacaran lan ngajak kanca-kancane.,Joko lan Rini putus senajan wis ngajak kanca-kancane.
Food,Tika lan Dina duwe hubungan sing rumongso. Dina ngajak Tika mangan ing angkringan. Tika ora seneng karo kulinane. Dina ngajak Tika mangan maning.,Tika lan Dina putus senajan wis ngajak kanca-kancane.,Tika lan Dina tetep pacaran lan ngajak kanca-kancane.
Food,Bayu lan Sinta duwe hubungan sing apik. Sinta ngajak Bayu mangan ing warung kopi. Bayu seneng banget karo kopine. Sinta ngajak Bayu mangan maning.,Bayu lan Sinta tetep pacaran lan ngajak kanca-kancane.,Bayu lan Sinta putus senajan wis ngajak kanca-kancane.
Food,"Sela njupuk pesenan kue lan jajanan pasar kanggo oleh-oleh. Sela pengin ngasih oleh-oleh kanggo sedulur lan kanca-kanca. Sela njupuk jajanan sing apik lan enak. Sela metu saka pasar, njupuk ojek kanggo mulih.",Sela lali ora njupuk jajanan sing diwenehi sedulur.,"Sela seneng, oleh-oleh wis rampung."
Food,"Bayu lan kanca-kanca njupuk menu ing warung. Bayu pesen wedang ronde, kanca-kanca pesen es dawet lan es campur. Bayu ora doyan es, seneng wedang. Bayu lan kanca-kanca nunggu pesenan.",Bayu ora doyan wedang ronde.,Bayu seneng karo pesenane.
Food,"Rara njupuk buah kanggo dijupuk ing pasar. Rara pengin tuku buah kanggo dijupuk ing omah. Rara njupuk buah sing apik lan segar. Rara metu saka pasar, njupuk ojek kanggo mulih.",Rara lali ora tuku buah sing diwenehi sedulur.,"Rara seneng, buah wis rampung dituku."
Food,Joko lan kanca-kancane nang SD padha seneng mangan jajan pasar. Sing paling disenengi kuwi gethuk. Getuk kuwi gethuk lindri sing apik. Getuk kuwi disukani karo wong-wong.,Getuk lindri saiki wis langka.,Getuk lindri saiki wis murah.
Food,Mbak Ratih seneng nggawe kue. Dheweke nggawe kue lanang lan wadon. Sing paling apik kuwi kue wajik. Kue wajik kuwi disukani lan disenengi.,Mbak Ratih saiki wis duwe warung kue.,Mbak Ratih saiki wis duwe warung nasi.
Food,Mas Bayu duwe warung kopi. Dheweke nggawe kopi lan wedang jahe. Kopi lan wedang jahe kuwi disukani. Mas Bayu nggawe kopi lan wedang jahe sing apik.,Warung kopi Mas Bayu saiki wis terkenal.,Warung kopi Mas Bayu saiki wis tutup.
Food,Dina nggih arep nyekar ing kuburan kakake. Dina nggih arep tuku jajanan pasar. Dina tuku jajanan pasar kanggo disuguhake ing wong kanggo nyekar. Dina tuku jajanan pasar kanggo disuguhake ing wong kanggo nyekar.,Dina tuku jajanan pasar kanggo disuguhake ing wong kanggo nyekar.,Dina tuku jajanan pasar kanggo disuguhake ing wong kanggo nyekar.
Food,Bayu arep tuku wedang ronde. Bayu tuku wedang ronde ing warung. Bayu tuku wedang ronde kanggo disuguhake ing wong kanggo nyekar. Bayu tuku wedang ronde kanggo disuguhake ing wong kanggo nyekar.,Bayu tuku wedang ronde kanggo disuguhake ing wong kanggo nyekar.,Bayu tuku wedang ronde kanggo disuguhake ing wong kanggo nyekar.
Food,Sinta arep tuku jajanan pasar. Sinta tuku jajanan pasar kanggo disuguhake ing wong kanggo nyekar. Sinta tuku jajanan pasar kanggo disuguhake ing wong kanggo nyekar. Sinta tuku jajanan pasar kanggo disuguhake ing wong kanggo nyekar.,Sinta tuku jajanan pasar kanggo disuguhake ing wong kanggo nyekar.,Sinta tuku jajanan pasar kanggo disuguhake ing wong kanggo nyekar.
Food,Dina nggawe kue putu. Dina pengin ngasih kue putu kanggo tetanggane. Dina nggawe kue putu kanggo acara seduluran. Dina seneng banget nalika kue putune wis rampung.,Dina ngganduli tetanggane kanggo mangan bareng.,Dina ora seneng karo kue putune.
Food,Bayu lan kanca-kancane padha njupuk rambutan. Rambutane wis gedhe lan mateng. Bayu lan kanca-kancane padha njupuk rambutan kanggo dijual. Rambutane padha enak lan manis.,Bayu lan kanca-kancane padha seneng karo hasil panenan.,Bayu ora seneng karo rambutan.
Food,Ratih lan kanca-kancane padha nonton bioskop. Ratih padha bawa camilan. Ratih lan kanca-kancane padha seneng nonton bioskop. Ratih lan kanca-kancane padha buka camilan.,Ratih lan kanca-kancane padha seneng karo camilane.,Ratih ora seneng nonton bioskop.
Food,Dina lan kanca-kancane padha njajal kuliner ing pasar malem. Dina ora tau gelem mangan pedes. Dina padha nyoba bakso lan es dawet. Dina seneng banget karo rasa bakso lan es dawet.,Dina seneng mangan kuliner lokal.,Dina ora seneng mangan pedes.
Food,Wis wayahe Rama nyambut tamu. Rama nyedhaki dapur kanggo nyiapke panganan. Rama padha nyiapke tumpeng lan lauk pauk. Rama ora lali nyiapke wedang uwuh.,Rama seneng nyambut tamu.,Rama ora tau nyambut tamu.
Food,"Selahe nyoba resep anyar, Dwi nemokake resep jamu. Dwi padha nyoba jamu lan rasane enak. Dwi padha ngombe jamu lan rasane seger. Dwi seneng banget karo jamu.",Dwi arep nyoba jamu maneh.,Dwi ora seneng jamu.
Food,Dina lan kanca-kancane padha njajal kulineran ing pasar tradisional. Pasar iku padha jual panganan lan jajanan tradisional. Dina seneng banget karo jajanan pasar. Dina padha njajal kulineran karo kanca-kancane.,Dina lan kanca-kancane padha seneng lan kagetan karo jajanan pasar.,Dina ora seneng karo jajanan pasar.
Food,Bayu lan kanca-kancane padha njajal nggoleki buah-buahan lokal. Bayu seneng banget karo buah-buahan lokal. Bayu lan kanca-kancane padha njajal nggoleki buah-buahan lokal. Bayu lan kanca-kancane padha njajal nggoleki buah-buahan lokal.,Bayu lan kanca-kancane padha golek buah-buahan lokal kanggo dijadiake bisnis.,Bayu ora seneng karo buah-buahan lokal.
Food,Rara lan kanca-kancane padha njajal nggoleki souvenir panganan. Rara lan kanca-kancane padha njajal nggoleki souvenir panganan. Rara lan kanca-kancane padha njajal nggoleki souvenir panganan. Rara lan kanca-kancane padha njajal nggoleki souvenir panganan.,Rara lan kanca-kancane padha golek souvenir panganan kanggo dijadiake bisnis.,Rara ora seneng karo souvenir panganan.
Food,Selahe Wulan ora enak. Dheweke wis mangan opor ayam. Wulan ora tau mangan pedas. Opor ayam iku pedas banget.,Wulan ora tau mangan opor ayam.,Opor ayam iku enak lan pedas.
Food,Mbok Darmi nggarap kue. Dheweke nggoleki wajan. Wajan iku ilang. Mbok Darmi ora tau nemokake.,Wajan ilang amarga dipun pinjam.,Mbok Darmi ora tau nemokake wajan.
Food,Bayu lan kanca-kancane mangan bareng. Dheweke pesen gudeg. Bayu ora tau mangan manis. Gudeg iku manis.,Bayu ora tau mangan gudeg.,Bayu seneng mangan gudeg.
Food,"Dina nggawe kue putu kanggo disedekakake marang tetanggane. Dina ngresepke gula jawa kanggo nggoleki rasa manis. Gula jawane kurang, Dina ganti karo gula pasir. Rasa kue putune ora enak, lan tetanggane padha ora seneng.",Dina tuku gula jawa saka pasar tradisional.,Dina ora ngresepke gula maneh.
Food,"Ratih njupuk tiwul kanggo sarapan. Tiwul iku panganan tradisional sing nggoleki rasa manis. Ratih ora doyan karo rasa manis, dheweke ganti karo gula jawa. Tiwul dadi ora enak, lan Ratih ora bisa mangan.",Ratih ngresepke tiwul tanpa gula.,Ratih ganti sarapan karo panganan liyane.
Food,"Bayu njupuk wedang ronde kanggo temen mangan. Wedang ronde iku minuman hangat kanggo nggoleki rasa manis. Bayu ora doyan karo rasa manis, dheweke ganti karo madu. Rasa wedang rondene ora enak, lan Bayu ora bisa mangan.",Bayu ngresepke wedang ronde tanpa madu.,Bayu ganti wedang ronde karo minuman liyane.
Food,"Sela ora seneng mangan sayur. Miturut dheweke, sayur iku ora enak lan ora ngenyangake. Sela luwih seneng mangan gorengan. Dheweke ora tau gelem mangan sayur.",Sela kudu dijekani supaya seneng mangan sayur.,Sela luwih seneng mangan gorengan.
Food,"Tika ora tau gelem mangan pecel. Miturut dheweke, pecel iku ora enak. Tika luwih seneng mangan fast food. Dheweke ora tau gelem nyoba panganan tradisional.",Tika kudu dijekani supaya seneng panganan tradisional.,Tika luwih seneng mangan fast food.
Food,"Bayu ora tau gelem mangan tempe. Miturut dheweke, tempe iku ora enak lan ora gurih. Bayu luwih seneng mangan daging. Dheweke ora tau gelem nyoba panganan sing berbahan kedelai.",Bayu kudu dijekani supaya seneng panganan sing berbahan kedelai.,Bayu luwih seneng mangan daging.
Food,Bayu lan kanca-kancane arep mangan ing warung. Bayu ngajukake mangan ing warung sing murah lan enak. Warunge sing murah lan enak iku durung tau buka. Bayu lan kanca-kancane arep mangan ing warung liyane.,Bayu lan kanca-kancane mangan ing warung sing luwih apik.,Bayu lan kanca-kancane nunggu warunge buka.
Food,Ratih duwe gawean sing apik. Dheweke duwe tugas nggawe kue. Ratih kudu nggawe kue sing apik lan enak. Ratih ora tau nggawe kue.,Ratih nyoba resep anyar lan sukses nggawe kue.,Ratih mboten saged nggawe kue lan mboten saged selesaikan gaweane.
Food,Adit lan kanca-kancane arep nonton bioskop. Bioskop iku wis tau buka. Adit lan kanca-kancane ora tau mangan. Bioskop iku duwe aturan ora duwe mangan.,Adit lan kanca-kancane mangan saka warung deket bioskop.,Adit lan kanca-kancane ora mangan saka bioskop.
Wedding,Dina lan Bagas arep nikah. Dina wis nyiapin baju penganten. Keluarga lan sanak sedulur wis ngumpul. Dina lan Bagas wis siap marang pelaminan.,Dina lan Bagas wis sah nikah.,Dina lan Bagas wis nyiapin seserahan.
Wedding,Ayu lan Joko wis tunangan. Keluarga Ayu lan Joko wis ngatur tanggal nikah. Ayu lan Joko wis nyiapin undangan. Wis akeh sing konfirmasi hadir.,Wis rampung acara resepsi.,Wis rampung acara lamaran.
Wedding,Rara lan Rama arep nggandeng. Rara wis nyiapin seserahan. Rama wis nyiapin seserahan. Rara lan Rama wis siap nggandeng.,Rara lan Rama wis sah nggandeng.,Rara lan Rama wis nyiapin seserahan.
Wedding,"Wis dina Minggu, Dhika lan pacare, Ratih, bakal melakoni upacara pernikahan. Dhika lan Ratih wis siapake sakabeh sesajen lan sesaji. Pacare Dhika, Ratih, ora entuk restu saka wong tuwane. Dhika lan Ratih tetep ngenteni restu saka wong tuwane.","Pacare Dhika, Ratih, entuk restu saka wong tuwane lan upacara pernikahan dilakoni.",Dhika lan Ratih tetep nglakoni upacara pernikahan tanpa restu wong tuwane.
Wedding,"Wis dina Minggu, Wisnu lan pacare, Laras, bakal melakoni upacara pernikahan. Laras wis siapake busana pengantin lan sesajen. Pacare Wisnu, Laras, ora entuk restu saka wong tuwane. Laras ora gelem ngenteni restu saka wong tuwane.","Laras ngajak pacare, Wisnu, nglakoni upacara pernikahan tanpa restu wong tuwane.",Laras ngajak Wisnu nglakoni upacara pernikahan ing watu sing padha.
