topic,premise,correct_ending,incorrect_ending
Food,Andi lagi ngombe wedang jahe ing sawah. Andi ngombe wedang jahe kanggo nganget-angetke dewek. Pak Tono ngelih Andi lagi ngombe wedang jahe. Pak Tono ngajak Andi ngobrol.,Andi lan Pak Tono ngobrol ngenani tetangga.,Andi lan Pak Tono ngomong ngenani cuaca.
Food,Maya lagi mangan nasi uduk ing warung. Maya ngemot nasi uduk karo tangan. Maya kepengen mangan nasi uduk karo sendok. Maya nyenggol ibu warung.,Maya njaluk sendok marang ibu warung.,Maya njaluk nasi uduk liya.
Food,Dimas lagi ngolah singkong kanggo kolak. Dimas nggrisok singkong nganggo parutan. Dimas ngeramas singkong sing wis diparut. Dimas nggawe kolak singkong.,Dimas ngawuhi kolak singkong marang tetangga.,Dimas mangan kolak singkong liwat.
Food,Rara lagi ngombe es dawet ing warung. Rara ngelih wong liya mesen es dawet. Rara kepengen ngrasakake es dawet. Rara mesen es dawet marang mbak warung.,Rara seneng amarga es dawet sampurna.,Rara ora seneng amarga es dawet ora manis.
Food,Desty seneng banget karo jajanan pasar. Desty arep mbiyen jajanan pasar kanggo kulawargane. Desty ngerti jajanan pasar kudu dibungkus kanthi apik. Desty nggunakake godhong pandan kanggo ngepak jajanan pasar.,Desty ngepak jajanan pasar ing godhong pandan sing wis layu.,Desty ngepak jajanan pasar ing godhong pandan sing anyar.
Food,Rendi lagi ngerayani sambal terasi. Rendi kepingin sambal terasi sing pedes banget. Rendi nambah cabai rawit ing sambal terasi. Rendi ngerti sambal terasi sing pedes banget bisa nggawe wong lain ngrasani.,Rendi ngomong yen sambal terasi-ne ora pedes.,Rendi ngajak sedulur-sedulure kanggo coba sambal terasi-ne.
Food,Dina lan Dinda lagi ngajak sedulur-sedulure nganakake kenduri. Dina lan Dinda kepingin masak nasi tumpeng. Dina lan Dinda njaluk tolong ibu kanggo masak nasi tumpeng. Ibu setuju kanggo masak nasi tumpeng.,Dina lan Dinda ora ngerti carane masak nasi tumpeng.,Dina lan Dinda seneng banget ngepak nasi tumpeng.
Food,Ari kepingin mangan wedang ronde sing panas. Ari ngerti wedang ronde sing panas bisa ngilangi kepenatan. Ari nggawe wedang ronde. Ari ngerti wedang ronde kudu dihidangkan ing cangkir.,Ari ngetem wedang ronde ing gelas plastik.,Ari ngetem wedang ronde ing cangkir sing bagus.
Food,Lintang lagi ngerti carane masak kue lapis. Lintang kepingin masak kue lapis kanggo ibu. Lintang ngerti kue lapis kudu dipotong ing bentuk sing rapi. Lintang nggodhog kue lapis ing piring sing bagus.,Lintang ngiris kue lapis-ne sing ora rapi.,Lintang ngasih kue lapis-ne kanggo ibu.
Food,Nenek Ratih lagi masak nasi liwet. Ia selalu menggunakan daun pisang untuk membungkus nasi liwet. Aroma harum nasi liwet tercium di seluruh rumah. Anak cucu Nenek Ratih menanti dengan sabar di meja makan.,Mereka akan makan nasi liwet bersama dengan lauk pauk dan sambal.,Nenek Ratih menyimpan nasi liwet untuk dibagikan kepada tetangga.
Food,Adik Maya ingin minum wedang jahe hangat. Ia pergi ke dapur dan menemukan ibu sedang merebus air jahe. Maya mengambil cangkir kesukaannya dan menunggu wedang jahe siap.,Maya meminum wedang jahe sambil bercengkrama dengan ibunya.,Maya langsung minum wedang jahe tanpa menunggu hingga dingin.
Food,Pak Joko membeli kerajinan anyaman bambu dari pasar tradisional. Ia ingin memberikannya sebagai oleh-oleh untuk teman kantornya. Kerajinan bambu tersebut berbentuk kotak kecil dengan tutup yang indah.,Pak Joko senang karena teman kantornya menyukai kerajinan bambu tersebut.,Teman kantor Pak Joko menolak menerima kerajinan bambu tersebut.
Food,"Ibu Ani selalu menyiapkan sambal terasi untuk makan siang. Ia menghaluskan cabai, bawang merah, bawang putih, dan terasi hingga halus. Ibu Ani menggunakan cobek dan ulekan untuk menghaluskan sambal.",Keluarga Ani makan sambal terasi dengan nasi putih dan lauk pauk.,Ibu Ani menjual sambal terasi kepada tetangganya.
Food,"Ratih ingin mencicipi kuliner khas Yogyakarta saat berkunjung ke sana. Ia mencari warung makan yang terkenal dengan gudeg yang lezat. Ratih memesan gudeg dengan nasi, ayam, telur, dan krecek.",Ratih menikmati gudeg dengan selera dan merasa puas dengan rasanya.,Ratih tidak suka gudeg dan memilih untuk makan makanan lain.
Food,"Dyah kepengen banget nyoba wedang ronde sing terkenal ing kutha Jogja. Saben dengar kaya ngenik-ngenik, Dyah penasarane nambah gedhe. Dyah langsung ngajak kancane, Lani, kanggo menyang Jogja. Lani setuju lan langsung mbok mbok.",Dyah lan Lani seneng banget njelasake rasa wedang ronde sing enak.,Dyah lan Lani ora kepingin balik lagi menyang Jogja.
Food,Ibu ngajak Maya lan adik-adikne nggawa sesaji kanggo leluhur. Ibu ngomong yen sesaji kudu diwenehi sing paling apik lan bersih. Maya lan adik-adikne ngerti lan ngerti pentingne sesaji kanggo leluhur. Maya lan adik-adikne nggawa sesaji sing paling apik.,Maya lan adik-adikne seneng amarga leluhure ketan ngelukati sesaji sing diwenehi.,Maya lan adik-adikne ora ngerti apa kegunaane sesaji.
Food,Pak Budi nggawe nasi uduk sing panas lan gurih. Pak Budi ngasi nasi uduk iku kanggo tetanggane sing lagi sakit. Pak Budi berharap tetanggane cepet sembuh lan ngerasa lebih bener. Tetanggane ngerasa seneng lan berterima kasih karo Pak Budi.,Tetangga Pak Budi cepet sembuh amarga ngira nasi uduk Pak Budi ngandut khasiat.,Tetangga Pak Budi ora sembuh amarga sakitne serius.
Food,"Di desa Wonosari, ana tradisi sliram. Tradisi iki dianakake kanggo ngrayakake kelahiran bocah. Ibu Sri kepingin ngadol sliram kanggo tetanggane sing duwe bayi. Ibu Sri masak sliram sing bener-bener enak lan gurih.",Ibu Sri seneng amarga sliram kang diadol dibeli dening tetanggane.,Ibu Sri ora seneng amarga sliram kang diadol ora dibeli tetangga.
Food,Pak Joko ngundang kancane kanggo mangan bareng. Pak Joko ngolah masakan khas Jawa Timur sing paling enak. Pak Joko ngerti yen masakan Jawa Timur iki bakal disukai kancane. Pak Joko ngusung konsep makan bareng kanggo ngrasakake kangen-kangenan.,Kancane Pak Joko seneng banget lan ngomong yen masakan Pak Joko paling enak.,Kancane Pak Joko ora seneng amarga masakan Pak Joko ora enak.
Food,Rani ngerti bilih bubur sumsum iku jajanan tradisional Jawa. Rani kepengen ngerti carane masak bubur sumsum. Ibu Rani ngajak Rani menyang pasar kanggo ngoten bahan-bahan bubur sumsum. Rani seneng banget bisa ngerti cara masak bubur sumsum.,Ibu Rani njelasake langkah-langkah masak bubur sumsum marang Rani.,Rani langsung bisa masak bubur sumsum tanpa dibantu Ibu.
Food,Ardi lagi ngumpul karo kakek. Kakek lagi ngombe wedang jahe. Ardi penasaran karo rasa wedang jahe. Kakek ngiyaki Ardi ngcoba wedang jahe.,Ardi ngomong yen wedang jahe kudu diminum panas kanggo ngilangi pilek.,Ardi ora seneng karo rasa wedang jahe.
Food,Dina ngundang sedulur kanggo mriki ngguyub. Dina nggawe nasi tumpeng kanggo sedulur-sedulure. Dina nggunakake daun pisang kanggo ngelingkupi nasi tumpeng. Dina ngundang sedulur-sedulure kanggo mangan bareng.,Dina ngomong yen nasi tumpeng iku simbol rasa syukur marang Tuhan.,Dina ngundang sedulur-sedulure kanggo mangan nasi tumpeng ing restoran.
Food,Dimas lagi ng Arrange meja makan. Dimas nyiapakke piring lan sendok garpu. Dimas nyiapke pirang-pirang cangkir kanggo ngombe wedang. Dimas ngajak keluargaku kanggo mangan bareng.,Dimas nggunakake sendok lan garpu kanggo mangan nasi.,Dimas nggunakake tangan kanggo mangan nasi.
Food,Rini lagi ngumpul karo kancane. Rini ngajak kancane ngetok pisang goreng. Rini ngrasa seneng bisa ngobrol karo kancane sambil mangan pisang goreng. Rini ngrasa bangga bisa ngetok pisang goreng sing enak.,Rini ngerti yen pisang goreng iku camilan tradisional Jawa sing populer.,Rini ngajak kancane ngetok pisang goreng liwat aplikasi ojek online.
Food,Laras kepingin nggodani tempe mendoan kanggo taksih. Laras ngerti cara nggodani mendoan saka ibuné. Laras pengin nggodani mendoan sing gurih lan krispi.,Mendoane Laras ora krispi amarga olèhé kurang panas.,Mendoane Laras gurih lan krispi banget.
Food,Dimas ngisi gendongan nasi kucing kanggo kakeke. Nasi kucing iku dibungkus nganggo daun jati. Dimas ngarep kakeke seneng karo nasi kucing sing diwenehake.,Kakeke seneng amarga nasi kucing iku wis disiapake karo cucunya.,Kakeke ora seneng amarga nasi kucing iku ora panas.
Food,Rina ngajak Rini ngombe wedang ronde ing pinggir dalan. Rina lan Rini lagi kepingin ngerasakake hangate wedang ing suhu sing segerr. Rini seneng banget disuguhi wedang ronde.,Rini ora seneng amarga wedange wis raos asem.,Rini ngomong yen wedange bener-bener enak.
Food,Andi lagi main ing sawah. Andi ngelihat wayang kulit ing sawah. Andi pengin ngerti carane nggawé wayang kulit. Andi ngajak kakeke kanggo diajari nggawé wayang kulit.,Kakeke ngomong yen nggawé wayang kulit butuh kesabaran lan ketelatenan.,Andi langsung bisa nggawé wayang kulit sing apik.
Food,Siti kepingin ngolah buah mangga. Siti duwe ide kanggo nggawé rujak buah. Siti nyiapake bumbu rujak lan potong mangga.,Rujak buah Siti ora enak amarga bumbu kurang pas.,Rujak buah Siti enak lan segar banget.
Food,Anindya seneng mangan nasi liwet. Anindya ngajak kanca-kancane kanggo mangan bareng nasi liwet. Anindya ngajak kanca-kancane kanggo ngobrol sambil mangan nasi liwet. Anindya seneng ngobrol bareng kanca-kancane.,Anindya lan kanca-kancane ora satusatune mangan nasi liwet.,Anindya lan kanca-kancane seneng banget mangan nasi liwet bareng.
Food,Laras ngundang kanca-kancane kanggo nganakake slametan. Laras masak jenang ireng kanggo slametan. Laras ngundang tetangga kanggo ngerti yen dia nganakake slametan. Laras seneng ngundang kanca-kancane kanggo slametan.,Slametan Laras ora dirayakake amarga Laras sakit.,Slametan Laras dirayakake karo gembira.
Food,Pak Budi ngajak kulawargane ngunjungi warung nasi pecel. Pak Budi seneng mangan nasi pecel. Pak Budi ngajak kulawargane mangan bareng nasi pecel. Pak Budi seneng ngajak kulawargane liburan.,Warung nasi pecel iki tutup.,Pak Budi lan kulawargane seneng mangan nasi pecel bareng.
Food,Mbok Sri ngawasi proses masak nasi kuning. Mbok Sri masak nasi kuning kanggo acara selametan. Mbok Sri masak nasi kuning kanthi resep turun temurun. Mbok Sri seneng masak nasi kuning kanggo acara selametan.,Rasa nasi kuning Mbok Sri ora enak.,Rasa nasi kuning Mbok Sri enak lan dianggep paling enak.
Food,Rara ngobrol karo nenek babagan jajanan pasar. Rara pengin ngerti resep jajanan pasar. Rara ngerti resep jajanan pasar. Rara seneng ngerti resep jajanan pasar.,Rara ora bisa masak jajanan pasar.,Rara bisa masak jajanan pasar.
Food,Rani kepingin ngerayani tamu kanca-kancane. Rani kepingin ngolah jajanan pasar. Rani milih jajanan pasar sing praktis lan cepet dibikakne. Rani milih jajanan kue cubit.,Rani nggawe kue cubit ing wajan anti lengket.,Rani nggawe kue cubit ing wajan tua.
Food,Pak Budi melu acara selamatan. Pak Budi ngajak kulawargane ngadheg ing panggung. Pak Budi ngugemahe anak-anak kanggo nyanyi lan nari. Pak Budi ngasih upah kanggo anak-anak sing tampil apik.,Pak Budi ngasih upah berupa jajanan pasar.,Pak Budi ngasih upah berupa duit.
Food,Ibu membuat nasi uduk khas Jawa. Ibu nggolek resep ing buku masak Ibu nduweni. Ibu kepingin ngolah masakan sing sedhep lan bener-bener khas Jawa. Ibu nggunakake bumbu-bumbu alami.,Ibu ngolah nasi uduk bareng anak-anakne.,Ibu ngolah nasi uduk sendiri.
Food,Dimas main teka-teki karo temane. Dimas ngetok menuju meja makan. Dimas ngomong yèn dia kepingin jajanan pasar. Dimas ngajak temane ngetok jajanan pasar ing warung.,Dimas lan temane beli jajanan pasar sing wis dibungkus.,Dimas lan temane ngetok jajanan pasar lan liwat ing warung.
Food,Rina kepingin ngawali usaha kuliner. Rina kepingin ngadol jajanan tradisional Jawa. Rina kepingin nggadoli jajanan sing populer. Rina milih jajanan sing gampang dibikakne.,Rina ngadol jajanan pasar ing teras omah.,Rina ngadol jajanan pasar ing pasar tradisional.
Food,Dyah lagi nganakake wedang jahe kanggo kulawargane. Dyah ngerti yen wedang jahe bisa ngilangake hawa dingin. Dyah ngerti yen wong-wong sing lagi lara kudu ngompol wedang jahe. Ibu Dyah ngomong yen wedang jahe bisa ngurangi nyeri perut.,Ibu Dyah ora ngerti yen wedang jahe ora bisa ngilangake nyeri perut.,Ibu Dyah seneng amarga Dyah ngerti manfaat wedang jahe.
Food,Setyo lagi nemu jenang kanggo sesajen kanggo upacara adat. Setyo ngerti yen jenang kudu dihias cantik kanggo sesajen. Setyo ngerti yen jenang kudu dihidangkan ing piring khusus kanggo upacara adat. Setyo ngerti yen jenang kudu dihidangkan ing ingkang padha.,Setyo ora ngerti yen jenang kudu dihidangkan ing piring khusus kanggo upacara adat.,Setyo seneng amarga bisa ngerti carane ngolah jenang kanggo sesajen.
Food,Bu Wati lagi nggawé nasi tumpeng kanggo slametan. Bu Wati ngerti yen nasi tumpeng kudu dibentuk kerucut. Bu Wati ngerti yen nasi tumpeng kudu dihias sayuran. Bu Wati ngerti yen nasi tumpeng kudu dihidangkan ing tengah meja.,Bu Wati ora ngerti yen nasi tumpeng kudu dihidangkan ing tengah meja.,Bu Wati seneng amarga bisa nggawé nasi tumpeng kanggo slametan.
Food,Pak Bambang lagi ngibadah kanggo slametan. Pak Bambang ngerti yen slametan iku kanggo ngaturaken syukur. Pak Bambang ngerti yen slametan kudu dilakoni bareng-bareng. Pak Bambang ngerti yen slametan kudu diiringi musik gamelan.,Pak Bambang ora ngerti yen slametan kudu diiringi musik gamelan.,Pak Bambang seneng amarga bisa ngerti makna slametan.
Food,Ratih ngajak kakake ngetok nasi urap ing warung legendaris. Ratih seneng banget karo rasa urap iku. Kakaknya malah ora seneng. Ratih ngerti kenapa kakaknya ora seneng.,Kakake alergi bawang merah.,Ratih ngerti kakaknya ora seneng bumbu pedas.
Food,Maya lagi diajari Ibu merangkai bunga melati. Maya ngerasa susah banget ngrangkai bunga. Ibu Maya seneng ngelihat Maya belajar. Maya ngerti kenapa Ibu seneng.,Bunga melati iku simbol keramahan ing budaya Jawa.,Maya bakal dikasih uang jajan.
Food,Adi ngundang kakek lan nenek kanggo mangan bareng. Adi masak nasi goreng khas Jawa. Kakek lan nenek seneng banget karo masakan Adi. Adi seneng ngelihat kakek lan nenek seneng.,Nasehat kakek lan nenek tentang arti penting kumpul keluarga.,Adi bakal dikasih uang jajan.
Food,"Ani lagi ngobrol karo kancane, Dwi. Ani ngombe wedang jahe yang panas. Dwi ngajak Ani ngopi. Ani ngomong yen dheweke ora seneng ngopi.",Ani seneng ngombe wedang jahe amarga anget lan bisa ngilangi pilek.,Ani ora seneng rasa kopi.
Food,Dito lagi main ing sawah. Dito ngelihat wong tua sing lagi ngumpuli padi. Dito penasaran karo padi sing diumpuli. Dito njaluk padi kanggo diunjukake.,Dito diajari cara menanam padi lan mengolahnya menjadi nasi.,Dito dibelikan mainan baru.
Food,"Siska lagi ngobrol karo temene, Rani. Rani ngajak Siska nge-gym bareng. Siska ngomong yen dheweke ora seneng nge-gym. Rani bingung kenapa Siska ora seneng.",Siska seneng nge-yoga amarga lebih tenang dan fokus.,Siska ora duwe waktu.
Food,Wulan kepengen ngajak Kinar nge-gym bareng. Kinar ora kepingin nge-gym amarga kepengen ngertoke jajan tradisional. Wulan ngomong yen jajan tradisional bisa dimakan sawise nge-gym. Kinar tetep ora setuju.,Kinar lan Wulan tetep ngobrol sambil ngerti persisance masing-masing.,Wulan ngomong yen Kinar kurang sehat amarga ora gemar olahraga.
Food,Riko lagi ngerjain tugas sekolah tentang kuliner khas daerah Jawa Tengah. Riko bingung mau ngلى apa. Ibu Riko nyaranake Riko kanggo nggawa nasi liwet kanggo dibagikan. Riko setuju karo saran Ibu.,Riko nggawa nasi liwet kanggo dibagikan marang tetangga kang lagi ngunjuk.,Riko nggawa nasi liwet kanggo dibagikan marang guru-gurune ing sekolah.
Food,Pak Budi ngajak anak-anaké ngopi bareng ning warung kopi tradisional. Anak-anaké Pak Budi ora kepingin ngopi amarga kepengen nginum es teh manis. Pak Budi nyaranake anak-anaké coba ngopi susu kanggo ngilangake rasa pahit. Anak-anaké Pak Budi tetep ora setuju.,Pak Budi ngerti lan mbenteni pilihan anak-anaké.,Pak Budi ngomong yen nginum kopi susu bakal nggawe anak-anaké tambah sehat.
Food,Tono kepingin nggodha buah salak. Ibunya ngomong yen salak wis ora musim. Tono sedih amarga ora bisa nggodha salak. Ibunya ngajak Tono nggodha buah mangga.,Tono ora seneng mangan buah mangga.,Tono seneng mangan buah mangga.
Food,Pak Budi ngajak kulawargane ngunjungi pasar tradisional. Pak Budi pengin ngenali jajanan pasar sing wis jarang ditemokake. Pak Budi kepingin ngenalkan jajanan-jajanan iku marang keponakané. Pak Budi seneng kanthi jajanan tradisional.,Pak Budi lan kulawargane nemu jajanan langka sing wis ora jare dipasar.,Pak Budi ngajak keponakané nggawa jajanan iku kanggo dibagikake ing sekolah.
Food,Andi kepingin ngerayani tamu. Andi bakal masak nasi pecel ing rumahnya. Andi njaluk banyu cocolan kanggo pecel marang tetanggané. Andi uga nggambar lukisan kanggo hiasan meja.,Andi ngundang tetanggané kanggo mangan pecel bareng-bareng.,Andi ngirim pecel kanggo tetanggané.
Food,Ibu Ratih seneng ngolah jajanan pasar. Ibu Ratih ngolah jajanan pasar kanggo dibagikake marang tetanggané. Ibu Ratih nggunakake bahan-bahan sing alami lan sehat. Ibu Ratih seneng ngelihat senyum tetanggané.,Ibu Ratih ketemu inspirasi jajanan anyar kanggo dibagikake.,Ibu Ratih ngetokno jajanan pasar kanggo dijajakake ing pasar.
Food,Dina pengen ngerayani kanca-kancane. Dina ngundang kanca-kancane kanggo mangan gudeg ing rumahnya. Dina ngolah gudeg kanthi resep turun-temurun. Dina seneng ngelingi kanca-kancane mangan gudeg.,Dina lan kanca-kancane ngobrol seru nganti larut malam.,Dina ngadohkan gudeg kanggo dijajakake ing warung.
Food,Pak Joko pengen ngenali kuliner khas daerah liyane. Pak Joko kepingin nyoba kuliner sing wis terkenal ing Yogyakarta. Pak Joko ngajak kulawargane liburan ke Yogyakarta. Pak Joko seneng mampir ing warung-warung kuliner.,Pak Joko lan kulawargane ngrasakaken gudeg lan bakpia khas Yogyakarta.,Pak Joko ngajak kulawargane mampir ing tempat wisata.
Food,"Pak Budi nganakake jajanan pasar kanggo dituku wong tuo. Pak Budi nggawe jajanan pasar kaya bakpia, wingko babat, lan klepon. Pak Budi ngepak jajanan pasar ing kotak sing lucu lan menarik. Pak Budi ngedeg jajanan pasar ing pinggir dalan.",Jajanan pasar Pak Budi lali dibeli wong tuo.,Jajanan pasar Pak Budi cepet lali dibeli.
Food,Senja nganakake bolu kukus kanggo dibagikake marang tetangga. Senja nggunakake resep turun temurun kanggo nggawe bolu kukus. Senja nambah bahan-bahan kanggo nggawe bolu kukus liwat gurih. Senja ngemot bolu kukus ing wadah sing cantik.,Tetangga Senja seneng lan ngeluh yen bolu kukus Senja enak.,Tetangga Senja ora seneng amarga bolu kukus Senja ora manis.
Food,"Siti lan Rani melu lomba masak. Siti nyiapake gudeg, sedeng Rani nyiapake soto ayam. Siti nggunakake resep gudeg kanggo keluarga besar. Rani nggunakake resep soto ayam kanggo acara nikahan.",Siti lan Rani belajar resep masakan sing beda.,Siti lan Rani ngaplikasikake resep masakan sing paling enak.
Food,Adi ngajak kakeke mangan sate klathak. Adi ngajak kakeke mangan sate klathak ing warung sing rame. Adi mesen sate klathak sing paling pedes. Adi ngajak kakeke ngobrol ngenani pengalaman.,Kakeke Adi cerita pengalaman mangan sate klathak nalika mudha.,Kakeke Adi ora seneng mangan sate klathak sing pedes.
Food,Ibu ngisi nasi putih ing piring. Ibu nyiapake lauk pauk sing paling lengkap kanggo kulawarga. Ibu nggunakake piring sing khas Jawa kanggo ngajeng nasi putih lan lauk pauk. Ibu nyiapake teh manis kanggo ngiringi makan.,Keluarga menikmati makan malam bersama dengan rasa syukur.,Keluarga makan dengan terburu-buru karena harus pergi ke acara.
Food,"Lintang ngajak ngunjungi pasar tradisional. Lintang mbedakake buah-buahan sing adiluhung. Lintang ngelih buah rambutan, mangga, lan durian. Lintang ngenteni ibune kanggo pilih buah sing paling enak.",Ibu dan Lintang pulang dengan membawa buah-buahan segar.,Ibu dan Lintang pulang tanpa membeli buah karena harganya mahal.
Food,Maya kepingin ngetok jajanan pasar. Maya njaluk izin marang ibune kanggo ngetok jajanan pasar. Maya nyiapke bahan-bahan kanggo ngetok jajanan pasar. Maya ng Invite kancane kanggo ngetok jajanan pasar bareng.,Maya belajar kerjasama dan berbagi saat membuat jajanan pasar.,Maya dan teman-temannya bertengkar karena perebutan bahan.
Food,Pak Budi ngarep wae ngetok-ngetok talenan kanggo ngulemak tempe. Pak Budi lagi masak tempe mendoan kanggo tamu. Pak Budi seneng banget masak tempe mendoan amarga resep turun-temurun.,Pak Budi nggawe tempe mendoan sing kriya lan gurih.,Pak Budi ora bisa ngolah tempe mendoan.
Food,"Dina rame-rame, Ibu Dyah ngajak anak-anakne ngobrol ngenani jajanan pasar kang paling disukai. Anak-anak Ibu Dyah ngerumpi ngomong ngenani jajanan sing paling enak lan mengenang masa cilik. Ibu Dyah seneng denger cerita anak-anakne.",Ibu Dyah ngajak anak-anakne ngopi bareng sambil mangan jajanan pasar.,Anak-anak Ibu Dyah ora kepengen jajanan pasar.
Food,Pak Joko ngajak kakeke kanggo ngombe wedang jahe ing sore hari. Pak Joko ngerti kakeke seneng banget karo wedang jahe. Wedang jahe kanggo kakek Pak Joko iku utuh karo rempah-rempah khas Jawa.,Kakek Pak Joko seneng banget ngombe wedang jahe kanggo ngilangake hawa dingin.,Kakek Pak Joko ora suka wedang jahe.
Food,Nenek Ratih lagi nggolek resep kue tradisional kanggo lebaran. Nenek Ratih kepingin ngebut-ngebut supaya bisa ngukir kue sing lumayan akèh. Nenek Ratih nggawe kue lapis sing ora mung enak nanging uga cantik.,Kue lapis Nenek Ratih melu lomba masak.,Kue lapis Nenek Ratih ora luwih enak.
Food,Mbak Sari ngajak mas-masne ngunjungi pasar tradisional kanggo nggoleksi bahan-bahan masakan. Mbak Sari pengin masak nasi pecel kanggo keluarga. Mbak Sari seneng banget ngetok-ngetok bumbu rempah kanggo masak nasi pecel.,Nasi pecel Mbak Sari disukai keluarga.,Nasi pecel Mbak Sari ora enak.
Food,Rani ketemu wong tuwané ing pasar. Wong tuwané lagi nggawa keranjang berisi jajanan pasar. Rani kepingin jajanan pasar iku. Wong tuwané ngerti kepinginan Rani.,Wong tuwané ngomong yen jajanan pasar kudu dibagi kanggo sedulur-sedulur ing omah.,Wong tuwané langsung ngasih jajanan pasar marang Rani.
Food,Andi lagi ngerjeosi tugas sekolah tentang kuliner tradisional Jawa. Andi bingung mau nulis apa. Andi pingin nulis tentang kuliner sing paling populer.,Andi mutusake kanggo nulis tentang gudeg.,Andi mutusake kanggo nulis tentang nasi goreng.
Food,Adik lagi ngombe wedang jahe. Ibuné ngomong yen wedang jahe bisa ngilangi pilek. Adik ora seneng rasa wedang jahe. Ibu ngajak adik nyoba wedang jahe.,Adik ngomong yen wedang jahe ora enak.,Adik ngomong yen wedang jahe enak.
Food,Sugi lagi nggawa nasi kotak kanggo dibagikan. Nasi kotak iki kanggo tetangga sing lagi lara. Sugi ora ngerti arep ngasih nasi kotak kene. Sugi ngerti pentingne ngasi bantuan.,Sugi nembak tetangga kang lagi lara.,Sugi ngasih nasi kotak ing ngarep omah.
Food,Maya lagi ngajak Tono makan di warung sate. Tono ora seneng sate. Maya ngomong yen sate enak banget. Maya ngajak Tono nyoba sate.,Tono mutusake kanggo mangan soto.,Tono mutusake kanggo nyoba sate.
Food,Atik seneng banget karo jajanan pasar.  Ibunya arep ngadol jajanan pasar ing pasar.  Atik diwenehi tugas kanggo nggendong jajanan pasar sing wis dibungkus.,Atik ngajak kancane main ing pasar.,Atik ngantuk lan mampir nyiur di ngisor pohon.
Food,Pak Budi wis ngetuk endi-endi kanggo nganti ing panganan. Pak Budi kepingin ngetokake panganan khas Jawa. Panganan iki wis dadi warisan keluarga wiwit jaman dulu.,Pak Budi ngajak warga kanggo ngerti budaya Jawa liwat panganan.,Pak Budi ngadol panganan kasebut ing restoran gedhe.
