topic,premise,correct_ending,incorrect_ending
Food,Siti tansah mangan tahu lan tempe. Siti tansah mangan tahu lan tempe kang maksih anget. Siti duwe katering mligi kang kanggo mangan tahu lan tempe. Siti mangan tahu lan tempe karo kacang lan peuyeum.,Bumi lan kancane milih mangan mendoan kang maksih anget.,Siti tansah mangan tahu lan tempe kang maksih anget.
Food,Mbak Santi duwe warung sate ing pasar. Dheweke sate gombal kang paling resep. Akeh wong sing seneng mampir warung Santi. Mbak Santi ngrancang buka cabang warung ing kutha gedhe.,,Mbak Santi dadi pengusaha sukses saka sate gombale.
Food,Anis lan kancane ngadegke warung kopi tradhisional. Anis kancane duwe resep kopi legendaris. Warung kopi iku rame banget. Wong-wong sing mampir kanggo njajal kopi legendaris.,Mbak Santi tetep setia karo pasar kang wis ngasilake dadi wong sukses.,Warung kopi iku ditutup amarga ora laris.
Food,Laily nggawe resep gudeg unik. Laily pengin nglolokake gudeg ing festival panganan. Laily nggawe resep gudeg nganggo bahan-bahan lokal. Akeh wong sing seneng gudeg Laily.,Anis lan kancane nglajengake warisan budaya kopi tradhisional.,Laily ora menang festival panganan.
Food,Rian lan Rino duwe hobi masak. Rian lan Rino nyoba nggawe resep angkringan unik. Akeh wong sing seneng angkringan Rian lan Rino. Rian lan Rino ngrancang buka warung angkringan.,Laily nglolokake gudeg ing festival panganan lan menang.,Rian lan Rino ora bisa buka warung amarga ora duwe modal.
Food,Kris tuku gudeg kanggo oleh-oleh marang kanca-kancane. Gudeg kasebut dibungkus karo kertas kang rapi. Kris ora tau yen gudeg kasebut wis ora enak. Kanca-kancane milih ora mangan gudeg kasebut.,,Kris ora bisa namba karo gudeg kang ora enak.
Food,Ayu milih njupuk kelas masak tradisional Jawa. Ayu pengin ngerti resep-resep kanggo masak gudeg lan pecel. Ayu ora tau yen bahan-bahan kanggo masak tradisional Jawa ageng banget. Ayu kesel amarga ora ngerti resep-resep kasebut.,Kris milih tuku gudeg ing warung liya kang wis terkenal.,Ayu ora bisa ngerti resep-resep tradisional Jawa.
Food,Lestari milih nggunakake cutlery kanggo mangan pecel. Lestari ora tau yen pecel kasebut kudu dimangan karo tangan. Lestari kesel amarga ora ngerti cara mangan pecel kang bener. Lestari milih njupuk cutlery liya kanggo mangan pecel.,Ayu milih njupuk kelas masak tradisional Jawa kang luwih rinci.,Lestari ora bisa mangan pecel karo cutlery.
Food,Arini milih tuku es degan kanggo oleh-oleh marang kanca-kancane. Arini ora tau yen es degan kasebut ora kudu dibungkus karo kertas. Arini kesel amarga ora ngerti cara njaga es degan kang bener. Arini milih njupuk es degan liya kanggo oleh-oleh.,Lestari milih mangan pecel karo tangan kang wajar.,Arini ora bisa njaga es degan kang bener.
Food,Diah milih nggunakake wadah kanggo ngangkat sate. Diah ora tau yen sate kasebut kudu diangkat karo lidi. Diah kesel amarga ora ngerti cara ngangkat sate kang bener. Diah milih njupuk wadah liya kanggo ngangkat sate.,Arini milih njupuk es degan kang dibungkus karo wadah kang kuat.,Diah ora bisa ngangkat sate karo wadah.
Food,Indra milih mangan rujak kanggo sarapan. Indra ora tau yen rujak kasebut ora kudu dimakan karo nasi. Indra kesel amarga ora ngerti cara mangan rujak kang bener. Indra milih njupuk rujak liya kanggo makan.,Diah milih ngangkat sate karo lidi kang wajar.,Indra ora bisa mangan rujak kang bener.
Food,Ira milih tuku beras kanggo mangan karo rujak. Ira ora tau yen beras kasebut ora kudu dibungkus karo kertas. Ira kesel amarga ora ngerti cara njaga beras kang bener. Ira milih njupuk beras liya kanggo mangan.,Indra milih mangan rujak karo beras kang wajar.,Ira ora bisa njaga beras kang bener.
Food,Mamat seneng mangan Gudeg. Gudeg iku makanan khas Jogja. Mamat tuku Gudeg kanggo oleh-oleh. Mamat arep nyoba masak Gudeg dhewe.,Mamat tuku abot Gudeg kanggo oleh-oleh.,Mamat uga tuku abot tahu kanggo oleh-oleh.
Food,Kori mung entek dhuwit saka bapakne. Kori pengin mangan Es Campur. Kori arep tuku Es Campur. Bapak Kori njaluk Kori kanggo hemat.,Ibu Kori tuku Es Campur kanggo Kori.,Kori mung mangan Es Campur kanggo sarapan.
Food,Pandan kacang iku makanan favorit Suci. Suci seneng mangan Pandan kacang. Suci arep tuku Pandan kacang. Suci butuh dhuwit kanggo tuku Pandan kacang.,Suci tuku Pandan kacang kanggo oleh-oleh.,Suci mung mangan Pandan kacang kanggo sarapan.
Food,Asep mung entuk tahu saka ibune. Asep arep tahu cara masak Pepes Ikan. Asep arep nganggo daun pisang. Asep butuh tahu cara nganggo daun pisang.,Asep nganggo daun pisang kanggo nganggo Pepes Ikan.,Asep nganggo kertas kanggo nganggo Pepes Ikan.
Food,Asti seneng mangan Jenang. Jenang iku makanan khas Jawa. Asti arep tuku Jenang kanggo oleh-oleh. Asti butuh tahu cara mangan Jenang.,Asti mangan Jenang nganggo bubur.,Asti mangan Jenang nganggo nasi.
Food,Vina singgah ing pasar tradisional. Dheweke njajal rasaning gudeg. Vina kaget karo rasaning gudeg. Vina tuku gudeg kanggo dibawa mulih.,,"Vina uga tuku krupuk kanggo dibawa mulih, nanging pas ketemu kanca, kabeh wis ilang."
Food,Sinta jupuk keramik ing tangan. Keramik kasebut nduwe motif batik. Sinta ngerti keramik kasebut unik. Sinta mesti tuku keramik kasebut.,Vina uga tuku krupuk kanggo dibawa mulih dadi oleh-oleh.,"Sinta melu njupuk keramik kasebut, banjur dheweke kabur."
Food,Lesti gelem mangan rujak. Dheweke njajal rujak legi. Lesti kaget karo rasaning rujak. Lesti tuku rujak kanggo dibawa mulih.,Sinta tuku keramik kasebut kanggo wong tuwa.,Lesti njaluk bantuan wong liya amarga ora bisa mangan rujak.
Food,Winda wis tiba ing kutha Yogyakarta. Winda kepengin tuku oleh-oleh khas Yogyakarta. Winda temu bakpia khas Yogyakarta. Dheweke ora paham carane milih bakpia.,,Winda tuku bakpia sing rasané ora enak.
Food,Lintang saiki lagi mencari kerja. Lintang pengin tuku setelan meja makan. Lintang temu setelan meja makan sing lucu. Setelan meja makan iki rasané ora mirah.,Winda tuku bakpia khas Yogyakarta sing rasané mirah.,Lintang tuku setelan meja makan sing ora mirah.
Food,Rara lagi nonton acara masak ing tv. Rara kepengin tuku pisau dapur. Rara temu pisau dapur sing rasané ora mirah. Rara ora paham carane milih pisau dapur.,Lintang tuku setelan meja makan sing rasané mirah.,Rara tuku pisau dapur sing ora mirah.
Food,Diah wis tiba ing kutha Solo. Diah kepengin tuku oleh-oleh khas Solo. Diah temu es krim khas Solo. Es krim iki rasané ora mirah.,Rara tuku pisau dapur sing rasané mirah.,Diah tuku es krim sing rasané ora enak.
Food,Budi lagi nonton acara masak ing youtube. Budi kepengin tuku panci masak. Budi temu panci masak sing ora mirah. Budi ora paham carane milih panci masak.,Diah tuku es krim khas Solo sing rasané mirah.,Budi tuku panci masak sing ora mirah.
Food,Citra wis tiba ing kutha Bandung. Citra kepengin tuku oleh-oleh khas Bandung. Citra temu krupuk khas Bandung. Krupuk iki rasané ora mirah.,Budi tuku panci masak sing rasané mirah.,Citra tuku krupuk sing rasané ora enak.
Food,Ayu lagi mencari kerja. Ayu pengin tuku meja makan. Ayu temu meja makan sing ora mirah. Ayu ora paham carane milih meja makan.,Citra tuku krupuk khas Bandung sing rasané mirah.,Ayu tuku meja makan sing ora mirah.
Food,Ega wis tiba ing kutha Semarang. Ega kepengin tuku oleh-oleh khas Semarang. Ega temu lumpia khas Semarang. Lumpia iki rasané ora mirah.,Ayu tuku meja makan sing rasané mirah.,Ega tuku lumpia sing rasané ora enak.
Food,Lestari lagi nonton acara masak ing tv. Lestari kepengin tuku sendok dapur. Lestari temu sendok dapur sing ora mirah. Lestari ora paham carane milih sendok dapur.,Ega tuku lumpia khas Semarang sing rasané mirah.,Lestari tuku sendok dapur sing ora mirah.
Food,Dini wis tiba ing kutha Malang. Dini kepengin tuku oleh-oleh khas Malang. Dini temu strudel khas Malang. Strudel iki rasané ora mirah.,Lestari tuku sendok dapur sing rasané mirah.,Dini tuku strudel sing rasané ora enak.
Food,,Rina mangan wae yen wis mangan kakek lan emakne.,Rina ora gelem mangan dhisik.
Food,,Siti mangan pelem saking mangan pelem marga kang krasa enak.,Siti mangan pelem marga marga marga krasa mual.
Food,,Ranti lan ayahne tuku buah kang di milih.,Ayahne Ranti milih pelem lan gula bingi.
Food,Arya kangen mangan gudeg. Arya seneng mangan gudeg ing kutha Yogyakarta. Gudeg iki makanan khas Yogyakarta. Arya kudu mangan gudeg karo kacang.,,Arya ora kangen mangan gudeg.
Food,Lestari seneng mangan es teler. Lestari mangan es teler bareng kancane. Es teler iki minuman khas Indonesia. Lestari mangan es teler ing kafe.,Arya mangan gudeg karo kacang ing warung makanan Yogyakarta.,Lestari ora suka es teler.
Food,Surya ora nganggo sendok. Surya mangan nasi karo tangan. Surya ora nganggo sendok ing omah. Surya nganggo sendok ing restoran.,Lestari lan kancane mangan es teler karo cendol ing kafe.,Surya nganggo sendok ing omah.
Food,Rina mangan kopi ing kafe. Rina seneng mangan kopi ing pagi. Rina nganggo mangkuk kopi tradisional. Rina mangan kopi karo gula.,Surya nganggo tangan ing omah lan nganggo sendok ing restoran.,Rina ora nganggo mangkuk kopi tradisional.
Food,Dina mangan rujak ing pasar. Dina seneng mangan rujak ing siang. Rujak iki makanan khas Jawa. Dina mangan rujak karo kecap.,Rina mangan kopi karo gula ing mangkuk kopi tradisional ing kafe.,Dina ora mangan rujak.
Food,"Dina iki dina raya Idul Fitri, kakek ngajak gawe kue semarang murah. Kue semarang iki panganan kesenengan kakek. Kakek tansah ngajak mbuwang semarang lan nglukis kue semarang. Kakek maksiat ngopeni semarang iki.",Semarang iki wis rampung dibuwang.,Kakek ngae tangan kanggo nglukis semarang.
Food,Tansah terpikir ing ngiket lonthong beras iku ora rumit banget. Lonthong iki dibuwat kanggo mangan kanggo beakar. Mbah buyut tansah ngajak bumi kanggo mangan. Kanggo mangan lonthong iki tansah nganggo surabi.,Lonthong iki wis rampung dibuwang.,Lonthong iki mesti dibuwang nglawan garah surat tansah terpikir bumi.
Food,Dina iki wong tansah ngajak mangan sate kambing. Sate iki dibuwat kanggo mangan kanggo beakar. Mbah buyut tansah ngajak bumi kanggo mangan sate. Kanggo mangan sate iki tansah nganggo surabi lan krupuk.,Sate iki wis rampung dibuwang.,Sate iki dibuwang karo mangan kanggo beakar.
Food,Mbak Kanti duwe hobi masak panganan tradisional. Dheweke seneng masak ing omah bareng karo adhine. Akeh wong sing seneng masakan Kanti. Kanti terus nembelehi resep-resep anyar.,"Kanti saiki lagi nambahi resep-resep anyar ing bukune sing judule ""Panganan Tradisional Jawa"".",Kanti milih dadi juru masak ing restoran.
Food,Lesti ngarep-arep yen bisa ngunduh resep-resep panganan lan ombenan tradisional saka simbahane. Lesti kangen panganan lan ombenan sing dibuat simbahane. Lesti tansah ndedonga supaya bisa ngangsu kawruh sing dibutuhake. Lesti ketemu simbahane sawise 5 taun pisah.,Lesti pinter masak panganan lan ombenan sing mirip karo sing dibuat simbahane.,Lesti milih dadi juru masak restoran.
Food,Asep kuwi bocah sing gampang kasil kasil masak gudeg. Asep pinter ngolah gudeg. Nang endi wae Asep mesthi bisa ngolah gudeg. Asep asring ngajar kanca-kancane masak gudeg.,Asep milih dadi juru masak gudeg ing restoran.,Asep milih dadi tukang ojek.
Food,Ayu lagi lara amarga rambute rontok. Rambute Ayu terus rontok amarga leren. Ayu nindakake terapi. Kondisi rambute Ayu tambah parah.,Ayu ngelakoni terapi sing bener supaya rambute ora rontok.,Rambute Ayu rontok amarga leren.
Food,Atine Bunga wis deg-degan ngenteni wong tuku oleh-olehe saka Jawa. Bunga wis ora fokus maneh ngrungokake katrangan saka ibuke. Mripate Bunga bolak-balik nyawang ibuke ing ngarepe lan jam tangan ing bangkekan kiwa. Kanca-kancane Bunga liyane akeh uga sing tumindak sumelang kaya Bunga.,Bunga ngerti rasa kuwatir ibuke mung bisa mesem ngerti lan milih oleh-olehe sing bener.,Bunga sing ngerti rasa kuwatir ibuke langsung niat nelpon kancane.
Food,"Dina tengah sibuk, Fatma memasak Gudeg Yogyakarta kanggo keluargane. Gudeg iki digawe khas karo kuah utawa santen lan sayuran. Fatma milih tipe gudeg kuah kanggo keseharian. Wong tuwane lan adi-adi sengit mangan Gudeg.",,Wong tuwane lan kakek mangan Martabak.
Food,Fajar wis tuku sate lan gule kaya khas Madura. Gule lan sate iki bakal dibatul dina Minggu. Fajar lagi bingung tuku lontong kanggo nembatul makan. Kaya ngandul ngundang tukang fotografi resepe menitik lanipun.,"Kaya sing didharap, Wong tuwane lan adi-adi mangan Gudeg.",Fajar milih tuku lontong kaya khas Surabaya bukannya lontong madura.
Food,"Wulan wis tuku gedhang goreng kanggo ngobati wisatan sibuk kanggo mangan acar. Wulan milih daging dhisit mulya kanggo jajan. Wulan milih kanggo mangan mangal, lan sate kanggo daging kambing. Wulan milih mangan kanggo bekti marang liya.","Kaya sing diharap, Fajar tibo sate lan gule di nembatul nganggo lontong.","Kaya sing diarep, Wulan milih mangan dhisit kaya mulya."
Food,Rudi wis tukae pepeka garing kanggo mangan. Rudi milih pethak kangge gawe gudeg. Rudi milih kang tamen kangge mangal. Rudi milih kang mangan kanggo bekti.,Wulan milih jajan kanggo tuku goreng daging mulya kanggo mangan.,"Kaya sing diarap, Rudi milih mangan kang mulya."
Food,Candra milih tuku pepe kanggo mangan kang tamen. Candra milih tuku kangge gawe gudeg. Candra milih kang mangan kanggo mangan kang mulya. Candra milih tuku tipe kang mangan kanggo bekti.,Rudi milih tuku pepe garing kanggo mangan.,"Kaya sing diharap, Candra milih kang mangan kanggo mangan kang mulya kanggo mangan."
Food,Laily nresnani ngarit iki kaya iki ngritik iki tao. Laily nganggo tangan kiri kanggo mangan sate. Laily kesel cawane mangan sate ora nggalah. Laily taksih mangan sate ngantos wong liya.,,Laily nyesulit mangan sate nganggo tangan kiri.
Food,Kita kerja bareng kanggo nglukis kothak khas kang gegodhag lan ngandel. Kita mangan sega tumpang lan goreng. Kita tumbas ngrasahakna khas kang gedhag. Kita ngrasahake khas kang gegodhag.,Laily nyesulit mangan nganggo tangan tengen.,Kita mangan sega tumpang kang asin.
Food,Rini seneng mangan klapa orah. Rini seneng mangan klapa orah nganggo gula jawa. Rini mangan klapa orah nganggo bubuk cokelat. Rini seneng mangan klapa orah kang ngandel.,Kita mangan sega tumpang kang legi.,Rini mangan klapa orah nganggo tahi manis.
Food,Akting mangan peye. Akting mangan peye nganggo tangan kiri. Akting nyesulit mangan nganggo tangan kiri. Akting mangan peye nganggo tangan tengen.,Rini mangan klapa orah nganggo tiga bumbu.,Akting mangan peye nganggo tangan kiri.
Food,Kepengen mangan sate marang klentheri. Kepengen mangan sate nganggo tangan kiri. Kepengen mangan sate nganggo tangan tengen. Kepengen mangan nganggo tangan kiri.,Akting mangan nganggo tangan tengen.,Kepengen mangan nganggo tangan tengen.
Food,Rini mangan sega tumpang nganggo mrengat. Rini mangan sega tumpang nganggo petis. Rini mangan sega tumpang nganggo sambel teri. Rini mangan sega tumpang nganggo tigan mrengat.,Kepengen mangan nganggo tangan kiri.,Rini mangan sega tumpang nganggo tigan mrengat.
Food,Rini mangan peye nganggo gula jawa. Rini mangan peye nganggo bubuk cokelat. Rini mangan peye nganggo klapa orah. Rini mangan peye nganggo sega tumpang.,Rini mangan sega tumpang nganggo mrengat lan petis.,Rini mangan peye nganggo sega tumpang.
Food,Akting mangan sate nganggo tangan tengen. Akting mangan sate nganggo tangan kiri. Akting mangan sate nganggo mrengat. Akting mangan sate nganggo tangan tengen.,Rini mangan peye nganggo gula jawa.,Akting mangan sate nganggo tangan tengen.
Food,Rini mangan sega tumpang nganggo tigan mrengat. Rini mangan sega tumpang nganggo tigan petis. Rini mangan sega tumpang nganggo tigan sambel teri. Rini mangan sega tumpang nganggo tigan tumpang.,Akting mangan sate nganggo tangan kiri.,Rini mangan sega tumpang nganggo tigan tumpang.
Food,Rini mangan peye nganggo tangan tengen. Rini mangan peye nganggo tangan kiri. Rini mangan peye nganggo tangan tengen. Rini mangan peye nganggo tangan kiri.,Rini mangan sega tumpang nganggo tigan mrengat.,Rini mangan peye nganggo tangan tengen.
Food,Raya ngandakake pawiwatan menyang Yogyakarta. Raya kanggo tuku oleh-oleh khas Yogyakarta kanggo sedulur. Raya tansah nanyang sedulur lan kangen karo marga kaya iki. Raya kangen banget karo kacarabanci lan madu khas Yogyakarta.,,Raya milih kacarabanci kanggo dipecah.
Food,Raisa seda tahu kaya cara mae gudeg. Raisa ngrasa sedih banget amarga ora bisa mae gudeg. Raisa dibuwang kangen karo marga lan kulawarga. Raisa kanggo mangsa kangen karo marga mawon mae gudeg.,Raya milih kacarabanci kanggo oleh-oleh.,Raisa milih saking bubur kanggo marga.
Food,Kanya kanggo mawon tahu kaya mae krupuk rengginang. Kanya kanggo tahu kaya mae krupuk rengginang sing bumbune menarik. Kanya tansah kangen banget karo kulawarga lan marga. Kanya milih krupuk rengginang kanggo oleh-oleh.,Raisa milih gudeg kanggo marga.,Kanya milih krupuk rengginang kanggo marga metu.
Food,Pria kanggo mawon tahu kaya mae tahu kacang. Pria kanggo tahu kaya mae tahu kacang sing bumbune menarik. Pria tansah kangen banget karo kulawarga lan marga. Pria milih tahu kacang kanggo oleh-oleh.,Kanya kanggo tahu kaya mae krupuk rengginang kanggo marga.,Pria milih krupuk kanggo marga metu.
Food,Rahayu kanggo mangsa kangen karo marga lan kulawarga. Rahayu kanggo mawon tahu kaya mae kacang rengginang. Rahayu tansah kangen banget karo marga lan kulawarga. Rahayu tansah milih rengginang kanggo oleh-oleh.,Pria kanggo tahu kaya mae tahu kacang kanggo marga.,Rahayu milih rengginang kanggo marga metu.
Food,"Bocah cilik kang arane Budi kepingin mangan gudeg. Ibu Budi njupuk gudeg saka pasar. Budi menehi dhuwit marang ibune kanggo tuku gudeg. Ibu Budi takon karo Budi, ""Budi, gudeg karo apa?""",Budi milih gudeg karo krecek.,"Budi njawab, ""Gudeg karo tahu, Bu."""
Food,Sita kepengin tuku cilok kanggo bekal sekolah. Sita njupuk dhuwit saka dompet ibune. Cilok kang Sita tuku duwe rasa kang manis. Sita njupuk cilok kang wis dibungkus karo kertas.,Sita menehi cilok marang kanca-kanca.,Sita mangan cilok kabeh dhewe.
Food,Rina njupuk kopi kanggo ibune. Ibu Rina lunga menyang pasar kanggo tuku kopi. Rina njupuk kopi kang wis dibungkus karo kantong plastik. Rina menehi kopi marang paklekne.,"Paklek Rina njawab, ""Terima kasih, Rina.""",Rina menehi kopi marang paklekne lan njupuk dhuwit.
Food,Minggu iki bakal ana acara lomba masak tradisional ing desa. Aku sengaja lunga saka kutha kanggo mèlu lomba. Macem-macem jinis masakan tradisional kudu digawe kanggo lomba. Aku wis siyap mèlu lomba bareng karo ibune.,Aku ora kasil menang lomba masak.,Aku kasil menang lomba masak lan éntuk bebungah.
Food,"Vinda digawe es campur kanggo ngawula bocah-bocah. Es campur iku kacang ijo, kacang abang, lan santen. Ana uga peralatan mangan kanggo ngiringi es campur. Bocah-bocah lungguh ing meja makan.",Dheweke ora mangan es campur.,Dheweke mangan es campur lan ngerasa tresna.
Food,"Kanggo mengeti Idul Fitri, aku nganakake acara lomba kue tradisional. Lomba kapisan yaiku adu kue putu lan kue lapis. Wakil saka saben kelas nyiapake kanggo nglawan wakil guru. Kompetisi kasebut sengit.",Lomba iki bosen dibandingake karo lomba taun sing luwih.,Lomba iki dimenangake dening kue putu.
Food,"Haikal kuwi bocah sing gampang srawung. Haikal pinter mecah suasana. Nang endi wae Haikal mesthi rame. Haikal asring guyon, nanging dheweke ngerti watesan apa sing bisa dicekel lan sing ora bisa.",Mula Haikal disenengi kanca-kancane.,Mula Haikal ora disenengi kanca-kancane.
Food,Jihad nonton pertunjukan kuliner kanggo ngawula wong akeh. Jihad sinau resep-resep kuliner sadurunge. Jihad penasaran lan pengin nyoba. Jihad diundang kanggo nonton pertunjukan kuliner.,Jihad ora kasengsem ing resep-resep kuliner.,Jihad nindakake resep-resep sing padha karo tukang masak.
Food,Minggu iki bakal ana pesta ulang taun ing desa. Aku sengaja lunga saka kutha kanggo mèlu pesta. Macem-macem jinis kue lan es krim kudu digawe kanggo pesta. Aku wis siyap mèlu pesta bareng karo ibune.,Aku ora mangan kue lan es krim.,Aku mangan kue lan es krim lan ngerasa tresna.
Food,"Vinda digawe gudeg kanggo ngawula bocah-bocah. Gudeg iku kacang abang, santen, lan nasi. Ana uga peralatan mangan kanggo ngiringi gudeg. Bocah-bocah lungguh ing meja makan.",Dheweke ora mangan gudeg.,Dheweke mangan gudeg lan ngerasa tresna.
Food,"Kanggo mengeti ambal warsa sekolah, SMA Harapan nganakake lomba. Lomba kapisan yaiku adu kue tradisional antarane guru lan siswa. Wakil saka saben kelas nyiapake kanggo nglawan wakil guru. Kompetisi kasebut sengit.",Lomba iki bosen dibandingake karo lomba taun sing luwih.,Lomba iki dimenangake dening wakil siswa.
Food,"Haikal kuwi bocah sing gampang srawung. Haikal pinter mecah suasana. Nang endi wae Haikal mesthi rame. Haikal asring guyon, nanging dheweke ngerti watesan apa sing bisa dicekel lan sing ora bisa.",Mula Haikal disenengi kanca-kancane.,Mula Haikal ora disenengi kanca-kancane.
Food,Jihad nonton pertunjukan masak kanggo ngawula wong akeh. Jihad sinau resep-resep masak sadurunge. Jihad penasaran lan pengin nyoba. Jihad diundang kanggo nonton pertunjukan masak.,Jihad ora kasengsem ing resep-resep masak.,Jihad nindakake resep-resep sing padha karo tukang masak.
