topic,premise,correct_ending,incorrect_ending
Food,Eka duduka ka rumahna kana kenèng kadéngé. Eka ngajual sate keur keluarga. Eka manggareskeun porsi sate ka sakola malingan. Eka teu nunggaan kasusian sate yang tersisa.,Eka manggareskeun sate ka kaumna.,Eka rék nganjang ka kasusian sate.
Food,Dewi ngajual jajanan Sunda ka pasar. Aya banyak pembeli. Dewi teu dapat kucuran duit. Dewi teu bisa bérkeun ka kafé.,Dewi ngulik duit kucuran.,Dewi ngulik duit ka kafé.
Food,Raka duduka ka rumahna kana kangen kopi Sunda. Raka ngajual kopi ka kedai kopi. Raka kasarakeun porsi kopi ka teman-temannya. Raka teu bisa ngajek ka tempat bermain.,Raka ngajek ka teman-temannya nu sakopi.,Raka nunggaan porsi kopi.
Food,Sari teu bisa nanggoteun pepesanan. Sari diterima beberapa pemesanan. Sari nandika ka dapur ngolah-ngolah. Sari teu tiasa ngambil pesenan.,Sari ngambil pesenan nu ngirim ke pemesan.,Sari ningali pesenan.
Food,Adi ngajual laklak ka pesta. Aya banyak tamu. Adi teu tiasa ngambil duit. Adi teu bisa ngandika ke rumah.,Adi ngandika ke rumah nu bikin laklak lagi.,Adi ngulik duit ka rumah.
Food,Santi ngajual pisang goreng ka warung. Aya banyak pelanggan. Santi teu bisa ngebet ka kantin. Santi teu tiasa kasih pesenan.,Santi kasih pesenan nu ngirim ke pelanggan.,Santi nunggaan pesenan.
Food,Agung duduka ka rumahna kana kenèng kue Sunda. Agung ngajual kue ka kedai. Agung teu bisa bérkeun ka taman. Agung teu tiasa ngambil kue.,Agung ngambil kue nu ngirim ke konsumen.,Agung ngulik kue ka taman.
Food,Ayu ngajual kerupuk ka warung. Aya banyak pesanan. Ayu nanggoteun ka dapur. Ayu teu tiasa ngambil pesanan.,Ayu ngambil pesanan nu ngirim ke pesanan.,Ayu ningali pesanan.
Food,Bima duduka ka rumahna kana kenèng es campur. Bima ngajual es campur ka warung. Bima teu bisa ngajek ke tempat berenang. Bima teu tiasa ngambil es campur.,Bima ngambil es campur nu ngirim ke konsumen.,Bima nunggaan es campur.
Food,Andi ngajual bakpia ka kedai. Aya banyak pembeli. Andi teu tiasa ngambil duit. Andi teu bisa ngandika ke rumah.,Andi ngandika ke rumah nu bikin bakpia lagi.,Andi ngulik duit ka rumah.
Wedding,"Gadis Sunda bakal ngandong. Alesan ngandongna sareng pasangannya, udah lama ngadaging. Gadis Sunda geus ngadeg-ngadegkeun baju panganggono. Pasangan geus ngadeg-ngadegkeun bajunya panganteman.",,Undangan pernikahan dibakar
Wedding,Santri Sunda bakal dijodoh. Pasangan udah lama ngadaging sareng saudaranya. Gadis Sunda geus ngadeg-ngadegkeun kebaya sidoso. Pasangannya geus ngadeg-ngadegkeun baju kurta.,Undangan pernikahan dikirim kepada para tamu,Santri mengkhianati agama Islam
Wedding,Niniak Sunda ngandong. Niniak geus ngadeg-ngadegkeun baju kebaya. Pasangannya geus ngadeg-ngadegkeun baju batik. Tamu-tamu ngucapakeun selamat.,Santri mengucapkan doa selamat,Makanan pernikahan dihapus
Wedding,"Para tamu ngulur ka rumah pernikahan. Tamu-tamu geus nyalakakeun lampu. Mangajat kepada para tamu, ngajakakeun ke meja makan. Para tamu geus nakapeun kopi.",Makanan pernikahan disajikan kepada tamu-tamu,Taruhan dibuka
Wedding,Istri Sunda ngandongi panganteman. Istri geus ngadeg-ngadegkeun baju kebaya. Suami geus ngadeg-ngadegkeun baju batik. Para tamu ngucapakeun selamat.,Taruhan ditutup,Hadiah dijual
Wedding,"Sri emas nganti kawin, sarua pepetna hajat kadjieun. Ari dipadukana sari, sarua pepetna hajat kadjieun. Sapanggina wiwitna sasandingan, sarua pepetna hajat kadjieun. Ari teu sajrono kawinna, sari teu ngadukung kawinna.",,"Ari kawin sari kajieun, sarua pepetna hajat kadjieun"
Wedding,"Ayu hadir pepaksonan, sarua wiwitna urip. Raka hadir pepaksonan, sarua wiwitna urip. Dihajurna wedhana kawin, sarua wiwitna urip. Ayu teu bisa didadari, Raka teu ngadukung dadali.","Ari ngajasi kawinna, sari teu ngadukung kawinna","Ayu teu ngadukung dadali, Raka teu bisa didadari"
Wedding,"Siti tiasa wedhus, sarua wiwitna urip. Giring tiasa wedhus, sarua wiwitna urip. Gadhipun wiwitna, sarua wiwitna urip. Giring teu bisa dijajalna, Siti teu ngadukung dadali.","Ayu dadali Raka, Raka teu ngadukung dadali","Giring dijajalna Siti, Siti teu bisa dijajalna"
Wedding,"Dani geus tiasa dipadukana, sarua pepetna hajat kadjieun. Santi geus tiasa dipadukana, sarua pepetna hajat kadjieun. Geus pepetna wiwitna, sarua pepetna hajat kadjieun. Dani teu sajrono kawinna, Santi teu ngadukung kawinna.","Siti dijajalna Giring, Siti teu ngadukung dadali","Dani kawin Santi, sarua pepetna hajat kadjieun"
Wedding,"Euis teu ngajari anakna, sarua wiwitna urip. Euis teu ngajari anakna, sarua wiwitna urip. Geus pepetna wiwitna, sarua pepetna urip. Euis teu bisa dijajalna, anakna teu ngadukung dadali.","Dani ngajasi kawinna, Santi teu ngadukung kawinna","Anakna dijajalna Euis, Euis teu bisa dijajalna"
Wedding,"Ajie manggaurakeun sumpingan panganten, saiki éta kancenna ka imah Éka. Éta manggaurana kapanganten, Éka ngasih sumpingan alus. Ka langit Éta ngasem-ngasem kangen Éka, Éka teu ngasih jawab. Ka malam Éta ngajalakan Éka nganti hilang sumpingan.",,"Éka teu ngasih balasan, Éta ngajalakan Éka kasusut."
Wedding,"Gadis Émi giwakéun serangga ka imah Éko. Émi teu ngagaduak, saiki Éko ngasih Émi kembang kenikir. Émi ngagandong kembang, saiki Éko ninggah Émi ka langit. Émi sok ngajalakan Éko, Éko teu ngasih jawab.","Éka ngasih sumpingan balik, Éta ngajalakan Éka manggaurana.","Émi ngasih Éko kembang kenikir, Éko teu ngagaduak."
Wedding,"Ning Bambang ngajalakan Éta ngalaksa Émi. Éta teu ngasih jawab, Émi ngasih Éta bunga pepotong. Éta ngajalakan Émi, saiki Émi ngajalakan Éta manggaurana. Éta teu ngasih balasan, Émi ngirim Éta bunga pepotong lagi.","Émi ngajalakan Éko, Éko ngasih Émi kembang kenikir kapanganten.","Éta ngirim Émi bunga pepotong lagi, Émi teu ngasih balasan."
Wedding,"Ning Surati ngagaduri Éta manggaurana. Éta teu ngasih jawab, saiki Surati ngajalakan Éta manggaurana kapanganten. Éta manggaurakeun Surati, Éta ngasih Surati bunga pepotong. Éta teu ngasih sumpingan, Surati ngirim Éta bunga lagi.","Éta ngasih Émi manggaurana, Émi ngasih balasan kapanganten.","Éta ngirim Surati bunga lagi, Surati teu ngasih sumpingan."
Wedding,"Anak Éci giwakéun banteng ka imah. Éci teu ngagaduak, saiki banteng ngasih Éci kembang kenikir. Éci ngagandong kembang, saiki banteng ninggah Éci ka langit. Éci sok ngajalakan banteng, banteng teu ngasih jawab.","Surati ngajalakan Éta, Éta ngasih Surati sumpingan kapanganten.","Éci ngasih banteng kembang kenikir, banteng teu ngagaduak."
Family Relationships,Sari adalah putri yang suka ngajari sastra. Eyang Sari suka ngajari adat Sunda. Sari jeung Eyang dina widang béda. Sari teu tiasa gabung Eyang.,Eyang maksa Sari asup kana adat Sunda,Sari ngan hiji anggota adat Sunda
Family Relationships,Prabu adalah kepala keluarga yang besar. Prabu kudu bisa ngurusi masalah keluarga. Prabu gaduh manajemen waktos anu saé. Prabu tiasa ngaréngsékeun sadaya pancén kalayan saé.,Prabu tiasa ngurusi masalah keluarga sareng pribadinya saé,Prabu ukur hayang fokus kana kariranya
Family Relationships,"Dewi naék kawin kapala wadon. Dewi kakara anak dua. Dewi ngabéjaan yén Ibu. Ibu ngabéjaan yén Nenek, misanna Dewi aya di rumahnya.",Dewi gura-giru hayang menjadi seorang ibu yang baik,Dewi rék kawin lagi
Family Relationships,Santosa adalah sivitas muda yang suka ngajari ilmu komputer. Santosa ngalungkeun ilmu komputer ka perguruan tinggi. Santosa digawé ti loker nepi ka perusahaan teknologi. Santosa indit ka bina usaha soré.,Santosa tiasa ngabagi waktosna antara padamelan sareng diajar,Santosa teu bina usaha
Family Relationships,"Agung sering meuli takjil di masjid deukeut imahna. Aya rupa-rupa takjil anu dijual. Aya kolek cau, rupa-rupa gorengan, jeung sababaraha rupa inuman es. Karesep Agung nyaéta bakpia sareng kue cubit.",Agung henteu hilap mésér takjil di dinya salami bulan Ramadhan.,Agung henteu hilap ngalaksanakeun solat tarawih di masjid salami bulan Ramadhan.
Family Relationships,"Bapakna teu dorong Ucup nu sarengkeun madrasah. Ucup kadéngé mangga nglintiran kelas. Misanya, dia réksa baca buku kawin. Tapi, dia kadéngé ngeliat rupa pinteran wanita sae.",,Ucup munggaran mamangga nikah dengan wanita sae.
Family Relationships,Nyi Siti kacak ngomong dengan tante si Mbak Santi. Mbak Santi ngajualan jamu tradisional. Nyi Siti ngajualan jamu modern. Nyi Siti ngomong sampeyan kaburan jaman.,Ucup ngamus diparentosna kumaha madrasah.,Nyi Siti ngomong jaman kabeh sampeyan kaget.
Family Relationships,Ngabéhna kula ngantiak sakola sareng kaumna. Kaumna teu nanggap sakola kanggo nyembakan budaya Sunda. Sakola teu nanggap budaya Sunda. Mereka nu gémbongan kawula sakola.,Nyi Siti mau ngiyak jamu tradisional Mbak Santi.,Kula ngiring kawula sakola kanggo ngadep budaya Sunda.
Family Relationships,"Euis nanggapu kawin bakalan anakna, Dede. Euis ngajak-ngajak Dede keur tetangga. Dede liwat ka tetangga, tapi Dede teu urip karep sae. Euis geus maringi Dede karep sae.",,Euis nganti Dede teu urip.
Family Relationships,"Ayu becik ka pasar. Ayu ngajual buah-buahan nanggung. Ayu ngajualan buah-buahan ka pangestu. Pangestu sampeyan ngadep ka Ayu, ""Ayu, saebya raja-raja buah-buahan ku.""",Euis ngadeg-ngadeg Dede karep sae.,Ayu ngamet-ngamet pangestu.
Family Relationships,"Santoso ngarap ka keur kampungna. Santoso ngomong-ngomong sareng masihan. Santoso ngajak-ngajak sareng masihan ngumpul keur kantin. Masihan nyimpen porsi tambahan ka sate, bakso, sambal.",Ayu ngomong-ngomong pangestu sareng ngasorakakeun pasal buah-buahan.,Masihan nyimpen porsi tambahan bakso sareng makan sendiri.
Family Relationships,"Sami nangis ka kamarana. Sami ngasungkeun ibunya, ""Ibu, saela-saela saur kami."" Ibunya ngomong-ngomong sareng nyusyamakeun Sami. Ibunya ngajak Sami nari ka keur saur.","Masihan berbagi porsi tambahan ka sate, bakso, sambal.",Sami nari sendiri.
Family Relationships,Putri ngajak ka jalan-jalan ka keur kota. Putri ngajualan bakpia ka pangestu. Pangestu nyimpen bakpia ka Putri. Pangestu ngajak Putri ka rumahnya.,Sami ngadeg-ngadeg sareng ibunya nari ka keur saur.,Putri nganti pangestu.
Pregnancy and Kids,Eka teu nakaka urip sambungan duka sahabatna. Eka ceuken jeung ngajak sahabatna dina bersalin. Eka nakacaéntana jenazah sahabatna. Eka ceurik teu daékeun.,,Eka teu ngajak sahabatna kumanten kabar urip sahabatna.
Pregnancy and Kids,Sari dikeun jenazah ibunya. Sari teu nyambut pasangan sareng anak-anaknya. Sari manggik keur kamar ibunya. Sari nakacaéntana kamar ibunya.,Eka nakacaéntana jenazah sahabatna dina tanggalan urip sahabatna.,Sari teu ngajak pasangan sareng anak-anaknya kumanten kabar meninggal ibunya.
Pregnancy and Kids,Agung ngajak tetekna sareng suwarganya ke bersalin. Agung teu manggik keur kamar tetekna. Agung nyusul teu sareng suwarganya. Agung ngadur kamar tetekna dina waktu bersalin.,Sari nakacaéntana kamar ibunya dina waktu sareng pasangan sareng anak-anaknya.,Agung teu ngajak tetekna kumanten kabar bersalin.
Pregnancy and Kids,Santi teu nakacaéntana ibunya. Santi teu nyambut pasangan sareng anak-anaknya. Santi nakacaéntana kamar ibunya. Santi ceurik teu daékeun.,Agung ngadur kamar tetekna dina waktu bersalin sareng suwarganya.,Santi teu ngajak pasangan sareng anak-anaknya kumanten kabar meninggal ibunya.
Pregnancy and Kids,Dini teu nakacaéntana anaknya. Dini nakacari kamar anaknya. Dini ceuken teu dina bakula. Dini manggik keur kamar anaknya.,Santi nakacaéntana kamar ibunya dina waktu sareng pasangan sareng anak-anaknya.,Dini teu ngajak anaknya kumanten kabar meninggal anaknya.
Pregnancy and Kids,"Ema éta kuasa alit, tiasa manggungkeun kagiatan sinunggalun. Ema sok nandurakeun anak, langsung ngajajah dinten kapanggih. Ema kudu manggungkeun kagiatan dadakan, kanggo ngurusi anak. Ema ngadadak karasa teu damang, sering bersin ku wajah.",,"Ema ngajajah kapanggih, malah ngajajah sampeyan."
Pregnancy and Kids,"Bibin ka Mangku kawula kajenén kacang panjang. Bibin teu séresé, cuma kasihan anakna. Eyangna teu pisan mboten nandurakeun, karepak ya kudu manggungkeun kagiatan mamáh. Anakna kadua mamáh, kasihan sareng kajenéna.","Ema ngajajah kapanggih, kanggo mendapat bantuan perawatan anak.","Bibin ngajajah kakawasaan, malah mamáh kasihan anakna."
Pregnancy and Kids,"Ajah ka Usang punika kanggo mangajéji. Ajah kudu bisa nyambangkeun sareng anak. Ajah kanggo ngajéji, nyuwun pangajéjannya sareng anak. Ajah kasihan anak, tiasa ngajajah sareng anak. Ajah ngadadak karasa teu damang, sering bersin ku wajah.","Bibin ngajajah kakawasaan, kanggo ngurusi kajenéna anakna.","Ajah ngajajah sampeyan, langsung ngajajah kapanggih."
Pregnancy and Kids,"Ajahna Éka kasihan anakna, tiasa manggungkeun kagiatan mamáh. Ajahna Éka kudu nyambangkeun sareng anak. Anakna sok nandurakeun kapanggih, karepak ya kudu manggungkeun kagiatan ajahna. Ajahna Éka ngadadak karasa teu damang, sering bersin ku wajah.","Ajah ngajajah sampeyan, kanggo ngurusi anak kudu nyambangkeun.","Ajahna Éka ngajajah kapanggih, malah ngajajah sampeyan."
Pregnancy and Kids,"Éta kamar mandi Élisa ruksak, karepak ya kudu mboten nandurakeun. Éta kamar mandi kanggo ngurusi anak, karepak ya kudu leuwih dadakan. Éta kamar mandi kanggo ngurusi anak, karepak ya kudu panganjalakeun éta. Éta kamar mandi kanggo ngurusi anak, karepak ya kudu ngadadak ku wajah.","Ajahna Éka ngajajah kapanggih, kanggo mendapat bantuan perawatan anak.",Élisa kedah ngawangun kamar mandi énggal.
Pregnancy and Kids,Saida hayang ngarobah penampilan na. Saida hayang make bajun dina kahirupan sapopoe. Kolotna Saida ngadukung kaputusan Saida. Saida meuli bajun jeung pernak-pernik.,,Saida leuwih resep pamer buukna ka dunya.
Pregnancy and Kids,"""Gampang pisan anjeun ngucapkeun cinta. Naon ari cinta?"" cenah bari nyiuk dahareun. ""Kanggo kuring, cinta sanés téori anu hartosna kedah dijelaskeun."" Jawab kuring kalayan sumanget. ""Terus kumaha anjeun tiasa terang cinta ka saha?"" nanya deui. ""Anjeun bakal terang jalma nalika anjeun ngarasa geter. Babari, kitu hungkul. Indah deuih"" sora kuring rada garbled nalika kuring ngajawab anjeunna.",Saida mimiti hijrah.,Pelayan maké baju anu cocog jeung hiasan warung.
Pregnancy and Kids,"Dalam rangka ngarayakeun ulang taun sakola, SMU Mekar ngayakeun kompetisi. Kompetisi nu mimiti nyaéta balap karung antara guru jeung murid. Unggal kelas nyiapkeun wawakil tur ngalawan wawakil guru. Kompetisina sengit.","""Aneh pisan"".",Kompetisina ieu beuki pikaboseneun.
Pregnancy and Kids,"Adi langkung kolot 3 taun ti Dewi. Waktu keur budak, maranehna mindeng gelut. Adi mineng ngaheureuyan adina Dewi nepi ka Dewi ceurik. Tapi nalika aranjeunna dewasa, aranjeunna janten caket.",Ieu kopmetisi dimeunangkeun ku wawakil siswa.,Adi jeung Dewi geus dua taun teu papanggih.
Pregnancy and Kids,"Ada ieu kantin sakola rame pisan. Nu ngajual sate ka ulang taun. Anjeunna masihan porsi tambahan ka 15 murid munggaran anu mésér sate na. Pas istirahat, murid langsung lalumpatan ka kantin.",Adi jeung Dewi sok nyempetkeun papanggih sahenteuna saminggu sakali sanajan jadwal sibuk.,Murid kalaparan geus lila teu dahar.
Death,Sang amang Suryadi meninggal. Suryadi éta kagum teu wong ora inggih. Anjeunna kuasa nu panglima. Suryadi diumumpak karet bercuka nu kain hitam.,,Suryadi dikebumenan di tanah jawa
Death,Sang ibu Dian mundhing mertua. Dian éta kagum teu wong inggih. Anjeunna kuasa nu panglima. Dian diumumpak kain bercuka nu putih.,Upacara ngomong ngamenan nu maha merenang sarta ngapak saksi,Dian dikebumenan di tanah jawa
Death,Sang bocah Arya mendapet upacara ngucap. Arya éta kagum teu wong ora inggih. Anjeunna kuasa nu panglima. Arya diumumpak kain bercuka nu biru.,Upacara ngomong ngamenan nu mahamerenang sarta ngapak saksi,Arya dikebumenan di tanah jawa
Death,Sang tetek Wati meninggal. Wati éta kagum teu wong ora inggih. Anjeunna kuasa nu panglima. Wati diumumpak kain bercuka nu kuning.,Upacara ngomong ngamenan nu mahamerenang sarta ngapak saksi,Wati dikebumenan di tanah jawa
Death,Sang adik Sari mundhing. Sari éta kagum teu wong inggih. Anjeunna kuasa nu panglima. Sari diumumpak kain bercuka nu hijau.,Upacara ngomong ngamenan nu mahamerenang sarta ngapak saksi,Sari dikebumenan di tanah jawa
Death,"Sangkakala kena mokok dina hari upacara. Merepekna sunggingan sajrono, kagetna ngajajar bakakak. Dina malam, kenangan sajrono anu ngajajar bakakak. Sangkakala ngomong-ngomong sareng euyan na.",,Sangkakala ngomong-ngomong sareng ibu-ibunya.
Death,"Wati pacul nu kawin, pisan manggungkeun nyembak kancil. Kanggo uripnya, manggungkeun kancil kajenengan pamrih. Wati nganggo cicipan kancil. Dina waktu nu kawin, kancil déh awak-awaken.",Sangkakala ngomong-ngomong sareng ibunya na.,Wati nganggo cicipan kancil nu kawin.
Death,"Euis manggungkeun nyembak biawak. Dina waktu biawak déh awak-awaken, Euis teu nanggapin. Biawak bakakak teu batin. Dina malam, nyenyakna biawak.",Wati nganggo cicipan kancil sareng pamrihana kawin.,Nyenyakna biawak sareng Euis.
Death,"Sangkakala manggungkeun nyembak kura-kura. Dina waktu kura-kura déh awak-awaken, Sangkakala teu nanggapin. Kura-kura bakakak teu batin. Dina malam, nyenyakna kura-kura.",Nyenyakna biawak sareng euyan na.,Nyenyakna kura-kura sareng Sangkakala.
Death,"Dewi manggungkeun nyembak banteng. Dina waktu banteng déh awak-awaken, Dewi teu nanggapin. Banteng bakakak teu batin. Dina malam, nyenyakna banteng.",Nyenyakna kura-kura sareng euyan na.,Nyenyakna banteng sareng Dewi.
Death,Si Joko ngadep kadungan sae. Si Joko nganti ngadukung kapungsi. Saiki nganti ngampeun sae. Si Joko teu ngasari kadungan sae.,,Si Joko nganti ngampeun sae sarta ngasorak-sorak.
Death,"""Ingkang kuasa, Sri."" Sri teu manggung ka kuburan. Adi nganti ngadegi kuburan sae.",Si Joko nganti ngasorot kapungsi.,Sri nganti ngadegi kuburan sae sarta nganti manggung ka dunya.
Death,"Dina suare jaman, saeunna kuasa mamakéun kuburan. Sapudakna saeunna kagumi. Nya, saeunna mamakéun kuburan maranéhna. Manggung saeunna ka kuburan.",Sri nganti nyerembah Allah swt.,Saeunna nganti mamakéun kuburan maranéhna sarta nganti ngandak ka dunya.
Death,"Euis nya, ""Mbak, nganti ngampeun kuburan sae?"" Mbak ngomong, ""Ada kuasa, Euis. Kalian sajero jangan ngandak."" Dina awal maranéhna, kagumi dina pepaduan saeunna. Dina akhir, kagumi ka kuburan sae.",Manggung saeunna ka kuburan sarta nganti nyerembah Allah swt.,Euis nganti ngandak ka dunya sarta nganti ngampeun kuburan sae.
Death,"Sang Ande ngasorak-sorak dina kuburan. Ngomong narasanya, ""Saeunna teu mau kuasa?"" Sang Ande ngomong, ""Kuasa, kuasa. Ingkang kuasa kalian.""",Euis nganti nyerembah Allah swt maranéhna.,Sang Ande ngasorak-sorak dina kuburan sarta nganti ngandak ka dunya.
Religious Holiday,"Lebaran tiba, anak-anak manggupet ke bale serempet. Anak-anak kudu meringis ke bale serempet sakala hari. Di bale serempet, anak-anak makan jenang, nonton film, sareng bermain-main. Tapi, anak-anak teu tiasa nangis di hari Lebaran.",,Anak-anak manggupet ke tayuban.
Religious Holiday,"Idul Fitri tiba, warga muslim mengadis ke mesjid. Orang-orang mengadis ke mesjid sakala waktu. Di mesjid, orang-orang baca Al-Quran, shalat, sareng bersama-sama. Namun, warga muslim teu tiasa ngucap du’a di Idul Fitri.",Anak-anak makan ketupat sakala hari Lebaran.,Warga muslim mengadis ke mall.
Religious Holiday,"Natal tiba, anak-anak mendekati mimpi nyata. Anak-anak kudu mendekati mimpi nyata sakala malam. Di mimpi nyata, anak-anak makan biskuit, olahan cokelat, sareng nongkrong. Tapi, anak-anak teu tiasa bermain gadget di hari Natal.",Warga muslim ngucap du’a shalawat Ibrahim di Idul Fitri.,Anak-anak mendekati mimpi buruk.
Religious Holiday,"Waisak tiba, budhaguna mengadis ke candi Borobudur. Budhaguna mengadis ke candi Borobudur sakala waktu. Di candi Borobudur, budhaguna baca Dhammapada, bersama-sama, sareng bermeditasi. Namun, budhaguna teu tiasa ngucap mantra di Waisak.",Anak-anak makan turkey sakala hari Natal.,Budhaguna mengadis ke kolam renang.
Religious Holiday,"Di hari Imlek, tiga hari bersama, Tionghoa mengadis ke temple. Tionghoa mengadis ke temple sakala waktu. Di temple, Tionghoa baca Zodiac, shalat, sareng bersama-sama. Tapi, Tionghoa teu tiasa makan cap cai di hari Imlek.",Budhaguna ngucap mantra Mettā di Waisak.,Tionghoa mengadis ke belanja.
Religious Holiday,"Di hari Paskah, Yesus kelahiran lagi. Umat Kristen mengadis ke gereja. Umat Kristen mengadis ke gereja sakala waktu. Di gereja, umat Kristen baca Injil, shalat, sareng bersama-sama. Namun, umat Kristen teu tiasa makan telur puyuh di hari Paskah.",Tionghoa makan cap cai sakala hari Imlek.,Umat Kristen mengadis ke kebun binatang.
Religious Holiday,"Upacara Lebaran tahun baru disambut dengan gemerlap. Semua orang bersibakan, bersenang-senang, dan bersyukur atas hari baru yang baik. Namun, ada satu orang yang terkecewkan, yaitu Bapak Sudarto, yang baru saja kehilangan pekerjaannya.",,Sudarto tidak bermakna di upacara Lebaran.
Religious Holiday,"Sebelum Idul Fitri, warga muslim di Desa Cibadak biasa melakukan tradisi mencukur rambut. Warga-warga bertemu di tempat yang ditentukan dan mencukur rambut satu sama lain sebagai tanda pengucapan selamat Idul Fitri. Namun, Saiful yang baru saja kembali dari kota, tidak datang ke tempat itu.",Sudarto menemukan harapan baru setelah menerima bantuan saudara-saudaranya di upacara Lebaran.,Saiful hilang selama Idul Fitri.
Religious Holiday,"Pada hari raya Natal, anak-anak di desa Ciseeng biasa mengumpul di halaman rumah untuk bermain permainan tradisional. Namun, hari ini ada sesuatu yang berbeda, yaitu hujan deras dan dingin. Anak-anak kecewa dan tidak tahu apa yang akan dilakukan.",Saiful menemui rasa hormat dan kemanusiaan baru setelah melihat tradisi mencukur rambut di Desa Cibadak.,Anak-anak kehilangan semangat Natal.
Religious Holiday,"Di akhir tahun, warga Desa Sukabumi sering melakukan upacara cap golek. Mereka berkumpul di tempat yang ditentukan dan membuat cap golek bersama. Namun, seorang warga bernama Siti, yang baru saja meninggal dunia, tidak dapat hadir.",Anak-anak menemukan kebersamaan dan ketenangan di dalam rumah setelah bermain permainan tradisional bersama saudara-saudaranya di hari raya Natal.,Upacara cap golek dihentikan.
Religious Holiday,"Pada hari raya Tawaf Haji, para pelelang Haji biasa membawa hadiah untuk keluarganya. Namun, Budi yang baru saja kembali dari Haji, tidak membawa hadiah apa pun. Keluarganya merasa sedih dan kecewa.",Warga-warga menyadari betapa berharga hubungan dengan Siti dan memutuskan untuk melakukan upacara cap golek dengan semakin lebih banyak semangat.,Budi hilang dari keluarganya.
Religious Holiday,"Gadis Sunda senggeh mimis marapi ngajak sarasehan. Eyangna wong tuannya, tida ngerti tradisi sarasehan. Eyangna wong tuanya, ngomong dina bahasa Inggris. Gadis Sunda manggaul jeung nyalas dina bahasa Inggris.",,Gadis Sunda teu bisa jawab ejekan eyangna wong tuanya.
Religious Holiday,"Keluarga Sunda berkumpul di hari raya Idul Fitri. Mangsa puasa di bulan Ramadhan, ngaji surah quran. Kaum wanita ngadis dina masakan tradisional. Setelah maghrib, keluarga berbuka puasa bersama.",Gadis Sunda ngabungun eyangna wong tuanya sareng tradisi sarasehan.,"Setelah maghrib, keluarga terjungkir ke restoran."
Religious Holiday,"Sekolah Sunda menggelar pesta upacara Galungan. Siswa-siswi diberi tugas membuat penjor. Ornamen penjor dibuat dari barang-barang alam. Setelah selesai, penjor dipatung di depan rumah.","Setelah maghrib, keluarga makan bersama di meja panjang yang dihiasi.","Setelah selesai, penjor dibakar."
