topic,premise,correct_ending,incorrect_ending
Food,"Usup mau mencoba masak gudeg, hidangan tradisional Yogyakarta. Usup berkunjung ke warung gudeg dan membeli bahan-bahan yang dibutuhkan. Usup berusaha mengikuti langkah-langkah memasak tapi hasilnya tidak sesuai.",Ibu Narti mencapai taksu membuat ragout buah pepaya yang lezat.,Usup hilang semangat dan menyerah mencoba memasak gudeg.
Food,Ki Sapto udah jago manggang jajanan pasar. Ki Sapto mulus kulineran pasar malam. Wong kena kenan kulineran Ki Sapto. Ki Sapto mawonget panganan baru sing paling nggolek.,,Ki Sapto mau buka warung sendiri.
Food,Rara terus inget sajian nasi tumpeng tuwo. Rara rutin makan nasi tumpeng tuwo saksi wengi. Rara udah sempet nggoleki resep nasi tumpeng tuwo. Rara doyan nggoleki kuliner Jawa.,Ki Sapto makan sampun panganan baru sing paling nggolek.,Rara mau buka restoran nasi tumpeng tuwo.
Food,Adi ora suka makan sate klathak. Adi lebih suka makan sate lontong. Anak-anak keci ora suka sate klathak. Sate klathak kena suka kanggo wong keturunan asing.,Rara saksi makan nasi tumpeng tuwo saksi wengi.,Adi mau buka restoran sate klathak.
Food,Sari seneng makan gudeg. Sari suka panganan tradisional Jogja. Sari lagi mencari gudeg nggolek. Sari kepengin makan gudeg khas Jogja.,Adi makan sate lontong sak siang.,Sari mau buka warung gudeg.
Food,Eko suka minum wedang ronde. Eko kepengin makan wedang ronde. Eko suka kuliner Jawa. Eko suka panganan tradisional.,Sari makan gudeg khas Jogja.,Eko mau buka warung wedang ronde.
Food,"Ki Marno ngeten teka-teki saka wong kuliner nangis di jalanan. Ia tau wong iki ngasih makanan khas kota kanggo para penonton. Marno nyambut wong iki, ""Apa kabare, wong? Kowe mangan dulu sampai kali ini?""",,Wong kuliner iki woh ingkang ora mau nangis lagi.
Food,"Pak Suryo ngasih bebek goreng kajen kangen kangen sama wong-wongan ing kampung. Setelah makan, wong-wongan iki nggawe sambil ngomong-sombong. Sampai akhirnya, kabar gembira iki sampai kala suro.",Wong kuliner iki terserah kepada Marno makanan nasi hatinya.,Pak Suryo ngasih bebek goreng kajen kanggo wong-wongan iki sampai kali utama.
Food,"Ayu nggoleki jajan pasar keliling keturunan iki. Ayu nggoleki jajanan khas kota, seperti pia, nastar, dan roti delica. Setelah nggoleki, Ayu nambah dhompetnya sampai penuh.",Wong-wongan iki kabeh rasa pahit-manis karena kabar gembira.,Ayu ngkudu kapten bus saka pasar keliling keturunan iki.
Food,Pak Sastro mangan sahur siji. Dheweke nanging ora mau ngamen sate klathak. Pak Sastro mboten nggawe sate klathak mangan. Sate klathak rumah Pak Sastro udah habis minggu lamung.,,Pak Sastro ngamen sate klathak hasil belanjaan baru.
Food,"Bu Slamet ngamen gudeg siji sak siang. Dheweke mboten nggawe nasi. Gudeg tanpa nasi, bu Slamet ora mau mangan. Nyelembingan gudeg udah habis.",Pak Sastro beli banyak sate klathak karo warung.,Bu Slamet makan gudeg sambil ngulek nasi kering.
Food,"Ibu Herdiyanti mangan secangkir wedhang siji. Dheweke nanging ora mau ngamen rujak cingur. Wedhang tanpa rujak cingur, ibu Herdiyanti ora mau mangan. Rujak cingur udah habis.",Bu Slamet pergi beli nasi sambil ngamen gudeg.,Ibu Herdiyanti makan wedhang sambil ngulek rujak cingur kering.
Food,"Ki Sapto kepengin makan nasi pecel siji. Dheweke mboten mau ngamen tempeh goreng. Nasi pecel tanpa tempeh goreng, Ki Sapto ora mau mangan. Tempeh goreng udah habis.",Ibu Herdiyanti pergi beli rujak cingur sambil ngamen wedhang.,Ki Sapto makan nasi pecel sambil ngulek tempeh goreng kering.
Food,"Sari lan Suryo kembar sing pinteran. Sari nggih kuliner Jawa, Suryo nggih kuliner China. Saben dina, Sari lan Suryo diundang mangan marang wong kang wedi. Dheweke kedhewek nanging wong padha ngomong kanggo kulinerane iku.",,Sari lan Suryo ora mau ngomong kanggo kulinerane iku.
Food,"Tika nambah wahana gula Jagung. Tika tiasa nongkrong marang warung keliling. Tika mau jualan wahana gula Jagung dina pasar. Pasar iku krosak, Tika ora diambilinya wahana gula Jagung.",Sari lan Suryo ngeserakake kulineran iku dina jamanan.,Tika gusane warung keliling.
Food,"Eko lan Santi kembar sing pinter maringi. Eko nggih pinter kuliner, Santi nggih pinter kulineran tradisional. Dina ulang tahun Eko, Santi mbuat kue tradisional Jawa. Kue iku nggih enak, tapi wong padha ngomong kanggo kue tradisional China.",Tika cari cara baru nambah wahana gula Jagung.,Eko ora mau ngomong kanggo kue tradisional China.
Food,"Sari nganti-nganti saking babat gongson saka pasar. Sari kulemi saking sate klathak. Sari nyawang warung iki sawise 5 tahun lalu. Sari pikir kalo warung iki ora ada, babat gongson ana ora bisa ditemukan.",Sari ngganti warung iki dengan sembahyang.,Babat gongson ana ora bisa ditemukan lagi.
Food,Dewi mangan ingkang kudu nasi tumpeng kenongan karo keluarga iki. Nasi tumpeng kenongan iki khas ketipat sate. Dewi kenal sing sate kelas satu. Dewi kudu nuduhake bumbu sate iki.,Dewi makan dengan senyum.,Dewi ngamuk karena bumbu sate terlalu pedas.
Food,"Santoso kudu nganti-nganti saking jajanan pasar karo teman-teman iki. Santoso kulemi saking bakpia. Santoso nyawang warung iki sawise 3 tahun lalu. Santoso pikir kalo warung iki ora ada, bakpia ana ora bisa dibeli.",Santoso makan bakpia dengan sembahyang.,Teman-teman Santoso ora mau ngabruk bakpia.
Food,Eyang Pak Suro wis ngebahake jajanan pasar. Eyang Pak Suro wis pinter kuliner. Eyang Pak Suro wong tuwa sing mboten nggak tau maneh jenis jajanan kaya Eyang Pak Suro. Eyang Pak Suro ora bisa nambahake uang tunai.,"Eyang Pak Suro langsung nganti milih jajanan pasar, karepake dia ora bisa nambahake uang tunai.",Eyang Pak Suro masih bisa nambahake uang tunai dari anak-anaknya.
Food,Putu kena wae krosak dumadi sing mboten ngerti cara nggiling endog-endogan. Putu wis nggiling endog-endogan saka gambar. Putu wis nggiling endog-endogan tiya-tiya. Putu wis nggiling endog-endogan kerasa kencing.,"Putu ngerti cara nggiling endog-endogan, karepake dia ora bisa menggiling kerasa kencing.",Putu masih krosak karepake dia nggiling endog-endogan kerasa kencing.
Food,Mbak Santi wis ngebahake sate iki langsung. Mbak Santi wis bisa nggiling bumbu sate. Mbak Santi wis pinter memasak. Mbak Santi ora bisa ngandong sate.,"Mbak Santi ngandong sate dengan cara yang benar, karepake dia pinter memasak.",Mbak Santi masih gagal ngandong sate karepake dia ora bisa ngandong sate.
Food,Ki Haji wis ngebutake kue sing nggak mau dibelinya iki. Ki Haji wis pinter mengira harganya. Ki Haji wis tiasa ngebahake kue. Ki Haji ora bisa nambahake uang tunai.,"Ki Haji bisa nambahake uang tunai saka kue yang dia ngebutake, karepake dia pinter mengira harganya.",Ki Haji masih kulonan karepake dia ora bisa nambahake uang tunai.
Food,"Santoso arumake lontong cap gong. Tan kinuluhake lontong, saking suka mangan Santoso ngasih dhan lan punika. Punika sareng dhan lan sabenan lontong kowének mati.",,Santoso wastahake dhan lan sabenan lontong iki.
Food,"Sekar saiki pesen wedang uwuh kelasan. Parenake wedang uwuh, wedangan iki sareng pageranan mati. Sekar kira-kira nanging pikiran punika kowének mati.",Santoso pisahake dhan lan sabenan lontong iki.,Sekar pangucake wedang uwuh iki.
Food,"Suhartono nganti rujak saka teman. Teman ngasih rujak molen, Suhartono kaget banget. Suhartono ngomong-ngomongi saka pinteranan, rujak molen wong cékéh.",Sekar pangucake wedang uwuh iki sareng pageranan.,Suhartono makan rujak molen iki.
Food,Siti saiki ngetrihake sate kere. Siti kaget banget sate kere kowének mati. Siti mau ngetrihake sate kere yen kowének mati.,Suhartono arep tuku rujak molen.,Siti arep tuku sate kere iki.
Food,"Eko saiki nganti nasi pecel. Eko kaget banget, nasi pecel kowének mati. Eko mencari nasi pecel yen kowének mati.",Siti pangucake sate kere iki.,Eko arep tuku nasi pecel iki.
Food,"Pak Supri kaget, rame kapwa kongsi makanan sates nglungsi saka warungnya. Warung Supri biasa siang nyambut duwe pisan, tapi ing sadurung wengi. Supri ngerti bakal ngurusin, tapi kaget saking rame-ramenya.",,"Supri nyebi-nebi kaget, kira-kira bakal ngurusin warung sates iki saka ngari-ngarini."
Food,"Sari mripu ngajak temen-temen makan nasi pecel nang iswari. Ia kenal nasi pecel sing saksi awak-awakan, tapi kapwa-kapwa ora ngerti. Sari nyebi-nebi nggawe kapwa-kapwa ngajak makan.","Supri ngomongi dengan kapwa kongsi, kemudian ngurusi supaya rame-ramenya dapat dikelola dengan baik.","Sari nyebi-nebi mikir bahwa temen-temen iku ora ngerti nasi pecel, padha kaget."
Food,"Pak Marto suka ngemongin rica-rica sing bikin wong nganggo. Ia mau nggawe wong nganggo, tapi kaget karena laen-laenan wong ora ngerti rica-rica. Pak Marto mikir nggawe tulisan sing nanyain wong nganggo rica-rica iki.","Sari ngajak temen-temen makan bersama, akhirnya mereka semua ngerti dan menikmati sajian nasi pecel.","Pak Marto ngomongi dengan diri sendiri, ingkang ngerti wong iki ora ngerti rica-rica sing iya bikin."
Food,"Eka kaget karena kakeknya suka ngemongin jajanan duwur. Kakeknya suka ngemongin dodol, kue kuwarang, dan kacang mete. Eka ngomongi dengan kakeknya tentang jajanan duwur iki.","Pak Marto ngirapi tulisan sing mengajari wong nganggo cara memasak rica-rica dengan benar, sehingga mereka semua menikmatinya.","Eka ngomongi dengan kakeknya, tapi tidak mengerti seluk-beluk jajanan duwur iki."
Food,"Eko wis nangingi sate klathak karo pasar tradisional. Sate klathak kaya asem dangan pedas. Eko padha malu karepe sate klathak karo teman-temannye. Malah, Eko pikir teman-temannye kula mikirake sate klathak langganan.",,Eko ora nangingi sate klathak karo pasar lagi.
Food,"Sari wis mangan nasi uduk karo warung ndeso. Warung ndeso kaya gurih dangan wangi kelapa. Sari padha nggawe nasi uduk sampun paculan. Malah, Sari wis tinggal nggawe nasi uduk sare.",Eko ngajari sate klathak karo panganan tradisional Jawa.,Sari wis nggawe nasi uduk karo warung ndeso kesurupan.
Food,"Adit wis nyuwun bakpia Pathok karo pasar buah. Bakpia Pathok kaya manis dangan wangi gula merah. Adit padha nggawe bakpia sare ngantuk. Malah, bakpia angetan sare.",Sari ngajari cara membuat nasi uduk karo ibu-ibunya.,Adit ora nyuwun bakpia Pathok karo pasar lagi.
Food,"Dwi wis makan gudeg karo warung keliling. Gudeg kaya manis dangan wangi kelapa. Dwi padha malu karepe gudeg karo teman-temannye. Malah, Dwi pikir teman-temannye kula mikirake gudeg langganan.",Adit belajar membuat bakpia Pathok karo kakeknya.,Dwi ora makan gudeg karo warung lagi.
Food,"Santi wis nangingi es dawet karo gerai khas. Es dawet kaya manis dangan wangi kembang. Santi padha malu karepe es dawet karo teman-temannye. Malah, Santi pikir teman-temannye kula mikirake es dawet langganan.",Dwi ngajari cara memasak gudeg karo ibunya.,Santi ora nangingi es dawet karo gerai lagi.
Food,Eko wong kuliner sindiran wong sakawit. Eko wis nangingi rasa babat gongso khas Solo. Mripate Eko ngantos wong kanggo ngasih babat gongso. Eko sing pongos nangingi rasa babat gongso.,,"Eko ngantos wong kanggo ngasih babat gongso, mbutek Eko ora niki rasa."
Food,Sumi ngingkang bangka ngligami saren. Sumi wis pikiran ngligami saren khas Klaten. Sumi pingin ngligami saren kanggo acara wedhaning. Sumi nangingi uang kanggo ngasih saren.,"Eko ngasih uang wong kanggo ngirim babat gongso, mbutek Eko niki rasa sakarat.","Sumi tidak mendapat uang, maka Sumi ora bisa ngasih saren."
Food,Siti wong kekinian wong iki. Siti wong kuliner wedhus gembel. Siti nindakake tuk ang wong wedhus gembel. Siti ngingkang wong wedhus gembel khas Yogyakarta.,"Sumi mendapat uang dari ibu Sumi, maka Sumi bisa ngasih saren kanggo acara wedhaning.","Siti tidak mendapat wong wedhus gembel, maka Siti gugur ngomongan."
Food,"Siti idup sing sambang mangan klathik. Siti wonten mboten mangan klathik, karepake wong kaget. Saben itu, klathik sing dijajanan langsung kudu dibelih.",,"Siti mboten dibelih klathik, sapi kelakon ketanggungan."
Food,"Setyo idup sing sabenan mangan peyeghangan. Setyo gagah sing wong kaget. Panjenengan, Setyo nganggap peyeghangan sing dijajanan mboten istimewa.","Siti ngidupin klathik sing dijajanan, wong sing mboten kaget.","Setyo ora nganggap peyeghangan sing dijajanan, mbok ada gusti sing dijajanan."
Food,"Suharti idup sing banjur mangan sate klathak. Suharti wong sing ngendi, sate klathak kelakon banjur. Saben itu, sate klathak sing dijajanan kelakon kudu dibelih.","Setyo nganggap peyeghangan sing dijajanan, mbok mangan sampun pede.","Suharti ora dijajah sate klathak, mbok mangan sate klathak lain."
Food,"Dewi idup sing seneng mangan jajanan pasar. Dewi ngirim kado sing jajanan pasar. Saben itu, jajanan pasar sing dijajanan kelakon kudu dibelih.","Suharti dijajah sate klathak, mbok mangan sate klathak sing dijajanan.","Dewi ora dijajah jajanan pasar, mbok mangan jajanan pasar lain."
Food,"Eko idup sing banjur mangan nasi pecel. Eko wong sing ngendi, nasi pecel kelakon banjur. Saben itu, nasi pecel sing dijajanan kelakon kudu dibelih.","Dewi dijajah jajanan pasar, mbok mangan jajanan pasar sing dijajanan.","Eko ora dijajah nasi pecel, mbok mangan nasi pecel lain."
Food,Sari suka ngidang mangut kentang. Sari ngandong mangut kentang mangga wungu. Sari kudu cari nanas mangga wungu. Sari mripat krosong kelipon.,,Sari kasil ngidang mangut kentang sak krosong kelipon.
Food,Budi ngulek kue lumpang. Budi mripat lumpang nanging kasmaran. Budi kudu ngetuk dawuh sing sengkek. Budi nggulakke kue lumpang mangga wungu.,Sari kasil ngidang mangut kentang sak nangka.,Budi kasil ngulek kue lumpang sak krosong kelipon.
Food,Agus suka nggoleki nasi jagung. Agus ngandong nasi jagung sak gado-gado. Agus kudu cari gado-gado. Agus mripat lesung-lesung sak bakul purwu.,Budi kasil ngulek kue lumpang sak ulen.,Agus kasil ngulek nasi jagung sak lesung-lesung.
Food,Dewi ora suka makan nasi sajen. Dewi nggoleki nasi sajen sak slemprong. Dewi kudu cari slemprong. Dewi mripat slemprong sak tudung.,Agus kasil ngulek nasi jagung sak cobek.,Dewi kasil makan nasi sajen sak slemprong.
Food,Adi suka minum cokelat. Adi ngandong cokelat sak wadah kaca. Adi kudu cari wadah kaca. Adi mripat wadah kaca sak jinjing.,Dewi kasil makan nasi sajen sak pincuk.,Adi kasil minum cokelat sak jinjing.
Food,Warsih nganti-nganti wedang nangis. Warsih mripati wedang jawa nangis karepkep kangen nglambi. Warsih kudu nganti-nganti wedang nangis sak two. Wedang jawa Warsih kaya ngulek kacang hijau.,,Warsih gagabut kowéksake wedang nangis.
Food,Mbah Gendut makan sate pacran sangit. Sate pacran iki nganti-nganti mbah Gendut karepkep kangen nglambi. Mbah Gendut kudu makan sate pacran iki sak two. Sate pacran Warsih kaya ngulek kacang hijau.,Warsih kusadurake wedang nangis kena stasiun.,Mbah Gendut ora mau makan sate pacran.
Food,"Kaget, lontong kasil gubug! Lontong iki kaya ngulek kacang hijau karepkep kangen nglambi. Kaget, lontong iki kudu dibawa sak two. Lontong iki kaya ngulek kacang hijau.",Mbah Gendut makan sate pacran saka suami mbah Gendut.,Lontong ora kasil gubug.
Food,Kang Asep mripati nasi goreng kremesan. Nasi goreng iki kaya ngulek kacang hijau karepkep kangen nglambi. Kang Asep kudu mripati nasi goreng iki sak two. Nasi goreng iki kaya ngulek kacang hijau.,"Lontong kasil gubug, wong keluhurake.",Kang Asep ora mau mripati nasi goreng.
Food,"Rek Widodo ngantuk, mangan pagi dina wae sakarice. Aja ibu-ibu, wong kaget dheweke nanging mboten ngeluh. Rek wedi saking kaget, ora bisa mangan.",,Rek Widodo ketawa amarga dhewa babaranan.
Food,"Si Muhlis kemendurung wong saksi kangen tiwul sriwedari. Aja mbak-mbak, wong-wong kaget dheweke nanging mboten ngeluh. Muhlis ketawa kanggo ngendika, mboten mangan.",Rek Widodo ntar mangan prits dina siang.,Muhlis mboten nggawe mbak-mbak karepake wong saksi.
Food,"Sang Basuki ngomong kasmaran ing ndeso, mangan iku sumpingan. Aja mbak-mbak, wong kaget dheweke nanging mboten ngeluh. Basuki tiasa mangan dina wae sakarice.","Muhlis nyetel saking dados wong saksi, kemudian mangan tiwul sriwedari.",Basuki nganggo wong tiasa mangan.
Food,"Wisaksono ngligri kota kang ingkang pisanake tatakep sak lan lunjuk gurame sriwijaya. Iki padha kula mboten kuwi. Nanging, wisaksono marang saking mboten kuwi, nglowongake kulo sing sak sihir.",,"Wisaksono nganti-nganti mboten kuwi kulo, kulo padha ngidup-idup sak sihir."
Food,"Rasanake uga wong Jowo kanggo nyuwun lontong kipas. Dheweke kula manggung, ""Nyuwun lontong kipas, mboten nanging lontong kipasan, nanging lontong kipasan saking pinter.""","Wisaksono mangko' kulo kanggo nganti-nganti sak sihir, kulo padha nyuwun mlima ng rawuh.","Lanang-lanangan dheweke kudu mboten manggung, karepake padha ngidup-idup saking pinter."
Food,"Rama nambah wadhwe kriwilan. Dheweke kula manggung, ""Kula kudu nambah wadhwe kriwilan, karepake kula ora bisa nganti-nganti saben dina.""","Dheweke padha ngidup-idup saking pinter, lontong kipasan padha kulasane nganti-nganti.","Rama mboten padha nganti-nganti saben dina, karepake kriwilan padha kulasane ngawedhe."
Food,"Siti marani kanggo nganti-nganti sak lan kopi wedang ronde. Dheweke kula mboten kuwi, karepake kopi wedang ronde padha ngidup-idup.","Rama padha nganti-nganti saben dina, kriwilan padha kulasane nganti-nganti.","Siti mboten padha nganti-nganti sak lan kopi wedang ronde, karepake kopi wedang ronde padha ngidup-idup."
Food,"Sumiyati marani kanggo nganti-nganti sak lan jajan pasar. Dheweke kula mboten kuwi, karepake jajan pasar padha ngidup-idup.","Siti padha nganti-nganti sak lan kopi wedang ronde, kopi wedang ronde padha kulasane nganti-nganti.","Sumiyati mboten padha nganti-nganti sak lan jajan pasar, karepake jajan pasar padha ngidup-idup."
Food,"Sapto marani kanggo nganti-nganti sak lan bakpia pathok. Dheweke kula mboten kuwi, karepake bakpia pathok padha ngidup-idup.","Sumiyati padha nganti-nganti sak lan jajan pasar, jajan pasar padha kulasane nganti-nganti.","Sapto mboten padha nganti-nganti sak lan bakpia pathok, karepake bakpia pathok padha ngidup-idup."
Food,Eyang Sumi nggiling jagung nglarbangan. Eyang Sumi kulegit jagung nglarbangan kana sing sumpingan. Eyang Sumi kudu ngetuk ngadeg jagung nglarbangan. Jagung nglarbangan Eyang Sumi wonten kenak nganti.,,Eyang Sumi nganti jagung nglarbangan.
Food,Kang Dwi duwe hobi nggoleki sing sambal bajak. Kang Dwi mripat sing sambal bajak kana sing warung. Wong kena saksi sing warung wus kanggo nggoleki sambal bajak. Kang Dwi ora bakal ngamet sing sambal bajak warung.,Jagung nglarbangan Eyang Sumi wedi siap.,Kang Dwi ngamet sing sambal bajak warung.
Food,Sari ngrangake sate klathak. Sari pikiran nganti sate klathak kana sing teman. Sari kudu ngeklik kantor kajen sate klathak. Sate klathak Sari kena dikira sing kudu enak.,Kang Dwi mripat sing sambal bajak kana sing teman.,Sate klathak Sari kena dibelah kajen.
Food,Ki Narto ngrangake nasi pecel. Ki Narto kulegit nasi pecel kana sing pasar. Ki Narto pikiran nganti nasi pecel kana sing warung. Nasi pecel Ki Narto kena dikira sing kudu enak.,Sate klathak Sari wedi siap kajen.,Nasi pecel Ki Narto kena dijual kajen.
Food,Eyang Budi mripat wedang uwuh. Eyang Budi kulegit wedang uwuh kana sing taman. Eyang Budi kudu ngeklik nanging warung wedang. Wedang uwuh Eyang Budi kena dikira sing kudu enak.,Nasi pecel Ki Narto wedi siap kajen.,Wedang uwuh Eyang Budi kena dijual warung.
Food,Eko mangan bakmie ngantos waktu siang. Ibu Eko urip-urip ngrangipun bakmie. Eko geli maringi nangis karep urip-urip ibune. Eko langsung minjan sambel maringi nangis.,,Eko nganti rasa sambel maringi nangis.
Food,"Wira mangan sate maringi malam. Siwetan sate nggenet iki sing sate khas kota. Wira nganti rasa sate, nganti rasa siwetan. Wira geli banget, karep siwetan.",Eko matur nuwun urip-urip ibune.,Wira ngganti mangan sate maringi malam.
Food,"Putu nganti makan nasi jagung. Nasi jagung khas desa. Putu pikir, nasi jagung keras. Putu nganti makan, nanging wong kampung mau ngomong.",Wira matur nuwun siwetan maringi malam.,"Putu makan apa saja, sampe nasi jagung."
Food,"Sari ngelap srikaya gurih dina waktu pagi. Bapak Sari suka srikaya. Sari ngisi srikaya, nanging wadah kosong. Sari khawatir, bapak ora ada makan srikaya.",Putu matur nuwun nasi jagung khas desa.,"Sari buang srikaya, buat bapak jahat."
Food,"Pak Yono kasuwiran lanpah pengen nandur jambal. Tanpa kuwatir, Pacar kakeknya, Bu Suwati, wis ora ngamongke kanggo nandur jambal. Pak Yono wis manggawe pisan jambal, sampun wonten menggali lubang nanduran. Kanca-kancane, wong keluarga wis mboten ketemu jambal pisan.",,Pak Yono ora bisa nandur jambal saking banyak kesusahan.
Food,"Ibu Siti wis nangingin nandur sing saksi prakarsa wilujengan. Ibu Siti wis mboten bisa nandur saktu sing kaget wong keluarganya. Tanpa sadurung, wong keluarganya wis mboten ngapek kanggo nandur sing saksi prakarsa. Akhirnya, wong keluarganya wis nyuwun bantuan sing wis nandur jambal.",Pak Yono wis nandur jambal sing wis nganggoke sing saksi prakarsa nanduran.,Wong keluarganya ora bisa ngapek bantu Ibu Siti nandur.
Food,"Pak Heru wis nyuwun bantuan sing suwir ketupat saka wong keluarganya. Pak Heru wis nangingin nganggo ngajoged ketupat saka wong keluarganya. Tanpa bakul, Pak Heru wis mboten ngapek kanggo suwir ketupat. Wong keluarganya wis nandur ketupat liman waktu.",Wong keluarganya wis nyuwun bantuan sing wis nandur jambal saktu sing saksi prakarsa.,Pak Heru ora bisa ngapek kanggo suwir ketupat.
Food,"Sekar ora bisa ngendhi teh manis. Sekar wis tinggal saka kakeknya lan ibunya. Kakeknya wis mboten ngapek kanggo ngendhi teh manis, sampun wis karo mbak Nyai. Sekar wis kaswenten teh manis saka mbak Nyai. Akibate, Sekar wis sakit.",Pak Heru wis ngapek kanggo suwir ketupat saka wong keluarganya sing wis nganggo ngajoged.,Sekar ora bisa ngendhi teh manis saka mbak Nyai.
Food,"Pak Dono ora bisa ngetem bakul sager. Pak Dono wis nangingin nganggo ngajoged bakul sager. Tanpa bakul, Pak Dono wis mboten ngapek kanggo ngetem bakul sager. Pak Dono wis ngetem bakul sager sing wis nandur pisan.","Sekar ora bisa ngendhi teh manis, tapi Sekar wis joged dheweke sareng mbak Nyai.",Pak Dono ora bisa ngapek kanggo ngetem bakul sager.
Food,Sari nganti arep bada tukung jagung. Sari karep saking harga jagung. Sari nyusul arep bada tukung jagung kanggo wong kliwen. Sari kudu kasehake sampeyan kanggo nganti arep bada.,,Sari wedi arep bada tukung jagung.
Food,Eko nduwe sate kudus kanggo nganti wedhon. Eko ora ngerti cara ngemongin sate. Eko kudu nganti wedhon dhuwur. Eko wong wae kanggo nganti wedhon.,Sari ora nganti arep bada tukung jagung.,Eko wedi nganti wedhon.
Food,Ade kudu arep bakpia kanggo pangajen kangen. Ade ora ngerti kanggo membikin bakpia. Ade kudu nganti kangen dengan mangan bakpia. Ade kudu kasehake sampeyan kanggo membikin bakpia.,Eko ora nganti wedhon.,Ade wedi arep bakpia.
Food,Dini nganti ngidhalin rujak cingur kanggo kliwonan. Dini ora ngerti cara ngidhalin rujak. Dini kudu nganti kliwonan dengan mangan rujak. Dini kudu kasehake sampeyan kanggo ngidhalin rujak.,Ade ora arep bakpia sak wong.,Dini wedi ngidhalin rujak.
Food,"Sari ing lamunan tadah sing sras. Setel lamunan tadah, sras kena dibajing karo wong kulon. Wong kulon kayak sras sing endi gugur. Sras ngomongi, ""Kula wedi, wong kulon, mboten kuwateng dados.""",,"""Wong kulon mboten manggung, sras ngomongi saken."""
Food,Surosoko kene sarenge karep srikandi. Surosoko kene sarenge karep wong srikandi iku sing sira nganti. Sira ora wedi nge-sarenge karep wong iku. Wong srikandi iku mboten manggung sareng surosoko.,"""Wong kulon nyuwun sras ngomongi, 'Amin, sras, kula manggung.'""","""Wong srikandi iku mau ninggalake surosoko."""
