topic,premise,correct_ending,incorrect_ending
Food,"Di dapur, Bi Eha keur masak sayur asem. Anjeunna nganggo panci ageung warisan indungna. Sayur asemna katingali seger sareng nikmat. Kulawarga ngumpul di dapur.",Kulawarga ngarasakeun sayur asem babarengan,Bi Eha henteu masak sayur asem
Food,"Agus boga kebon jambu air di imahna. Jambu air na sok dipetik jeung dibagikeun ka tatangga. Poe ieu, Agus panen jambu air loba pisan. Anjeunna mimiti ngabagi-bagikeun ka tatangga.",Tatangga bungah meunang jambu air ti Agus,Agus henteu ngagaduhan jambu air pikeun dibagi-bagikeun
Food,"Ema hobi pisan nyieunan opak. Unggal minggu, Ema sok ngajak barudak nyieun opak di dapur. Opak téh dijieun tina sampeu anu diparud tuluy dikeueum. Barudak sok mangmeul kana ngagoréng opak anu geus asak.",Opak téh sok dijual Ema di pasar pikeun nambah panghasilan keluarga.,Opak téh sok dipaké Ema pikeun ngasuh tatangga.
Food,"Asep resep pisan nginum bajigur. Unggal isuk-isuk, Asep sok meuli bajigur ka warung Mang Udin. Bajigur téh mangrupa inuman tradisional tina campuran gula aren, santan, jeung jahe. Asep sok nginum bajigur bari lilinggeuhan di sisi jalan.",Bajigur téh matak ngangetkeun awak Asep dina poé-poé nu tiis.,Bajigur téh sok dipaké Asep pikeun mandi.
Food,"Danu boga kebon cau di lembur. Unggal sasih panen cau, Danu sok nyandak hasil panen ka pasar. Di pasar, cau Danu sok gancang payu alatan kualitasna anu alus. Danu meunang panghasilan anu cukup pikeun kebutuhan keluargana.",Danu bangga bisa ngabantu keluargana ku hasil kebon cau.,Danu boga rencana pikeun pindah ka kota jeung ninggalkeun kebonna.
Food,"Nani resep pisan kana peuyeum Bandung. Peuyeum téh sok jadi kadaharan wajib anu dibawa balik mun balik kampung. Dina hiji waktu, Nani rék balik ka Garut. Manehna nyiapkeun peuyeum dina kantong plastik.",Nani hoyong ngadugikeun peuyeum ka dulur-dulurna di Garut.,Nani rék ngajual peuyeum ka warung di Garut.
Food,"Mang Darman boga kebon cau. Unggal taun, cau tina kebonna sok dijual ka pasar. Dina musim panén ieu, cau-cau na leuwih leuwih seueur tibatan biasana. Mang Darman ngadadak bingung nguruskeun panénan anu loba teuing.",Manéhna mutuskeun pikeun ngabagi-bagi cau ka tatangga.,Manéhna ngarasa teu boga cukup panyimpenan pikeun cau-cau na.
Food,"Dina hiji acara hajatan di kampung, aya saung tempat masak soto Bandung. Soto téh jadi kadaharan favorit warga sakabeh. Ieu soto dijieun ku Ibu Tati, ahli masak di kampung eta. Ibu Tati masak soto kalayan rempah-rempah anu lengkep.",Soto Bandung na jadi rebutan warga anu datang.,Ibu Tati ngajual soto na ka pasar.
Food,"Dina acara munggahan di kampung, warga sok masak nasi liwet babarengan. Ieu tradisi geus turun temurun dilakukeun ku warga kampung. Nasi liwet dicampurkeun jeung lauk asin, pete, jeung sambel goang. Warga kampung ngariung di saung, ngadahar babarengan bari ngobrol.",Acara munggahan jadi ajang silaturahmi warga kampung.,Nasi liwet na teu aya anu ngadahar.
Food,"Dina pasar dadakan di kampung, aya hiji warung nu ngajual es cendol. Es cendol téh salah sahiji inuman tradisional ti Sunda. Warung éta sok rame ku nu balanja, utamana lamun cuaca panas. Dina hiji mangsa, es cendol nu dijual téh beak.",Nu boga warung senang alatan dagangan na laris manis.,Nu boga warung mutuskeun pikeun teu dagang deui.
Food,"Dina tradisi Sunda, samemeh upacara nikah, calon penganten ngaliwatan prosesi siraman. Siraman diayakeun di imah calon penganten awewe. Biasana maké cai ti tujuh sumber cai anu béda. Cai éta dipercaya bisa ngabersihan calon penganten tina sagala dosa.",Calon penganten awewe ngarasa seger sareng siap pikeun ngalaksanakeun upacara nikah.,Calon penganten awewe ngalaman alergi cai jeung teu bisa nikah.
Food,"Dina upacara nikah Sunda, aya prosesi saweran. Ieu prosesi ngalambangkeun berkah sareng kahirupan anu sejahtera. Ngagunakeun koin, beras, jeung kembang. Koin jeung beras disebarkeun ka para tamu.",Para tamu ngarebutkeun koin jeung beras minangka simbol kahirupan anu makmur.,Para tamu kabéh kaluar tina acara kusabab teu resep koin jeung beras.
Food,"Dina acara nikah, penganten lalaki biasana maké baju adat Sunda. Biasana make baju pangsi bodas jeung beubeur. Pakean ieu dilengkepan ku iket di sirah. Ieu simbol kasucian sarta kahormatan.",Penganten lalaki katingali gagah jeung mulya dina baju adat Sunda.,Penganten lalaki maké jas formal bodas.
Food,"Dina acara nikah Sunda, aya adat ngeuyeuk seureuh. Ieu adat dilakukeun saméméh upacara nikah utama. Calon penganten diiringan ku kolotna pikeun ngalaksanakeun ritual ieu. Ngeuyeuk seureuh ngalambangkeun doa pikeun kaharmonisan rumah tangga.",Calon penganten ngarasa tenang sareng siap pikeun upacara nikah utama.,Calon penganten ngarasa sieun jeung teu hayang nikah.
Food,"Dina acara nikah Sunda, biasana diayakeun di bale desa atawa gedong serbaguna. Lokasi ieu dipilih kusabab ngamudahkeun para tamu pikeun hadir. Para tamu biasana baris ngagunakeun baju adat Sunda. Ieu ngajantenkeun suasana langkung tradisional jeung sakral.",Upacara nikah katingali anggun sareng tradisional.,Para tamu teu datang kusabab teu aya tempat parkir.
Food,"Dina upacara pernikahan, adat Sunda boga tradisi saweran. Panganten lalaki jeung awewe dikepruk ku beras jeung duit receh. Ieu ngandung harti berkah jeung kamakmuran. Barudak jeung tamu-tamu ngumpulkeun saweran.",Tradisi ieu dilaksanakeun pikeun ngalambangkeun kasuburan jeung kamakmuran,Tradisi ieu dijieun pikeun hiburan barudak
Food,"Dina tradisi ngebakan, panganten awewe dibéré siraman cai kembang. Cai kembang ieu ngalambangkeun kasucian jeung berkah. Keluarga panganten awewe ngumpul pikeun ngalakukeun upacara ieu. Panganten awewe ngagem baju adat Sunda.",Upacara ieu ngalambangkeun panganten awewe nu siap asup ka kahirupan anyar,Upacara ieu dilaksanakeun sanggeus pernikahan réngsé
Food,Panganten lalaki dina pernikahan Sunda biasana ngagem beskap. Beskap ieu dihias ku aksesoris emas. Panganten lalaki ogé maké blangkon di sirahna. Ieu baju tradisional ngagambarkeun kaagungan jeung martabat.,Panganten lalaki ngarasa reueus maké baju adat Sunda,Panganten lalaki ngarasa teu nyaman maké baju tradisional
Wedding,"Dina resepsi pernikahan Sunda, aya acara ngalamar. Keluarga panganten lalaki datang ka imah panganten awewe pikeun ngalamar resmi. Aya pidato ti wakil keluarga panganten lalaki. Panganten awewe ngadangu kalayan hormat.",Acara ngalamar ieu ngalambangkeun niat serius panganten lalaki,Acara ngalamar ieu ngan saukur formalitas
Wedding,"Dina pernikahan Sunda, tamu-tamu disuguhkeun panganan tradisional. Aya sate maranggi, nasi liwet, jeung kueh-kueh tradisional. Panganan ieu disiapkeun ku kulawarga panganten. Tamu-tamu ngahaturkeun nuhun pikeun suguhan ieu.",Suguhan panganan tradisional ieu ngalambangkeun kahaneutan jeung kahunduran,Suguhan panganan ieu pikeun ngahibur tamu-tamu
Wedding,"Sanggeus acara pernikahan, aya tradisi nganterkeun panganten ka imah anyar. Keluarga panganten awewe ngiringan ka imah panganten lalaki. Aya doa-doa jeung berkah pikeun kahirupan anyar. Panganten awewe asup ka imah anyar kalayan suksma.",Tradisi ieu ngalambangkeun dimimitian kahirupan anyar panganten,Tradisi ieu ngan saukur acara hura-hura
Wedding,"Dina budaya Sunda, aya upacara seserahan sateuacan nikah. Calon pangantén lalaki bakal nganteurkeun hadiah ka kulawarga pangantén awéwé. Hadiah ieu ngandung artos simbolis jeung pangajén. Kulawarga pangantén awéwé nampi hadiah kalawan sukur.",Upacara seserahan ieu nunjukkeun rasa hormat jeung tanggung jawab ti pihak lalaki,Hadiah ieu teu gaduh harti naon-naon
Wedding,"Dina acara pernikahan Sunda, pangantén lalaki maké baju adat Sunda. Baju adat lalaki biasana maké baju kampret jeung iket. Sedengkeun pangantén awéwé maké kebaya jeung siger. Keduana katingali elegan jeung mulya.",Busana adat ieu ngabuktikeun rasa hormat ka tradisi Sunda,Pangantén lalaki leuwih katingali gagah tibatan pangantén awéwé
Wedding,"Saacanna pernikahan, aya upacara ngeuyeuk seureuh. Upacara ieu ngalambangkeun silih pikanyaah jeung kasabaran. Kulawarga kadua pihak hadir sareng ngadu’a. Ieu upacara dilaksanakeun kalayan hikmat.",Upacara ieu ngajaga tradisi leluhur Sunda,Upacara ieu ngan saukur formalitas
Wedding,"Dina budaya Sunda, tamu undangan pernikahan biasana mawa hadiah. Hadiah bisa rupa-rupa ti artos, alat rumah tangga, dugi ka barang berharga. Kado ieu minangka ungkapan rasa syukur sareng kabagjaan. Pangantén bakal ngabagikeun kado ieu ka kulawargana.",Kado-kado ieu bakal jadi modal kahidupan anyar pangantén,Pangantén teu nganggap penting kado ti tamu undangan
Wedding,"Acara resepsi pernikahan biasana dilaksanakeun di imah pangantén awéwé. Loka ieu dipilih pikeun ngajaga tradisi turun temurun. Tamu undangan datang kalayan pangajén sareng bingkisan. Samentara éta, kulawarga pangantén lalaki ngatur sagala persiapan.",Loka di imah pangantén awéwé ngajaga nilai budaya Sunda,Acara resepsi teu kedah di imah pangantén awéwé
Wedding,"Dina budaya Sunda, aya tradisi sawer. Sawer dilaksanakeun saatos akad nikah. Pangantén dibéré saweran ku kolot sareng tamu undangan. Sawer ieu ngandung doa jeung kahadean.",Tradisi sawer ningkatkeun rasa gotong royong jeung silih asih,Sawer ngan saukur hiburan pikeun tamu undangan
Wedding,"Dina tradisi Sunda, saacan pernikahan, aya acara Ngeuyeuk Seureuh. Ieu acara dipigawé pikeun ngalakukeun doa sareng ngalap berkah. Kegiatan ieu biasana dilaksanakeun ku kolot panganten. Ngeuyeuk Seureuh boga makna nyuhunkeun kasalametan jeung karaharjaan rumah tangga.",Ieu ritual dipercaya bisa ngahasilkeun rumah tangga nu harmonis,Ngeuyeuk Seureuh dipigawé pikeun ngumpulkeun duit
Wedding,"Dina upacara pernikahan Sunda, panganten awewe biasana make kebaya jeung siger. Siger teh mahkota tradisional nu dipake dina sirah panganten awewe. Kebaya jeung siger teh lambang kaendahan jeung kearifan budaya Sunda. Panganten lalaki biasana make baju adat Sunda nu disebut beskap.",Ieu baju adat nambahkeun kasakralan upacara pernikahan,Panganten lalaki jeung awewe tukar baju keur lucu-lucuan
Wedding,"Dina budaya Sunda, saatos upacara pernikahan, aya acara saweran. Di acara ieu, panganten lalaki jeung awewe nyawerkeun duit koin jeung permen ka barudak. Saweran ieu boga simbol rahmat jeung rejeki anu dipiharep ngalimpah ka kulawarga anyar. Barudak anu manggihan koin jeung permen bakal bagja.",Acara saweran ieu jadi hiburan keur sadaya tamu,Saweran ieu dipake pikeun mayar hutang
Wedding,"Undangan pernikahan dina budaya Sunda tiasa janten acara anu gedé. Biasana, undangan anu dihadirkeun téh ti dulur, babaturan, sareng tatangga. Mangsa acara, tamu-tamu téh biasana disuguhan ku hidangan tradisional Sunda. Nasi tumpeng, sate maranggi, sareng kueh tradisional sok hadir dina meja hidangan.",Tamu-tamu téh ngarasa sugema sareng ngahaturkeun doa restu,Tamu-tamu téh henteu resep kana hidangan tradisional
Wedding,Lokasi pernikahan dina budaya Sunda sering dilaksanakeun di bale desa atawa di imah panganten awewe. Bale desa disiapkeun kalayan hiasan tradisional Sunda. Hiasan-hiasan ieu nganggo bahan alami sapertos daun kelapa jeung kembang. Ieu ngagambarkeun kecintaan kana alam sarta budaya Sunda.,Hiasan ieu nambahkeun kaindahan sareng kasakralan acara,Hiasan ieu dijual saatos acara selesai
Wedding,"Salaku bagian ti tradisi Sunda, panganten awewe biasana ngalakukeun siraman sateuacan pernikahan. Acara siraman ieu dilakukeun ku kolot panganten awewe. Ku cara nyiramkeun cai kembang ka awak panganten awewe, dipercaya bisa ngaleungitkeun sagala rupa energi negatif. Siraman teh mangrupa simbol kesucian sarta kesiapan panganten pikeun ngalangkah ka babak anyar.",Panganten awewe ngarasa bersih lahir batin sareng siap nikah,Panganten awewe jadi gering saatos siraman
Wedding,"Dina budaya Sunda, samemeh nikah, aya upacara siraman pikeun calon panganten awéwé. Dina upacara ieu, calon panganten disiraman ku cai seger sareng kembang. Cai ieu dijieun tina campuran daun seger sareng bunga. Siraman dipercaya pikeun ngabersihan awak sareng jiwa calon panganten.",Ieu simbolis pikeun ngamimitian kahirupan anyar kalayan bersih.,Cai siraman téh ngabalukarkeun panyakit kulit.
Wedding,"Dina upacara pernikahan Sunda, panganten lalaki bakal ngagem baju adat Sunda nu disebut pangsi. Panganten lalaki ogé bakal maké iket di sirahna. Pakaian ieu ngalambangkeun kasederhanaan sareng kabersihan. Panganten awéwé bakal maké kebaya sareng siger.",Pakaian ieu ngagambarkeun keanggunan sareng kahormatan.,Pakaian ieu hartina aranjeunna asal ti desa.
Wedding,"Pas acara resepsi, aya hiji tradisi dimana panganten kudu silih suap ku tuang. Tuang anu disuapkeun biasana sangu jeung lauk-pauk. Tradisi ieu ngalambangkeun kaharmonisan sareng kabersamaan dina rumah tangga. Sadaya tamu ngahadiran tradisi ieu kalayan sumanget.",Tradisi ieu dipercaya bakal nguatkeun hubungan panganten.,Tradisi ieu ngajadikeun panganten leungit napsu makan.
Wedding,"Dina budaya Sunda, pas nikah, panganten lalaki biasana kudu ngalakukeun prosesi ngarak panganten awéwé. Prosesi ieu dilaksanakeun kalayan iringan musik tradisional Sunda. Panganten lalaki bakal ngarak panganten awéwé ti imahna nepi ka tempat resepsi. Sadaya tamu bakal ngilu ningali prosesi ieu.",Prosesi ieu ngalambangkeun tanggung jawab panganten lalaki pikeun ngurus panganten awéwé.,Prosesi ieu dilakukeun pikeun ngahibur tamu undangan.
Wedding,"Dina acara resepsi pernikahan Sunda, aya tradisi masang janur kuning di lawang panto. Janur kuning ieu simbolis pikeun kabagjaan sareng karaharjaan. Sadaya tamu nu datang bakal ngaliwat janur kuning ieu. Janur kuning oge dipercaya ngusir roh jahat.",Janur kuning jadi tanda yén aya acara pernikahan.,Janur kuning dipaké pikeun ngajaga panto tetep kabuka.
Family Relationships,Lilis sering mantuan indungna masak di dapur. Lilis resep diajar resep-resep tradisional Sunda. Lilis ngundang bibi jeung pamanna pikeun makan babarengan. Bibi jeung paman sangat kagum ku masakan Lilis.,Lilis jadi pamedal resep kuliner Sunda,Lilis teu bisa masak
Family Relationships,Agus jeung keluargana sering silaturahmi ka tatangga. Agus sok ngabantosan tatangga anu peryogi pitulung. Tatangga sering ngondang Agus sareng keluargana ka acara-acara penting. Agus nganggap tatanggana minangka bagian tina keluargana.,Hubungan Agus sareng tatanggana jadi langkung raket,Tatangga teu resep ka Agus
Family Relationships,"Hendra kangen ka nini aki nu cicing di kampung. Hendra hayang ngajak kulawargana mudik. Di kampung, nini aki sok nyaritakeun carita-carita baheula. Hendra sareng kulawargana ngadangu carita nini aki kalayan sumanget.",Hendra sareng kulawargana langkung ngahargaan sajarah kulawarga,Hendra teu resep carita nini aki
Family Relationships,Sari diajar tari jaipongan ti mamahna. Sari sok latihan saban poé di bale kosong. Sari sering tampil di acara-acara kampung. Warga kampung kagum ku bakat Sari.,Sari jadi ikon budaya di kampungna,Sari teu bisa tari jaipongan
Family Relationships,Ujang sering ulin ka imah sepupuna di kampung. Ujang sareng sepupuna sok maen di sawah. Sepupu Ujang sering ngajarkeun cara melak padi. Ujang resep diajar kahirupan di kampung.,Ujang jadi langkung ngahargaan kahirupan di alam,Ujang teu betah di kampung
Family Relationships,Wulan sering nyaritakeun dongeng ka adina saméméh sare. Adina Wulan sok ngadengekeun kalayan sumanget. Dongeng-dongeng Wulan sok aya nilai-nilai kahirupan. Adina Wulan sering nganyahokeun hikmah tina dongeng éta.,Hubungan Wulan sareng adina jadi langkung raket,Adina Wulan bosen ku dongeng-dongeng Wulan
Family Relationships,"Dina lebaran, kulawarga Sari sok ngumpul di imah nini. Aranjeunna sok babarengan nyiapkeun hidangan, saperti opor, ketupat, jeung sambel goreng ati. Barudak sok ulin di halaman bari seuri jeung sorak-sorak. Aranjeunna ngahargaan silaturahmi.",Silaturahmi kulawarga jadi leuwih erat.,Barudak teu resep ulin di halaman.
Family Relationships,Pak Edi sering ngabantosan tatanggana anu keur kasulitan. Anjeunna teu ngarepkeun pamrih ti batur. Tatangga ogé resep ka Pak Edi alatan kabagusannana. Hubungan tatangga jadi leuwih raket.,Tatangga sok silih bantosan dina kahirupan sapopoe.,Pak Edi biasana ngajual barang-barang ka tatanggana.
Family Relationships,Bu Tini sok ngajarkeun budakna pikeun saling ngahormat ka kolot. Anjeunna ngajelaskeun pentingna ngajaga tradisi kulawarga. Budakna sok ngadengekeun jeung nurut kana naon anu diajarkeun. Budakna jadi ngarti kana nilai-nilai budaya Sunda.,Budakna jadi individu anu hormat jeung sopan.,Budakna teu resep kana tradisi kulawarga.
Family Relationships,"Dina hajatan nikah, kulawarga Asep ngundang sakabeh dulur jeung tatangga. Aranjeunna nyiapkeun rupa-rupa kadaharan tradisional Sunda. Hajatan téh jadi rame pisan ku datang anu silih sapa. Sakabehna ngarasa gumbira jeung silih ucapkeun wilujeng.",Hajatan nikah jadi momen silaturahmi anu berharga.,Hajatan nikah téh gagal alatan cuaca goréng.
Family Relationships,"Dina kampung, Mang Ujang sok ngatur ronda malem pikeun ngajaga kaamanan. Sakabeh warga kampung giliran ronda sapopoé. Ku kituna, kampung jadi aman jeung tenteram. Warga ngarasa nyaman jeung saling percaya.",Warga kampung jadi leuwih akur jeung kompak.,Warga kampung sok ribut jeung teu akur.
Family Relationships,Dedeu sering ngabantosan nini-nina di dapur. Nini-nina resep masak sayur asem. Dedeu ngupas bawang sareng ngala daun salam di buruan. Nini-nina ngajarkeun resep sayur asem ka Dedeu.,Dedeu jadi ahli masak sayur asem sareng kakeunaan resep ti nini-nina.,Dedeu teu pernah diajar masak deui ti nini-nina.
Family Relationships,"Raka mindeng ngabantosan bapana di sawah. Bapana ngajarkeun kumaha cara nanam padi. Unggal Minggu, Raka sareng bapana indit ka pasar ngajual hasil panen. Raka resep ngabantosan bapana.",Raka ngarasa bangga tiasa ngabantosan kulawarga sareng diajar kahirupan di sawah.,Raka bosen sareng teu hayang deui ngabantosan bapana.
Family Relationships,"Nenden mindeng nganjang ka imah bibi na di desa. Di desa, Nenden sok ulin di kebon sareng barudak séjén. Nenden lalajo kaulinan tradisional anu sok dipaénkeun ku barudak di desa. Bibi na sok ngajak Nenden ka acara kampung.",Nenden jadi leuwih deukeut sareng babaturan di kampung sareng ngarti budaya kampung.,Nenden teu pernah indit deui ka kampung.
Family Relationships,"Ita sering ngalongok ema-bapana di lembur. Di lembur, Ita ngabantosan ema-bapana ngabersihkeun imah sareng kebon. Ita ogé mindeng ngajak ngobrol batur sapagawean ema-bapana. Ema-bapana kacida bungahna mun Ita datang.",Ita ngarasa bungah tiasa ngabantosan sareng ngobrol sareng kulawarga di lembur.,Ita ngarasa bosen sareng teu hayang balik deui ka lembur.
Family Relationships,Andi mindeng diajar babarengan sareng sepupuna. Sepupuna ngajarkeun Andi ngeunaan pelajaran matematika. Andi ogé ngabantosan sepupuna diajar basa Inggris. Maranéhna sering diajar di perpustakaan kampung.,Andi sareng sepupuna jadi pinter dina pelajaran masing-masing.,Andi teu pernah diajar deui sareng sepupuna.
Family Relationships,"Ujang sering ngabantuan aki-na di kebon. Aki-na ngajarkeun cara nyawah jeung ngurus kebon. Unggal isuk, Ujang ngiringan aki-na ka kebon. Ujang resep diajar hal anyar ti aki-na.",Ujang jadi tambah wawasan sareng hormat ka aki-na.,Ujang bosen sareng teu hayang deui ka kebon.
Family Relationships,Deni sok ngabantosan indungna di dapur unggal isuk. Indungna sok masak kadaharan khas Sunda saperti sayur asem jeung sambel terasi. Deni sok diajar kumaha cara masak ti indungna. Deni hayang bisa masak sapinter indungna.,Deni ngahargaan budaya masak kulawarga Sunda,Deni hoyong janten chef internasional
Family Relationships,Ibu Sari sok ngondang sadayana anggota kulawarga pikeun arisan unggal bulan. Arisan téh sok dilaksanakeun di imah Ibu Sari. Anggota kulawarga anu hadé sok datang jeung mawa kadaharan. Arisan téh janten ajang silaturahmi kulawarga.,Arisan téh ngajadikeun hubungan kulawarga langkung akrab,Arisan téh ngajadikeun Ibu Sari beunghar
Family Relationships,Ujang sok ngabantosan bapa di sawah unggal minggu. Bapa sok ngajarkeun ka Ujang kumaha cara melak sareng merawat padi. Ujang resep diajar hal-hal anyar ti bapana. Ujang hayang ngurus sawah bapana di mangsa hareup.,Ujang ngajaga tradisi tatanén kulawargana,Ujang hoyong jadi petani modern anu ngagunakeun mesin canggih
Family Relationships,"Dina acara kumpul-kumpul di kampung, Ema sok nyarita ngeunaan pentingna gotong royong. Warga kampung sok ngumpul di balé desa pikeun ngobrol jeung silaturahmi. Ema sok nyarita yén gotong royong téh budaya Sunda anu kudu dijaga. Warga kampung sok silih bantu dina sagala hal.",Gotong royong téh ngajaga kerukunan warga kampung,Ema hoyong ngurus kampung sorangan tanpa bantuan warga
Family Relationships,Didin sok nganjang ka imah Nini jeung Aki di kampung. Nini sok nyaritakeun dongéng-dongéng Sunda ka Didin. Didin resep pisan ngadéngékeun dongéng ti Nini. Nini sok nyaritakeun dongéng ngeunaan kearifan lokal Sunda.,Didin diajar nilai-nilai luhur Sunda tina dongéng Nini,Didin hoyong jadi juru dongéng internasional
Family Relationships,Tini sok ngabantosan Emak ngajual hasil kebon di pasar. Emak sok ngajual sayur-sayuran jeung buah-buahan anu dipelak di kebon sorangan. Tini sok diajar kumaha cara ngajual jeung ngatur duit ti Emak. Tini hayang ngabantosan Emak ngurus kebon jeung dagang.,Tini ngajaga tradisi dagang keluargana,Tini hoyong dagang di luar negeri
Family Relationships,Dadan sok ngabantosan pamanna nalika musim panén. Pamanna sok ngajarkeun Dadan kumaha cara ngumpulkeun hasil tani. Dadan resep diajar hal-hal anyar ti pamanna. Dadan ngahargaan kerja keras pamanna.,Dadan ngahargaan budaya tani Sunda,Dadan hoyong jadi pembisnis di kota
Family Relationships,"Dina unggal acara hajatan, keluarga Darto sok ngundang tetangga sakampung. Tetangga sok datang jeung mawa kadaharan pikeun dibagikeun. Darto sok ngabantosan bapana ngatur acara hajatan. Hajatan téh janten ajang silaturahmi jeung kerjasama warga kampung.",Hajatan téh ngajaga kerukunan jeung gotong royong di kampung,Hajatan téh ngajaga gengsi keluarga Darto
