topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Agriculture,"Asep nanya ka pakar pertanian, supaya kaluar buah, pohonna kudu dipupuk jeung disiram.",Asep niat nyieun peyeum jeung leuweung.,Asep ngajaga pohon mangga di halamanna,Pohonna geus 5 taun tapi teu kaluar buah,Asep henteu nyaho kudu ngapang-apang pohonna,"Upami teu kaluar buah, Asep bakal nyingkil pohonna"
Agriculture,Asep ngabangun sanggar seni kaasupna tradisi,Asep teu boga hubungan jeung tradisi seni,Asep geus ngalaman ngabentuk sanggar seni,Anjeunna ngaharep bade ngajalan tradisi ngawengku seni tari,Asep ogé ngajual hasil panenan ka pasar,Anjeunna ngarupakeun hasil panenan ka tetangga sacara rutin
Agriculture,Asep ngahareupkeun mangga nu hade pikeun dijieun kana kulawargana.,Asep ngahareupkeun mangga nu hade pikeun dijieun kana pasar.,Asep ngabogaan pohon mangga dina kebon,Asep boga tujuan pikeun ngarupakeun pohon mangga anu subur,Asep ngarawat jeung ngarawat pohon mangga jeung ati-ati,Asep ngahareupkeun mangga nu hade
Agriculture,Asep ngajual hiji karya senina anu dipajarkeun dina imahna pikeun ngahijineun duit.,Asep ngajual imahna pikeun ngajajajan panganggoan.,Asep mahir ngahijineun tanaman hias,Anjeunna boga hiji kebun nu dipenohi jeung aneka tanaman hias,Asep ngarencanakeun kaasup ka pasar,Anjeunna teu boga cukup duit pikeun nyadiakeun panganggoan
Agriculture,"Asep ngan boga pangalaman dina bidang boga, tapi Asep tiasa ngajalanin usaha boga jeung ngabangun pangalaman sareng waktos.","Asep teu tiasa ngajalanin usaha boga, sakabéh duitna habis.",Asep ngan tiasa ngajalanin usaha boga,Asep ngeusian taya jeroan boga,Asep milarian taya boga nu murah,Asep ngajual boga nu tiasa dijangkeun
Agriculture,Asep nganternakeun lalapan ti pasar keur urang-urang di desana.,Asep nganternakeun lalapan ka pasar di Jakarta.,Abah Asep nganternakeun lalapan ka pasar,Lalapan hasil panenna,Lalapan Asep famous di pasar,Asep ogé ngajual lalapan ka warung-warung
Agriculture,Asep ngarasa bangga nu bisa nangtukeun bapa anu geus tuir.,Asep katingali teu bisa ngabantosan sarta balik ka imah.,Asep ngarencanakeun ka sawah,Anjeunna kudu ngabantosan bapa deui,"Asep teu boga pengalaman, tapi hayang nangtukeun bapa",Asep nahaon ku bapa deui
Agriculture,Asep ngarasa henteu genah jeung hasil panenna.,Asep ngabenerkeun alat-alatna jeung cara nu bener.,Asep geus nyiapin laherna pikeun diarani,Asep ngarasa loba hal nu kudu ditimbang,Asep ngabenerkeun genahna alat-alat anjeunna,Asep ngarasa teu puguh jeung hasil panenna
Agriculture,Asep ngarasa henteu lila deui.,Asep ngarasa lila pisan.,"Dina sapanen, Asep ngadahar ka réstoran",Asep ngarasa lila pisan,Asep mérék bageur ku carita ka Yayan,"Yayan ngajawab ""Teu usah ngarasa lila, Asep"
Agriculture,Asep ogé ngajaga kaasupan nutrisina pikeun ngahiji teu lemes.,"Asep geus siap ka sawah, tiasa langsung nganjang.",Asep sareng ceukna ngarancang ngahijina ka sawah,Anjeunna ngagambarkeun nu kudu dipake ka sawah,"Nu kudu dipake nyaeta sapertos cangkul, karung, jeung sapatu karet",Asep henteu acan ngabangun nyanda
Agriculture,Asep ogé niat ulah ngarampas barang orang,Asep jadi teu percaya ka abdi negara,Asep ngarencanakeun panenan,Asep nyiapin alat-alat,Aya anu ngarampas alatna,Asep jadi teu percaya ka orang
Agriculture,"Asep, ceukna, langsung ngajaga kaasupan nutrisina pikeun ngahiji teu lemes.","Teh Tati geus siap ka sawah, tiasa langsung nganjang.",Teh Tati ngahijina ka sawah,Anjeunna ngagambarkeun nu kudu dipake ka sawah,"Nu kudu dipake nyaeta sapertos cangkul, karung, jeung sapatu karet",Anjeunna ogé ngabangun nyanda
Agriculture,"Bapake ngerti, lan ngajak Joko nyoba tanam sayur.","Joko dipaksa bapake, lan tanamane gagal maning.","""Lho, kok arep tanam jagung maning, Pak?"" tanyane Joko marang bapake",Bapake Joko seneng banget karo jagung,"""Lho, kan wis musim tanam jagung, Jaka","Ayo, tulungi bapak,"" bapake ngajak"
Agriculture,Bapanna Euis buta aksara.,Bapanna Euis geus ngalaman kalainan ti manéhna leutik keneh.,Euis ngarasa sedih ngadengekeun cerita ti bapanna,Bapanna Euis ngalaman kalainan ti manéhna,Bapanna Euis teu bisa ngabaca,Bapanna Euis geus ngalaman kalainan ti manéhna leutik keneh
Agriculture,Bayu lan Bagas padha ngrasakake seni lan budaya Jawa.,Bayu lan Bagas ora ngerti pentas seni.,Bayu lan Bagas padha sekolah ing SMP,"Bayu pinter banget ing olahraga, Bagas pinter ing musik","Sajrone, Bayu lan Bagas padha seneng nonton pentas seni",Dheweke padha nonton pentas seni bareng-bareng
Agriculture,Bayu ngerti kudu ngrespek keputusan warga.,Bayu ora ngalah.,Bayu dadi petani sing sukses,Bayu arep ngajak wong desane nandur jagung,Bayu ngajak musyawarah karo wong desane,Warga desane ora setujuan
Agriculture,Bayu ngucapke sukur marang Gusti kang ngemong urip.,Bayu ngajak sedulur lanang nang bioskop.,Bayu ngerti kudu nglakoni upacara mitoni,Dheweke ngajak sedulur lanang nempé bareng,Panenan sing luwih apik bakal didedahake ing pasar,Bayu seneng banget karo hasil panene
Agriculture,Bayu njaluk bantuan karo tetanggene kang wis pengalaman nyanggane.,Bayu ora tau kudu ngombe opo nalika nyanggane.,Bayu pengin nyoba tanam sayur,Dheweke wis siapake lahan lan benih,Bayu ora tau kudu ngombe opo nalika nyanggane,Dheweke bingung lan ora tau kudu njaluk bantuan sapa
Agriculture,Bayu njaluk klarifikasi marang Raka.,Bayu ora njaluk klarifikasi marang Raka.,Bayu lan Raka njupuk hasil panen ing sawah,Bayu nemokake segehan ing sawah,Bayu ora ngerti sapa sing nggawe segehan,Bayu ngira segehan iku saka Raka
Agriculture,Bayu njaluk tulung marang tetanggane kanggo ngolah sawah.,Bayu ora bisa nyedakake sawah amarga ora ngerti carane.,Bayu pengin nyedakake sawah,Bayu ora ngerti carane ngolah sawah,Bayu mboten ngerti carane ngolah sawah,Bayu ora bisa nyedakake sawah
Agriculture,Bayu ora gelem dadi wong sing ora peduli.,Bayu ora gelem ngalah marang wong liya.,Bayu pengin njaga kebon,Bayu ora gelem ngalah marang wong liya,Bayu ora ngerti ngapa kudu ngalah,Bayu ora gelem dadi wong sing ora peduli
Agriculture,Bayu ora putus asa lan nyoba manemoni maneh.,Bayu ora ngerti carane lan ora nyoba manemoni maneh.,Bayu pengen njajal tanam sayur ing pekarangan,Bayu ora tau carane tanam sayur,Bayu nyoba nanya karo tetanggane,Tanaman sayure ora tumuwuh
Agriculture,Bayu ora weruh yen wis telat.,Bayu weruh yen wis telat.,Bayu dadi petani,Bayu ora weruh yen musim tanam wis entuk,Bayu ora ngerti carane ngolah sawah,Bayu ora weruh yen wis telat
Agriculture,Bayu padha nindakake tradisi nggembelake sawah.,Bayu padha lali ora ngajak kanca-kancane.,Bayu padha ngajak kanca-kancane nggembelake sawah,Bayu padha ngajak kanca-kancane nggembelake sawah bareng,Bayu padha ngajak kanca-kancane nggembelake sawah ing wulan Juli,Bayu padha ngajak kanca-kancane nggembelake sawah lan padha seneng
Agriculture,"Budi seneng, soale musim tanam bakal tiba.","""Lho, kowe ora tau to, musim tanam pas musim kemarau,"" jawa bapake.","""Pak, kapan kita bakal tanam padi lagi?"" tanyane Budi marang bapake","""Kita bakal tanam pas musim tanam tiba, nak,"" jawa bapake","""Tapi, Pak, kapan musim tanamnya?"" tanyane Budi","Bapake nggakjupuk, ""Kowe ora tau to, musim tanam pas musim ujan"
Agriculture,"Dadan teu ngarokot ka sawah, tapi ngarokot ka cikarang.","Dadan ngarokot ka sawah, tapi teu nempo ka cikarang.","""Aya nu ngagaduhan di dina cikarang!"" ceuk Dadan ngadahar sareng kawas ku abdi",Dadan ngarokot ka sawah,"""Aya apa, ceuk abdi?"" ""Aya nu ngagaduhan di dina cikarang",Geus teu ngaranna
Agriculture,Dadang ngaharepan patarosan ti pemerintah.,Dadang ngajual tanahna pikeun modal.,Dadang hayang ngarobah cara tani,Dadang parantos ngarobah sistim tani di ladangna,Dadang kudu ngahasilkeun panenan anu leutik tapi berkualitas,Dadang teu boga cukup modal
Agriculture,Dheweke ngucapke sukur marang Gusti kang murbeng dumadi.,Dheweke ngajak kanca-kancane nang diskotik.,"Joko ngerti bener wiwit saka biyen, wong Jawa kudu ngerti pertanian",Dheweke arep nguri-uri tradisi nempé,Panenan sing luwih apik bakal didedahake ing pasar,Joko seneng banget karo hasil panene
Agriculture,Dika ngajaga tradisi keluarga.,Pohonna teh pohonna favorit Dika.,Dika ngahijikeun ka ladang sareng bapa,Bapa Dika ngajaga hiji pohon nu luhur,Pohonna teh pohon nu disakralkeun ku bapa Dika,Dika ogé ngajaga pohonna
Agriculture,"Dina lan Sinta ora ngerti, soale tanamane ora rapi.","Dina lan Sinta seneng, soale pekarangan wis kinclong.","""Mbak, aku pengen bantu tanam bunga ing pekarangan,"" candhane Dina marang adunge, Sinta","""Boleh, tapi ingat, kita harus tanam dengan rapi,"" jawa Sinta",Dina lan Sinta mulai tanam bunga,"Dina ora rapi tanamane, lan Sinta nggakjupuk"
Agriculture,Dinda ngajual tehna ka tetanggana.,Dinda ngajual kebun tehna.,Dinda ngahijikeun hiji kebun teh,Anjeunna ngarencanakeun kaasup ka pasar jeung teh hasil panen,Dinda teu boga cukup modal pikeun ngajual tehna,"Dinda ngalakukeun tradisi ""ngaruat"" pikeun ngahijikeun tehna"
Agriculture,Euis ngabenerkeun adat ngarawat bumi.,Euis teu ngabenerkeun adat ngarawat bumi.,Euis geus ngabangun sawah,Euis geus ngarawat,Euis nunggu hasil panen,Euis ogé urang sabilulungan
Agriculture,Gita ngarasa bangga ka bapana.,Gita teu resep ka tradisi ngarujak.,Gita ngahijikeun ka sawah sareng bapa,Gita ngiringan bapa ngarujak,Bapa Gita ngan nyia-nyiakeun tradisi ngarujak,Gita ogé ngarasa harag ngarujak
Agriculture,Hajat ngaruwat bumi ngadukung tradisi gotong-royong anu boga nilai luhur.,Hajat ngaruwat bumi ngarupakeun sabab nu ngajadikeun patungan.,Abah jeung Inang ngajadikeun hajat ngaruwat bumi,"Keur ngahadarkeun hajat, Abah ngajadikeun patungan jeung tetangga",Patungan nyaéta neda ka tetangga sababaraha rupa boga jeung panenan,"Aya nu ngajual, nu ngarameupkeun, jeung nu ngahaturkeun"
Agriculture,Heri ngarasa henteu lila deui.,Heri ngarasa lila pisan.,Heri ngarasa henteu tiasa ngajalan,Heri ngarasa lila pisan,Heri mérék bageur ku carita ka Yayan,"Yayan ngajawab ""Teu usah ngarasa lila, Heri"
Agriculture,Hilman ngarasa bangga ka sadaya warga nu ngawengku jeung ngabantos.,"Hilman ngarasa kecewa, sakabehna geus teu acan.",Hilman teu acan ngalungkeun sabilulungan ka warga,Hilman nganjeunkeun ide pikeun ngagawé sawah bareng,Warga geus ngumpul jeung ngabentuk tim,Hilman ngajadwalkeun panen bareng jeung ngadahar bersama
Agriculture,Ida harita hasil panenna loba.,Ida teu boga alat-alat anu puguh.,Ida geus ngarancang panen anjeunna,Ida ngabenerkeun jadwalna jeung patarosan cuaca,Ida ngabenerkeun alat-alat anjeunna,Ida teu boga waktu pikeun ngarancang deui
Agriculture,Imah Raka jadi leuwih adem jeung asri.,Raka jadi leuwih teu boga wanci.,Raka hayang ngarobah suasana imah,Raka mikirna ngahijikeun imah sareng taneman,Raka ngarobah kolot imah dina sababaraha wanci,Raka ngahijikeun taneman di kulon imah
Agriculture,Imah ngarasa anu ngarayahkeun téh salah sahiji cara ngajaga kasejahteraan.,Imah ngarasa lelah sarta teu boga hasrat ka ngarayahkeun.,Imah geus siap ngarayahkeun,Imah ngahaturkeun parabotan nu kudu dipaké,Imah ngajadikeun sesajen,Imah nunggu sakabeh nu dipesenan ku bapa
Agriculture,Intan hayang ngajaga tradisi keluarga anu ngaranjeun tanaman hias.,Intan henteu boga waktu deui ka halamanan.,Intan ngajaga tanaman hias di halamanan,Intan geus ngaranjeun anu loba jenis tanaman,Intan ngarasa seneng jeung bangga bisa ngajaga anu loba jenis tanaman,Intan geus ngalungkeun nu loba hadiah ti kontes tanaman hias
Agriculture,Iwa ngarasa kecewa sarta hayang nangtukeun bapa.,Iwa teu boga hasrat ka ngarayahkeun.,Iwa ogé ngarencanakeun ka sawah,Iwa teu boga pengalaman anu sarua jeung Asep,Iwa ogé katingali teu bisa ngabantosan,Iwa balik ka imah jeung ceurik
Agriculture,Jajang ngiringan ngahijineun poho jeung urang sabilulungan.,Jajang ngahijineun poho ka sawah.,Abah Jajang ngahijineun poho di halamanna,Pohona ti rupa sawo,"Nu jadi tradisi di imahna, poho dihijineun ku urang nu badag",Jajang ogé ngajak urang sabilulungan ngahijineun poho
Agriculture,Joko lan Rini nyuwun cangkul marang tetanggane.,Joko lan Rini ora ngerti carane nggarap sawah.,Joko lan Rini arep nggarap sawah bareng,Joko ora duwe cangkul,Rini pinjam cangkul marang bapake,Bapake Rini ora duwe cangkul
Agriculture,Joko lan Rini suwun karo wong-wong desa.,Panenan padine ora sukses.,Joko lan Rini pengin nandur padi ing sawah,Sawehe wis disiapake,Wong-wong desa padha bantu,Panenan padine sukses
Agriculture,Joko lan sedulur-sedulure padha nunggu musim tanam lan mrihake sawane.,Joko langsung tanam lan ora nunggu musim tanam.,Joko pengin tanam padi ing sawah barune,Sawane wis disi marang,Joko lan sedulur-sedulure padha nyiapin benih lan pupuk,"Sawane wis siap, nanging Joko ora weruh kudu nunggu musim tanam"
Agriculture,"Joko mboten usah njupuk mangga, menawi manggane luwih gedhe saka tingginya.",Joko ngajak kanca-kancane kanggo njupuk mangga.,Joko pengin njupuk buah mangga sing wis mateng,"Nanging, manggane luwih gedhe saka tingginya",Joko ora duwe tangga kanggo njupuk,Joko isih cilik
Agriculture,Joko njaluk bantuan karo tetanggane kang wis pengalaman nyanggane.,Joko putus asa lan ora nyoba manang nyanggane maneh.,Joko pengin nyoba tanam padi,Dheweke wis baca buku lan nonton video bab cara nyanggane,Joko ora tau kudu mulai saka endi,Dheweke bingung lan ora tau kudu njaluk bantuan sapa
Agriculture,Joko njaluk bantuan marang tetanggane lan padha njagong sawahe bareng-bareng.,Joko ora bisa njagong sawahe amarga ora duwe kanca.,Joko arep njagong sawah,Dheweke padha njaluk bantuan marang kanca-kancane,Kanca-kancane padha ora duwe wektu,Joko ora bisa njagong sawahe
Agriculture,Joko njaluk tulung marang wong tuwane.,Joko ora ngerti carane ngolah panenane.,Joko pengin njajal tanam padi,Panenan padine Joko luwih akeh,Joko ora ngerti carane ngolah,Panenane Joko ora bisa diolah
Agriculture,"Joko ora duwe benih jagung, tanam jagung iku kudu sabar.","Joko tuku benih jagung, tanam jagung iku gampang.",Joko duwe sawah sing apik,Joko pengin tanam jagung,Joko ora duwe benih jagung,Joko arep tuku benih jagung ing pasar
Agriculture,Joko ora putus asa lan nyoba manemoni lan ngerti cara sing bener.,Joko ora ngerti apa sing salah lan ora nyoba manemoni maneh.,Joko arep njajal tanam jagung ing pekarangan,"Ing wulan wingi, dheweke wis tanam padi lan panen",Dheweke pengen njajal tanam panganan liya,Tanaman jagunge ora tumuwuh
Agriculture,Joko sabar ngajarake Jaka nandur padi.,Joko ora gelem nandur bareng Jaka maneh.,Joko lan Jaka iku sedulur sing arep nandur padi,Joko wis tau nandur saka wong tuwane,"Jaka, sing luwih muda, pengin nandur bareng","Sajrone, Jaka ora tau nandur lan nggandulake Joko"
Agriculture,Kanca-kancane Tono ngerti carane njaga kebon.,"Tono ngajari kanca-kancane, tapi kanca-kancane ora gelem ngerti.",Tono lan kanca-kancane padha njaga kebon,Kebon iku warisan sedulure,"Saking padha njagane, wonten sing ora ngerti carane",Tono ngajari kanca-kancane
Agriculture,"Kebunipun kasil, tapi ora nganti.",Bayu lan sedulur-sedulure ora ngerti carane nggarap kebun.,Bayu lan sedulur-sedulure arep nggarap kebun,Kebunipun wis siap,Bayu lan sedulur-sedulure mulai nggarap,Kebunipun ora kasil
Agriculture,Lilis bisa ngahasilkeun panen luhur nu leuwih banya.,"Lilis ngarasa putus asa, luhurna teu subur.",Lilis ngahaturkeun budak-budakna ngajaga luhur,Anjeunna ngarasa bangga jeung kanyaho sababaraha rupa luhur,Lilis geus ngajaga luhur ti sabulan katukang,Lilis ngarasa seneng jeung luhurna geus wangun jeung subur
Agriculture,Lilis jeung kulawargana ngarasa sedih.,Lilis jeung kulawargana nuju ka pasar.,Lilis boga sawah nu loba,Anjeunna niat ka ngabénér padi,Lilis jeung kulawargana nuju ka sawah,Sawahna Lilis ngagaduhkeunkeun
Agriculture,Maman harita hasil panenna boga kualitas nu luhur.,Maman teu boga waktu pikeun ngawengku nu bener.,Maman ngaharepan hasil panen anjeunna boga kualitas nu luhur,Maman ngajieun pamupukan jeung perawatan nu bener,Maman ngarasa loba usaha anjeunna,Maman teu boga waktu pikeun ngawengku
Agriculture,Mang Odih ngajual sayur organik pikeun ngajaga kesehatan,Mang Odih jadi teu percaya ka abdi negara,Mang Odih ngajual sayur,Mang Odih jualan di pasar,Mang Odih ogé jualan di pasar sore,Mang Odih jualan sayur organik
Agriculture,Murid-murid ngartos tina teh bumbu nu hade pikeun ngarancang.,Murid-murid teu acan ngartos tina teh bumbu nu hade pikeun ngarancang.,Kang Emil nganjar sakola ngabahas tina,Kang Emil ngabantuan tina ngabangkeun bumbu-bumbu nu séjén,Kang Emil ngajelaskeun cara ngarancang tina,Kang Emil ngajelaskeun tina teh bumbu nu hade pikeun ngarancang
Agriculture,Nengti jeung Jajang ngahijikeun padi anu tiasa ngahasilkeun panen anu hade.,"Nengti jeung Jajang teu boga pengalaman dina hiji padi, hasilna teu bener.",Nengti geus nikah jeung Jajang,Nengti sareng Jajang ngahijikeun sawah nu luas,Nengti jeung Jajang ngahijikeun padi,Nengti jeung Jajang milarian taya nu hade
Agriculture,Nengti ngarancang nyiapin lalapan katingal geus aya tamu.,Nengti ngajual lalapanna ka warung.,Nengti geus nyia-nyia nyiapin lalapan,"Lalapanna ti sayur asem, karedok, jeung sambel dadak","Upami teu dihidangkeun leuwih ti 15 menit, lalapanna bakal layu",Nengti henteu boga tamu
Agriculture,Ning rumiyin lan sedulur-sedulure ngombe wedang sepisan.,Ning rumiyin lan sedulur-sedulure tetep nandur benih.,Ning rumiyin arep nggarap sawah,Dheweke wis nyiapin benih lan pupuk,Ning rumiyin lan sedulur-sedulure nandur benih,Sawane isih krasa kering
Agriculture,Ning rumiyin padha nandur padi marang sawah.,Ning rumiyin padha nandur jagung marang sawah.,Ning rumiyin arep nandur padi,Ning rumiyin padha nandur ing sawah,Ning rumiyin padha nandur marang sawah,Ning rumiyin padha nandur padi marang sawah
Agriculture,Nining bisa ngajual hasil panenna jeung ngabanggakeun kulawargana.,"Nining ngarasa sedih, hasil panenna teu laku di pasar.",Nining geus ngahijikeun kebun nu teu dipaké,Anjeunna ngajadikeun kebunna jadi kebun sayur jeung ngajaga kebunna ti sabulan katukang,Kebunna geus wangun jeung sayurna siap dipanen,Nining geus ngahasilkeun panen sayur nu leuwih banya
Agriculture,Nining henteu lupa ngabagi hasil panenna ka tetangga-tetanggina.,Nining ngajual sayur ti pasar modern.,Nining niat ka pasar di pasar tradisional,Nining ngajual sayur hasil panenna,Nu jadi best-seller di lapak Nining nyaéta sayur asem,Nining ogé jualan sayur nu séjénna
Agriculture,Nining jeung kulawargana ngarasa sedih.,Nining jeung kulawargana nuju ka pasar.,Nining boga sawah nu loba,Anjeunna niat ka ngabénér padi,Nining jeung kulawargana nuju ka sawah,Sawahna Nining ngagaduhkeunkeun
Agriculture,Nining ngahareupkeun sayur organik pikeun dijieun kana pasar.,Nining ngahareupkeun sayur anu loba pikeun dijieun kana kulawargana.,Nining geus nyia-nyiakeun sayur dina kebon,Nining ngahareupkeun sayur anu sehat jeung segar,Nining ngarawat sayur jeung sayur organik,Nining ngahareupkeun sayur anu loba jeung murah
Agriculture,Nining ngahareupkeun sehat ti anjeun bakal ngarojong manéh.,Nining ngajalan ka sawah geus ngarojong.,Nining geus ngajalan ka sawah ti subuh,Nining ngahareupkeun bisa ngarojong leutik keneh,"Nining ngarasa bade teu enya, tapi manéhna terus ngajalan","Nining ngarasa lila, terus manéhna balik ka imah"
Agriculture,Nining ngajual kebunna ka tetanggana.,Nining ngajual anakeuna pikeun ngajaga kebun.,Nining teu boga cukup waktos pikeun ngajaga kebunna,Anjeunna boga hiji kebun nu dipenohi jeung tanaman buah-buahan,Nining kudu ngajaga anakna nu masih balita,Nining teu boga sarta
Agriculture,Oci ngeunaan anu ngajual sayuran.,Oci ngahasilkeun sayuran anu leuwih banyakeun.,Oci ngajual sayuran di pasar,Oci ngajual sayuran ti ladangna sorangan,Oci geus ngalaman lepatna,Oci teu bisa ngahasilkeun panenan anu leuwih banyakeun
Agriculture,Pak Joko ngajak tetanggane nggarap kebon bareng lan nggawe sistem irigasi anyar.,Pak Joko ngganti tanaman ing kebone karo tanaman sing luwih produktif.,"Ning rumiyin, Pak Joko duwe kebon sing apik",Kebone isih dadi sumber rejeki lan pangan,"Ning saiki, kebone Pak Joko ora bisa ngasilake pangan kaya biyen",Pak Joko kepingin nggawe kebon sing luwih apik
Agriculture,Pak Warno lan wong desane panen bareng lan nglakoni upacara panen.,Pak Warno ora ngerti cara panen lan ora nglakoni upacara.,Pak Warno duwe kebon sing gedhe,Dheweke nandur angsri lan manggis,Panen manggis iku wis dekat,Pak Warno seneng banget nandur lan ngurus kebon
Agriculture,Pak Warto lan anak-anak ngucapke sukur marang Gusti Kang Murbeng Dumadi.,Pak Warto lan anak-anak njupuk kopi ing kebun.,"""Dina iki aku arep njupuk kopi,"" omonge Pak Warto marang anak-anak",Pak Warto lan anak-anak arep njupuk kopi ing kebun,Kopi iku salah sijine tanaman sing diwarasake Pak Warto,"""Aku arep ngajak kalian njupuk kopi,"" tambah Pak Warto"
Agriculture,Panen raya ngajadikeun nu patungan jeung ngabangun gotong-royong.,Panen raya ngarupakeun acara ngajual panenan.,Kuring jeung kuring jeung kulawargana ngahadarkeun panen raya,Panen raya nyaéta acara ngahareupkeun panen anu loba,Kuring jeung kulawargana ngajadikeun ngarujak jeung tetangga,Kuring ngahareupkeun panen anu loba jeung subur
Agriculture,"Panene kasil, tapi ora nganti.",Sawane ora cocog kanggo tanam padi.,Wisnu pengin tanam padi ing sawah,Sawane wis siap,Wisnu lan sedulur-sedulure mulai tanam,Panene ora kasil
Agriculture,Raka boga temen nu leutik.,Pohonna teh pohonna Raka siga-siga.,Raka boga hiji kebon nu loba pohonna,Pohonna teh béda-béda rupa jeung jenis,Raka ngahijikeun ka kebonna sareng temenna,Temenna ngajaga pohonna
