topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Agriculture,"Ari kawruh saking Dewi, nanging saiki Dewi ngomongi sing pinter.","Sumi kawruh kanggo wong kasebut, ora bisa nguripi.",Sumi isen-isen kanggo weddaran,Sumi mboten wengi kanggo weddaran,Sumi kedhulur saking wong kasebut,Sumi kawruh kanggo wong kasebut
Agriculture,Asep bakal jualan arep sareng nasi tim dan mengembangkan usaha terus sampai menjadi warung arep yang populer.,Dewi mau buka kafe sareng jualan cokelat dan kue.,Dewi ngajari ka pengolahan sari teh,Dewi mau jualan sari teh sareng jus buah,Dewi nyaeta kapuk ka pasar ka liwat ka pasar,Awak Dewi teu mau jualan cokelat sareng kue
Agriculture,Ayu ngayurkeun tanih kanggo panen kopi,Santosa nyari uang pasar,Santosa ngajal tani,Santosa ngagaskeun tanaman buah,Santosa melak bayem tanaman buah sambil ngajal kawula,Santosa teu mau jual keur warung
Agriculture,Bapak Eko tegas karo Eko nganggo wis kritikal.,Ningsih ora tegap saking upeti kapantenan.,Ningsih kajen kapantenan,"Ningsih wong saking tradisi kalipun, mbokari kapantenan dheweke",Ningsih ngasih dhahar mripat kapantenan,Ningsih kena sakit saking upeti kapantenan
Agriculture,Bapak hoyong kaenan kangkung ka saudara-saudaranya.,Sari nyandak padi ka pasar.,Sari nanginginan padi,Sari ngajari ka kakaknya saur,Sari melak tanam padi di sawah,Sari ngedog-dog padi sakali
Agriculture,Bapak ngajar murid-muridan ng bayem padi,Sri ngasongkeun uang jagung kanggo ngupayah belanja,Sri nu bikang tani,Sri kudu ngasarakeun jagung saé,Sri melak bayem jagung sambil ngajal kawula,Sri teu jual jagung keur pabrikan
Agriculture,Bu Dian soré ka mamanggong ka wong kampung untuk mendapatkan bibit kedelai baru.,Pak Wirawan geus meuli tanah baru.,Pak Wirawan teu bakal ngajalan tanaman cengkeh,Pak Wirawan soré ka pasar ngintip harga cengkeh,Pak Wirawan geus ngajalan tanaman kopi,Pak Wirawan teu bakal ngajalan cengkeh lagi
Agriculture,Budi bisa manggalaksonan hajat sambungan ka kawula.,Dewi ngajani kapanggihan tanaman sajatro.,Dewi mangajani tanaman jagung,Dewi kasungut kapanggihan tanaman,Dewi ngajani kawula,Dewi teu gaé ngajani sikeun
Agriculture,Budi gura-giru hayang nepungan Pak Cik nu geus mangtaun-taun teu kadéngé.,Eko teu bisa indit ka pamakaman ibunya.,Eko terakhir kalina nempo jenazah ibunya,Eko teu nyangka yén kamarinya téh poé pamungkas manéhna nempo ibunya,Eko nginget-nginget seuri ibunya dina ingetanana,Eko ceurik teu daékeun
Agriculture,Budi junun jadi juara kompetisi.,Manéhna meuli sapu pikeun miceunan lebu nu aya di jalan.,Ti leuleutik Santi kaserang asma,Asma na kambuh lamun anjeunna kakeunaan lebu atawa haseup,"Upami kakeunaan lebu atawa haseup, anjeunna bakal sesek napas","Ku alatan éta, unggal kaluar imah manéhna maké masker"
Agriculture,Budi ngadukung uling saung imah,Euis ngasiakakeun sawah,Euis teu ngadurakeun padi,Euis sok sieun ngaliwat ka sawah,Euis ngagorowok mun aya nu wilet,Euis lumpat ngajerit sieun ngaliwat ka sawah
Agriculture,"Budi ngasuh padi dengan baik, sampai padisih ia panen dan dapat hasil yang baik.",Sari takut gagal dan tidak mau ikut ke pameran seni.,Sari teh budak wanita yang suka menggambar,Ia sering menggambar tanaman-tanaman di sekitar desanya,Ia nggawe gambar tanaman itu dengan hati-hati dan rapi,Warga desa suka dengan gambar-gambar Sari dan mengajaknya untuk menggambar di pameran seni
Agriculture,Budi ngerebas teh nu saiki kala seren.,Siti ngulangi jagung nu tiasa ngerebas.,Siti ngajalasih tanaman jagung di bukit,Siti nu bagus ngajalasih tanaman,Siti ngajalakala saiki kala sonjé,Siti ngajalasih jagung baru tanggal 15 Sura
Agriculture,Budi panen padi dengan hasil yang baik.,Sari menyerah karena gagal membuat tempe.,Sari mau mengolah tanaman kedelai,Dia teu mengenal cara membuat tempe,Dia mencoba beberapa kali,Dia tidak berhasil mendapatkan hasil yang baik
Agriculture,Budi émbang ka énggal kanggo nganti gundul.,Santi ngajalungkeun ka énggal kanggo gampang.,Santi ménta ka énggal,Santi ngadiring ngadéngé ka énggal sareng bajul,Santi geus manggung manéh ka énggal,"Santi cebong, ngadiring ngadéngé ka énggal"
Agriculture,Dani bakal ngedepak jagung.,Dini teu bisa kasilakeun sambal.,Dini nungkeut ka kampung kana sambal,Dini kulae ka kampung sae sambal,Dini kasilakeun sae bumbu,Dini kudu manggaheun ka sambal
Agriculture,Dedi mendapat uang yang layak.,Tini gagal jual kangkung.,Tini mau jadi petani kangkung,Tini belajar tentang kangkung,Tini tanam kangkung di sawahnya,Tini jual kangkung ke pasar
Agriculture,"Dewi bakal mengembangkan usaha sari teh dan jus buah, menjadi produsen terkenal di daerah.",Agus mau buka kedai minuman soda dan kue.,Agus mau jualan buah-buahan sareng sayuran,Agus nyaeta buah-buahan sareng sayuran ka pasar,Agus soré ka kios buah sareng sayuran,Awak Agus teu mau jualan minuman soda sareng kue
Agriculture,Dewi manggalaksonan ngajani sikulaksa kawula.,Santosa fokus kana akademikna nganggo sajatro.,Santosa kasuburan kagiatan padi,Santosa kudu bisa nyaimbangkeun akademik,Santosa kasungut sikap ka mahasiswa,Santosa ngadep dina kampus
Agriculture,Dewi ngajual padi kacok ka pasar karep sareng budaya Sunda,Pak Dana ngajualéun padi karep sareng harga rendah,Pak Dana kasucian ka tani padi,Pak Dana tanaméun padi karep sareng sabar,Pak Dana nandaiéun padi karep sareng obrolan sakadulur,Pak Dana ngajualéun padi karep sareng harga adil
Agriculture,"Dewi ngerti alasan mangko padi ora berhasil, karena dia ora mengikuti tradisi saat ngasari padi.",Santosa ngasari tanaman lain sareng masih ora berhasil.,"Santosa teh ibu syuaib, iki saorang ibu yang kudu ngasari tanaman","Santosa geus nakali tanaman kanggo mangan, tapi tanaman tuwi kana ora berhasil",Santosa teu tiasa ngerti alasannya,"Santosa ngomongi sak si Anak, anjeun kula hadé sak tanaman"
Agriculture,Dewi sing jagung nganti dipangan.,Suyono ora nggulan sing kedelai.,Suyono mboten ngerti tradisi nggulan sing kedelai,Suyono mboten ngerti cara nggulan sing kedelai,Suyono mboten ngerti persiapan nggulan sing kedelai,Suyono mboten ngerti tumbenan nggulan sing kedelai
Agriculture,Dina jeung kolot padi sok nyempetkeun papanggih sahenteuna saminggu sakali sanajan jadwal sibuk.,Ajeng geus dua taun teu papanggih melak kacang panjang.,Ajeng geus sababaraha kali nyobaan melak kacang panjang,Hanjakal anjeunna sok gagal,Anjeunna nyobian tumuwuh tina siki,Anjeunna ogé parantos nyobian miara bibit lain
Agriculture,Dina ngasih prioritas kebun ikih dan mengembangkan usaha tanaman jagung dan kacang tanah.,Asep mau buka rumah makan sareng jualan ikan gurame dan ayam goreng.,Asep nyaeta arep ka pasar ka liwat ka pasar,Asep ngajari ka panggulan ka ikih,Asep mau jualan arep sareng nasi tim,Awak Asep teu mau jualan ikan gurame sareng ayam goreng
Agriculture,Dini memanggil tukang kebun untuk memperbaiki bunga mawar dan semakin indah.,Agus tidak bisa memanen padi karena tidak bisa dikeringkan.,Agus mau memanen padi di sawahnya,Agus menyewa alat-alat pertanian yang baik,Agus memanen padi dengan baik,"Tapi, padi Agus tidak bisa dikeringkan"
Agriculture,Dini tansah nindakake wong sing sakingan.,Eko mangan wedhatama.,Eko nindakake wedhatama wong,Eko kudu ngungsi wedhatama,Wedhatama ora nindakake wong,Eko ngasor wedhatama
Agriculture,"Eka geus nyadiakeun padi, jagung, singkong, dan tape sakali.",Santosa geus ngarso kanggo ngasari pasar.,Santosa geus ngarso kanggo ngasari hajatan,"Ngasarinya wadoné, lewat kebetulan nganti kacang tanak",Santosa teu jadi nyambung kebetulan,Santosa geus ngarso kanggo ngasari upacara
Agriculture,Eko memakai pupuk organik dan tanaman kedelai Eko subur kembali.,Bunga mawar Dini tidak semakin indah setelah diperbaiki.,Dini menanam bunga mawar di kebun rumahnya,Dini sangat bijaksana dalam merawat bunga mawar,Dini memanggil sahabat-sahabatnya untuk datang ke kebun,"Tapi, bunga mawar Dini wilayah rusak"
Agriculture,Eko menetapkan harga yang tepat dan mendapatkan banyak konsumen.,Dini menyerah karena gagal membuat minuman tradisional.,Dini mau meracik minuman tradisional,Dia mengumpulkan bahan-bahan tradisional,Dia teu mengenal cara membuat minuman tradisional,Dia mencoba beberapa kali
Agriculture,Eko nggulan sawah sambung dadi baeh.,Dewi kaget mbujan jagung.,Dewi sukses nglakoni tradisi tanam jagung,Dewi sukses ngetrih wiyosan jagung,Dewi sukses ngandong sing jagung,Dewi sukses ngandong sing jagung sambung
Agriculture,Euis ngadurakeun padi saih,Santi ngasiakakeun kandang kroket,Santi teu ngadurakeun kacang hijau,Santi sok sieun ngaliwat ka kandang kroket,Santi ngagorowok mun aya nu tamaran,Santi lumpat ngajerit sieun ngaliwat ka kandang kroket
Agriculture,Gani ngahudangkeun tetangga nu keur saré.,Yani ngapuskeun sasak.,Yani sieun poho sasak,Yani ngajak tante ka imahna rék ulin,Yani teu bisa neruskeun sasak,Yani bisa lulus tes hafalan sasak
Agriculture,Gusti mbakar sing padi saking hormat.,Sari nggawa dhuwit saka pasar.,Sari menyang pasar tradisional,Sari ora duwe dhuwit,Sari njaluk dhuwit marang bapak,Bapak Sari ora menehi dhuwit marang Sari
Agriculture,Hadi nuliwetake wilujengan sing dijajahake.,Sumi ngasih wilujengan sampeyan.,Sumi nganggapi wilujengan sing siji kanggo nganggoharjo,Sumi nglawan sing pangajenan,Sumi ora pengen ngantihtike kondisi wilujengan,Sumi hilang sing mboten nindak
Agriculture,Hendri ngadurakeun jagung saih,Sari ngasiakakeun areh,Sari teu ngadurakeun ubi,Sari sok sieun ngaliwat ka areh,Sari ngagorowok mun aya nu buah pepaya,Sari lumpat ngajerit sieun ngaliwat ka areh
Agriculture,Heri henteu ngasorakeun jagung ka teman nu héwel sakit.,Sita henteu ngapuskeun kedelai.,Sita jajan héwel kedelai,Sita ngagangkeun kedelai nu wilangan,Sita ngajak saudara ka imahna rék ulin,Sita teu dapet banyak uang
Agriculture,Kacang panjang Asep kasarua maké ngugeun panganan ka sahurnya.,Asep buang kacang panjang Asep karena ngakakangé kacang panjang Asep.,Asep manggung kacang panjang kebun bapak,Asep maké nyeréngan kacang panjang nu suwungan,Asep maké ngaseut paréan kacang panjang nu tajin,Nyarisna Asep ngakangé kaget teu nyampeun kacang panjang Asep
Agriculture,Karunia ngangge saking tanaman jagung yen wae kabeh karyane.,Tani Sumarti kenih kumanten saking dheweke maringi wae kabeh karyane.,Sumarti krosen wae kanggo tani,Dheweke sedulur kanggo tani,"Saben kalih, tani Sumarti kenih kumanten",Dheweke maringi wae kabeh karyane saking tani
Agriculture,"Karyono kawruh saking wong kasebut, nanging saiki wong kasebut ngomongi sing pinter.","Suyono kawruh saking wong kasebut, ora bisa nguripi.",Suyono kepengin karisma wong nganggo kuliner,Suyono iki pinter kawula,Suyono kaslenkap sing kuliner,Suyono kawruh saking wong kasebut
Agriculture,Kelapa Ning teu diadé,Ema teu ngayangkeun,Ema geus ngulekkeun ubi di buru,Ema hariwang ngadésakeun ka pasungan,Pasungannya sakénggal ka harwakan,Pasungan Ema ngadéngékeun ka beluk
Agriculture,"Ki Ageng belajar tentang teknologi pertanian modern dan menggabungkannya dengan tradisi, memulihkan sawahnya.",Ningsih putus asa dan meninggalkan ladang.,Ningsih mau ngali kedelai di ladang keluarganya,Ia belajar tentang teknik tanam asri dari ibunya,"Namun, tanaman kedelai sering terjadi hama",Ningsih merasa hampir mengakui kekalahan
Agriculture,Ki Gede nganti trik sing pralambangan.,Surati ora kawula Wirawan ketek.,Surati lan Wirawan sing saksi wedi kawula,Surati kaya wedi nanging wong iki kaya wedi adi,"Surati kuwat, Wirawan tuku gancangan","Wirawan ketek, Surati kaburan karo tukang sihir"
Agriculture,Ki Sapto dibenath kanggo ngamen kagungan.,Sumi kalih dibantah kanggo ngamen pedanda.,Sumi kalih marang wong kang wae sing iku pinter dadi pedanda,Sumi kalih ngerti watesan pedanda sing saka suwe wae,"Sumi kalih padha ngameni pedanda sing iki, kanggo wong kang wae",Nanging Sumi kalih padha ngangen-angen wong kang wae kanggo ngadapin pedanda
Agriculture,Ku kituna Euis ogé hayang jadi seniman,Sari rék nganjang ka sawah Dede.,Sari naék hujan kana motorna,Hujan teu ngecrék teuing,Sari kakara meunang telepon ti Bapak,"Bapak ngabéjaan yén Dede, misanna Sari aya di sawahna"
Agriculture,"Ku kituna, kolot kudu salawasna siap nyadiakeun baju ganti",Tata wani asup ka sawah kosong,Tata cicing di gigireun sawah kosong,Tata sok sieun ngaliwat ka sawah kosong,Tata ngagorowok mun aya nu pikasieuneun,Tata lumpat ngajerit sieun ngaliwat ka sawah kosong
Agriculture,Mbah Jadag hoyong jagung ka miskin.,Wati nyandak hasil tanaman ka tukang pasar.,Wati ngajak teman-temannya ka kebun,Wati melak kasihan tanaman,Wati ngajari ka teman-temannya cara menanam,Wati biang hoyong hasil tanaman
Agriculture,Ningsih bertanya kepada pakar pertanian dan mengimplementasikan solusi alami untuk mengatasi hama.,Keluarga Suro hampa harapan dan ritual tidak diselenggarakan.,Suro mau merayakan Hari Raya Serasi,Ia mengumpulkan semua bahan untuk persiapan ritual,"Namun, saat mengumpulkan tanaman tradisional di hutan, Suro hilang",Keluarganya merasa cemas
Agriculture,Ningsih ngali-ngali kawung marang wong wedi ngali-ngali.,Danang nanging ngali-ngali sing kajen karo wong ora wedi ngali-ngali.,Danang nanging arep kajen,Danang kanggo wong ora wedi ngali-ngali tanaman kajen,Danang kena wuwus,Danang mboten mau ngali-ngali
Agriculture,Nur bakal mendapat padi kaya.,Dani kulang jagung ka tani.,Dani kulae ka tani kana jagung,Jagung ka tani teu matang,Dani tiasa kasilakeun sae jagung,Dani kudu ngetikin sasana
Agriculture,Padi Ani teu diadé,Ning teu ngasongkeun,Ning njiwah sorga ka kelapa di hutan,Ning geus ngolekkeun kelapa sareng kawat,Kelapa Ning ngadéngékeun ka panggilan,Kelapa Ning ngadéngékeun ka pangawai
Agriculture,"Padinya Dedi pisan, diberiakan kepada saudara-saudaranya.",Pisang Rina hanyak gagal semua.,Rina teu pisang kana tanaman di kebun,Rina teu tara bakal gagal waktu tanam,"Rina ngasih bakti ka Allah, ngasih tanamanan pisangnya ka tetangga",Rina pasrah kana kersa Gusti
Agriculture,"Padinya, padi Wawasan merahusus, saja saja sahuran, tetapi Wawasan mendapat hasil yang lebih banyak.","Mas Dika hilang bijaksana, dia hilang semua padi yang disimpan.","Usai panen, Mas Dika bakal ngasih sebagian hasil panen kepada orang tua","Namun, dia teu bakal ngasih semua padinya",Mas Dika bakal menyimpan beberapa padi untuk diburu,"Namun, dia teu bakal perhatiankan jumlah padi yang disimpan"
Agriculture,Pak Dana ngajualéun padi karep sareng harga adil karep sareng budaya Sunda,Ayu nyinga ka tani buah nanas karep sareng jualan tanah,Ayu kasohor ka tani buah nanas,Ayu kasohor karep sareng hanya ngajualéun buah nanas,Ayu nyinga ka tani buah nanas karep sareng hilangkan tanaman,Ayu ngajualéun buah nanas karep sareng harga tinggi
Agriculture,Pak Darto tansah karo ibu-ne sing wong kang wadon.,Bu Wulan wae kowehake tanaman sing padha banyu lan nglairake.,Bu Wulan kowehake tanaman sing banyu,Bu Wulan kaya ngono kanggo ada tanaman sing tetep mangke,Bu Wulan manyurip kanggo padha ngadegi lathi sing menggode,Bu Wulan wae kowehake tanaman sing padha banyu
Agriculture,Pak Marto lan Bu Dina mangan sampun sing saksi wedi turun.,"Sekar lan Prabowo ngomong kabaran, ngapa-ngapain.",Sekar lan Prabowo kedhepe sing sadurohu rikungan,"Sekar kaya wedi karya, Prabowo kaya wedi wong","Sekar kuwat, Prabowo tuku gancangan","Pas hari rikungan, saking wedi karya lan wong"
Agriculture,Pak Marto lan Wis ngajari dhuwur-duwur cara planting nglaras karo wong gedhe.,Si Eko lan Siti kasat mripu karo tani karep sawah.,Rumah ingkang tinggal Si Eko lan Siti ada sawah,Si Eko lan Siti kasat mripu karo sawah,"Si Eko ora mboten ngerti cara nganggo sawah, Siti sing iki cara mboten ngerti cara nganggo sawah","Waktu siang, Si Eko lan Siti kasat mripu karo sawah"
Agriculture,Pak Marto mau nggunakake padi nalar kanggo bantu wong kampung.,Wong kanggo padi mau nggunakake ilmu sing ngganti tradisi.,"Sekaréng wong kanggo nglubungi padi, Adi kalahakan kasebutan",Adi nggunakake ilmu sing ngganti tradisi,Adi wong gedhe kanggo nganti tradisi,"Di siji waktu ngubeng padi, Adi rasa wong kanggo padi sing nggunakake ilmu sing ngganti tradisi"
Agriculture,Pak Marto ngajak wong kulon kampung nganti hujan.,Sari nggawe wong kampung upacara.,Sari wong sakawit kanggo upacara,Sari pikiran ingkang nganti upacara wes kanggo wong kampung,Sari nganti-nganti wong kampung mboten nggawe upacara,Sari wae mboten ngerti wong kampung kanggo upacara
Agriculture,Pak Marto ngasih budi saka Budha.,Warung-warung sakola mangga krupuk kuliner Sekar.,Sekar waton ingkang nganti ngameni tulangan krupuk,Tulangan krupuk iku kuliner Jawa,Sekar kena nambahake bisnis krupuk kuliner,Dheweke kena nambahake penjualan krupuk kuliner karo warung-warung sakola
Agriculture,Pak Pri geus nyalaki upacara panenan kacang tanak.,Ajie geus ngalaksanakeun syukuran ka kuil.,Ajie kulaeun padi ka tani,Ajie sok maheun kajengan ka padi,Ajie tiasa ngamet-amet ka padi,Ajie ngendika padi ka pasar
Agriculture,Pak Priyono ngadurin kubangan sorga dengan cara alami.,Bu Dian geus ngajalan jagung.,Bu Dian teu bakal ngajalan tanaman kedelai,Bu Dian soré ka pasar ngintip harga kedelai,Bu Dian geus ngajalan tanaman kacang tanah,Bu Dian teu bakal ngajalan kedelai lagi
Agriculture,Pak Supomo diarep kanggo ngameni jagung.,Sari kena pasrah karep gagalnya tanaman jagung.,Sari kena pasrah karep gagalnya tanaman jagung,Sari manggawe kaprabon duwe,Kaprabon duwe ora bakal berhasil,Sari mangkenge wedi ingkang mripat kedahatan
Agriculture,Pak Supomo memutuskan belajar tradisi penanaman padi dari Ki Slamet.,Sari enggan menerapkan budi daya tradisional.,Sari merasa bingung nanggapi tanaman jagung,"Dia sudah mengikuti banyak tutorial di internet, tetapi jagung tidak tumbuh dengan sejahtera",Sari bertanya kepada ibunya tentang masalah ini,Ibu Sari mengatakan tentang peran budi daya tradisional
Agriculture,Pak Suryo nganti padi mangga pasar.,Santi nggawe padi.,Santi mangan padi,Santi pikiran ingkang padi mangan wae nganti wedi,Santi mikiran pasrah saking padi mangan,Santi wae mboten wes kanggo padi mangan
Agriculture,Pak Suryo tansah karo ibu-ne.,Sari ketemu wong iki sing padha ngaliwati sing wwat lan nglairake.,Sari kowehake padi sing wwat,Sari ora bisa nandurake padi sing wwat,Sari ndoro wong sing padha ngaliwati sing wwat,Sari ketemu wong iki sing padha ngaliwati sing wwat
Agriculture,"Pangeran Santosa ngamongi Surono, karsane Surono wae kajen lagi.",Sumi mboten berhasil menjadi pengusaha kopi.,Sumi nanging gagah kanggo tanam jagung,Jagung Sumi kena gincu marang runtuhnya gunung,Sumi mboten mau wae ngajen lagi,Sumi pikiran kudu menjadi pengusaha kopi
Agriculture,Pasungan Raka teu diadé,Padi Ani ngasongkeun,Ani manggar padi di sawah,Ani geus nedakkeun padi sareng pasir,Padi Ani ngadéngékeun ka panggilan,Padi Ani ngadéngékeun ka pangawai
Agriculture,"Pisang Rina berhasil matur, diberiakan kepada tetangga.",Kentang Bondan hanyak dikecur semua.,Bondan teu kentang kana tanaman di sawah,Bondan teu tara bakal banyak hama waktu budidaya,"Bondan ngasih bakti ka Allah, ngasih rawonan kentangnya ka ibu-ibunya",Bondan pasrah kana kersa Gusti
Agriculture,Pisang wati kasarua maké ngugeun panganan ka sahurnya.,Wati hapus pisang wati karena musuhna.,Wati manggung pisang ulih teu musuh,Wati maké nyeréngan pisang nu suwungan,Wati maké ngaseut paréan pisang nu tajin,Nyarisna wati ngakangé kaget teu musuhna
Agriculture,"Prabowo nedha nganti kaya, karsa kaya sampeyan samar.",Putri ditangke polisi sadurunge kareb wong kulon.,Putri ora ngopi sak wong kulon,Wong kulon sing nindakake Putri kareb sak wong kulon,Putri kudu ngopi sak wong kulon,Putri kudu mbayar denda
Agriculture,Putri ngopi sak wong kulon sampun karsa.,"Santoso ora mbayar sampeyan samar, kena gendam sampeyan samar.",Santoso mangan sampeyan samar,"Santoso kaya, sampeyan samar miskin",Santoso ngomong sing bakal jadi miskin sampeyan samar,Santoso kudu mbayar sampeyan samar
Agriculture,Putu iki nglakoni wedhangan saka padi mateng.,Santosa nganggo mengangkringi air saka sungai.,Santosa nganggo ngadegi tanaman kangkung,Santosa nganggo mengambekan air dari sumur,Santosa nganggo membawa air kanggo tanaman,Santosa merasa nyokap sakan kegiatan nya
Agriculture,Raden Untung nyoblos siji kekinian kulonan sawahnya.,Sumarti nganggo kamar wong kanggo tetek wong kulon.,Sumarti ngingal wong kulon sawahnya,Sumarti mboten pengen ngorocos wong kanggo ngopi,Sumarti mau nindakake wong kanggo nganti wong kulon nganggo sawahnya,"Sumarti kuwat, tapi sabar sing ngga"
Agriculture,Rina mbakar sing jagung saking hormat.,Sing saksi teh senyem ora kanggo Eko.,Eko mripat wong kedhaton,Eko kawula kanggo sing saksi teh,Eko mbakar sing jagung saking tradisi,Sing jagung teh kanggo sing saksi saking hormat
Agriculture,Rina teu loba napa nu yakinkeun iki sager,Éka diusir sakawungan kusabab singkong,Kawungan Éka kasohor ngantiar tanaman singkong,"Éka kadaleman bakul, Éka teu bisa ngantiar mangsa bakul",Suwarganda teu bisa ngantiar tanaman singkong,Éka mangadahar mamplé tanaman singkong nu bakul
Agriculture,Salsa menikmati kopi-nya.,Dedi hanya mendapat uang dari jahat.,Dedi mau belajar tentang pertanian,Dedi baca buku tentang tanaman,Dedi cari tauke yang mahir,Dedi jadi tauke yang baik
Agriculture,Sangkeun nyah pisan ka dégana,Dégaan dijualé ka warung,Éta dég dég ka tani saji,Éta nagabéjaan kentang ka warung,Éta hoyong ka dégaan kuah,Éta nyasé dégaan saké ngajalan
Agriculture,Santi ngadurakeun kacang hijau saih,Hendri ngasiakakeun tanah,Hendri teu ngadurakeun jagung,Hendri sok sieun ngaliwat ka tanah,Hendri ngagorowok mun aya nu lada,Hendri lumpat ngajerit sieun ngaliwat ka tanah
Agriculture,Santi nganti dados dadosan jagung sing nggih siji kanggo wong kula.,Raka koyokan kedelai kanggo wong kula saka lamunan wangi.,Raka ngligik ing lamunan kanggo tanam kedelai,Raka kenal wangi nggelan,Raka pikiran gak tenan,Raka ora tiasa ngligik
Agriculture,"Santosa geus nyambung hajatan, upacara, dan pasar sakali.",Sari geus ngasari hajatan hari ini.,Sari geus ngasari hajatan sae,"Maranginanya, geus ngadeg kanggo ngasari upacara","Adina wadoné, lewat kebetulan nganti bunga mawar",Sari teu jadi nyambung kebetulan
Agriculture,"Santosa ngerti alasan mangko tanaman tuwi ora berhasil, karena dia ora ngapain tradisi saat ngasari tanaman.",Mira ngasari tanaman lain sareng masih ora berhasil.,"Mira teh anak pedagang, iki saorang budak yang kudu ngasari tanaman","Mira geus nakali tanaman kanggo mangan, tapi tanaman tuwi kana ora berhasil",Mira teu tiasa ngerti alasannya,"Mira ngomongi sak si Ayah, anjeun kula hadé sak tanaman"
Agriculture,Santosa nyaimbangkeun akademik sareng kagiatan padi.,Surya ngajani kapanggihan tanaman sajatro.,Surya ngajani tanaman singkong,Surya kasungut kapanggihan tanaman,Surya kawula,Surya teu gaé nyambungan ka kawula
Agriculture,"Santosa nyuwun pedhang, kemudian dihormat oleh wong kasar.",Sekar dipusakti oleh wong kang wijil.,Sekar ronggonep padi,Sekar kula guru,Sekar padha ngaji mripat,Sekar wong kang wijil
