topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Agriculture,Kabeh warga seneng lan kompak nglaksanakake pesta rakyat.,Pesta rakyat gagal amarga akeh warga sing ora melu.,Desa Sukamaju nganakake pesta rakyat kanggo mengeti panen raya,Kabeh warga melu bebarengan kanggo ngrameke acara iki,Ana tari-tarian tradisional lan panganan khas desa,Pesta iki dadi ajang ngumpulake seluruh warga desa
Agriculture,Kabéh pamilon upacara sarerea ngahaturkeun nuhun ka Dewi Sri,Pare nu di tandur téh teu jadi ngembang,Mang Ujang jeung keluargana nuju tandur pare di huma,Arinyana ngamimitian ku upacara adat saung lisung,Mang Ujang ngagelar bakti ka Dewi Sri samemeh mimiti tandur,"Asak-asakna téh, pare nu di tandur téh katingali subur"
Agriculture,Kampung jadi semakin kompak sareng hubungan warga jadi leuwih erat.,Warga kampung jadi bosen sareng teu hayang nulungan deui.,Pak Wira boga tradisi unik nalika panén padi,Anjeunna bakal nyiapkeun tumpeng sareng syukuran pikeun warga sakampung,"Unggal taun, warga kampung antusias ngabantu prosés panén",Tradisi ieu ngajaga rasa gotong royong di kampung
Agriculture,Kebon Mbok Sarmilah dadi panggonan sing kerep dikunjungi warga.,Mbok Sarmilah ngedol kebone kanggo tuku barang-barang larang.,Mbok Sarmilah nandur kembang telon ing kebone,Kembang telon sering digunakake kanggo upacara adat,Kembang-kembang iku wangi lan apik,Mbok Sarmilah seneng ndeleng kebon kang subur
Agriculture,Kebon warga jadi leuwih subur sareng hasilna leuwih hadé.,Warga kampung teu malire ajaran Mang Asep.,Mang Asep ngajarkeun ka warga kampung kumaha cara ngolah pupuk organik,Manéhna ngajarkeun yén pupuk organik téh leuwih ramah lingkungan,Warga kampung antusias diajar sareng ngalakukeun percobaan di kebon masing-masing,Mang Asep ngarasa reueus bisa ngabagi ilmuna
Agriculture,Keluarga Cipto tambah akrab lan rukun.,Keluarga Cipto ora seneng karo tumpeng.,Keluarga Cipto nduwe tradisi mangan tumpeng nalika panen datang,Tumpeng iki digawe saka beras sing dipanen dhewe,Saben anggota keluarga melu nyiapake tumpeng,Acara iki minangka ungkapan rasa syukur
Agriculture,Keluarga Siti bisa nambah penghasilan saka jagung.,Keluarga Siti ora bisa mangan jagung iku.,Siti lan kanca-kancane padha mbantu panen jagung,"Saben musim panen, padha mesthi ngrayakake kanthi kenduri",Kenduri iki minangka rasa syukur marang Gusti Allah,Jagung sing dipanen digunakake kanggo bahan panganan lan dijual ing pasar
Agriculture,Keluargane bisa mangan panganan sehat saka tetanen organik.,Anake ora kepengin nyoba tetanen organik.,Mbok Rini ngandharake babagan tetanen organik marang anake,Dheweke nerangake yen tetanen organik luwih sehat lan ramah lingkungan,Mbok Rini uga nuduhake carane nggawe pupuk kompos saka sampah rumah tangga,Anake seneng lan pengin nyoba tetanen organik
Agriculture,Kembang di pekarangan Ibu Tini salawasna seger jeung éndah.,Kembang di pekarangan Ibu Tini salawasna dijual di pasar kembang.,Ibu Tini resep pisan melak kembang di pekarangan imahna,Anjeunna sok ngajarkeun ka barudak kumaha cara melak jeung ngarawat kembang,Aya tradisi nyiram kembang unggal Subuh dina budaya lemburna,Ibu Tini percaya ieu bisa ngajaga kembang tetep seger
Agriculture,Ketan sing wis rampung disiapake kanggo dipangan bareng-bareng ing pantai.,Ketan sing wis rampung malah dijual ing pasar.,Siti lan ibune lagi nglembur nggawe ketan kanggo petik laut,"Saben taun, warga desa padha ngumpul ing pantai kanggo syukuran",Iki minangka tradisi kanggo ngucapke panuwun marang laut sing wis maringi berkah,Siti seneng banget bisa mbantu ibune
Agriculture,Ketela pohung sing dipanen akeh lan berkualitas apik.,Ketela pohunge ora bisa dipanen amarga tanah gersang.,Pak Tarman lan keluargane menawa nandur ketela pohung,Pak Tarman ngajak kabeh warga desa kanggo melu,Kabeh padha kerja bakti bareng-bareng,Pak Tarman seneng deleng kekompakan warga
Agriculture,Kopi hasil tanian Wawan disukai ku loba jalma di pasar.,Kopi hasil tanian Wawan henteu bisa dipanén.,Wawan leuwih resep melak kopi tibatan béas,Kolotna lain petani kopi,Wawan diajar cara melak kopi ti internét,Wawan ngamimitian usaha tani kopina sorangan
Agriculture,"Ku cara ieu, warga ngarepkeun hasil panén anu melimpah",Warga jadi teu merhatikeun sawahna,"Iraha usum hujan badé dimimitian, warga désa sok ngayakeun upacara ""Ngaseuk""",Ngaseuk téh upacara melak padi munggaran,Sadayana ngumpul di sawah nu badé dipelakan,Dukun kampung mingpin upacara ieu
Agriculture,Ku kituna hasil tatanén Mang Ujang sok melimpah,Mang Ujang teu pernah ngadamel upacara deui,"Di pasisian désa, tani téh kacida pentingna",Mang Ujang sok melak paré unggal usum hujan,"Sateuacan melak, Mang Ujang sok ngayakeun upacara adat ngalaksa",Upacara ieu dipercaya bisa nyageurkeun lahan
Agriculture,Ku kituna hasil tatanénna jadi leuwih hadé,Warga jadi beak waktu ngurus sawah,"Dina usum tatanén, warga désa sok babarengan melak padi","Lalaki wanoja, kolot budak, babarengan di sawah","Aya budaya ""gotong royong"" nu kuat",Ieu kabiasaan ngajarkeun kabersamaan tur silih tulungan
Agriculture,Ku kituna kebon kopi Mang Asep tetep subur,Mang Asep teu pernah ngajak warga deui,Mang Asep boga kebon kopi di lembur,"Anjeunna rutin ngalakukeun ritual ""Ngalaksa"" sateuacan panén",Ngalaksa dipercaya bisa ngusir hama,Mang Asep sok ngajak warga pikeun milu
Agriculture,Kueh-kueh tradisional ngajaga rasa babarengan jeung silih hormat,Nining henteu ngijinan warga ngadahar kueh-kuehna,Nining sok nyiapkeun kueh-kueh tradisional pikeun acara syukuran panén,Kueh-kueh ieu dijieun tina bahan-bahan alami hasil tatanén,"Dina acara syukuran, sadaya warga desa ngumpul jeung ngadahar babarengan",Nining ngarasa reueus bisa ngajaga tradisi ieu
Agriculture,Manehna ngundang sakabéh tatangga pikeun ngarayakeun hasil panén,Sayuran tétéla garing jeung teu tiasa dianggo,Ema Siti biasa ngumpulkeun hasil panén sayuran di kebon,Manehna sering ngabagi hasil panénna ka tatangga sakuriling,"Dina hiji dinten, Ema Siti manggihkeun sayuran nu leuwih loba tibatan biasana",Manehna nganuhunkeun ka Gusti
Agriculture,"Mang Asep yakin yén ngalaksanakeun upacara ""Ngaseuk"" bakal masihan berkah pikeun hasil tani na.",Mang Asep hilap ngalaksanakeun upacara syukuran taun ieu.,Mang Asep ngagaduhan kebon di lembur,"Unggal taun, anjeunna sok melak pare di sawahna","Samemeh melak, anjeunna sok ngayakeun upacara syukuran","Upacara ieu disebut ""Ngaseuk"
Agriculture,Mang Dadang hasilkeun gabah anu loba,Sawah Mang Dadang kekeringan,Mang Dadang boga sawah warisan ti kolotna,Mang Dadang ngajaga tradisi upacara ngaseuk saméméh melak,Kulawargana ilubiung dina upacara éta,Mang Dadang ngaharapkeun panén anu hasilna saé
Agriculture,Mang Ujang ngarasa bersyukur sareng sumanget pikeun melak pare.,Mang Ujang ninggalkeun lahan sareng indit ka kota.,Mang Ujang keur nyiapkeun lahan keur melak pare,"Samemeh mimiti melak, manéhna ngadamel upacara adat ""Ngaseuk""",Upacara ieu dilakukeun sangkan lahan subur sareng hasilna melimpah,Sakumna warga kampung ngariung babarengan pikeun ngadukung Mang Ujang
Agriculture,Mang Ujang salawasna meunang hasil tatanén anu melimpah berkat upacara seren taun.,Mang Ujang salawasna meunang hadiah ti pamaréntah.,Mang Ujang sering mulasara kebon sorangan di lembur,"Anjeunna nanem paré, jagong, jeung sayuran séjén","Saban taun, anjeunna ngalaksanakeun upacara seren taun sasarengan warga séjén",Mang Ujang nganggap ieu penting pikeun ngajaga hasil tatanénna
Agriculture,Mang Ujang yakin yén tradisi ngaseuk bisa mawa berkah pikeun tatanénna.,Mang Ujang henteu pernah ngalakukeun upacara ngaseuk.,Mang Ujang sapopoé ngalakonan tatanén di sawah,Anjeunna sok ngajarkeun ka anak-anakna ngeunaan cara melak padi,"Nalika usum tanam datang, Mang Ujang sok ngayakeun upacara ngaseuk",Upacara ieu dipigawé sangkan hasil tatanénna subur
Agriculture,Mangsa udan teka lan lombok bisa tuwuh kanthi apik.,Bu Siti ora jadi nandur lombok amarga kurang benih.,Bu Siti pengin nandur lombok ing pekarangane,"Nanging, dheweke kudu ngenteni mangsa udan teka",Mangsa udan iku penting kanggo nandur lombok supaya bisa subur,Bu Siti nyiapake benih lombok kanthi tlaten
Agriculture,Marto ngerti yen musim durung cocok kanggo nandur padi.,Marto langsung nandur padi tanpa mikir musim.,Marto pengin nandur padi ing sawah,Marto sinau saka simbah carane nandur padi,Marto nggawa bibit padi saka pasar,Marto siap miwiti nandur
Agriculture,Mas Budi tansah ngundang tangga-teparo kanggo melu selametan.,Mas Budi ora tau ngadani selametan.,Mas Budi lan keluargane urip saka tetanen,Mas Budi mesthi nandur jagung ing mangsa tandur,"Sakdurunge nandur, Mas Budi mesthi ngadani selametan ing desa",Jagung sing ditandur Mas Budi mesthi ngasilake panen kang melimpah
Agriculture,Mas Joko dipercaya dadi ketua kelompok tani ing desane.,Bocah-bocah ora ana sing ngerti carane nandur.,Mas Joko dikenal kanthi katrampilane ngolah kebon,"Dheweke nandur macem-macem sayuran kaya bayem, kangkung, lan sawi",Mas Joko uga ngajari bocah-bocah cilik babagan cara nandur sing bener,Bocah-bocah padha seneng lan semangat sinau
Agriculture,Mbah Marijan menang lomba lan dadi inspirasi warga.,Mbah Marijan ora melu lomba.,Mbah Marijan seneng banget karo tanduran palawija,Dheweke percaya yen tanduran palawija bisa nambah kesuburan lemah,"Saben taun, desa adakan lomba tandur palawija",Mbah Marijan mesthi melu lomba iki
Agriculture,Mbah Suro ora tau ninggalake tradisi wiwitan iki.,Mbah Suro ora percaya yen upacara wiwitan bisa nggawa berkah.,Mbah Suro seneng nandur ketela pohung ing kebone,"Saben musim tandur, Mbah Suro mesthi ngadani upacara wiwitan",Upacara iki kanggo nyuwun berkah lan sukses ing panen,Ketela pohung Mbah Suro mesthi gedhe-gedhe lan manis
Agriculture,Mbak Sri ngajari bocah-bocah desa nandur sayuran.,Mbak Sri ora seneng karo hasil kebone lan mandheg.,Mbak Sri nandur sayuran organik ing pekarangan omahe,Dheweke percaya yen sayuran organik luwih sehat lan ramah lingkungan,Tetangga-tetangga uga diundang kanggo belajar nandur sayuran,Pekarangan omahe saiki dadi kebon sing subur
Agriculture,Mbak Yuni njaluk bantuan tanggane kanggo mbantu panen.,Mbak Yuni ora ngerti carane panen woh-wohan.,Mbak Yuni nandur cabai lan tomat ing kebon cilik mburi omahe,Dheweke tansah ngrawat tandurane saben dina,"Sawise sawetara wulan, tandurane wiwit metokake woh",Mbak Yuni seneng banget ndelok woh-wohane kang subur
Agriculture,Mbok Rini lan keluargane mangan jagung bakar bareng-bareng.,Mbok Rini lali nggawa jagung kanggo dipangan.,Mbok Rini nandur jagung ing kebone,Jagung sing ditandur bakal dipanen sesuk,Mbok Rini nindakake tradisi wiwitan tandur jagung,Tradisi iku minangka ungkapan syukur marang Gusti
Agriculture,Mbok Rini yakin yen upacara wiwitan dadi berkah kanggo taneman.,Mbok Rini nandur pari tanpa persiapan.,Mbok Rini lagi nandur pari,Mbok Rini nindakake upacara wiwitan sadurunge nandur,Pari-parine subur lan ijo royo-royo,Mbok Rini ngrasakake rasa syukur
Agriculture,"Mula, Siti lan keluargane bisa nambah penghasilan.","Mula, jagung sing dipanen dadi ora enak.",Siti lan keluargane panen jagung,Siti lan keluargane nindakake slametan sadurunge panen,Slametan kuwi minangka rasa syukur marang Gusti,Jagung sing dipanen disimpen lan sebagian didol
Agriculture,"Nanging, Parto ora ngerti carane nyanyi.",Pari Parto dadi sing paling apik.,Parto pengin nandur pari,Pari iku tanduran pokok ing desane,"Sajrone nandur pari, ana tradisi nyanyi bareng-bareng","Tradisi iki diarani ""Slametan Tandur"""
