topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Food,Dani ngahaturkeun sambel tarasi anu ngeunah ka kulawargana.,Dani ngahaturkeun sambel tarasi anu haseum ka kulawargana.,Dani nuju ngadamel sambel tarasi keur ngarujakan lauk peuyeum,"Manéhna ngagiling cabé, bawang, jeung tarasi dugi ka lembut","Teras ditambihan uyah, gula, jeung asam Jawa",Sambel tarasina dijieun lada pisan sangkan nambahan selera
Food,Bapana muji kopi anu didamel ku Siti anu ngeunah pisan.,Bapana ngarasa kuciwa kusabab kopi anu didamel ku Siti haseum.,Siti nuju ngadamel kopi keur bapana,Manéhna ngagunakeun kopi bubuk anu anyar dibeuli,Siti nyeduh kopi nganggo cangkir anu geus disiapkeun,Bapana resep pisan ngaleueut kopi anu didamel ku Siti
Food,Andi jeung réréncanganna jangji badé balik deui ka warung nasi liwet Mang Udil.,Andi jeung réréncanganna ngarasa kuciwa kana rasa nasi liwet di warung Mang Udil.,Andi ngajak réréncanganna dahar di warung nasi liwet nu ngaranna Mang Udil,Warung nasi liwet éta geus apal di kota Bandung,Nasi liwetna dibungkus daun cau sareng sajian lawuh anu komplet,Andi jeung réréncanganna ngarasa wareg sareng sugema
Food,Seupan anu didamel ku Tina tiasa disada sarta ngaluarkeun sora anu alus.,Seupan anu didamel ku Tina henteu tiasa disada sarta ngaluarkeun sora anu kacida gorengna.,Tina hayang nyobaan ngadamel seupan anu didamel tina daun jambu,Manéhna ngala daun jambu di buruan imahna,Teras diberesihan sarta dibentuk jadi seupan,Tina nyobaan seupanna ku cara niup
Food,Dina milih oleh-oleh anu khas ti daérahna,Dina mésér kaulinan pikeun kulawargana,Dina hoyong meuli oleh-oleh pikeun kulawargana di lembur,"Manéhna mésér peuyeum, rangginang, sareng wajit di toko oleh-oleh",Manéhna ogé mésér samara kanggo lanceukna anu resep pisan kana bubuahan,Dina ngarasa senang pisan tiasa masihan oleh-oleh ka kulawargana
Food,Ema ngadamel opak pikeun dipasihan ka tatangga,Ema ngadamel opak pikeun acara ulang taun putrana,Ema nuju ngadamel opak di pawon,Ema ngolah sampeu dugi ka lemes,Teras dipipihkeun sareng dijemur dugi ka garing,Opak anu parantos garing disimpen ku Ema dina toples
Food,Apa yakin yén cai kalapa séhat pikeun awak,Apa nginum cai kalapa sabab rasana amis,Apa resep pisan ngaleueut buah kalapa,Saban énjing anjeunna ngala buah kalapa ti kebon,Buah kalapa dibelah teras dileueutan,Cai kalapa diinum ku Apa unggal énjing saméméh indit ka kebon
Food,Gorengan peuyeum Neng Iteung kasohor di désa,Neng Iteung ngan ngadamel gorengan peuyeum pikeun dituang sorangan,Neng Iteung nuju ngagoréng peuyeum di pawon imahna,Peuyeum diiris ipis-ipis teras dicelupkeun kana adonan tepung,Teras peuyeum digoréng dugi ka warnana konéng emas,Neng Iteung ngajual gorengan peuyeum ka warung-warung
Wedding,Rani ngalaksanakeun sadaya tradisi kalayan lancar saacan kawinan,Rani henteu ngalaksanakeun tradisi nanaon saméméh kawinan,"Saméméh kawinan, Rani kedah ngalaksanakeun sawatara tradisi",Rani kedah ngalangsungkeun upacara siraman,Rani ogé kedah nganggo seserahan ti calon salakina,Rani ogé kedah ngalaksanakeun ngeuyeuk seureuh
Wedding,Asep sareng calon pamajikanana katingal saé pisan dina dinten kawinan,Asep sareng calon pamajikanana nganggo kaus oblong sareng calana jeans,"Dina dinten kawinan, Asep nganggo baju pangantén adat Sunda","Asep nganggo iket, beubeur, sarung, jeung kampret",Calon pamajikanana nganggo kabaya jeung samping batik,Duanana nganggo siger jeung kembang melati
Wedding,Tamu-tamu bungah pisan ngahadiran kawinan Doni,Teu aya hiji jalma ogé anu ngaluuhan ondangan kawinan Doni,Kawinan Doni diayakeun di hiji gedong,Seueur pisan saderek jeung tatangga anu diondang,Para tamu nganggo pakéan adat Sunda,Sakabéh tamu dibéré kado pernikahan
Wedding,Indung bapa ngadoakeun supados rumah tangga Susi langgeng,Indung bapa teu satuju kana pernikahan Susi,"Saatos kawinan, aya acara sungkeman ka kolot",Susi sareng salakina nyalaman indung bapana,Aranjeunna nyuhunkeun doa restu,Susi sareng salakina ogé nyuhunkeun hampura
Wedding,Para tamu resep pisan nyobian sagala kadaharan dina kawinan Tika,Teu aya kadaharan nanaon nu disadiakeun dina kawinan Tika,"Dina kawinan Tika, aya sawatara kadaharan has Sunda","Aya tumpeng, nasi kuning, jeung nasi tutug oncom",Aya ogé anéka lalab jeung sambel tarasi,Tika ogé nyayogikeun bubur bodas sareng bubur beureum
Wedding,"Saatos ijab qabul réngsé, pangantén duaan narima ucapan wilujeng ti para tamu",Siti sareng Budi ngalaksanakeun resepsi di lapangan sepak bola,Pernikahan Siti sareng Budi dilaksanakeun di aula hotel,Siti nganggo kebaya bodas sareng Budi nganggo beskap hideung,Tamu undangan dugi ti rupa-rupa daérah,Acara dimimitian ku ngadareskeun ijab qabul
Wedding,"Saatos siraman, calon pangantén istri dibereskeun ku juru rias","Saatos siraman, calon pangantén istri angkat ka pasar","Saméméh akad nikah, aya acara siraman",Calon pangantén istri kedah nganggo kain kebat,Siraman dilakukeun ku kulawarga calon pangantén,Siraman miboga harti pikeun ngabersihkeun diri sacara lahir sareng batin
Wedding,Para tamu bingah tumaninah nyandak sareng ngadahar kadaharan anu aya,Kadaharan dina acara walimahan didahar ku pangantén,"Dina acara walimahan, aya rupa-rupa kadaharan anu disadiakeun","Aya sangu tumpeng, ayam kodok, gado-gado, sareng sajabina",Tamu undangan ngantri pikeun nyandak kadaharan,Kadaharan anu disadiakeun mangrupi ciri has daérah pangantén
Wedding,"Saatos sungkem, pangantén duaan sasalaman sareng kulawarga",Pangantén duaan sungkem ka sobat caketna,"Saatos upacara akad nikah, pangantén duaan ngalaksanakeun sungkem","Sungkem dilakukeun ka kolot, mertua, sareng kulawarga anu langkung sepuh",Sungkem mangrupi wujud hormat sareng pamundut doa restu,Sungkem dilakukeun ku cara nyium dampal leungeun
Wedding,Barang-barang éta dibungkus daun cau lajeng dieuyeuk ku pangantén duaan,"Kacang, konéng, sareng sirih didahar ku tamu undangan","Dina acara ngeuyeuk seureuh, aya kacang, konéng, sareng sirih",Kacang ngalambangkeun sifat anu kiat,Konéng ngalambangkeun harepan hirup sejahtera,Sirih ngalambangkeun tanggung jawab rumah tangga
Wedding,Siraman mangrupa salah sahiji acara anu penting saméméh akad nikah.,Siti jeung Jajang langsung bulan madu sanggeus siraman.,Rina jeung kulawargana ngahadiran acara siraman di imah Siti,Dina acara siraman aya tujuh rupa kembang anu kedah dimandian ka calon panganten,"Sanggeus acara siraman réngsé, Siti langsung dibawa ka kamar husus pikeun didandanan","Isukna, Siti jeung Jajang nikah di masjid lembur"
Wedding,Busana jeung acara nikahna Siti jeung Jajang nurutkeun adat Sunda.,Siti jeung Jajang disarankeun maké baju adat Jawa pikeun acara nikahna.,"Dina acara nikahna, Jajang maké beskap hideung anu dihias manik",Siti maké kebaya beureum jeung konde kembang melati,Aya opat sélér anu ngajaga Siti jeung Jajang,Tamu ondangan dumasar kana kartu ondangan anu disebaran
Wedding,Nasi tumpeng jadi simbol pikeun ngadu'akeun panganten anyar.,Tamu ondangan kedah ngadahar sakabéh kadaharan anu disadiakeun.,Dina acara walimahan aya rupa-rupa kadaharan Sunda,Nasi tumpeng jadi hiji kadaharan anu kudu aya dina walimahan adat Sunda,"Salian éta, aya ogé rupa-rupa kadaharan nu dijieun tina lauk, sayur, jeung bubuahan",Tamu ondangan bébas milih kadaharan anu dipikaresep
Wedding,Siti jeung Jajang ngalaksanakeun adat nincak endog minangka simbol awal rumah tangga.,Siti kedah langsung balik deui ka imah kolotna sorangan.,"Sanggeus nikah, Siti jeung Jajang mulih ka imah kolotna Jajang",Duanana diarak ku kulawarga jeung tatangga maké mobil anu dihias,Sesepuh masihan nasehat ka Siti sangkan betah di imah salakina,"Isukna, kulawarga Siti ngalayad Siti jeung Jajang"
Wedding,Nincak endog ngalambangkeun yén rumah tangga nu anyar kudu kuat nyanghareupan sagala pacoban,Nincak endog ngajadikeun suku pangantén bareuh,"Dina acara nikahan, aya tradisi sawer",Sawer mangrupikeun prosési nyawer nu pangantén ku beas konéng,Beas konéng ngalambangkeun kamakmuran,"Salian ti éta, aya ogé tradisi nincak endog"
Wedding,Sungkeman mangrupa momen nu penting dina acara nikahan,Sungkeman ngan ukur paribasa wungkul teu aya hartina,Dina nikahan aya acara sungkeman ka kolot,Sungkeman mangrupa wujud bakti ka kolot,Sungkeman ogé jadi momen dina menta dihapunten,Acara sungkeman sok matak ngaharu biru
Wedding,Tamu undangan ngadugikeun kanyaah jeung pangdu'a keur calon pangantén,Tamu undangan ngan datang pikeun dahar baé,Dina nikahan aya acara narima tamu undangan,Tamu undangan datang ti sababaraha golongan masarakat,"Aya kulawarga, tatangga, réréncangan, jeung sajabana",Tamu undangan ngahaturkeun ucapan wilujeng ka nu nikah
Wedding,Kadaharan anu disadiakeun mangrupikeun wujud sukur ka Gusti anu Maha Kawasa,Kadaharan anu disadiakeun ngan saukur formalitas acara nikahan wungkul,"Dina acara nikahan, aya rupa-rupa kadaharan",Kadaharan anu disadiakeun biasana mangrupikeun kadaharan has daérah,"Aya anu ngahidangkeun tumpeng, aya ogé anu sangu kuning","Salian ti éta, aya ogé rupa-rupa kue jeung hahampangan"
Wedding,Siraman mangrupa salah sahiji prosési penting saméméh acara nikahan,Siraman ngan ukur acara mandi biasa anu teu aya hartina,"Saméméh acara nikahan, aya prosési siraman",Siraman mangrupa prosési ngabersihan diri sacara lahir batin,Siraman dilakukeun ku kolot atawa kulawarga anu dianggap sesepuh,Tujuanna sangkan calon pangantén bersih diri jeung jiwa
Wedding,Rina jeung Dani narima saran kolotna jeung nikahna di imah,Rina jeung Dani tetep nikah di gedong,Rina jeung Dani rék nikah dina bulan hareup,Aranjeunna ngarencanakeun rék nikahanana di gedong,Aranjeunna ogé geus nyieun daptar tamu undangan,"Tapi, kolot Rina nyarankeun sangkan nikahanana dilaksanakeun di imah waé"
Wedding,Tamu undangan ngarasa kuciwa ku rasa tumpeng anu haseum,Tamu undangan ngarombo tumpeng anu haseum,"Dina acara nikahan Susi, aya rupa-rupa kadaharan anu dihidangkeun",Salah sahijina nyaéta tumpeng,Tumpeng mangrupa kadaharan anu teu bisa leungit dina acara nikahan,Tumpeng miboga harti minangka doa keur pangantén anyar
Wedding,Masih tetep ngarasakeun acara siraman nepi ka anggeus,Langsung lumpat ninggalkeun acara siraman,"Saméméh akad nikah, aya acara siraman",Siraman dilakukeun ku kolot jeung kulawarga calon pangantén,"Dina acara siraman, calon pangantén dibersihan ku cai anu dicampur ku kembang",Maksud tina acara siraman nyaéta sangkan calon pangantén beresih lahir batin
Wedding,Pangantén lalaki tetep make iket sangkan kompak jeung pangantén awéwé,Pangantén lalaki muka iketna jeung diganti ku topi,"Dina dangdanganana, pangantén lalaki make beskap jeung pangantén awéwé make kebaya",Warna baju duanana sarua nyaéta hideung,Pangantén lalaki make iket di sirahna,Pangantén awéwé make sanggul jeung dihias ku kembang
Wedding,Sandi jeung Rani nyiapkeun tenda cag mun hujan turun,Sandi jeung Rani nunda nikah nepi ka hujan raat,Sandi jeung Rani rék nikah minggu hareup,Aranjeunna rék narima tamu di buruan imah kolotna Sandi,Buruan imah kolotna Sandi lega jeung aya tangkal-tangkal anu ngabageusan suasana,"Tapi, kolotna Sandi ngarasa hariwang mun hujan turun pas dinten nikahan Sandi jeung Rani"
Family Relationships,Dinda ngarasa bagja pisan boga kulawarga nu akur tur silih pikanyaah,Dinda ngarasa teu betah di imah tur hayang kabur,"Dina hiji wengi, kulawarga Dinda ngariung di tepas hareup bari nyarita jeung seuseurian","Aya Ema, Apa, Dinda jeung lanceukna, oge Aki jeung Nini ti pihak Ema",Aki nyarita ngeunaan lalampahan jaman ngora,Sadayana ngabandungan bari seuri
Family Relationships,Hani tumuwuh jadi budak anu sosialna luhur tur boga seueur babaturan,Hani jadi budak anu introvert tur tara nyampeurkeun tatangga,Hani gaduh tetangga anu seueur pisan,"Unggal dinten, Hani mindeng ameng sareng barudak ti imah-imah anu aya di sabudeureunana","Maranehna sering adu kalincer, maen congklak, atawa saukur ngobrol di tepas imah Hani",Indungna Hani oge mindeng nyayagikeun camilan kanggo barudak
Family Relationships,Firman jadi jelema anu boga budi ahlak luhur tur dipikaserab ku balarea,Firman jadi budak anu teu sopan tur tara eling kana adat,Firman asalna ti kulawarga anu kacida ngajeni adat Sunda,"Unggal aya acara adat, seperti pernikahan atanapi khitanan, sadaya kulawarga kedah ngumpul tur ilubiung",Firman digedekeun janten budak anu ngajeni kolot sarta tara nolak parentah kolotna,Firman oge diwurukan adat sopan santun anu luhur
Family Relationships,Fajar ngarasa dipikaasih pisan ku ninina nepi ka jadi pameget anu tangguh,Fajar ngarasa teu dipikacinta ku ninina nepi ka ngajauhan ninina,"Dina hiji arisan kulawarga, Bi Nunung ngenalkeun putuna, Fajar, ka sadaya kulawarga anu aya di ieu acara",Fajar ieu pameget hiji-hijina ti putuna Bi Nunung,"Ku sabab eta, anjeunna jadi popo hate Bi Nunung",Bi Nunung mindeng nyaritakeun kahebatan Fajar ka saha wae anu tepang sareng anjeunna
Family Relationships,Rahma nyuhunkeun hampura ka Bi Imi sarta tuluy mantuan mawa cai.,Rahma kaluar ti imah tuluy indit ka sakola.,Bi Imi keur masak di dapur,"Bi Imi nitah Rahma mawa cai, tapi Rahma teu daekeun",Rahma seuri bari ngaléngkah,Bi Imi nyampeurkeun Rahma pikeun nyarita
Family Relationships,Jang Apip gancang mawa caluk anu bener tur nyuhunkeun hampura ka Mang Endang.,Jang Apip ngabantun Mang Endang masak di dapur.,Jang Apip keur ngabantun Mang Endang di kebon,Mang Endang nitah Jang Apip mawa caluk,Jang Apip mawa caluk anu salah,Mang Endang nyarita yen éta téh caluk anu salah
Family Relationships,Neng Rina ngobatan raheut adina bari ngabujuk sangkan teu ceurik deui.,Neng Rina tuluy maca buku deui di kamar.,Neng Rina keur maca buku di kamar,Neng Rina ngadéngé sora tangis adina,Adina labuh bari maén di buruan,Neng Rina gancang nyampeurkeun adina
Family Relationships,Tatanggana Abah Asep ngahaturkeun nuhun kana bantuan anu geus diberékeun.,Abah Asep ngaroko di buruan tatanggana.,Abah Asep keur calik di tepas hareup imah,Abah Asep ningali tatanggana keur ngabersihan buruan,Tatanggana boga seueur daun anu kudu dikumpulkeun,Abah Asep indit ka buruan tatanggana pikeun mantuan
Family Relationships,Haji Asep jeung lanceukna silih carios ngeunaan kahirupan masing-masing.,Haji Asep jeung lanceukna parebut kadaharan.,Haji Asep keur apel ka lanceukna,Haji Asep mawa bungkusan keur lanceukna,Eusi bungkusanna nyaéta kadaharan karesep lanceukna,Haji Asep jeung lanceukna ngariung bari ngadahar babarengan
Family Relationships,Sasapu jadi leuwih gancang réngsé ku lantaran Adi ngabantuan,Indungna teu ngawaler panawaran Adi pikeun ngabantuan,Adi manggihan indungna keur sasapu di buruan,Adi inget yén anjeunna can ngabantuan indungna sasapu,Adi ngageroan indungna tur naros naha aya anu tiasa dibantos,Indungna muji Adi lantaran daék mantuan anjeunna
Family Relationships,Jajang sareng kulawargana ngadahar babarengan dina méja makan,Bapa Jajang mulih langkung ti tabuh genep sonten,Bapa Jajang biasa mulang ti kantor tabuh genep sonten,Jajang ngantay bapana di payun panto,Bapa Jajang mulih bari mawa rupa-rupa kadaharan,Jajang sareng kulawargana ngaraosan kadaharan ti bapana
Family Relationships,Haji Umar masihan oleh-oleh ka sakabéh tatanggana,Haji Umar henteu angkat haji ku margi teu gaduh artos,Haji Umar ngawartosan ka tatanggana yén anjeunna bade angkat haji,Para tatangga ngaluarkeun sumbangan kanggo mésér ongkos haji,Haji Umar ngarasa trenyuh ku kahadéan tatanggana,Haji Umar mulih ti Mekkah kalayan salamet
Family Relationships,Neng Imas nitipkeun duit ka bikangna pikeun meuli gula,Neng Imas nitah bikangna ulin jeung manéhna,Neng Imas keur ulin jeung réréncanganna di buruan,Neng Imas ningali aya bikang lewat di payun imah,Neng Imas naros ka bikang naha badé angkat ka mana,Bikangna ngawaler yén anjeunna badé angkat ka pasar
Family Relationships,Mang Udin ngucapkeun nuhun ka sakabéh anu parantos dongkap,Mang Udin ngarasa teu senang lantaran loba tamu nu datang,Kulawarga Mang Udin ngayakeun hajatan pernikahan putrana,Mang Udin ngondang sakabéh dulur sareng tatanggana,Sakabéh tamu ondangan dongkap tepat waktos kana acara hajatan,Mang Udin nampi sumbangan duit ti para tamu
Family Relationships,Hasilna panen dipasihkeun ka sadayana anggota kulawarga,Hasilna panen dijual ka pasar ku harga anu mirah,Mang Asep ngagaduhan sawah anu legana,Anjeunna ngagarap sawahna sareng sadayana kulawargana,"Upami musim panen, sadayana kulawargana ngahijikeun tanaga kanggo panen",Mang Asep ngaraos bingah pisan kulawargana tiasa ngahijikeun tenaga
Family Relationships,Sadayana kulawarga ngadahar babarengan sareng bingah,Neng Lina ngajual sambal gorengna ka tatangga,Neng Lina nuju resep pisan nyieun sambel goreng,Anjeunna resep masak kanggo sadayana kulawarga,Anjeunna hoyong kulawargana ngaraosan masakanana,Neng Lina masak sambel goreng di pawon
Family Relationships,Kang Ujang ngadu'akeun lanceukna sing enggal damang,Kang Ujang mulang ka bumi ninggalkeun lanceukna,Kang Ujang gaduh lanceuk anu gering,Lanceukna kedah mondok di rumah sakit,Kang Ujang ngantosan lanceukna unggal dinten,Kang Ujang ngaraos sedih ningali kaayaan lanceukna
Family Relationships,Dodi ngaromong ka Emana hatur nuhun,Dodi nyumputkeun amplop duitna tina Emana,Ema ngempelkeun duit kanggo kaperluan sakola Dodi,Dodi henteu acan terang hal ieu,"Dina hiji dinten, Dodi nuju muka laci meja",Dodi mendakan amplop duit ti Emana
Family Relationships,Sadayana kulawarga bingah tuang babarengan,Bi Popon mesen kadaharan ti restoran,Kulawarga Mang Wahyu boga tradisi ngariung unggal minggu,Sadayana anggota kulawarga kedah kumpul di imah kolot,Minggu ieu giliran imah Bi Popon,Bi Popon ngarencana masak rupa-rupa kadaharan
Family Relationships,Dedi ngeureunkeun sapédah na pikeun ngabikeun budak leutik éta ngaliwat,Dedi terus bae ngagidig sapédah na nepi ka nubruk budak leutik éta,Dedi indit ka sakola numpak sapédah,Dedi lalumpatan seueur jalma di jalan,Dedi ngigelan sapédah sacara ati-ati,"Tapi, aya budak leutik anu ngahalangi jalan"
Family Relationships,Bi Eem miara coét éta ku alus salaku amanat ti nini buyutna,Bi Eem ngagaleuh coét éta ka tatangga,Bi Eem keur ngadamel sambel tarasi,Bi Eem nuju ngagunakeun coét tina kayu,Coét éta warisan ti nini buyutna,Coét éta geus turun-tumurun dipaké ku kulawargana
Family Relationships,Mang Ujang mikeun sabagian tina bubuahan ka tatangga sateuacan indit ka pasar,Mang Ujang nyadokeun bubuahan éta di jero kulkas,Mang Ujang keur ngala bubuahan di kebon,Mang Ujang ngala rupa-rupa bubuahan,Bubuahan anu diala ku Mang Ujang seueur pisan,Mang Ujang hoyong ngajual bubuahan éta ka pasar
Family Relationships,Neng Imas ngirimkeun kadaharan pikeun kulawarga anu teu tiasa sumping,Neng Imas ngabatalkeun acara ngahijikeun kulawarga,Neng Imas keur ngahijikeun kulawargana,Neng Imas ngondang sadaya kulawarga deukeut keur dahar babarengan,Neng Imas masak rupa-rupa kadaharan pikeun acara éta,"Tapi, aya sawatara dulur anu teu tiasa sumping"
Family Relationships,Tatangga Haji Asep ngidinan maké halaman imahna pikeun tempat nu ondangan,Haji Asep mesen gedong pikeun tempat nyunatan putrana,Haji Asep keur kagungan hajat nyunatan putrana,Haji Asep ngondang sadaya kulawarga sareng tatangga,Haji Asep ogé nyiapkeun hiburan pikeun nu ondangan,"Tapi, halaman imah Haji Asep teu cekap pikeun nampung nu ondangan"
Pregnancy and Kids,Hal ieu tiasa ngalantarankeun kaséhatan Ceu Yuyun sareng orokna tiasa kacukupan gizi,Ceu Yuyun langkung milih henteu tumarima saran kulawargina,Ceu Yuyun keur reuneuh 7 bulan,Anjeunna ngalaman morning sickness anu parah,Kulawargi nyarankeun anjeunna ngadahar buah anu seueur,Anjeunna ogé kedah nginum cai anu seueur unggal dinten
Pregnancy and Kids,Upacara ieu dimaksudkeun pikeun muji sukur kana kalahiran sareng karaharjaan orok,Orokna langkung resep upacara anu henteu aya anu ngaluuhan,Orok Teh Siti parantos lahir,Kulawargina ngalaksanakeun upacara nujuh bulanan,Dina upacara ieu orokna dikeureutan,Seueur dulur sareng tatangga anu ngaluuhan
Pregnancy and Kids,Tungtungna Adi tiasa ngajalankeun sorangan kalayan lancar,Adi menyerah sareng henteu hoyong diajar deui,Adi keur diajar ngajalankeun,Anjeunna sering labuh sareng nangis,Indungna teras-terasan ngabantosan Adi,Adi kedah diajar nyobian deui
Pregnancy and Kids,Sadaya anggota kulawarga kedah silih bantosan tur tanggel walon kana urusan bumi,Mang Asep langkung milih ngajual deui bumi anu nembe dipeulianna,Keluarga Mang Asep keur meulian bumi,Budak-budakna kedah ngabantosan meresan bumi,Garin ogé kedah ngabantosan indungna ngabersihan,Bumi anu dipeulianna ieu langkung lega
Pregnancy and Kids,"Saatos réngsé diajar, Nisa dibérékeuneun ulin ku indungna",Nisa langkung milih henteu diajar sareng kaluar ulin,"Dina waktos réa, seueur barudak alit anu ulin di buruan",Nisa henteu dibérékeuneun ulin ku indungna,Nisa sedih ningali babaturan ulin,Anjeunna kedah diajar heula
Pregnancy and Kids,Ahmad angkat ka pasar nu jauh pikeun meuli buah naga,Nisa mutuskeun dahar buah séjén,"Wanci bobot, Nisa ngidam dahar buah naga",Salira Nisa ngaraos gering upami teu acan tumaninah kana buah naga,Buah naga hésé dipendakan di wewengkon tempat tinggal Nisa,"Ahmad, salaki Nisa, usaha satékah polah néangan buah naga"
Pregnancy and Kids,Orok Nia lahir kalayan séhat tur sampurna,Nia mungkas teu jadi meuli perlengkapan bayi,"Sasarengan ngantosan kalahiran si orok, Nia jeung Adi nyadiakeun rupa-rupa kaperluan","Maranéhanana meuli baju, popok, jeung sababaraha parabot bayi",Nia ngarasa sumanget pisan nyayogikeun sadayana pikeun si orok,Teu sabar dina ngantosan dinten éta
