topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Agriculture,Anjeunna tuluy ngajak sakabéh kulawarga pikeun ngajual paré,Anjeunna leuwih resep ngarobah kebon jeung ngajual bunga,"Di Sunda, aya upacara nu unik nalika panén paré",Upacara éta ngaranna seren taun,Anjeunna milih tanggal nu pas pikeun seren taun,Anjeunna ngajak sakabéh kulawarga pikeun seren taun
Agriculture,Anjeunna tuluy ngajual paré,Anjeunna leuwih resep ngabéréskeun panén paré kalawan tata cara nu gampang,"Di désa Sunda, aya tradisi nu unik nalika panén paré",Anjeunna ngabéréskeun panén paré,Kolotna ngajuru kaputusan anjeunna pikeun ngabéréskeun panén paré,Anjeunna ngarasa bangga pisan
Agriculture,Anjeunna tuluy ngajual paré,Anjeunna leuwih resep ngarobah kebon jeung ngajual bunga,"Di Sunda, aya upacara nu unik nalika panén paré",Upacara éta ngaranna seren taun,Anjeunna milih tanggal nu pas pikeun seren taun,Anjeunna ngajak sakabéh kulawarga pikeun seren taun
Agriculture,Ari nampa panén anu loba,Ari teu nampa panén anu loba,"Di Désa Sunda, ari ngokolakeun sawah, Ari nyanyi lagu pupujian ka Gusti",Lagu anu dibawakeun ku Ari téh lagu gugur gunung,Ari hayang ngajénan sawahna ku cara alus tur bérkah,Ari percaya yén lagu pupujian bakal ngajénan sawahna
Agriculture,Arin ngokolakeun sawah kalayan cara-cara tradisional nu diajarkeun ku aranjeunna,Arin ngokolakeun sawah kalayan cara-cara moderen nu teu diajarkeun ku aranjeunna,Arin geus lila niatan ngokolakeun sawah nu aya di désa,Sawah éta téh warisan ti aranjeunna,Arin resep pisan ngokolakeun sawah,Arin hayang ngokolakeun sawah nu éndah
Agriculture,Asep diajar ngajaga sawah ti kolotna,Asep nanceb nyorang sawah ti kolotna kusabab jalma nu teu boga tanggung jawab,Asep resep ngajaga sawah,Asep boga tanggung jawab ngajaga sawah ti kolotna,Asep teu resep ngajaga sawah sorangan,Asep ngajak babaturan nu resep ngajaga sawah
Agriculture,Asep gumbira nandang béas nu loba,Asep ngarasa teu boga kasempetan nandang béas,Kaulinan bocah di désa ngaranna Asep geus datang usum tangkal béas,Asep ngabawa parabot tani saperti pacul jeung wuwuhan,Asep teu sabar hayang nandang béas nu barasih,Asep ngan miharep yén tangkal béasna bakal ngahasilkeun béas nu loba
Agriculture,Asep jadi conto tani nu suksés,Asep teu bisa ngajaga lahan sawahna,"Di désa, aya warga nu ngaranna Asep",Asep téh pěngusaha tani nu suksés,Asep ngajaga kana lahan sawahna,Asep ogé ngalakukeun upaya keur ngajaga lingkungan
Agriculture,Asep loba ngarasa syukur sabab panén sawahna jadi loba,Asep nyesel ngalakukeun upacara adat ngamangkeun sawah,Asep ngamangkeun sawah bapana,Asep resep ngamangkeun sawah alatan bisa ngalakukeun tradisi upacara adat ngamangkeun sawah,Upacara ieu dilakukeun sacara rutin saban taun,Asep percaya upacara ieu nu ngajadikeun panén sawahna jadi subur
Agriculture,Asep sareng masyarakat désa ngamimitian ngatanam padi sacara bersama.,Asep sareng bapana malah indit ka kota pikeun ngalaksanakeun konser musik.,"Di désa tempat Asep cicing, masyarakatna masih ngahargai tradisi ngabersihkeun sawah saméméh ngamimitian ngatanam",Asep sareng bapana ngahargai tradisi éta,Indungna ogé nyieun jamuan sangkan malam saméméh ngamimitian ngatanam,Bapa Asep ngajak masyarakat désa pikeun ngalaksanakeun ritual éta sacara bersama
Agriculture,Ayah ngokolakeun sawah padi kalayan cara-cara tradisional nu diajarkeun ku ari-ari,Sawah padi nu diokolakeun Ayah teu pernah ngalaman gagal panén,Ayah ngokolakeun sawah padi nu éndah,Padi téh hasil tani nu utama di désa,Ayah resep pisan ngokolakeun sawah,Ayah hayang ngokolakeun sawah padi nu éndah
Agriculture,"Ayu lan kanca-kancane nglakoni upacara ""syukuran"" kanggo nglairake panen pari lan ngundang tetangga lan kulawarga kanggo mangan bareng.","Wahyu ora nglakoni upacara ""selamatan"" kanggo nglairake keberhasilan.",Wahyu kepingin dadi wong tani sing sukses,Wahyu kudu njaga sawah supaya ora kegempel,Wahyu ora pengin gagal,Wahyu kepingin nglairake tradisi nandur pari ing kulawarga
Agriculture,Ayu tiasa ngahasilkeun kopi anu rupina alus dina musim ngarajang,Ayu tiasa ngahasilkeun kopi anu rupina alus dina musim hujan,Ayu nuju ngajaga kebon kopi,Ayu geus ngajaga tanaman kopi,Ayu geus ngabeulis jukut,Ayu hoyong ngahasilkeun kopi anu rupina alus
Agriculture,Bapak Wayan banjur ngritik tanah maneh sawise nandur pari.,Sumarsih nglakokake upacara nadran tanpa nglakokake ritual.,Sumarsih nglakokake upacara nadran,Sumarsih nglakokake upacara nadran kanggo nguripake wewangunan,Sumarsih ngajak kanca-kancane,Sumarsih njaluk tulung wong tuwa
Agriculture,Bapak kasil macak pari lan bisa nggawe para wong tani enom.,Aku bakal milih werna pari kanggo mangsa ngarep.,Aku lan adhikku sedoyo milih werna pari,Aku sinau babagan cara milih werna pari saka ibu,Aku lan adhikku milih werna pari kang paling bagus,Aku ora suka milih werna pari amarga aku milih nggoleki wong kang milih werna pari
Agriculture,Bapak kasil ngerjai wong tani enom lan bisa nggawe para wong tani enom.,Aku bakal milih werna pari kanggo mangsa ngarep.,Aku lan kancaku sedoyo milih werna pari,Aku sinau babagan cara milih werna pari saka ibu,Aku lan kancaku milih werna pari kang paling bagus,Aku ora suka milih werna pari amarga aku milih nggoleki wong kang milih werna pari
Agriculture,"Bapana Dedi ngomong yén ari ngolah sawah, kudu ngahormat kana tanahna ku cara ngaberesihkeun heula.",Asep nu ngarasa bahagia alatan rék ménak padi.,"Di poé Maulud, ti leuleutik Asep niatan pikeun ngolah sawah",Asep nu rék mantuan bapana ngolah sawah,"Bapana Asep ngomong yén ari ngolah sawah, kudu ngaberesihkeun heula tanahna",Asep nu ngarasa bahagia alatan rék ngolah sawah
Agriculture,Batur-batur Rendi nu ngokolakeun paré,Tigor ngokolakeun paré soré,Tigor rencana ngokolakeun paré anyar,Tigor nitah batur-baturna ngolah lemah,Tigor soré ngariungkeun kulawarga pikeun ngokolakeun paré,Tigor hayang ngokolakeun paré anyar
Agriculture,Bau sawah sing teka saka pari biasane diarani gurih.,Aku tansah kangen dheweke sanajan aku ora ngerti maneh carane.,Pandanganku bali maneh menyang kebun ing njaba jendhela,Wiwit cilik aku seneng nyawang kebun kang isine pari lan jagung,Saben tetes kaya melodi sing ngajak aku dolanan,Kebun uga ngelingake kanca-kanca cilikku
Agriculture,Budi wis panen kacang.,Budi lagi nandur jagung.,Budi lagi nandur kacang ing kebon,Budi duwe tradisi nandur kacang sawise upacara sedekah bumi,Budi seneng nandur kacang amarga kacang kuwi sumber protéin utama,Budi ora wis panen kacang
Agriculture,Burhan resep ngokolakeun sawah salami musim panen.,Burhan henteu resep ngokolakeun sawah salami musim panen.,"Manggihkeun waktu panen di sawah, Burhan ngamanggihkeun rupa-rupa cara ngamangpaatkeun hasil tani",Anjeunna bisa ngajual hasil tani ka pasar atawa ngolahna jadi kadaharan nu séhat,Hasil tani anu panglobana di daérah éta nyaéta paré jeung jagong,Burhan ogé boga hobina ngokolakeun sawah
Agriculture,Dadang sareng masyarakat désa ngamimitian panén padi sacara bersama.,Dadang sareng bapana malah indit ka kota pikeun ngalaksanakeun pameran seni.,"Dina ngamimitian musim panén, masyarakat désa tempat Dadang cicing sok ngalaksanakeun ritual ngabersihkeun sawah sareng ngajak leluhur",Dadang sareng kolotna aktip ngalaksanakeun ritual éta,Dadang ngarasa bangga kana tradisi éta,Dadang hayang ngajak sakabéh batur pikeun ngalaksanakeun ritual éta
Agriculture,Damar ngadakake kenduri kanggo ngucap syukur.,Damar nggunakake pestisida kimiawi kanggo ngusir hama.,Damar nandur kopi nganggo cara tradisional,Damar nggunakake tanduran kopi kanggo ngusir hama,Damar kasil ngasilke kopi sing rasanipun enak,Damar ngadakake ritual kanggo ngluhurake tanduran kopi
Agriculture,Damar wis sukses panen pari.,Damar lagi nandur bawang.,Damar lagi nandur pari ing sawah,Tradisi desa Damar yakuwi nandur pari sawise upacara sedekah bumi,Damar seneng nandur pari amarga pari kuwi sumber pangan utama,Damar ora mangan ing kantin
Agriculture,Darto menehi Rina kalodhangan kaping pindho.,Darto ora bisa menehi kalodhangan kaping pindho marang wong kang gawe salah marang dheweke.,Rina njaluk pitulung marang Darto,Rina janji ora bakal mbaleni kesalahan sing padha,Darto ora percaya karo omongane Rina,Darto milih ninggalake uripe Rina
Agriculture,Dedi jadi warga tani nu tangguh,Dedi ngokolakeun sawah nu boga lemah hideung,Dedi ngamimitian ngokolakeun sawah,Dedi teu terang ngeunaan ngokolakeun sawah,Dedi ngokolakeun sawah nu boga lemah beureum,Dedi diajar ti bapana ngeunaan ngokolakeun sawah
Agriculture,Dedi ngangkataken ide kanggo ngasilake gandum ing desa.,Dedi ngangkataken ide kanggo pindhah saka desa.,Dedi wis kesel manggon ing desa sing ora bisa ngasilake gandum,Dedi wis panik manggon ing desa sing kekurangan pangan,Dedi wis pengen pindhah karo keluarga,Dedi wis ora pengen manggon ing desa sing ora bisa ngasilake gandum
Agriculture,Dedi nuju ngamumule paré,Dedi teu bisa ngamumule paré lantaran teu boga pengalaman,Dedi hoyong ngamumule paré,Dedi ngon ngadéngékeun carita nénék ngeunaan ngamumule paré,Dedi nyiapkeun taneuh pikeun paré,Dedi ngon ngadéngékeun nasehat nénék ngeunaan ngamumule paré
Agriculture,Dewi Sri ngabérkah para patani,Tradisi ieu téh ngahasilkeun paré anu langka,"Di désa Sunda, aya tradisi nu ngaranna ""Mapag Sri""","Tradisi ieu téh ngahormat Dewi Sri, déwi nu dipercaya pikeun ngajaga paré",Tradisi ieu téh ngalibatkeun upacara ritual jeung sesajén,Para patani nu ngahadéan tradisi ieu téh dipercaya pikeun ngahasilkeun paré anu loba
Agriculture,Dewi lan adhine menehi kembang marang warga sekitar.,Wisnu ora gelem ngajar warga sekitar nandur jagung.,Wisnu nandur jagung ing kebon,Wisnu ngerti cara nandur jagung,Wisnu njagain kebon iki,Wisnu gelem ngajar warga sekitar nandur jagung
Agriculture,Dewi menehi sedikit saka panene marang warga desa.,Dewi menehi kabeh panene marang warga desa.,Dewi arep ngawinke panen pari,Dewi sinau cara ngawinke sing bener saka ibune,Dewi diwenehi ibune wadhah sing dadi lambang keberkahan,Dewi percaya wadhah kasebut bakal menehi keberhasilan ing panen
Agriculture,Dewi nganggit pari kanggo sawah.,Dewi nganggit pari kanggo pasar.,Dewi asring mertelu nganggit pari,Dewi nganggit pari sing apik,Dewi nganggit pari sing thukul,Dewi nganggit pari sing gede
Agriculture,Dheweke mbangun kebun kanggo ngolah lemah.,"Mula, dheweke ora mandheg ngolah lemah.",Ida pancen senengane ngolah lemah,Dheweke entuk kesenengan saka macem-macem cara ngolah lemah,"Ora jarang, ngolah lemah kasebut inspirasi saka acara saben dina",Dheweke pancen pengin dadi petani sing mandheg
Agriculture,Dheweke mbangun lumbung kanggo nyimpen pari.,"Mula, dheweke ora mandheg moco pari.",Budi pancen senengane moco pari,Dheweke entuk kesenengan saka macem-macem cara moco,"Ora jarang, moco pari kasebut inspirasi saka acara saben dina",Dheweke pancen pengin dadi petani terkenal
Agriculture,Dina nyieun sawah nu séhat,Dina ngarobah sawah jadi lapangan,Dina hayang nanjeurkeun sawah,Dina ngajak batur ti désa ka sawah,Dina sareng batur ngarobah tanah,Dina sareng batur ngalér génténg
Agriculture,Dina tiasa ngahasilkeun pare nu loba.,Dina gagal ngahasilkeun pare.,Dina ngahaja tanam pare di sawah,Dina merenahkeun tanam pare,Dina nimbang-nimbang ogé tanam paré bari nunggu usum hujan,Dina hayang ngahasilkeun pare nu loba
Agriculture,Dini ora njaluk restu saka leluhure sadurunge nandur kedelai.,Dini sukses nandur kedelai lan ngasilake panen sing melimpah.,Dini péngin nglakoni upacara adat Tahun Baru Islam sadurunge nandur kedelai,Dini ora ngerti tata cara upacara adat,Dini njaluk bantuan marang ibune,Ibu Dini menehi tuntunan kanggo nglakoni upacara adat
Agriculture,Euis sakola ka bapak tani.,Euis ahirna janten penjual jukut.,Euis resep ngahaja tanam jukut,Euis ngamimitian tanam jukut,Euis hayang ngulik cara ngamimitian tani,Euis hoyong ngahasilkeun jukut nu loba
Agriculture,Ibu menehi Ayu kesempatan kaping tiga.,Ibu ora bisa menehi kalodhangan kaping pindho marang wong kang gawe salah marang dheweke.,Ayu njaluk kesempatan kapindho marang Ibu,Ayu janji ora bakal mbaleni kesalahan sing padha,Ibu ora percaya karo omongane Ayu,Ibu milih ninggalake uripe Ayu
Agriculture,Ieu ngajadikeun tanahna jadi subur deui,Ieu ngajadikeun tanahna jadi garing,"Di wewengkon éta, masarakatna masih kénéh ngalaksanakeun tradisi ngabaskeun bumi","Tradisi ieu dilaksanakeun unggal taun, sataun sakali",Ngabaskeun bumi dilaksanakeun sanggeus usum paneun,Ieu dilaksanakeun pikeun ngajaga kamakmuran
Agriculture,Ieu tradisi dilakukeun unggal usum panén jagong.,Ieu tradisi dilakukeun unggal poé Selasa,"Di desa Sunda, aya tradisi nandur padi anu boga filosofi","Tradisi éta disebut ""Nandur Padi Bareng""",Urang Sunda percaya yén padi anu geus asak dileupaskeun ka sawah,Masarakat sareng-sareng ngarak padi
Agriculture,Indra nyieun jagong nu séhat,Indra ngarobah sawah jadi lapangan,Indra hayang ngarawuan jagong,Indra ngajak batur ti désa ka sawah,Indra sareng batur ngarobah tanah,Indra sareng batur ngalér génténg
Agriculture,Ira ngajajalkeun ngaganti bongbuahan anjeunna jeung bongbuahan nu anyar,Ira ngajual tanah anjeunna ka tetangga,Ira budak nu norak jeung tetuwuhan,Ira boga rencana rék ngajajalkeun tanam caisim,Ira teu ngarti naha caisim nu geus dibudidayakeun ku anjeunna teu tiasa tumuwuh,Ira nyobaan ngaganti tanah anjeunna jeung tanah nu anyar
Agriculture,Jagung Burhan jadi rancinan katiga alatan ngokolakeun sacara sabar,Burhan ngajual jagung alatan teu boga modal,Burhan ngarasa senang kénéh lamun usum panén geus datang,Burhan ngokolakeun tanaman jagung di sawahna,Burhan ngajelaskeun yén jagung kudu dipelak sacara rapi,Burhan ngumpulkeun kulawargana pikeun ngokolakeun jagung
Agriculture,Jaka ngadakake ritual nyadran kanggo ngluhurake taneman.,Jaka langsung menehi lemah iku menyang wong liya.,Jaka nemu lemah peteng ing pinggir sawah,Jaka kerep nggoleki taneman sing cocog kanggo ditanem ing lemah iku,Jaka milih nandur pari amarga pari ngasilke akeh,Jaka kasil ngolah lemah iku dadi sawah sing subur
Agriculture,Jati wis sukses panen pari.,Jati lagi mangan ing warung.,Jati lagi nandur pari ing kebon,Tradisi desa Jati yakuwi nandur pari sawise wulan purnama,Jati seneng nandur pari amarga pari kuwi sumber pangan utama,Jati ora mangan ing kantin
Agriculture,Joko nandur pari ing kebon bareng karo bapake.,Joko nandur pari ing kebon dhewe.,Joko arep nandur pari ing kebon,Joko ora ngerti nandur pari,Joko njaluk panduan saka bapake,Bapake Joko nerangake marang Joko babagan cara nandur pari
Agriculture,Joko sadar manawa ngolah sawah ora gampang.,Siti tuku akeh pangan lan mangan kanthi lara.,Minggu iki bakal ana festival panen,Panggonane ana ing laladan pertanian,Macem-macem jinis pangan didol kanthi rega murah,Siti lunga menyang festival panen karo bapake
Agriculture,Kagiatan éta dilakukeun sacara gotong royong.,Kagiatan éta dilakukeun ku cara individu.,"Di désa, aya tradisi ngamukélan sawah nu dilakukeun sabada upacara panén raya",Ngamukélan sawah téh maksudna ngayakeun upacara pikeun ngahormat tanah sareng ngajak batur sakabéh pikeun ngalakukeun kagiatan sawah,Upacara ngamukélan sawah téh diayakeun ku warga désa,"Di dinya, warga désa ngayakeun ritual pikeun ngahormat bumi"
Agriculture,Kakek kasil macak pari lan bisa nggawe para wong tani enom.,Aku bakal milih nandur pari kanggo mangsa ngarep.,Aku lan adhikku sedoyo nandur pari ing sawah,Aku sinau babagan cara nandur pari saka bapak,Aku lan adhikku milih werna pari kang paling bagus,Aku ora suka nandur pari amarga aku milih nggoleki wong kang nandur pari
Agriculture,Kakek kasil macak pari lan bisa nggawe para wong tani enom.,Aku bakal milih nandur pari kanggo mangsa ngarep.,Aku lan ibu sedoyo nandur pari ing sawah,Aku sinau babagan cara nandur pari saka bapak,Aku lan ibu milih werna pari kang paling bagus,Aku ora suka nandur pari amarga aku milih nggoleki wong kang nandur pari
Agriculture,Kancaku njelajahi babagan cara nandur pari supaya bisa milih werna pari kang paling bagus.,Bapak ora bisa macak pari amarga bapak ora bisa ngerjai wong tani enom.,Bapak kudu macak pari ing sawah,Bapak wis sinau babagan cara macak pari saka kakek,Bapak kudu nggawe para wong tani enom,Bapak ora bisa ngerjai wong tani enom
Agriculture,Kanti ora sukses nandur jagung amarga ora ngerti tuntunan bapake.,Kanti nandur jagung lan ngasilake panen sing gedhe.,Kanti péngin njaluk restu marang bapake sadurunge nandur jagung,Kanti ora duwe dhuwit kanggo tuku benih jagung,Kanti njaluk bantuan marang tetanggane,Tetanggane Kanti menehi benih jagung kanggo Kanti
Agriculture,Keluarga ndok Sri kudu mbangun jedhing anyar.,Mula lawange arang dikunci lan luwih kerep diblokir nganggo watu.,Gagang jedhing ing omahé ndok Sri rusak,"Ora mung kuwi, kuncine rada teyeng",Lawang dadi angel banget dibukak,"Kadhangkala, kunci kasebut macet dadi arang digunakake"
Agriculture,"Kiki pilih tanem tembakau, sing cocok karo lemah sawah.","Kiki pilih tanem jeruk, sing ora cocok karo lemah sawah.",Kiki wis mulih saka sawah lan bingung mburi tanem apa maneh,Kiki wis suwes ngangkat tandur jagung lan padi,Kiki pengen tanem tanduran sing rame anggawe untung,Kiki wis ora pengen tanem jagung maneh
Agriculture,Kori lan kancane nandur pari bareng.,Kori nandur pari dhewe.,Kori kancane arep nandur pari,Kori kancane ora tahu cara nandur pari,Kori kancane butuh bantuan,Kori nandur pari bareng kancane
Agriculture,Ku kituna Euis ogé hayang jadi tani nu suksés,Euis ngahaja mindeng gering sangkan lanceukna sok merhatikeun dirina,Euis boga dua lanceuk,Lanceukna nu pangkolotna damel janten tani nu suksés,Lanceukna kadua damel janten ahli mesin pertanian,Euis kagum tur ngidolakeun dua lanceukna
Agriculture,"Ku kituna, Nenggala paham pisan ngeunaan cara ngokolakeun kebon",Nenggala lain tiasa ngokolakeun kebon,Nenggala keur ngokolakeun kebon,Manéhna ngokolakeun kebon kalapa sarta kebon cau,Nenggala ngokolakeun kebon sacara turun temurun,Ayahna ogé ngokolakeun kebon nu sarua
Agriculture,Kusuma nganggit gambar sawah sing sawenang.,Kusuma nganggit gambar sawah sing keweh.,Kusuma nganggit gambar,Kusuma mengkono gambar sawah,Kusuma nganggit gambar sawah,Kusuma mengkono gambar pari sing thukul
Agriculture,Lestari lagi nandur jagung ing kebon.,Lestari wis panen kacang.,Lestari lagi nandur kacang ing kebon,Lestari duwe tradisi nandur kacang sawise upacara sedekah bumi,Lestari seneng nandur kacang amarga kacang kuwi sumber protéin utama,Lestari ora wis panen kacang
Agriculture,Lestari nampa panén anu loba,Lestari teu nampa panén anu loba,"Di Désa Sunda, ari ngokolakeun sawah, Lestari hayang ngokolakeun sawah anu alus tur bérkah",Lestari nyanyi pupujian ka Gusti,Lestari hayang ngajénan sawahna ku cara alus tur bérkah,Lestari percaya yén lagu pupujian bakal ngajénan sawahna
Agriculture,Lestari ngadakake ritual kanggo ngluhurake taneman bambu.,Lestari langsung menehi lemah iku menyang wong liya.,Lestari nemu lemah sing wis garing,Lestari kerep nggoleki cara kanggo ngolah lemah iku,Lestari milih nandur bambu amarga bambu ngasilke akeh,Lestari kasil ngolah lemah iku dadi kebon bambu sing subur
Agriculture,Lestari ngokolakeun kebon kangkung kalayan cara-cara nu diajarkeun ti bapana,Kebon kangkung nu diokolakeun Lestari paeh ku hama,Lestari hayang ngokolakeun kebon kangkung,Kangkung téh lalab nu resep pisan diolah,Lestari resep pisan ngokolakeun kebon,Lestari hayang ngokolakeun kebon kangkung nu éndah
Agriculture,Lestari nuju ngamumule béas,Lestari teu bisa ngamumule béas lantaran teu boga pengalaman,Lestari hoyong ngamumule béas,Lestari ngon ngadéngékeun carita nénék ngeunaan ngamumule béas,Lestari nyiapkeun taneuh pikeun béas,Lestari ngon ngadéngékeun nasehat nénék ngeunaan ngamumule béas
Agriculture,Lestari tiasa ngamimitian tanam pare dina poé ba'da tilem,Lestari ngayakeun tanam pare dina poé tilem,Lestari nuju ngamimitian tanam pare di sawah,Lestari geus ngolah taneuh,Lestari geus meuli benih pare,Lestari hoyong ngahasilkeun pare anu rupina gedé
Agriculture,Luhur tansah menehi conto kanggo wong liya.,Luhur ngalihake profesi dadi pegawai kantoran.,Luhur kepengin dadi petani,Luhur pengin menehi makanan kanggo wong-wong,Luhur kepengin uripe migunani,Luhur seneng menehi conto
Agriculture,Léngkah luhur ngokolakeun sawah jeung bersusah payah,Léngkah luhur tambah gering,Léngkah luhur nuju sawah,"Di dinya, anjeunna hayang ngajajalkeun tarékah anyar pikeun ngokolakeun sawahna",Léngkah luhur nuju sawah jauh ti imahna,Anjeunna bener-bener hayang ngokolakeun sawahna sangkan bisa ngahasilkeun paré nu loba
Agriculture,Mamat loba ngarasa syukur sabab panén sawahna jadi loba,Mamat nyesel ngamangkeun padi lokal nu teu loba dikaresepkeun,Mamat resep ngamangkeun sawah bapana,Ayeuna Mamat nyoba ngamangkeun sawah sendirina,Mamat ngamangkeun sawahna kalawan padi lokal nu loba dikaresepkeun urang Sunda,Mamat percaya yén padi lokal ieu bakal ngajadikeun sawahna subur
Agriculture,Mbah Karto saiki lagi ngopeni padine.,Mbah Karto uwalaken taneman sawahne.,Lurah desa menehi perintah kanggo nandur pari ing sawah,Mbah Karto milih taneman sing tepat kanggo musim udan,Kebutuhan pari ing desa dhuwur,Mbah Karto pilih varietas pari sing tahan banyu
Agriculture,Mbokku ngajari aku yèn ngluruk tanah kudu dilakoni kanthi sabar lan ajeg.,Mbokku ngajari aku yèn ngluruk tanah kudu dilakoni kanthi cepet lan gegabah.,"Ing dina kamis, aku lan mbokku kebon ing sawah",Mbokku ngajari aku cara ngurus pari,Aku ora mingguhi kudu ngurus pari,Mbokku ngajari aku cara ngluruk tanah
Agriculture,Mula Kuncoro ngerti babagan padi.,Mula Kuncoro gagal nglantur padi.,Kuncoro nglantur padi ing sawah,Kuncoro seneng nglantur padi nanging dheweke ora tahu yen padi butuh banyu,Kuncoro lupa yen padi butuh banyu kanggo tumbuh,Kuncoro ora tahu babagan urip padi
Agriculture,Mula bapak sukses nglantur sawah.,Mula bapak gagal nglantur sawah.,Bapak milih ndandani sawah,Bapak pilih tetanduran sayuran awarna ijo,Sawah bapak iki ora teduh,Bapak seneng nglantur sawah
Agriculture,Mula mbak Gendis dadi warga sing sukses.,Mula mbak Gendis kesel karo urip.,Wadon iki jejuluk mbak Gendis,Mbak Gendis pinter nanduri kacang,Mbak Gendis wani mburi kacang ing sawah,Mbak Gendis ora wani mlarat
Agriculture,Mulyo kasil nandur pari kanthi sukses.,Mulyo ngalihake taneman dadi jagung.,Mulyo kepengin nandur pari,Mulyo pengin menehi makanan kanggo wong-wong,Mulyo ngerti yen pari kuwi makanan utama,Mulyo tansah mbuka lahan anyar
Agriculture,Murni menehi gunungan kanggo para petani sawah.,Murni ora menehi apapale kanggo para petani sawah.,Murni pengen panen pari ing sawah,Murni ora tau kapan waktune panen pari ing sawah,Murni tanya ibune ngenani cara panen pari ing sawah,Ibu nerangake marang Murni babagan cara panen pari ing sawah
