topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Family Relationships,Wawan junun ngabantosan tetangga anu keur susah,Wawan teu resep ngabantosan,Wawan resep pisan ngahoncol saurang anu boga kaberatan,Wawan junun ngabantosan saurang anu keur susah,Wawan ogé resep pisan ngabantosan tetangga anu boga kaberatan,Wawan junun ngalakukeun kaperluan tetangga anu keur susah
Family Relationships,Rumi jeung Yudi janten saingan nu kuat di sakola.,Yudi teu bisa baca nepi ka ayeuna.,"Ti keur budak, Rumi jeung Yudi baraya pisan",Maranéhna mindeng babarengan ka sawah jeung ka leuweung,"Yudi hésé baca tulisan Sunda, sedeng Rumi mah pinter",Rumi tulungan Yudi ngarti basa Sunda
Family Relationships,Awan janten tokoh masarakat di kampungna lantaran kituna.,Awan téh geus maot sawatara poé katukang.,Mama nu ngaran Mama Nining nu boga anak lalaki,Anak lalaki Mama Nining nu ngaran Awan teu weléh urang,Mama Nining tulungan Awan ngajaga imah,Awan tulungan Mama Nining ngajaga adi-adina
Pregnancy and Kids,Siti budak borangan,Siti wani asup ka imah kosong,Siti cicing di gigireun imah kosong,Siti sok sieun ngaliwat ka imah kosong,Siti ngagorowok mun aya nu pikasieuneun,Siti lumpat ngajerit sieun ngaliwat ka imah kosong
Pregnancy and Kids,Istri nu hamil jadi sehat,Istri nu hamil jadi gering,Istri nu hamil ngalakukeun séance nu ngajangjian kasehatan janin,"Istri ngajangjian kasehatan janin nu ngajangjian kasehatan, méré bahan pikeun ngajangjian kasehatan janin",Séance ngalakukeun kasehatan janin nu ngajangjian kasehatan janin,Séance ngajangjian kasehatan janin nu ngalakukeun kasehatan janin
Pregnancy and Kids,Upacara nujuh bulanan diayakeun ku kulawarga sacara sederhana,Upacara nujuh bulanan diayakeun ku kulawarga sacara mewah,"Di Jawa Barat, upacara nu dilaksanakeun nalika keur hamil nyaéta ngalakukeun upacara nujuh bulanan",Upacara ieu dilaksanakeun nalika ibu hamil geus asup kana bulan ka tujuh,Tujuanna upacara ieu nyaéta nujuh bulanan pikeun ngajaga kandungan,Upacara nujuh bulanan diayakeun ku kulawarga
Pregnancy and Kids,Upacara nujuh bulanan ngajaga kandungan sangkan teu aya hal nu ngaganggu,"Upacara nujuh bulanan ngajaga kandungan sangkan teu aya hal nu ngaganggu, tapi teu diayakeun sacara sederhana","Di Sunda, tradisi nujuh bulanan geus lila dilaksanakeun",Tradisi ieu dilaksanakeun ku ibu hamil nujuh bulanan,Tujuanna tradisi ieu nyaéta ngajaga kandungan sangkan teu aya hal nu ngaganggu,Tradisi nujuh bulanan diayakeun sacara sederhana
Death,Ngaben téh mangrupa cara pikeun ngahormat nu geus pupus,Neng Diah ngagantungkeun lawon bodas dina jandéla imahna,Neng Diah ngarasa sedih lantaran ibuna geus pupus,Neng Diah ngagantungkeun lawon hideung dina jandéla imahna,Neng Diah nyanghareupkeun lawon bodas pas acara ngaben,"Pasca ngaben, Neng Diah nyanghareupkeun lawon beureum"
Death,Lawon-lawon nu ngagantung téh simbolisasi ékspresi sedih Neng Diah,Ngabebek téh teu dilaksanakeun ku pangurus mayit,"Di désa Suci, aya acara nu ngajadi pas aya jalma nu pupus","Acara nu ngajadi téh ""ngabebek"" mayit",Ngabebek téh prosés nata mayit supaya bersih,Ngabebek nu éta dilaksanakeun ku pangurus mayit
Death,Ngabebek téh mangrupa cara pikeun ngahormat nu geus pupus,Warisan nu dibagi téh digunakeun pikeun ngabantu masalah pribadi Réndra,Réndra ngarasa sedih lantaran bapana geus pupus,Réndra milu ngabantosan acara ngaben bapana,Réndra ngajagaké warisan bapana,Warisan nu dibagi téh digunakeun pikeun ngabantu kulawarga
Death,Rina ngayakeun upacara pésta pitung poé,Rina teu ngayakeun upacara pésta pitung poé,Rina tiasa narima kabar nu teu dipikaresep,Rina narima kabar bapana nu geus tiwas,Rina ngagorowok mun aya nu ngagorowok,Rina ngarasa sedih jeung nyanghareup kana kabar éta
Death,Rendi ngirim papan sépakat ka kolotna nu geus pupus dina waktu nu tepat,Rendi teu ngirim papan sépakat ka kolotna nu geus pupus,Rendi nunda rencana rék ngirim papan sépakat kana kolotna nu geus pupus,Rendi hayang ngahormatken kolotna nu geus pupus,Rendi ngirim papan sépakat ka kolotna nu geus pupus,Rendi ngagorowok mun aya nu ngagorowok
Death,Lisa ngalaksanakeun warisan ti bapana kalayan adil,Lisa ngalaksanakeun warisan ti bapana kalayan teu adil,Lisa nunda rencana rékpikeun warisan ti bapana,Lisa nunda rencana rékpikeun warisan ti bapana nu geus pupus,Lisa hayang ngalaksanakeun warisan ti bapana,Lisa ngagorowok mun aya nu ngagorowok
Death,Ira ngayakeun upacara ngaben kalayan saé,Ira teu ngayakeun upacara ngaben,Ira hayang ngajaga jenazah kolotna nu geus pupus,Ira ngagorowok mun aya nu ngagorowok,Ira ngajaga jenazah kolotna nu geus pupus kalayan saé,Ira hayang ngahormatken kolotna nu geus pupus
Death,Dian ngayakeun pakaian duka nu ngamimitian kalayan saé,Dian teu ngayakeun pakaian duka nu ngamimitian,Dian nunda rencana rékpikeun pakaian duka nu ngamimitian,Dian nunda rencana rékpikeun pakaian duka nu ngamimitian kalayan saé,Dian hayang ngalaksanakeun pakaian duka nu ngamimitian,Dian ngarasa sedih jeung nyanghareup kana pakaian duka nu ngamimitian
Death,Rina bapana geus ngabedakeun mayit sacara Islam,Rina bapana teu ngabedakeun mayit sacara Islam,Rina ménta bantuan ka bapana pikeun nyimpen mayit di imah,Rina bapana ngabedakeun korsi pikeun mayit,Rina bapana ngabedakeun parfum pikeun ngaleungitkeun bau mayit,Rina bapana ngabedakeun lawon pikeun ngabungkus mayit
Religious Holiday,"Tapi, kanyataanana tradisi ieu téh ngabogaan filosofi yén urang moal meunang mandi sorangan, tapi mandi ramai-ramai.",Kanyataanana tradisi ieu téh ngabogaan filosofi yén urang moal meunang mandi kalayan tias.,"Dina baheula, di désa urang, aya tradisi ngala buah-buahan jeung sayuran salila poé bak mandi",Poé bak mandi téh salah sahiji poé anu dipiéling ku masarakat urang,Anjeunna bakal mandi di balong lauk di désa kalayan ramai-ramai,Maranéhna ngala buah-buahan jeung sayuran tina kebon
Religious Holiday,"Tapi, kanyataanana tradisi ieu téh ngabogaan filosofi yén urang moal meunang mandi kalayan tias.",Kanyataanana tradisi ieu téh ngabogaan filosofi yén urang moal meunang mandi sorangan.,"Dina sahari-sahari baheula, urang biasana ngayakeun tradisi ngala buah-buahan jeung sayuran di poé bak mandi",Tradisi ieu téh mangrupikeun tradisi nu aya saméméh poé bak mandi,Anjeunna bakal ngala buah-buahan jeung sayuran tina kebon,Maranéhna ngala buah-buahan jeung sayuran anu masih séger
Religious Holiday,"Tapi, kanyataanana tradisi ieu téh ngabogaan filosofi yén urang moal meunang mandi kalayan tias.","Kanyataanana tradisi ieu téh ngabogaan filosofi yén urang moal meunang mandi sorangan, tapi mandi kalayan tias.","Dina poé bak mandi, urang biasana ngayakeun tradisi mandi di balong lauk",Tradisi ieu téh mangrupikeun tradisi nu aya sahari-hari,Anjeunna bakal mandi di balong lauk di désa kalayan ramai-ramai,Maranéhna mandi di balong lauk nu masih bérésih
Religious Holiday,"Tapi, kanyataanana tradisi ieu téh ngabogaan filosofi yén urang moal meunang mandi sorangan.",Kanyataanana tradisi ieu téh ngabogaan filosofi yén urang moal meunang mandi kalayan tias.,"Dina poé bak mandi, urang biasana ngayakeun tradisi mandi di balong lauk",Tradisi ieu téh mangrupikeun tradisi nu aya sahari-hari,Anjeunna bakal mandi di balong lauk di désa kalayan ramai-ramai,Maranéhna mandi di balong lauk nu masih bérésih
Religious Holiday,"Tapi, kanyataanana tradisi ieu téh ngabogaan filosofi yén urang moal meunang mandi sorangan, tapi mandi ramai-ramai.",Kanyataanana tradisi ieu téh ngabogaan filosofi yén urang moal meunang mandi kalayan tias.,"Dina poé bak mandi, urang biasana ngayakeun tradisi mandi di balong lauk",Tradisi ieu téh mangrupikeun tradisi nu aya sahari-hari,Anjeunna bakal mandi di balong lauk di désa kalayan ramai-ramai,Maranéhna mandi di balong lauk nu masih bérésih
Religious Holiday,Asep ngajabat tangan bapana nalika sahur,Asep teu niteni sahur,Asep nuju ngalaksanakeun ibadah puasa Ramadhan,Asep kudu ngalaksanakeun sahur jeung buka bareng kulawargana,Asep resep pisan ngajabat tangan jeung kolotna,Asep niteni waktos sahur
Religious Holiday,Fajar ngajabat tangan ustadz nalika Isra' Mi'raj,Fajar teu niteni Isra' Mi'raj,"Dina peuting Isra' Mi'raj, Fajar ngabaca sirah Rosululloh",Fajar nuju ngalaksanakeun ibadah salat sunat,Fajar niteni waktos Isra' Mi'raj,Fajar resep pisan ngajabat tangan jeung ustadz
Religious Holiday,Ami ngajabat tangan ustadz nalika tarawih,Ami teu niteni tarawih,"Mimiti Ramadhan, Ami ngalaksanakeun ibadah tarawih",Ami nuju ngalaksanakeun ibadah salat tarawih,Ami niteni waktos tarawih,Ami resep pisan ngajabat tangan jeung ustadz
Religious Holiday,Rina ngajabat tangan ustadz nalika Maulid,Rina teu niteni Maulid,"Salametan Maulid Nabi, Rina ngalaksanakeun ibadah salat sunat",Rina nuju ngalaksanakeun ibadah Maulid,Rina niteni waktos Maulid,Rina resep pisan ngajabat tangan jeung ustadz
Religious Holiday,Sinta ngajabat tangan ustadz nalika Maulid,Sinta teu niteni Maulid,"Dina peuting Maulid Nabi, Sinta ngabaca sirah Rosululloh",Sinta nuju ngalaksanakeun ibadah salat sunat,Sinta niteni waktos Maulid,Sinta resep pisan ngajabat tangan jeung ustadz
Religious Holiday,Ibu hayang ngagawekeun kolak nu éndah pikeun buka puasa,Ibu resep ngagawekeun kolak nu haneut pikeun sahur,"Di mangsa puasa, saprak isuk-isuk, ibu geus ngarajang bahan-bahan pikeun ngagawekeun kolak",Ibu hayang ngagawekeun kolak nu éndah,Ibu resep ngambeu kolak nu éndah,Ibu ngahaja milih bahan-bahan nu séjén
Religious Holiday,Urang kudu ngajengkeun syukur kalayan sholat Idul Fitri,Urang kudu ngajengkeun syukur kalayan mériem kembang,"Di poé Idul Fitri, urang kudu ngajengkeun syukur","Di tengah-tengah kota, aya masjid agung",Di masjid aya acara syukuran,Urang kudu ngajengkeun syukur ka Gusti Alloh
Religious Holiday,Ibu hayang ngagawekeun takjil nu éndah pikeun ngabuka puasa,Ibu resep ngagawekeun takjil nu haneut pikeun sahur,"Di mangsa puasa, saprak surup, rakyat ngarajang pikeun ngagawekeun takjil",Takjil nu éndah téh kolak,Kolak nu éndah téh nu aya kurma,Ibu resep ngagawekeun takjil nu éndah
Religious Holiday,Kurban téh ngagawekeun rasa syukur ka Gusti Alloh,Kurban téh ngagawekeun haté nu loba,"Di poé Idul Adha, rakyat ngabakti ka Gusti Alloh",Ngabakti ka Gusti Alloh téh ngagawekeun kurban,Kurban téh ngagawekeun rasa syukur,Rasa syukur téh ngagawekeun haté nu bersih
Religious Holiday,Sholat tarawih téh ngagawekeun rasa syukur ka Gusti Alloh,Sholat tarawih téh ngagawekeun haté nu loba,"Di mangsa puasa, rakyat kudu ngajengkeun kana sholat tarawih",Sholat tarawih téh sholat sunat,Sholat sunat téh sholat nu ngagawekeun rasa syukur,Rasa syukur téh ngagawekeun haté nu bersih
Agriculture,"Para petani réa pisan ngahadiah tradisi ""ngabersihkeun sawah"" nu luyu jeung adat istiadat Sunda.","Tradisi ""ngabersihkeun sawah"" jarang dilaksanakeun ku urang Sunda.","Di désa Sunda, aya tradisi nu ngaranna ""ngabersihkeun sawah""",Tradisi ieu dilaksanakeun saméméh ngamimitian ngolah sawah,"Lantaran kitu, para petani kudu ngagali cai, ngolah taneuh, jeung ngagundukkeun keusik",Sawah nu geus bersih moal ngaganggu kaberhasilan panén
Agriculture,Pak Tani sareng para petani ngabersihkeun sawah jeung ngolah taneuh kalayan rapih.,Para petani henteu ngarasakeun hasil panén nu loba.,"Di sawah, para petani dipingpin ku Pak Tani","Anjeunna ngajak para petani ngayakeun ritual ""ngaseuk"" saméméh mulai ngolah sawah",Ritual ieu miboga tujuan pikeun nyurup ajakan Déwa Tani,"Kalayan cara kitu, panén bakal kalisah"
Agriculture,Para petani Sunda réa pisan maké cara tradisional nu luyu jeung adat istiadat.,Para petani ngagunakeun cara modern pikeun ngolah sawah.,"Di désa Sunda, para petani maké cara tradisional pikeun ngolah sawah","Para petani ngagunakeun kai, pacul, jeung péso",Anjeunna ogé maké hewan pikeun ngolah taneuh,Sawah nu geus diolah bakal siap pikeun ditanam
Agriculture,Para petani ngabasuh sawah kalayan rapih jeung luyu jeung adat istiadat Sunda.,"Tradisi ""ngabasuh sawah"" henteu pernah dilaksanakeun ku para petani.","Di désa Sunda, aya tradisi nu ngaranna ""ngabasuh sawah""",Tradisi ieu dilaksanakeun sanggeus panén,"Lantaran kitu, para petani kudu ngabersihkeun sawah, ngagundukkeun keusik, jeung ngagali cai",Sawah nu geus bersih bakal siap pikeun panén salajengna
Agriculture,Para petani Sunda réa pisan maké cara tradisional nu luyu jeung adat istiadat.,Para petani ngagunakeun cara modern pikeun ngolah sawah.,"Di sawah, para petani ngamimitian ngolah sawah","Anjeunna ngagunakeun kai, pacul, jeung péso",Para petani ogé maké hewan pikeun ngolah taneuh,Sawah nu geus diolah bakal siap pikeun ditanam
Agriculture,Batur-batur Ruruk nu ngokolakeun paré,Tigor ngokolakeun paré soré,Tigor geus meuli bibit paré anyar,Tigor rencana ngokolakeun paré di sawahna,Tigor nitah batur-baturna ngolah lemah,Tigor soré ngariungkeun kulawarga pikeun ngokolakeun paré
Agriculture,Tigor ngokolakeun paré isuk-isuk,Rendi hayang ngokolakeun paré soré,"Di désa, aya tradisi nu ngaranna ""ngrasakeun""",Ngrasakeun nyaéta tradisi ngokolakeun paré anyar,Rendi hayang ngokolakeun paré anyar,Rendi nitah batur-baturna ngolah lemah
Agriculture,Rendi hayang ngokolakeun paré isuk-isuk,Rendi ngokolakeun paré soré jeung batur-baturna,"Di désa, aya tradisi nu ngaranna ""ngokolakeun""",Ngokolakeun nyaéta tradisi ngokolakeun paré anyar,Rendi hayang ngokolakeun paré anyar,Rendi soré ngariungkeun kulawarga pikeun ngokolakeun paré
Agriculture,Rendi ngokolakeun paré isuk-isuk jeung batur-baturna,Rendi ngokolakeun paré soré,Rendi geus meuli bibit paré anyar,Rendi rencana ngokolakeun paré di sawahna,Rendi nitah batur-baturna ngolah lemah,Rendi hayang ngokolakeun paré anyar
Agriculture,Batur-batur Rendi nu ngokolakeun paré,Tigor ngokolakeun paré soré,Tigor rencana ngokolakeun paré anyar,Tigor nitah batur-baturna ngolah lemah,Tigor soré ngariungkeun kulawarga pikeun ngokolakeun paré,Tigor hayang ngokolakeun paré anyar
Agriculture,Tigor ngokolakeun paré isuk-isuk,Rendi ngokolakeun paré soré,"Di désa, aya tradisi nu ngaranna ""ngrasakeun""",Ngrasakeun nyaéta tradisi ngokolakeun paré anyar,Rendi hayang ngokolakeun paré anyar,Rendi nitah batur-baturna ngolah lemah
