topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Food,Dyah lan Lani seneng banget njelasake rasa wedang ronde sing enak.,Dyah lan Lani ora kepingin balik lagi menyang Jogja.,Dyah kepengen banget nyoba wedang ronde sing terkenal ing kutha Jogja,"Saben dengar kaya ngenik-ngenik, Dyah penasarane nambah gedhe","Dyah langsung ngajak kancane, Lani, kanggo menyang Jogja",Lani setuju lan langsung mbok mbok
Food,Maya lan adik-adikne seneng amarga leluhure ketan ngelukati sesaji sing diwenehi.,Maya lan adik-adikne ora ngerti apa kegunaane sesaji.,Ibu ngajak Maya lan adik-adikne nggawa sesaji kanggo leluhur,Ibu ngomong yen sesaji kudu diwenehi sing paling apik lan bersih,Maya lan adik-adikne ngerti lan ngerti pentingne sesaji kanggo leluhur,Maya lan adik-adikne nggawa sesaji sing paling apik
Food,Tetangga Pak Budi cepet sembuh amarga ngira nasi uduk Pak Budi ngandut khasiat.,Tetangga Pak Budi ora sembuh amarga sakitne serius.,Pak Budi nggawe nasi uduk sing panas lan gurih,Pak Budi ngasi nasi uduk iku kanggo tetanggane sing lagi sakit,Pak Budi berharap tetanggane cepet sembuh lan ngerasa lebih bener,Tetanggane ngerasa seneng lan berterima kasih karo Pak Budi
Food,Ibu Sri seneng amarga sliram kang diadol dibeli dening tetanggane.,Ibu Sri ora seneng amarga sliram kang diadol ora dibeli tetangga.,"Di desa Wonosari, ana tradisi sliram",Tradisi iki dianakake kanggo ngrayakake kelahiran bocah,Ibu Sri kepingin ngadol sliram kanggo tetanggane sing duwe bayi,Ibu Sri masak sliram sing bener-bener enak lan gurih
Food,Kancane Pak Joko seneng banget lan ngomong yen masakan Pak Joko paling enak.,Kancane Pak Joko ora seneng amarga masakan Pak Joko ora enak.,Pak Joko ngundang kancane kanggo mangan bareng,Pak Joko ngolah masakan khas Jawa Timur sing paling enak,Pak Joko ngerti yen masakan Jawa Timur iki bakal disukai kancane,Pak Joko ngusung konsep makan bareng kanggo ngrasakake kangen-kangenan
Food,Ibu Rani njelasake langkah-langkah masak bubur sumsum marang Rani.,Rani langsung bisa masak bubur sumsum tanpa dibantu Ibu.,Rani ngerti bilih bubur sumsum iku jajanan tradisional Jawa,Rani kepengen ngerti carane masak bubur sumsum,Ibu Rani ngajak Rani menyang pasar kanggo ngoten bahan-bahan bubur sumsum,Rani seneng banget bisa ngerti cara masak bubur sumsum
Food,Ardi ngomong yen wedang jahe kudu diminum panas kanggo ngilangi pilek.,Ardi ora seneng karo rasa wedang jahe.,Ardi lagi ngumpul karo kakek,Kakek lagi ngombe wedang jahe,Ardi penasaran karo rasa wedang jahe,Kakek ngiyaki Ardi ngcoba wedang jahe
Food,Dina ngomong yen nasi tumpeng iku simbol rasa syukur marang Tuhan.,Dina ngundang sedulur-sedulure kanggo mangan nasi tumpeng ing restoran.,Dina ngundang sedulur kanggo mriki ngguyub,Dina nggawe nasi tumpeng kanggo sedulur-sedulure,Dina nggunakake daun pisang kanggo ngelingkupi nasi tumpeng,Dina ngundang sedulur-sedulure kanggo mangan bareng
Food,Dimas nggunakake sendok lan garpu kanggo mangan nasi.,Dimas nggunakake tangan kanggo mangan nasi.,Dimas lagi ng Arrange meja makan,Dimas nyiapakke piring lan sendok garpu,Dimas nyiapke pirang-pirang cangkir kanggo ngombe wedang,Dimas ngajak keluargaku kanggo mangan bareng
Food,Rini ngerti yen pisang goreng iku camilan tradisional Jawa sing populer.,Rini ngajak kancane ngetok pisang goreng liwat aplikasi ojek online.,Rini lagi ngumpul karo kancane,Rini ngajak kancane ngetok pisang goreng,Rini ngrasa seneng bisa ngobrol karo kancane sambil mangan pisang goreng,Rini ngrasa bangga bisa ngetok pisang goreng sing enak
Food,Kakeke ngomong yen nggawé wayang kulit butuh kesabaran lan ketelatenan.,Andi langsung bisa nggawé wayang kulit sing apik.,Andi lagi main ing sawah,Andi ngelihat wayang kulit ing sawah,Andi pengin ngerti carane nggawé wayang kulit,Andi ngajak kakeke kanggo diajari nggawé wayang kulit
Food,Anindya lan kanca-kancane ora satusatune mangan nasi liwet.,Anindya lan kanca-kancane seneng banget mangan nasi liwet bareng.,Anindya seneng mangan nasi liwet,Anindya ngajak kanca-kancane kanggo mangan bareng nasi liwet,Anindya ngajak kanca-kancane kanggo ngobrol sambil mangan nasi liwet,Anindya seneng ngobrol bareng kanca-kancane
Food,Slametan Laras ora dirayakake amarga Laras sakit.,Slametan Laras dirayakake karo gembira.,Laras ngundang kanca-kancane kanggo nganakake slametan,Laras masak jenang ireng kanggo slametan,Laras ngundang tetangga kanggo ngerti yen dia nganakake slametan,Laras seneng ngundang kanca-kancane kanggo slametan
Food,Warung nasi pecel iki tutup.,Pak Budi lan kulawargane seneng mangan nasi pecel bareng.,Pak Budi ngajak kulawargane ngunjungi warung nasi pecel,Pak Budi seneng mangan nasi pecel,Pak Budi ngajak kulawargane mangan bareng nasi pecel,Pak Budi seneng ngajak kulawargane liburan
Food,Rasa nasi kuning Mbok Sri ora enak.,Rasa nasi kuning Mbok Sri enak lan dianggep paling enak.,Mbok Sri ngawasi proses masak nasi kuning,Mbok Sri masak nasi kuning kanggo acara selametan,Mbok Sri masak nasi kuning kanthi resep turun temurun,Mbok Sri seneng masak nasi kuning kanggo acara selametan
Food,Rara ora bisa masak jajanan pasar.,Rara bisa masak jajanan pasar.,Rara ngobrol karo nenek babagan jajanan pasar,Rara pengin ngerti resep jajanan pasar,Rara ngerti resep jajanan pasar,Rara seneng ngerti resep jajanan pasar
Food,Rani nggawe kue cubit ing wajan anti lengket.,Rani nggawe kue cubit ing wajan tua.,Rani kepingin ngerayani tamu kanca-kancane,Rani kepingin ngolah jajanan pasar,Rani milih jajanan pasar sing praktis lan cepet dibikakne,Rani milih jajanan kue cubit
Food,Pak Budi ngasih upah berupa jajanan pasar.,Pak Budi ngasih upah berupa duit.,Pak Budi melu acara selamatan,Pak Budi ngajak kulawargane ngadheg ing panggung,Pak Budi ngugemahe anak-anak kanggo nyanyi lan nari,Pak Budi ngasih upah kanggo anak-anak sing tampil apik
Food,Ibu ngolah nasi uduk bareng anak-anakne.,Ibu ngolah nasi uduk sendiri.,Ibu membuat nasi uduk khas Jawa,Ibu nggolek resep ing buku masak Ibu nduweni,Ibu kepingin ngolah masakan sing sedhep lan bener-bener khas Jawa,Ibu nggunakake bumbu-bumbu alami
Food,Dimas lan temane beli jajanan pasar sing wis dibungkus.,Dimas lan temane ngetok jajanan pasar lan liwat ing warung.,Dimas main teka-teki karo temane,Dimas ngetok menuju meja makan,Dimas ngomong yèn dia kepingin jajanan pasar,Dimas ngajak temane ngetok jajanan pasar ing warung
Food,Rina ngadol jajanan pasar ing teras omah.,Rina ngadol jajanan pasar ing pasar tradisional.,Rina kepingin ngawali usaha kuliner,Rina kepingin ngadol jajanan tradisional Jawa,Rina kepingin nggadoli jajanan sing populer,Rina milih jajanan sing gampang dibikakne
Food,Ibu Dyah ora ngerti yen wedang jahe ora bisa ngilangake nyeri perut.,Ibu Dyah seneng amarga Dyah ngerti manfaat wedang jahe.,Dyah lagi nganakake wedang jahe kanggo kulawargane,Dyah ngerti yen wedang jahe bisa ngilangake hawa dingin,Dyah ngerti yen wong-wong sing lagi lara kudu ngompol wedang jahe,Ibu Dyah ngomong yen wedang jahe bisa ngurangi nyeri perut
Food,Setyo ora ngerti yen jenang kudu dihidangkan ing piring khusus kanggo upacara adat.,Setyo seneng amarga bisa ngerti carane ngolah jenang kanggo sesajen.,Setyo lagi nemu jenang kanggo sesajen kanggo upacara adat,Setyo ngerti yen jenang kudu dihias cantik kanggo sesajen,Setyo ngerti yen jenang kudu dihidangkan ing piring khusus kanggo upacara adat,Setyo ngerti yen jenang kudu dihidangkan ing ingkang padha
Food,Bu Wati ora ngerti yen nasi tumpeng kudu dihidangkan ing tengah meja.,Bu Wati seneng amarga bisa nggawé nasi tumpeng kanggo slametan.,Bu Wati lagi nggawé nasi tumpeng kanggo slametan,Bu Wati ngerti yen nasi tumpeng kudu dibentuk kerucut,Bu Wati ngerti yen nasi tumpeng kudu dihias sayuran,Bu Wati ngerti yen nasi tumpeng kudu dihidangkan ing tengah meja
Food,Pak Bambang ora ngerti yen slametan kudu diiringi musik gamelan.,Pak Bambang seneng amarga bisa ngerti makna slametan.,Pak Bambang lagi ngibadah kanggo slametan,Pak Bambang ngerti yen slametan iku kanggo ngaturaken syukur,Pak Bambang ngerti yen slametan kudu dilakoni bareng-bareng,Pak Bambang ngerti yen slametan kudu diiringi musik gamelan
Food,Kakake alergi bawang merah.,Ratih ngerti kakaknya ora seneng bumbu pedas.,Ratih ngajak kakake ngetok nasi urap ing warung legendaris,Ratih seneng banget karo rasa urap iku,Kakaknya malah ora seneng,Ratih ngerti kenapa kakaknya ora seneng
Food,Bunga melati iku simbol keramahan ing budaya Jawa.,Maya bakal dikasih uang jajan.,Maya lagi diajari Ibu merangkai bunga melati,Maya ngerasa susah banget ngrangkai bunga,Ibu Maya seneng ngelihat Maya belajar,Maya ngerti kenapa Ibu seneng
Food,Nasehat kakek lan nenek tentang arti penting kumpul keluarga.,Adi bakal dikasih uang jajan.,Adi ngundang kakek lan nenek kanggo mangan bareng,Adi masak nasi goreng khas Jawa,Kakek lan nenek seneng banget karo masakan Adi,Adi seneng ngelihat kakek lan nenek seneng
Food,Ani seneng ngombe wedang jahe amarga anget lan bisa ngilangi pilek.,Ani ora seneng rasa kopi.,"Ani lagi ngobrol karo kancane, Dwi",Ani ngombe wedang jahe yang panas,Dwi ngajak Ani ngopi,Ani ngomong yen dheweke ora seneng ngopi
Food,Dito diajari cara menanam padi lan mengolahnya menjadi nasi.,Dito dibelikan mainan baru.,Dito lagi main ing sawah,Dito ngelihat wong tua sing lagi ngumpuli padi,Dito penasaran karo padi sing diumpuli,Dito njaluk padi kanggo diunjukake
Food,Siska seneng nge-yoga amarga lebih tenang dan fokus.,Siska ora duwe waktu.,"Siska lagi ngobrol karo temene, Rani",Rani ngajak Siska nge-gym bareng,Siska ngomong yen dheweke ora seneng nge-gym,Rani bingung kenapa Siska ora seneng
Food,Kinar lan Wulan tetep ngobrol sambil ngerti persisance masing-masing.,Wulan ngomong yen Kinar kurang sehat amarga ora gemar olahraga.,Wulan kepengen ngajak Kinar nge-gym bareng,Kinar ora kepingin nge-gym amarga kepengen ngertoke jajan tradisional,Wulan ngomong yen jajan tradisional bisa dimakan sawise nge-gym,Kinar tetep ora setuju
Food,Riko nggawa nasi liwet kanggo dibagikan marang tetangga kang lagi ngunjuk.,Riko nggawa nasi liwet kanggo dibagikan marang guru-gurune ing sekolah.,Riko lagi ngerjain tugas sekolah tentang kuliner khas daerah Jawa Tengah,Riko bingung mau ngلى apa,Ibu Riko nyaranake Riko kanggo nggawa nasi liwet kanggo dibagikan,Riko setuju karo saran Ibu
Food,Pak Budi ngerti lan mbenteni pilihan anak-anaké.,Pak Budi ngomong yen nginum kopi susu bakal nggawe anak-anaké tambah sehat.,Pak Budi ngajak anak-anaké ngopi bareng ning warung kopi tradisional,Anak-anaké Pak Budi ora kepingin ngopi amarga kepengen nginum es teh manis,Pak Budi nyaranake anak-anaké coba ngopi susu kanggo ngilangake rasa pahit,Anak-anaké Pak Budi tetep ora setuju
Food,Tono ora seneng mangan buah mangga.,Tono seneng mangan buah mangga.,Tono kepingin nggodha buah salak,Ibunya ngomong yen salak wis ora musim,Tono sedih amarga ora bisa nggodha salak,Ibunya ngajak Tono nggodha buah mangga
Food,Pak Budi lan kulawargane nemu jajanan langka sing wis ora jare dipasar.,Pak Budi ngajak keponakané nggawa jajanan iku kanggo dibagikake ing sekolah.,Pak Budi ngajak kulawargane ngunjungi pasar tradisional,Pak Budi pengin ngenali jajanan pasar sing wis jarang ditemokake,Pak Budi kepingin ngenalkan jajanan-jajanan iku marang keponakané,Pak Budi seneng kanthi jajanan tradisional
Food,Andi ngundang tetanggané kanggo mangan pecel bareng-bareng.,Andi ngirim pecel kanggo tetanggané.,Andi kepingin ngerayani tamu,Andi bakal masak nasi pecel ing rumahnya,Andi njaluk banyu cocolan kanggo pecel marang tetanggané,Andi uga nggambar lukisan kanggo hiasan meja
Food,Ibu Ratih ketemu inspirasi jajanan anyar kanggo dibagikake.,Ibu Ratih ngetokno jajanan pasar kanggo dijajakake ing pasar.,Ibu Ratih seneng ngolah jajanan pasar,Ibu Ratih ngolah jajanan pasar kanggo dibagikake marang tetanggané,Ibu Ratih nggunakake bahan-bahan sing alami lan sehat,Ibu Ratih seneng ngelihat senyum tetanggané
Food,Dina lan kanca-kancane ngobrol seru nganti larut malam.,Dina ngadohkan gudeg kanggo dijajakake ing warung.,Dina pengen ngerayani kanca-kancane,Dina ngundang kanca-kancane kanggo mangan gudeg ing rumahnya,Dina ngolah gudeg kanthi resep turun-temurun,Dina seneng ngelingi kanca-kancane mangan gudeg
Food,Pak Joko lan kulawargane ngrasakaken gudeg lan bakpia khas Yogyakarta.,Pak Joko ngajak kulawargane mampir ing tempat wisata.,Pak Joko pengen ngenali kuliner khas daerah liyane,Pak Joko kepingin nyoba kuliner sing wis terkenal ing Yogyakarta,Pak Joko ngajak kulawargane liburan ke Yogyakarta,Pak Joko seneng mampir ing warung-warung kuliner
Food,Jajanan pasar Pak Budi lali dibeli wong tuo.,Jajanan pasar Pak Budi cepet lali dibeli.,Pak Budi nganakake jajanan pasar kanggo dituku wong tuo,"Pak Budi nggawe jajanan pasar kaya bakpia, wingko babat, lan klepon",Pak Budi ngepak jajanan pasar ing kotak sing lucu lan menarik,Pak Budi ngedeg jajanan pasar ing pinggir dalan
Food,Tetangga Senja seneng lan ngeluh yen bolu kukus Senja enak.,Tetangga Senja ora seneng amarga bolu kukus Senja ora manis.,Senja nganakake bolu kukus kanggo dibagikake marang tetangga,Senja nggunakake resep turun temurun kanggo nggawe bolu kukus,Senja nambah bahan-bahan kanggo nggawe bolu kukus liwat gurih,Senja ngemot bolu kukus ing wadah sing cantik
Food,Siti lan Rani belajar resep masakan sing beda.,Siti lan Rani ngaplikasikake resep masakan sing paling enak.,Siti lan Rani melu lomba masak,"Siti nyiapake gudeg, sedeng Rani nyiapake soto ayam",Siti nggunakake resep gudeg kanggo keluarga besar,Rani nggunakake resep soto ayam kanggo acara nikahan
Food,Kakeke Adi cerita pengalaman mangan sate klathak nalika mudha.,Kakeke Adi ora seneng mangan sate klathak sing pedes.,Adi ngajak kakeke mangan sate klathak,Adi ngajak kakeke mangan sate klathak ing warung sing rame,Adi mesen sate klathak sing paling pedes,Adi ngajak kakeke ngobrol ngenani pengalaman
Food,Keluarga menikmati makan malam bersama dengan rasa syukur.,Keluarga makan dengan terburu-buru karena harus pergi ke acara.,Ibu ngisi nasi putih ing piring,Ibu nyiapake lauk pauk sing paling lengkap kanggo kulawarga,Ibu nggunakake piring sing khas Jawa kanggo ngajeng nasi putih lan lauk pauk,Ibu nyiapake teh manis kanggo ngiringi makan
Food,Ibu dan Lintang pulang dengan membawa buah-buahan segar.,Ibu dan Lintang pulang tanpa membeli buah karena harganya mahal.,Lintang ngajak ngunjungi pasar tradisional,Lintang mbedakake buah-buahan sing adiluhung,"Lintang ngelih buah rambutan, mangga, lan durian",Lintang ngenteni ibune kanggo pilih buah sing paling enak
Food,Maya belajar kerjasama dan berbagi saat membuat jajanan pasar.,Maya dan teman-temannya bertengkar karena perebutan bahan.,Maya kepingin ngetok jajanan pasar,Maya njaluk izin marang ibune kanggo ngetok jajanan pasar,Maya nyiapke bahan-bahan kanggo ngetok jajanan pasar,Maya ng Invite kancane kanggo ngetok jajanan pasar bareng
Food,Wong tuwané ngomong yen jajanan pasar kudu dibagi kanggo sedulur-sedulur ing omah.,Wong tuwané langsung ngasih jajanan pasar marang Rani.,Rani ketemu wong tuwané ing pasar,Wong tuwané lagi nggawa keranjang berisi jajanan pasar,Rani kepingin jajanan pasar iku,Wong tuwané ngerti kepinginan Rani
Food,Adik ngomong yen wedang jahe ora enak.,Adik ngomong yen wedang jahe enak.,Adik lagi ngombe wedang jahe,Ibuné ngomong yen wedang jahe bisa ngilangi pilek,Adik ora seneng rasa wedang jahe,Ibu ngajak adik nyoba wedang jahe
Food,Sugi nembak tetangga kang lagi lara.,Sugi ngasih nasi kotak ing ngarep omah.,Sugi lagi nggawa nasi kotak kanggo dibagikan,Nasi kotak iki kanggo tetangga sing lagi lara,Sugi ora ngerti arep ngasih nasi kotak kene,Sugi ngerti pentingne ngasi bantuan
Food,Tono mutusake kanggo mangan soto.,Tono mutusake kanggo nyoba sate.,Maya lagi ngajak Tono makan di warung sate,Tono ora seneng sate,Maya ngomong yen sate enak banget,Maya ngajak Tono nyoba sate
Food,Tamu-tamu mbutuh liyan nasi uduk kanggo dibungkus.,Tamu-tamu ngomong yen nasi uduk Ibu Siti ora enak.,Ibu Siti nggawe nasi uduk kanggo tamu,Ibu Siti nggunakake santan lan rempah-rempah kanggo nggawé nasi uduk,Nasi uduk Ibu Siti sedhep banget,Tamune kagum karo rasa nasi uduk Ibu Siti
Food,Gebetane Dimas ora ngerti maksud Dimas.,Gebetane Dimas seneng dijak nge-date.,Dimas kepingin ngajak gebetane nge-date,Dimas kepingin ngajak gebetane mangan nasi goreng,Dimas mikir nasi goreng kudu dihidangkan ing piring kanggo wong sing wis duwe pasangan,Dimas ngajak gebetane mangan nasi goreng ing piring
Food,Tetangga-tetangga ngundang Rini kanggo ngobrol lan nge-kopdar.,Tetangga-tetangga ora seneng karo kolak pisang Rini.,Rini kepingin nggawé kolak pisang kanggo nenek,Rini nggunakake pisang raja kanggo kolak,Nenek Rini seneng banget karo kolak pisang Rini,Rini ngasih kolak pisang kanggo tetangga-tetangga
Food,Adi lan kakaknya ngombe wedang ronde ing cangkir gedhe.,Adi lan kakaknya ngombe wedang ronde nggunakake sedotan.,Adi lan kakaknya mojok ngombe wedang ronde ing ngisor pohon beringin,Wedang ronde kanggo kehangatan ing dina sing wadon,Adi ngomong yen wedang ronde kudu diminum bareng-bareng,Kakaknya Adi ngomong yen wedang ronde kudu diminum ing cangkir mungil
Food,Sugiyan ngundang tetanggané kanggo ngerayani tamu-tamune.,Sugiyan ngimpi wis ngerayani tamu-tamune,Sugiyan ingin ngerayani tamu ing rumahnya,Sugiyan masak nasi kucing kanggo tamu-tamune,Sugiyan uga masak es dawet kanggo ngiringi nasi kucing,Sugiyan seneng banget ora perlu masak nasi kucing lan es dawet maneh
Food,Aku nyoba sambal goreng gembus karo nasi hangat.,Aku ora seneng sambal goreng gembus.,Ibu ngolah gembus sing wis dipetik saka tanduran ing kebone,Ibu ngolah gembus iku dadi sambal goreng,Ibu ngajak aku kanggo nyoba sambal goreng gembus,Aku seneng banget amarga sambal goreng gembus iki enak banget
Food,Dinda ngasah kemampuan masakne supaya resep iki bisa dipraktekaken.,Dinda kepingin resep masakan Jawa iki dadi terkenal ing donya.,Dinda seneng banget ngetik,Dinda ngetik resep masakan tradisional Jawa,Dinda kepingin resep masakan Jawa iki bisa dipelajari wong-wong ing donya,Dinda melu ngirim resep masakan Jawa iki ing platform online
Food,Bayu ngajak kancane ngobrol lan ngelawak.,Bayu njaluk duit kanggo ngganti bahan-bahan masak.,Bayu ngundang kanca-kancane kanggo mangan bareng,Bayu masak nasi liwet lan ayam goreng,Bayu ngasih masing-masing kancane nasi liwet lan ayam goreng,Bayu seneng banget amarga kancane ana
Food,Rani nganter kakeke bali menyang omah.,Rani mbalangi kakeke klepon.,Rani ketemu kakeke ing pasar,Rani ngajak kakeke mangan klepon,Kakeke seneng banget dijak wong cucunya mangan klepon,Rani lan kakeke mangan klepon bareng
Food,Kanca-kancane Nita seneng banget lan ngomong kue lapis kasebut enak.,"Nita ngajak kanca-kancane mrenehake kue lapis ing acara selamatan, nanging kue lapis kasebut ora dibagi-bagi.",Nita ngajak kanca-kancane mrenehake kue lapis ing acara selamatan,Kue lapis kasebut digawe dening Nita lan ibuné,Kue lapis kasebut digawé nganggo resep turun temurun,Nita lan ibuné ngepak kue lapis kasebut ing kotak sing apik
Food,Rara ngomong marang wong jual es Dawet Ayu supaya nambah es Dawet Ayu.,Rara ngomong marang wong jual es Dawet Ayu supaya dikurangi gula.,Rara ngidam mangan es Dawet Ayu,Rara menyang warung es Dawet Ayu sing paling misuwur,Rara pesen es Dawet Ayu lan ngombène sambil nunggu,Rara kepengen nambah es Dawet Ayu
Food,Bagas ngerti proses nggawe jajanan tradisional lan seneng ngerti budaya Jawa.,Bagas ora seneng gawé kue cubit amarga terlalu susah lan kepingin jajanan liya.,Bagas lagi ngerjakan tugas sekolah babagan jajanan tradisional,Bagas kepingin nyoba jajanan tradisional sing ora tau,Bagas ngomong marang ibu supaya diajari cara gawé jajanan tradisional,Ibu Bagas ngomong arep ngajar Bagas gawé kue cubit
Food,Tukang warung ngerti lan langsung nambah gula ing wedang ronde Dimas.,Dimas marah lan ora bayar wedang ronde kasebut.,Dimas lagi ngombe wedang ronde ing warung pinggir jalan,Dimas ngomong marang tukang warung supaya digawé manis,Dimas nyobak wedang ronde kasebut lan ora ngrasakake rasa manis,Dimas ngomong marang tukang warung yen wedang ronde kasebut kurang manis
Food,Nasi uduk Ani laris manis amarga rasane enak lan bumbu sing khas.,Nasi uduk Ani ora dilirik wong-wong amarga tampilan nasi uduk kurang menarik.,Ani arep ngadol nasi uduk ing pasar,Ani nggawe nasi uduk nganggo bumbu sing khas,Ani ngepak nasi uduk ing wadah sing apik,Ani nganterake nasi uduk ing pasar
