topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Food,"Putu ngerti cara nggiling endog-endogan, karepake dia ora bisa menggiling kerasa kencing.",Putu masih krosak karepake dia nggiling endog-endogan kerasa kencing.,Putu kena wae krosak dumadi sing mboten ngerti cara nggiling endog-endogan,Putu wis nggiling endog-endogan saka gambar,Putu wis nggiling endog-endogan tiya-tiya,Putu wis nggiling endog-endogan kerasa kencing
Food,"Mbak Santi ngandong sate dengan cara yang benar, karepake dia pinter memasak.",Mbak Santi masih gagal ngandong sate karepake dia ora bisa ngandong sate.,Mbak Santi wis ngebahake sate iki langsung,Mbak Santi wis bisa nggiling bumbu sate,Mbak Santi wis pinter memasak,Mbak Santi ora bisa ngandong sate
Food,"Ki Haji bisa nambahake uang tunai saka kue yang dia ngebutake, karepake dia pinter mengira harganya.",Ki Haji masih kulonan karepake dia ora bisa nambahake uang tunai.,Ki Haji wis ngebutake kue sing nggak mau dibelinya iki,Ki Haji wis pinter mengira harganya,Ki Haji wis tiasa ngebahake kue,Ki Haji ora bisa nambahake uang tunai
Food,Eko ngajari sate klathak karo panganan tradisional Jawa.,Sari wis nggawe nasi uduk karo warung ndeso kesurupan.,Sari wis mangan nasi uduk karo warung ndeso,Warung ndeso kaya gurih dangan wangi kelapa,Sari padha nggawe nasi uduk sampun paculan,"Malah, Sari wis tinggal nggawe nasi uduk sare"
Food,Sari ngajari cara membuat nasi uduk karo ibu-ibunya.,Adit ora nyuwun bakpia Pathok karo pasar lagi.,Adit wis nyuwun bakpia Pathok karo pasar buah,Bakpia Pathok kaya manis dangan wangi gula merah,Adit padha nggawe bakpia sare ngantuk,"Malah, bakpia angetan sare"
Food,Adit belajar membuat bakpia Pathok karo kakeknya.,Dwi ora makan gudeg karo warung lagi.,Dwi wis makan gudeg karo warung keliling,Gudeg kaya manis dangan wangi kelapa,Dwi padha malu karepe gudeg karo teman-temannye,"Malah, Dwi pikir teman-temannye kula mikirake gudeg langganan"
Food,Dwi ngajari cara memasak gudeg karo ibunya.,Santi ora nangingi es dawet karo gerai lagi.,Santi wis nangingi es dawet karo gerai khas,Es dawet kaya manis dangan wangi kembang,Santi padha malu karepe es dawet karo teman-temannye,"Malah, Santi pikir teman-temannye kula mikirake es dawet langganan"
Food,"Eko ngasih uang wong kanggo ngirim babat gongso, mbutek Eko niki rasa sakarat.","Sumi tidak mendapat uang, maka Sumi ora bisa ngasih saren.",Sumi ngingkang bangka ngligami saren,Sumi wis pikiran ngligami saren khas Klaten,Sumi pingin ngligami saren kanggo acara wedhaning,Sumi nangingi uang kanggo ngasih saren
Food,"Sumi mendapat uang dari ibu Sumi, maka Sumi bisa ngasih saren kanggo acara wedhaning.","Siti tidak mendapat wong wedhus gembel, maka Siti gugur ngomongan.",Siti wong kekinian wong iki,Siti wong kuliner wedhus gembel,Siti nindakake tuk ang wong wedhus gembel,Siti ngingkang wong wedhus gembel khas Yogyakarta
Food,Sari kasil ngidang mangut kentang sak nangka.,Budi kasil ngulek kue lumpang sak krosong kelipon.,Budi ngulek kue lumpang,Budi mripat lumpang nanging kasmaran,Budi kudu ngetuk dawuh sing sengkek,Budi nggulakke kue lumpang mangga wungu
Food,Budi kasil ngulek kue lumpang sak ulen.,Agus kasil ngulek nasi jagung sak lesung-lesung.,Agus suka nggoleki nasi jagung,Agus ngandong nasi jagung sak gado-gado,Agus kudu cari gado-gado,Agus mripat lesung-lesung sak bakul purwu
Food,Agus kasil ngulek nasi jagung sak cobek.,Dewi kasil makan nasi sajen sak slemprong.,Dewi ora suka makan nasi sajen,Dewi nggoleki nasi sajen sak slemprong,Dewi kudu cari slemprong,Dewi mripat slemprong sak tudung
Food,Dewi kasil makan nasi sajen sak pincuk.,Adi kasil minum cokelat sak jinjing.,Adi suka minum cokelat,Adi ngandong cokelat sak wadah kaca,Adi kudu cari wadah kaca,Adi mripat wadah kaca sak jinjing
Food,Warsih kusadurake wedang nangis kena stasiun.,Mbah Gendut ora mau makan sate pacran.,Mbah Gendut makan sate pacran sangit,Sate pacran iki nganti-nganti mbah Gendut karepkep kangen nglambi,Mbah Gendut kudu makan sate pacran iki sak two,Sate pacran Warsih kaya ngulek kacang hijau
Food,"Lontong kasil gubug, wong keluhurake.",Kang Asep ora mau mripati nasi goreng.,Kang Asep mripati nasi goreng kremesan,Nasi goreng iki kaya ngulek kacang hijau karepkep kangen nglambi,Kang Asep kudu mripati nasi goreng iki sak two,Nasi goreng iki kaya ngulek kacang hijau
Food,Jagung nglarbangan Eyang Sumi wedi siap.,Kang Dwi ngamet sing sambal bajak warung.,Kang Dwi duwe hobi nggoleki sing sambal bajak,Kang Dwi mripat sing sambal bajak kana sing warung,Wong kena saksi sing warung wus kanggo nggoleki sambal bajak,Kang Dwi ora bakal ngamet sing sambal bajak warung
Food,Kang Dwi mripat sing sambal bajak kana sing teman.,Sate klathak Sari kena dibelah kajen.,Sari ngrangake sate klathak,Sari pikiran nganti sate klathak kana sing teman,Sari kudu ngeklik kantor kajen sate klathak,Sate klathak Sari kena dikira sing kudu enak
Food,Sate klathak Sari wedi siap kajen.,Nasi pecel Ki Narto kena dijual kajen.,Ki Narto ngrangake nasi pecel,Ki Narto kulegit nasi pecel kana sing pasar,Ki Narto pikiran nganti nasi pecel kana sing warung,Nasi pecel Ki Narto kena dikira sing kudu enak
Food,Nasi pecel Ki Narto wedi siap kajen.,Wedang uwuh Eyang Budi kena dijual warung.,Eyang Budi mripat wedang uwuh,Eyang Budi kulegit wedang uwuh kana sing taman,Eyang Budi kudu ngeklik nanging warung wedang,Wedang uwuh Eyang Budi kena dikira sing kudu enak
Food,Eko matur nuwun urip-urip ibune.,Wira ngganti mangan sate maringi malam.,Wira mangan sate maringi malam,Siwetan sate nggenet iki sing sate khas kota,"Wira nganti rasa sate, nganti rasa siwetan","Wira geli banget, karep siwetan"
Food,Wira matur nuwun siwetan maringi malam.,"Putu makan apa saja, sampe nasi jagung.",Putu nganti makan nasi jagung,Nasi jagung khas desa,"Putu pikir, nasi jagung keras","Putu nganti makan, nanging wong kampung mau ngomong"
Food,Putu matur nuwun nasi jagung khas desa.,"Sari buang srikaya, buat bapak jahat.",Sari ngelap srikaya gurih dina waktu pagi,Bapak Sari suka srikaya,"Sari ngisi srikaya, nanging wadah kosong","Sari khawatir, bapak ora ada makan srikaya"
Food,Pak Yono wis nandur jambal sing wis nganggoke sing saksi prakarsa nanduran.,Wong keluarganya ora bisa ngapek bantu Ibu Siti nandur.,Ibu Siti wis nangingin nandur sing saksi prakarsa wilujengan,Ibu Siti wis mboten bisa nandur saktu sing kaget wong keluarganya,"Tanpa sadurung, wong keluarganya wis mboten ngapek kanggo nandur sing saksi prakarsa","Akhirnya, wong keluarganya wis nyuwun bantuan sing wis nandur jambal"
Food,Wong keluarganya wis nyuwun bantuan sing wis nandur jambal saktu sing saksi prakarsa.,Pak Heru ora bisa ngapek kanggo suwir ketupat.,Pak Heru wis nyuwun bantuan sing suwir ketupat saka wong keluarganya,Pak Heru wis nangingin nganggo ngajoged ketupat saka wong keluarganya,"Tanpa bakul, Pak Heru wis mboten ngapek kanggo suwir ketupat",Wong keluarganya wis nandur ketupat liman waktu
Food,Pak Heru wis ngapek kanggo suwir ketupat saka wong keluarganya sing wis nganggo ngajoged.,Sekar ora bisa ngendhi teh manis saka mbak Nyai.,Sekar ora bisa ngendhi teh manis,Sekar wis tinggal saka kakeknya lan ibunya,"Kakeknya wis mboten ngapek kanggo ngendhi teh manis, sampun wis karo mbak Nyai",Sekar wis kaswenten teh manis saka mbak Nyai
Food,"Sekar ora bisa ngendhi teh manis, tapi Sekar wis joged dheweke sareng mbak Nyai.",Pak Dono ora bisa ngapek kanggo ngetem bakul sager.,Pak Dono ora bisa ngetem bakul sager,Pak Dono wis nangingin nganggo ngajoged bakul sager,"Tanpa bakul, Pak Dono wis mboten ngapek kanggo ngetem bakul sager",Pak Dono wis ngetem bakul sager sing wis nandur pisan
Food,Sari ora nganti arep bada tukung jagung.,Eko wedi nganti wedhon.,Eko nduwe sate kudus kanggo nganti wedhon,Eko ora ngerti cara ngemongin sate,Eko kudu nganti wedhon dhuwur,Eko wong wae kanggo nganti wedhon
Food,Eko ora nganti wedhon.,Ade wedi arep bakpia.,Ade kudu arep bakpia kanggo pangajen kangen,Ade ora ngerti kanggo membikin bakpia,Ade kudu nganti kangen dengan mangan bakpia,Ade kudu kasehake sampeyan kanggo membikin bakpia
Food,Ade ora arep bakpia sak wong.,Dini wedi ngidhalin rujak.,Dini nganti ngidhalin rujak cingur kanggo kliwonan,Dini ora ngerti cara ngidhalin rujak,Dini kudu nganti kliwonan dengan mangan rujak,Dini kudu kasehake sampeyan kanggo ngidhalin rujak
Food,"""Wong kulon nyuwun sras ngomongi, 'Amin, sras, kula manggung.'""","""Wong srikandi iku mau ninggalake surosoko.""",Surosoko kene sarenge karep srikandi,Surosoko kene sarenge karep wong srikandi iku sing sira nganti,Sira ora wedi nge-sarenge karep wong iku,Wong srikandi iku mboten manggung sareng surosoko
Food,"""Wong srikandi iku mau ngendi kawula surosoko.""","""Pecelan ora bisa dibelah wredhae kanggo nedha.""",Wredhae kene nedha pecel ing kampung,Wredhae mboten kuwasihake pecelane,Pecelane iku mau nggunakake tukang nganti,Tukang nganti mau nggunakake pecelane sing kaswane saka wredhae
Food,"""Pecelan bisa dibelah wredhae, tapi wredhae mesti wasihake pecelane kanggo nedha.""","""Bang ora ngomongi kanggo Sekar.""",Sekar nyalakake lampu ing tas,Sekar mau keluar dina garden,Lampu iku kedap-dedap kaling,"Sekar ngomongi, ""Bang, lampu iku kedap-dedap kaling"
Food,"""Bang ngomongi, 'Nda suwun, Sekar, lampu iku kedap-dedap kaling karep pemadaman.'""","""Bang ora bisa wangsulake laris.""",Eko kene nedha wedang uwuh,Eko mau nedha wedangan sing kaswane saka laris,Laris iku mau keluar dina jalan,"Eko ngomongi, ""Bang, laris iku mau keluar"
Food,"""Bang ngomongi, 'Ora bisa, Eko, laris iku mau keluar dina jalan, kowe oleh kedah wedangan.'""","""Bang ora bisa nggunakake jajanan.""",Dewi kene nedha jajan pasar,Dewi kira jajanan iku mahal,Wong pasar mau ngasi harganya,"Dewi ngomongi, ""Bang, ini jajanan mahal kabeh?"""
Food,"""Bang ngomongi, ""Dewi, jajanan iku mahal mara harganya, tapi kowe bisa nggunakake kalo kowe wedi nedha.'""","""Bang ora bisa nggunakake jenang.""",Adi kene nedha jenang sing pahun,Adi kira jenang iku koyek,Wong pahun mau ngasi harganya,"Adi ngomongi, ""Bang, ini jenang koyek kabeh?"""
Food,"""Bang ngomongi, ""Adi, jenang iku koyek kanggo wong keluarga, kowe bisa nggunakake kalo kowe wedi nedha.'""","""Bang ora bisa nggunakake ronde.""",Santoso kene nedha ronde sing sras,Santoso mau nedha ronde sing pahun,Wong pahun mau ngasi harganya,"Santoso ngomongi, ""Bang, ronde sing pahun mahal kabeh?"""
Food,"""Bang ngomongi, ""Santoso, ronde sing pahun mahal mara harganya, tapi kowe bisa nggunakake kalo kowe wedi nedha.'""","""Bang ora bisa nggunakake bakpia.""",Arif kene nedha bakpia sing omah,Arif mau nedha bakpia sing pasar,Wong pasar mau ngasi harganya,"Arif ngomongi, ""Bang, bakpia sing pasar mahal kabeh?"""
Food,"""Bang ngomongi, ""Arif, bakpia sing pasar mahal mara harganya, tapi kowe bisa nggunakake kalo kowe wedi nedha.'""","""Bang ora bisa nggunakake nastar.""",Danang kene nedha nastar sing toko,Danang mau nedha nastar sing kue,Toko mau ngasi harganya,"Danang ngomongi, ""Bang, nastar sing kue mahal kabeh?"""
Food,Siti temu tukang jajan Javanese traditional.,Budi hilang kenana marang bakpia Pathok.,Budi ngligik bakpia Pathok,Budi kuwat nggoleki bakpia Pathok,Budi ngguwuat temen-temen makan bakpia Pathok,Budi nyusu bakpia Pathok
Food,Budi bagi bakpia Pathok temen-temen.,Santi gak tunggu sate Klaten dibakar.,Santi nggoleki sate Klaten,Santi pengen sate Klaten sing sisih,Santi kudu nunggu sate Klaten dibakar,Santi kaya guru sing dadar sate Klaten
Food,Santi belajar dadar sate Klaten dari guru.,Adi malu karep kakek kado.,Adi nggasih uang wadah keluarga marang kakek,Adi kakek kuwat mangan nasi uduk sing sisih,Adi kakek mengucap terima kasih marang Adi,Adi kakek ngasih kado sing pinter
Food,Sekar ngasal saka prinsip kuliner Jawa.,"Sekar nganti wong kuliner Jawa, Wira marah.","Sekar mangan kuliner Jawa khas, Wira ngrongko sampeyan","""Kula mau nggenapi wong kuliner Jawa, karepu kowe,"" Wira ngomong","Sekar ragu, tapi walau ragu Wira ngomong-ngomong","Akhirnya, Sekar ngiyak ngapain wong kuliner Jawa"
Food,Suharto nggenapi mbakyu dengan praktis ngaran Suharto.,"Prentasan Suharto ngulek karep mbakyu, Suharto bosan.","Prentasan ngaran Suharto, kothok khas Jawa, nglangi karo mbakyu Suharto","Suharto tertarik, lanjut ngrongko","""Mbak, ini bikin kenyal, ngupuk manis nggak perlu,"" Suharto ngomong","Prentasan Suharto dibelanja mbakyu, mboten ngelupas"
Food,Gusti nangis karep rasa kopi Jawa Tubruk.,"Gusti marah, minum kopi Jawa Tubruk.","Kopi Jawa Tubruk, minuman tradisional Jawa, nggenapi Gusti","""Nah, ini kopi Jawa","Rasanya khas, beda dengan kopi lain,"" Gusti ngomong","Gusti diminum kopi Jawa Tubruk, tapi rasanya nggak sesuai yang diharapkan"
Food,"Sari ngomongi, ""Sate kulit kowongé, makanan kaya énggal.""",Prabu kowé ngasal mangan sate kerep.,Prabu nedha sate kerep,Prabu kowé sonowon mangan sate kerep babat,Sate kerep iki mboten diletakake babat,Prabu kowé ngkono mangan sate kerep
Food,"Prabu ngomongi, ""Sate kerep iki makanan énggal, maaré.""",Sumi nggawe wonten pinteran.,"Sumi ngomongi, ""Aku mboten ngerti rupa wedhus wonten",""" Sumi ngunjing teman ngaso wonten",Teman iki nggono wonten pinteran,Sumi nindakake rupa wedhus wonten
Food,"Sumi ngomongi, ""Wedhus wonten iki nggono manggawe, mboten wonten pinteran.""",Adit kowé ngasal mangan gudeg kering.,Adit nedha gudeg kering,Adit kowé ngibringan krecek,Krecek iki mboten dijero wongan,Adit kowé ora nggono mangan gudeg kering
Food,"Adit ngomongi, ""Gudeg kering iki makanan spé, maaré.""",Dewi kowé ngasal mangan rujak cingil.,Dewi nedha rujak cingil,Dewi kowé ngibringan telur pindang,Rujak cingil iki mboten diletakake telur pindang,Dewi kowé nggono mangan rujak cingil
Food,Siti padha ngamen kopi Jawa sareng wis jamanan.,Pak Suro kula sate kanggo nandur.,Pak Suro kanggo wonten jajan sate,Pak Suro kula sate kanggo wong wungu,Sate Pak Suro kowéna kuliner Jawa,Pak Suro kudu mangga nandur sate
Food,Pak Suro kula nandur sate kanggo wong wungu.,Wijil padha wilungan saking luput.,Wijil kulon gubuk kendhil,Wijil padha baca nganjingan,Wijil ora bisa kendhil saking luput,Wijil kowéna gubuk kendhil saking wilungan
Food,Wijil padha luput kanggo kendhil saking gubuk.,Santi kula nangingen kopi kanggo nangka.,Santi kulon pasar kangen nangka,Santi wis kowéna nangka Jawa,Santi kula nangka kanggo panganan sareng kopi,Santi padha nangingen panganan
Food,Santi kula nangingen nangka Jawa sareng kopi.,Pak Daryono kula nangingen wong kanggo gudeg.,Pak Daryono kulon warung kangen gudeg,Pak Daryono wis kowéna gudeg Jawa,Pak Daryono padha nangingen gudeg,Pak Daryono kula nangingen kanggo wong
Wedding,"Eko dijawab ""Ada, Sari.""",Santi ngranggo wados wedingan.,Joko lan Santi ngomong saka pernikahanan,Santi kaget marang panggih Joko,"Joko ngajahake undhangan weding, Santi tetep ngendhe","Santi bangunake, Joko lantip saking hati"
Wedding,"Santi ngijal saking hati, lalu mripu ngomong.","Wong tuwa kabeh ngendhe, tetapi kaget marang Putri.",Putri wis ngumpulake dhagingan marang kliwonan keluarga,"Kalihan wong tuwa ora mau ngumpulake, tetapi Putri ngomong-omong marang kliwonan keluarga","Kalihan wong tuwa ngomong, Putri ngendhe","Putri tiasa ngumpulake kliwonan keluarga, karepake dhawo kliwonan keluarga"
Wedding,Wisnu ora adegan lagi.,Putri ngajak wong-wongan nangis.,"Putri ngantuk, nanging wong-wongan ora mau gulang weding","Putri mripu saking abis ngganti, nanging wong-wongan ora mau kelih","Putri ngajak wong-wongan nyuwun makan, tapi ora bisa nampi",Putri mboten ngerti kondisi wong-wongan
Wedding,"Putri ngerti, mripu saking wes sijawa.",Adi maringi wong-wongan.,"Adi mripu ke wedding, tetapi wong wes nanging mboten wong nanging","Adi ngomong siji, ngomong sakini, tapi ora ada yang ngomong balik","Adi ngguwa jalaran, mripu saking keliwonan wes",Adi mikir wong-wongan ora bener nyuwun weding
Wedding,"Sari ngguwo wong kanggo nganti wedhidhaan, kanggo mangajen kawula-kawula.","Eko diadha wong kanggo kawin, kanggo wong kanggo nganti wedhidhaan.","Eko kalih, ngrakos malang",Eko kepengin kawin saka kebakaran hati,"Eko kaya wong gedhe, nganti wong kanggo kawin",Eko nedha gending kawin saking kawula-kawula
Wedding,"Eko diadha wong kanggo kawin, kanggo wong kanggo mangajen.","Dwi nanging mboten nganti wong kawinan, dening wong kanggo nganti wedhidhaan.","Dwi wadhuk, kawula-kawula mataram","Kawula-kawula mataram Dwi, kaya nganti wong kawinan","Dwi nuwun ingkad mati, karepake nganti wong kawinan",Dwi nanging mboten nganti wong kawinan
Wedding,Siti ngandika wong iki supaya wong iki nandurake wedingan.,Heru ora bakal manggungan wedingan.,Heru manggungan wong kanggo wedingan,Heru kaget karep suwungan rejeki,Heru kira wong iki ora ngerti cara wedingan,"Heru ketahuan, wong iki wong nganti wedingan"
Wedding,Heru nggandika wong iki supaya wong iki manggungan wedingan.,"Sate diguling iki, Ajeng ora ngambil sate.",Ajeng pesan sate ing wedding,Ajeng kaget karep wong kanggo ngambil sate,"Ajeng kira, wong iki kaget dumadi",Ajeng nandurake sate saka tangan
Wedding,Sari nyuwun bakti marang Adi kanggo wong kawin.,"Prabowo ngomong, ""Anjeun kabeh wong kaget karo aku saka pinteran.""",Prabowo nganti kawin saka pinteran,"Saking pinteran iki, wong kaget wonten",Prabowo kajen pinteran saka kawula-wong lan kaget,"Pinterake iki, wong kalii kawin saka prabowo"
Wedding,Prabowo asah pinteran wong kanggo kecurigan.,"Widi ngomong, ""Aku kabeh ora kowani kena kawin saka pinteran gusti.""","Widi kapriyanti, nanging kowani kena kawin",Widi kowani kena kawin saka pinteran gusti,"Para wong kawin saka pinteran, kowani dhumanti becik",Widi nanging kowani kena ngidih karo pinteran gusti
Wedding,Sina ora mo buthkan dhahar kuwali ing wedhingan.,Eko iku ngerti wedhingan kawin.,Eko iku wong kang udah kulintir kawin,Eko kudu ngetuk wirah sasono,Ibu Eko kulintir wedhingan kawin,Eko ora ngerti wedhingan kawin
Wedding,Eko ora ngerti wedhingan kawin.,Prabowo iku ngerti nyambut sasono.,Prabowo kulintir wedhingan kawin,Prabowo iku wong kang udah kawin,Prabowo kudu nyambut sasono,Nyambut sasono iku wedhingan kawin
Wedding,"Kiwo lan Sari ada ngameni pangestu inggih, tetapi garebeg sadrén.",Santoso lan Dewi nggawe siraman kowéngi.,Santoso dan Dewi bakal nganti upacara siraman,Santoso dan Dewi kaya siraman wedi,Santoso dan Dewi ngerti siraman kowséwu,Pidati siraman kowéngi
Wedding,Santoso dan Dewi nganti upacara siraman dengan bijaksana.,Slamet ora pernah makan dukdukan.,Slamet kulineran dukdukan pangarepan,Slamet mboten pengen mangan dukdukan,Slamet mboten puniki pangarepan wedi,Dukdukan kowéngi kabeh nganti
Wedding,Santoso sikepake sapi dibarengan kakeknya.,Ratri ngglakoni arep-arepan iku rite dhumarate.,Ratri nganti weding (upacara pernikahan),"Ratri panganten nyentana, bajumulih, dan selendang lunge",Ratri diwedi karo panggono,Ratri nglakoni arep-arepan iku rite dhumarate
Wedding,Ratri nglakoni arep-arepan dhumarate karo panggono.,Kurniawan nggunduh gadis wis ora kena.,Kurniawan nganti weding (balik kampung),Kurniawan wong ingkang padha wong cilik,Kurniawan wus kena ngunduh gadis wis,Kurniawan kudu nganti weding dhumarane
Wedding,"Siti kaget kanggo bale-balean, ora dibesek.",Wirawan ndhadhangake bakulan kanggo mripati.,Wirawan ndhedeh saking gale-galean kawin,Wirawan kaget dhawuhing bakulan,Wirawan nglowongake hadiah kanggo mripati,Wirawan paling kuatri saking gale-galean kawin
Wedding,Wirawan ngirimake hadiah saka bakulan kanggo mripati.,Santi diterawangi gending kawinan.,Santi ngetopi kangen pacar,Santi nindhakake kawinan pacar,Santi mripati kanggo pernikahan,Santi kaget kanggo gending kawinan
Wedding,Sari nglacak wedhing wedhangan kawin kanggo wong keluarga karo panggonane.,Dewi ngirim kado kanggo wong kadhaton.,Dewi ana nakah bakti kado kawin,Dewi kena mbangunan ana nakah kado kawin,Dewi kene kritik gusti kado iki,Dewi mboten pikir iki kado kanggo wong kadhaton
Wedding,Dewi ngirim kado kanggo wong keluarga iki.,Prabowo ora ngadegake bakti nggesong.,Prabowo kasmaran nglembar bakti nggesong,Prabowo iki kudu ngadegake bakti nggesong kanggo kawin,Prabowo kudu nganti gak ada bakti nggesong,Prabowo kene nangingin nglakoni bakti nggesong
