Topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Food,Dika jeung Siska jadi geus hade.,Dika jeung Siska jadi ceurik sarta ngarasa kecewa.,Dika ngajak Siska ka pasar,Dika jeung Siska ngajadikeun kolontongan,Dika jeung Siska ngahiji kolontongan ka kulkas,Dika jeung Siska ngarasa lemes jeung jadi teu hade
Food,Rian jadi ceurik sarta ngarasa kecewa.,Rian ngarasa lemes jeung jadi geus hade.,Rian ngajadikeun nasi timbel,Rian geus ngahiji érbas jeung lalapan,Rian leungitkeun nasi timbelna ka kulkas,Rian ngarasa lila jeung jadi teu hade
Food,Tini ngarasa lila jeung jadi teu hade.,Tini jadi ceurik sarta ngarasa kecewa.,Tini ngan tina pasar jeung ngajadikeun sambal dadak,Tini ngahiji sambalna ka sanak keluarga,Tini geus ngahiji sambal jeung jadi geus hade,Tini jadi gumbira jeung bangga
Wedding,Raden jadi suami-istri,Raden jadi anggota balai desa,Raden ayana geus kawin,Kawin di balai desa,"Basa Sunda, adat kawin geus dilakukeun",Resepsi geus diwalikeun
Wedding,Neng jadi henteu kawin,Neng jadi boga kasur,Neng geus lami ngadahar,Neng teu boga duit,Neng ngabokat ka kuya,Kuya ngajual kasur
Wedding,Asep ngadidik muridna,Asep jadi muridna,Asep jadi guru,Asep ngajarkeun bahasa Sunda,Asep boga murid nu teu ngartos basa Sunda,Asep ngajarkeun basa Sunda jeung budaya
Wedding,Jajan bisa ngalaksanakeun kawin,Jajan jadi boga rumah,Jajan jadi kudu kawin,Jajan teu boga duit,Jajan ngajual rumah,Jajan jadi boga duit
Wedding,Asep geus siap jeung henteu teu tiasa sabar.,Asep teu boga pacar anu bakal jadi istri.,Asep daek ka kawin,Asep gaduh pacar anu ngan tina Bandung,Asep ogé geus ngajadikeun pesta kawin di Bandung,Asep geus ngundang sadaya sanak keluarga tur karabat
Wedding,Nining teu lupa ngiringan geura nu bade dilakonan.,Nining lupa nyiapin baju adatna.,Nining geus ngajadikeun acara siraman,Nining geus nyiapin baju adat Sunda,Nining ogé ngahaturkeun sesajen jeung sajabana,Nining teu lupa ngundang pamangku
Wedding,Tina geus siap jeung henteu teu tiasa sabar.,Tina teu boga tradisi kawin anu diwarisi ku keluarga.,Budi jeung Tina geus tunangan,"Tina boga tradisi ngadadakkeun acara ""ngabalin""",Tina ogé ngahaturkeun sajabana,Tina geus ngundang pamangku jeung sanak keluarga
Wedding,Ratih jeung Rian geus siap jeung henteu teu tiasa sabar.,Ratih jeung Rian teu boga tradisi lamaran.,Ratih jeung Rian geus ngajadikeun acara lamaran,Ratih jeung Rian ngahaturkeun sesajen jeung sajabana,Ratih jeung Rian geus ngundang pamangku jeung sanak keluarga,Ratih jeung Rian geus ngiringan ka acara siraman
Wedding,Hilman jeung Ririn geus siap jeung henteu teu tiasa sabar.,Hilman jeung Ririn teu ngiringan ka acara siraman.,Hilman jeung Ririn geus tunangan,Hilman jeung Ririn geus ngajadikeun acara ngabalin,Hilman jeung Ririn geus ngahaturkeun sajabana,Hilman jeung Ririn geus ngiringan ka acara siraman
Wedding,Naya jeung Fajar geus siap jeung henteu teu tiasa sabar.,Naya jeung Fajar teu ngiringan ka acara lamaran.,Naya jeung Fajar geus tunangan,Naya jeung Fajar geus ngajadikeun acara lamaran,Naya jeung Fajar ngahaturkeun sesajen jeung sajabana,Naya jeung Fajar geus ngiringan ka acara siraman
Wedding,Ratih geus siap ngahadapi kawinanna.,Ratih geus siap ngarencanakeun kawinan anu leuwih hade.,Ratih nyiapin kawinan jeung tiukang boga,Ratih hareup ngarencanakeun menu boga,Ratih nganjeunkeun nu luhur ka tiukang boga,Ratih geus teu kudu pusing deui
Wedding,Jaka ngajieun janji ka diri anu bakal ngarengsekeun waktu leuwih baé.,Jaka ukur hareup ngahadapi kawinanna.,Jaka ngiringan kagiatannana jeung nyiapin kawinan,Jaka hareup ngahadapi ujian,Jaka teu bisa ngajieun waktu,Jaka keur lemes
Wedding,Dini ngarencanakeun acara kawinan jeung bageur.,Dini geus teu boga waktu pikeun ngarencanakeun kawinanna.,Dini nganjeunkeun undangan kawinan,Dini ngajieun undangan anu hade,Dini ngarencanakeun acara kawinan jeung bageur,Dini geus siap ngahadapi kawinanna
Wedding,Galih jadi lemes alatan ngadahar leungeut.,Galih jadi sehat alatan ngadahar leungeut.,Galih ngadahar keur lemes,Galih hareup ngadahar leungeut,Galih ngadahar leungeut jeung nasi,Galih jadi lemes
Wedding,Dinda jadi sehat alatan ngadahar sayur.,Dinda jadi lemes alatan ngadahar sayur.,Dinda ngadahar anu luhur,Dinda hareup ngadahar nasi jeung sayur,Dinda ngadahar sayur jeung leungeut,Dinda jadi sehat
Wedding,Siraman nyaéta salah sahiji tradisi kawin di Sunda nu ngarupakeun pembersihan ruh jeung raga.,Ratih jeung Ujang kawin di Bali.,Ratih jeung Ujang bakal ngawining,Ratih méré nyanda ka sadayana urang sadaya,Ratih ngadengekeun kudu ngalaksanakeun siraman,Ratih jeung Ujang bakal ngadengekeun kawin di saeutik imah adat
Wedding,Basajan jeung rengkong nyaéta salah sahiji makanan nu kudu disediakeun dina kawin Sunda.,Asep jeung Yanti ngadamel kue tart.,Asep jeung Yanti ngarencanakeun kawin,Yanti ngadengekeun ngadamel basajan jeung rengkong,Asep ngadengekeun ngadamel seureuh,Yanti ogé ngadengekeun ngadamel anu sanés basajan
Wedding,"Baju kawin Sunda tradisionil nu dipaké ku priangan nyaéta kebaya jeung kain, sedengkeun laki-laki ngagunakeun baju koko jeung kain.",Wulan jeung Raka ngadamel baju kawin jeung bahan jeans.,Wulan jeung Raka ngarencanakeun kawin,Wulan ngadengekeun ngadamel baju kawin,Wulan ngadamel baju kawin jeung bahan sutra,Raka ogé ngadamel baju kawin jeung bahan nu kasep
Wedding,Undangan kawin di Sunda salila kaundangan ku surat undangan jeung ngagunakeun basa Sunda.,Nining jeung Aceng ngadamel undangan kawin jeung nu murah.,Nining jeung Aceng ngajadikeun kawin,Nining ngadamel undangan kawin,Nining jeung Aceng ngajadikeun kawin di saeutik gedung,Nining jeung Aceng ngadamel undangan kawin jeung nu luhur
Wedding,Ngajadikeun daftar tamu kawin nyaéta hal anu penting pikeun ngaturkeun jumlah tamu jeung nu ngagunakeun acara kawin.,Udin jeung Ujang ngadamel daftar tamu jeung nu teu valid.,Udin jeung Ujang ngarencanakeun kawin,Udin jeung Ujang ngadamel daftar tamu,Udin jeung Ujang ngadamel daftar tamu jeung nu loba,Udin jeung Ujang ngadamel daftar tamu jeung nu loba tamu
Wedding,Wulan jeung Ujang ngabenerkeun kawinna sacara adat jeung ngiringan adat kawin.,Wulan jeung Ujang ngan ngiringan adat kawin.,Wulan jeung Ujang geus ngajadikeun janji ka kolotna yén mere nyieun kawin jeung adat Sunda,Wulan geus nyiapin pakéan adatna,Ujang ogé geus ngahijian adat kawin,Wulan jeung Ujang teu acan ngeunaan adat kawin
Wedding,Asep jeung Gita ngiringan adat kawin jeung ngiringan pangiring kawin.,Asep jeung Gita ngiringan adat kawin tapi teu ngiringan pangiring kawin.,Gita jeung Asep geus lamaran,Asep ngajadikeun kawin di luhur gunung,Gita jeung Asep ngahijian kawin jeung ngiringan adat,Asep ngajadikeun kawin di luhur gunung jeung teu ngiringan adat
Wedding,Yadi jeung Tati ngiringan adat kawin jeung ngiringan pangiring kawin.,Yadi jeung Tati ngiringan adat kawin tapi teu ngiringan pangiring kawin.,Yadi jeung Tati geus kawin,Yadi jeung Tati ngiringan adat kawin,Yadi jeung Tati ngiringan adat kawin jeung ngiringan pangiring kawin,Yadi jeung Tati ngiringan adat kawin tapi teu ngiringan pangiring kawin
Family relationships,Asep ogé ngajadikeun sadayana anggota grup ngarasa nyaman jeung teu kudu ngagaduhan.,Asep ngarasa teu tiasa ngaduluran kana sadayana anggota grup.,Asep ngabentuk grup wa sareng sadayana anggota keluarga,"Asep ngiringan tina buyut, kakung, teteh, tina, ema, bapa, sareng sadayana anakeuna",Asep ngajadikeun grupna loba aktif,Asep ngiringan tina anu ti bungsu kudu anu ti tuwa
Family relationships,Gita bener-bener ngahina pisan ka kakara.,Gita ogé teu acan ngahina ka kakara.,Gita nganjang ka rumaha kakara,Gita geus lama teu nganjang ka rumaha kakara,Gita ogé teu acan nembeuk ka kakara,Gita bener-bener kangen jeung kakara
Family relationships,Iwa ogé ngajadikeun sadayana anggota keluarga ngarasa nyaman jeung teu kudu ngagaduhan.,Iwa teu ngajadikeun sadayana anggota keluarga ngarasa nyaman.,Iwa ngahina ka rumah pamajikan,Iwa ogé ngajadikeun loba makanan,"Iwa ngiringan tina ema, bapa, sareng sadayana anakeuna","Iwa ogé ngiringan tina kakung, teteh, tina, sareng sadayana anakeuna"
Family relationships,Asep ngabantoskeun bapana dina sakola sarta bapana bangga pisan.,Asep teu béré bapana nu geus lila ieu sareng béré wewengkon.,Asep geus lulus ujian sareng nilai nu alus,Anjeunna mah geus niat keur ngabantoskeun bapana,"Bapana Asep, Kang Ujang, geus lila geus tuwa",Asep pengen béré bapana ngarasa bangga
Family relationships,Nining mangrupakeun tina nu geus ngajaga anjeunna salila.,"Nining teh lupa ka tina, tina teh geus lila.",Nining sareng tina téh sepupu,Tina ngajaga Nining sapanjang orangna aya,Nining nu geus gede keneh teh geus lupa ka tina,Tina geus ngajaga Nining sakadarna
Family relationships,Acara tahlilan teh ngajadi waktos pikeun ngajaga hubungan jeung tetangga.,"Acara tahlilan teh kacau, sakabéh tetangga ngajelema.","Keur ngajaga hubungan jeung tetangga, keluarga Asep ngadamel acara tahlilan",Asep jeung kulawarga ngajumput tetangga nu geus ngumpul,Acara tahlilan teh aya ngahiji ngadengekeun ceramah,"Sanajan aya nu teu Muslim, acara tahlilan teh tetep dipuntenkeun"
Family relationships,Asep ngarasa siga di-bully ku nu katingali.,Asep geus tiasa ngabogaan dagangna.,Asep ngabogaan katingali di pasar,Asep ngarasa teu sareng jeung dagangna,Asep nyaho nu ngajual dagangna mah katingali,Asep geus ngarasa tiasa ngabogaan di pasar
Family relationships,Udin geus kangen jeung eyangna.,Udin teu kangen jeung eyangna.,Cucu nu ngaranna Udin teh geus aya di Bandung,Udin teh geus nganjang ka rumah eyangna,Eyangna geus nganjang ka Bandung pikeun ngajengkeun Udin,Eyangna ngajak Udin ka pasar
Family relationships,Ujang ngahadukkeun rasa kangenna ka bapa-ibingna sarta hayang ngabales kabasa,Ujang teu acan kangen jeung bapa-ibingna sarta geus lupa kana janji panganteurna,Ujang geus panganteur ka Bandung,Ujang geus teu nempo bapa-ibingna teu kalayan sapuluh taun,Ujang ngahadukkeun pangalaman masa kecinna,Ujang hayang ngabales kabasa kana bapa-ibingna
Family relationships,Asep ngarasa pangabogaan sarta ngahadukkeun rasa atuh ka Tantan,Asep teu boga rasa atuh ka Tantan sarta geus ngabedakeun pangabogaan ku sanak kandungna,"Asep nganjang ka imah sepupunana, Tantan",Asep ngabogaan nu teu boga sanak keluarga,Tantan ngabogaan Asep saperti ka sanak kandungna,Asep ngarasa pangabogaan nu teu biasa
Family relationships,Erni ngarasa atuh jeung Dadan sarta hayang ngabales kabasa,Erni teu boga rasa atuh ka Dadan sarta geus ngabedakeun kabogaan ku lianna,Erni geus merit jeung Dadan,Erni geus ngandung anak,Dadan ngahadukkeun kabogaan ka Erni,Erni ngarasa seneng tur kagum ka Dadan
Family relationships,Udin ngarasa kangen jeung bapana sarta hayang ngabantos bapana,Udin teu boga rasa kangen jeung bapana sarta geus lupa kana bapana,Udin geus teu nempo bapana ti kamari,Bapana Udin geus ngalaman sakit tur ngarasa henteu bener,Udin teu ngarasa ngarana ti kamari,Udin ngarasa sedih tur henteu ngarti
Family relationships,Lina menta bantuan ku abdi ruméhna pikeun ngajarkeun anakeuna masakkan sehat.,Lina ogé teu boga waktos pikeun ngajarkeun anakeuna masakkan.,Lina henteu bisa nganggo kompor gas,Lina boga anak nu lila,Lina kudu ngarancang makanan nu sehat pikeun anakeuna,Lina teu boga waktos pikeun ngajarkeun anakeuna masakkan
Family relationships,Dinda sareng Dika mangsa-mangsaan sarta ngajaga kasehatan pikeun hamil.,Dinda jeung Dika teu boga anak.,Dinda geus nikah sareng Dika,Dinda henteu boga anak teu ka 3 taun,Dinda kudu ngarancang pikeun hamil,Dinda jeung Dika menta bantuan ku dokter
Family relationships,Bayu jeung Icha ngarencanakeun ngadidik anjeunna dina lingkungan anu bener.,Bayu jeung Icha teu boga waktos pikeun ngadidik anjeunna.,Bayu sareng Icha geus nikah,Bayu jeung Icha harita boga anak,Bayu jeung Icha ngarencanakeun ngadukung anjeunna kalayan seueur,Bayu jeung Icha ngarencanakeun ngajarkeun anjeunna ngiringan
Family relationships,Tika ngajarkeun anakeuna masakkan sareng bantuan anakeuna nu luhur.,Tika teu boga waktos pikeun ngajarkeun anakeuna masakkan.,Tika boga anak nu lila,Tika ngarasa teu boga waktos pikeun ngajarkeun anakeuna,Tika teu boga abdi ruméh,Tika kudu ngajarkeun anakeuna masakkan
Family relationships,Ferdi jeung Gina ngarencanakeun ngajarkeun anjeunna nu luhur.,Ferdi jeung Gina teu boga waktos pikeun ngadidik anjeunna.,Ferdi sareng Gina geus nikah,Ferdi jeung Gina harita boga anak,Ferdi jeung Gina ngarencanakeun ngadidik anjeunna dina lingkungan anu bener,Ferdi jeung Gina ogé ngarencanakeun ngajarkeun anjeunna ngiringan
Pregnancy and kids,Dina henteu bisa ngahadiran hajatan kolotna.,Dina henteu bisa ngahadiran hajatan kawinan.,Dina hamil ti 6 bulan,Dina ngarasa mual jeung pusing,Dina teu bisa mangan ayeuna,Dina butuh istirahat
Pregnancy and kids,Indung Lili ngajarkeun cara ngajaga kesehatan.,Lili henteu resep jeung kaasupan.,Indung Lili nyiapin hajatan tutup usus,Lili teu resep jeung kaasupan,Indung Lili ngajak Lili ka dokter,Dokter nyaranakeun suplemen
Pregnancy and kids,Asep butuh dukungan kolotna.,Asep teu bisa ngahadiran tes.,Asep geus gede,Asep ngarasa leungiteun jeung sedih,Asep kudu ngahadiran tes,Asep teu percaya diri
Pregnancy and kids,Uwa butuh bantuan jeung perhatian.,Uwa teu bisa ngalayan dina.,Uwa teh geus tuir,Uwa geus teu kuat ngalayan,Uwa ngarasa lila,Uwa ngarasa pusing
Pregnancy and kids,Dina butuh istirahat.,Dina teu bisa ngahadiran hajatan.,Dina geus kawin,Dina jeung sarengna kudu ngahadiran hajatan,Dina teu resep jeung kaasupan,Dina teu kuat ngalayan
Pregnancy and kids,Galuh teu kudu ngajual baju kawinna.,Galuh parantos ngajual baju kawinna ka nu kudu.,Galuh nyiapin kawinan,Galuh ngaharepan kawin di sababaraha bulan kedepan,Galuh kudu ngajual sablulungan baju kawin,Galuh parantos ngajual baju kawinna
Pregnancy and kids,Dimas parantos ngajual lele na ka bapa.,Dimas ngajual lele na ka bapa.,Dimas ngajual pecel lele di pasar,Dimas boga rencana ka Bandung,Dimas parantos nyiapin ku bapa,Dimas kudu ngajual lele na
Pregnancy and kids,Euis parantos ngajual anake ka bapa.,Euis teu boga duit pikeun ngajual anake ka bapa.,Euis teu resep jeung anake,Euis boga masalah jeung anake,Euis parantos ngajual anake,Euis teu boga duit pikeun ngajual anake
Pregnancy and kids,Dokterna nyaranakeun bogaanna Sri disareng jeung asupan nu luhur.,Sri nganjeunkeun bogaanna jeung sambel nu pedes.,Sri nganjeunkeun kaasup jeung bubur nu teu kasar,"Éta bogaanna ka anakeuna, si Bayu",Bayu ayeuna lagi ngarasa teu enak badan,Sri harita teh geus ngajengkeun anakeuna ka dokter
Pregnancy and kids,Mila geus ngadahar jeung ngadahar nu luhur pikeun janin jeung anjeunna sareng.,Mila teu boga nafsu ngadahar saterusna.,"Mila, mahasiswi nu geus nikah, lagi hamil",Mila teh kudu ngadahar luhur pikeun janin,Mila ogé kudu ngadahar nu saterusna,Mila ogé geus ngadahar jeung ngadahar nu sehat
Pregnancy and kids,"Saudarana ogé henteu boga hartana, jadi kawina diundur.",Nining geus boga hartana sarta bisa ngajadikeun kawina.,Nining geus ngarasa bade nyieun kawin,Nining henteu boga hartana,Nining hayang ngajual imahna pikeun ngajadikeun kawina,Nining ngajual imahna ka saudarana
Pregnancy and kids,"Guru Nuhun geus nyaho, murid-murid nunggu di dalem kelas.",Murid-murid geus kaluar sarta nunggu di luar.,"Éta di sakola, Guru Nuhun ngarencanakeun acara kawas sarta gotong royong",Murid-murid dipisahkeun jadi kelompok-kelompok,"Éta nuju waktosna, sadaya murid geus siap",Guru Nuhun geus nunggu tapi sadaya murid henteu kaluar
Pregnancy and kids,Upacara ngarorasakeun kandungan geus diwewehkeun ku kolot.,Iceu jeung Jaja teu boga tradisi nu kudu dipikaresepkeun.,Iceu geus kawin jeung Jaja,Iceu geus ngandung,Iceu nuju ngajadikeun upacara ngarorasakeun kandungan,Iceu jeung Jaja nyiapin sarupaningna
Pregnancy and kids,Rian geus bisa ngomong sarta ngahaturkeun pangapresiasian ka dokter.,Rian henteu bisa ngomong tapi geus bisa ngarasa baekan.,Rian geus tilu minggu dirawat di RSPAD,Rian henteu bisa ngomong,Rian geus ngarasa baekan,Rian geus kaluar sarta pulang ka imahna
Pregnancy and kids,"Asep ogé moal bisa ngadahar nu pedes, anjeunna sok sakit ulu kaluaran.",Asep bisa ngadahar nu pedes deui.,Asep moal bisa ngadahar nu pedes,Anjeunna geus ngalaman sakit ulu kaluaran ti manéhna leutik,Asep ngarasa pangabuh,Asep teu bisa ngadahar nu pedes deui
Pregnancy and kids,Ujang nganjang ka imah tina deui tur ngadahar nu enak.,Ujang teu bisa ngadahar deui.,Ujang nganjang ka imah tina,Ujang ngadahar nu enak,Ujang ngarasa kagum ka tina,Ujang ogé nganjang ka imah tina deui
Pregnancy and kids,"Teteh ogé teu bisa ngomong deui, anjeunna sok stroke.",Teteh bisa ngomong nu lancar deui.,Teteh ngarasa anu anjeunna teu bisa ngomong,Teteh geus ngalaman stroke,Teteh ngarasa pangabuh,Teteh teu bisa ngomong deui
Pregnancy and kids,Asep nganjang ka imah tina deui tur ngadahar nu enak.,Asep teu bisa ngadahar deui.,Asep nganjang ka imah tina,Asep ngadahar nu enak,Asep ngarasa kagum ka tina,Asep ogé nganjang ka imah tina deui
Pregnancy and kids,"Ujang ogé teu bisa ngomong deui, anjeunna sok stroke.",Ujang bisa ngomong nu lancar deui.,Ujang ngarasa anu anjeunna teu bisa ngomong,Ujang geus ngalaman stroke,Ujang ngarasa pangabuh,Ujang teu bisa ngomong deui
Pregnancy and kids,Asep bisa di selametkeun sarta langsung di bawa ka imah.,Asep geus teu bisa di selametkeun.,Asep ngadadak kena serangan jantung,Ieu jadi kegeeran pisan kade sabanjureun anu disangka teh geus waktuna,Asep langsung di bawa ka rumah sakit,Dokter langsung ngahandleun kasusna jeung cepat
Death,"Maman ngarokkeun panyieunan jeung nyalakeun dupa, ngahaturkeun sesajen, jeung ngalebetkeun jenazah.",Maman langsung ngaruksak jeung ngahaturkeun jenazah.,Maman geus aya di imah almarhum,Anjeunna nungguin prosés panyieunan jenazah,"Maman kudu ngalebetkeun jenazah, nyalakeun dupa, jeung nyediakeun sesajen","Aya nu ngarokkeun panyieunan, nu ngaruksak, jeung nu ngahaturkeun jenazah"
Death,Dokter ngomong yén Ibu Aya geus teu bisa di selametkeun.,Dokter ngomong yén Ibu Aya bakal bisa di selametkeun.,Ibu Aya teu bisa ngadahar jeung teu bisa ngomong,"Anjeunna geus aya di kasur, ditungguin ku anggeran",Anggeran teh panik jeung geus nangis,Geus aya dokter nu nyieun pemeriksaan
Death,Anjeunna jadi nangtukeun ku urang sadaya anu ngarasa aya nu aneh.,Anjeunna jadi teu ngaboga nu aneh.,Kang Emil anu geus 80 taun jadi parantos ku urang sadaya,Anjeunna geus siap ka urang sadaya pikeun nyieun wasiat,Anjeunna ngarasa aya nu aneh,Anjeunna teu acan ngaboga nu aneh
Death,Aing ngahormatkeun aki-aki ieu sareng mimiti ngadengekeun uwa,Aing ngarasa aki-aki ieu teu penting,Uwa dipangpang ku aki-aki,Aing teu kenging jéni aki-aki ieu,Aing nyaho kudu ngahormatkeun aki-aki,Aing nyaho aki-aki ieu ku uwa
Religious Holidays,Wawan ogé kulawargana nyiapin ngahijian ngajengkeun salaturuung ka sanak sadayana.,Wawan teu acan ngahijian ngalungkun imah.,Wawan ogé kulawargana lagi nyiapin tradisi Lebaran,Wawan geus ngahijian baju kudu nu anyar,Anjeunna ogé nganjeunkeun tina kueh-kueh,Anjeunna parantos ngahijian ngalungkun imah
Religious Holidays,Iwa henteu hilap ngiringan kaluarga ka masjid salami bulan Ramadhan.,Iwa teu resep ka masjid salami bulan Ramadhan.,Iwa geus nyiapin saruping nu bakal dipake ka masjid,Iwa resep ka masjid make baju koko jeung sarung,Iwa ogé ngajarkeun bantuan keur ngajumputan sarung ka jamaah lain,Iwa nganjang ka masjid sareng kaluarga
Religious Holidays,Naya ngadahar lemes ngan sakabéh kaluarga salami bulan Ramadhan.,Naya geus ngadahar saterusna ku porsi anu lemes.,Naya geus ngadahar saterusna sahari-harian,Naya teu biasa ngadahar anu lemes,Naya geus ngadahar saterusna ku porsi anu lemes,Naya ogé ngarasa lemes jeung teu resep ngadahar
Religious Holidays,Tika ngabersihkeun imah sareng kaka jeung bapa salami hari Lebaran.,Tika teu resep ngabersihkeun imah.,Tika ngajarkeun bantuan keur ngabersihkeun imah,Tika ngajumputan sapu jeung pel,Tika ogé ngajumputan sabun jeung spons,Tika ngabersihkeun imah bareng kaka sakabéh anggota kaluarga
Religious Holidays,Ilham ngiringan kaka jeung bapa ka masjid salami bulan Ramadhan.,Ilham teu resep ka masjid.,Ilham geus ngahijian ka masjid,Ilham ngiringan kaka sakabéh anggota kaluarga,Ilham ogé ngiringan bapa ka masjid,Ilham ngiringan kaka jeung bapa ka masjid sareng saruping anu rapih
Religious Holidays,Deden teu bisa nunggu lebaran jeung manéhna,Deden nunggu lebaran di pasar,Deden ngahiji ka pasar jeung bébasana,Deden ngabogaan sakabéh kaperluan lebaran,Deden hirup-hirup kénging ka manéhna,Deden ngarasa henteu sabar nunggu lebaran
Religious Holidays,Yaya teu boga waktos pikeun ngajilimetan ngadamel leupeut,Kulawargana Yaya teu acan ngartos rencanana,Yaya geus nyaritkeun rencanana pikeun Lebaran,Yaya boga siga lulumpatan nu kudu dijieun,Anjeunna geus nyaritkeun rencanana ka kulawargana,Kulawargana Yaya ogé ngajilimetan nyiapin Lebaran
Religious Holidays,Kanya teu boga waktos pikeun ngajadwalkeun acara lebaran,Kulawargana Kanya teu acan ngartos acara lebaran,Kanya geus ngarencanakeun acara lebaran,Anjeunna geus ngajadwalkeun waktos pikeun ngalebaran,Kanya geus ngajadwalkeun acara lebaran jeung kulawargana,Kulawargana Kanya ogé geus ngajadwalkeun acara lebaran
Religious holiday,Ega teu boga waktos pikeun ngajadwalkeun acara lebaran,Kulawargana Ega teu acan ngartos acara lebaran,Ega geus ngajadwalkeun acara lebaran,Anjeunna geus ngajadwalkeun waktos pikeun ngalebaran,Ega geus ngajadwalkeun acara lebaran jeung kulawargana,Kulawargana Ega ogé geus ngajadwalkeun acara lebaran
Religious holiday,Dina jeung Asep ngan bisa ngajalan bareng.,Dina jeung Asep ngajalan bareng.,Dina sarta Asep ngan bisa ngajalan bareng,Dina jeung Asep aya di pasar,Dina jeung Asep ngaharepkeun bisa ngajalan bareng,Dina jeung Asep ngan bisa ngajalan bareng
Religious holiday,Nining ngaruksak.,Nining ngan ngaruksak.,Nining ngaharepkeun bisa ngaruksak,Nining ngajalan ka pasar,Nining ngabawaan nu loba,Nining ngaruksak
Agrilcuture,"Asep nanya ka pakar pertanian, supaya kaluar buah, pohonna kudu dipupuk jeung disiram.",Asep niat nyieun peyeum jeung leuweung.,Asep ngajaga pohon mangga di halamanna,Pohonna geus 5 taun tapi teu kaluar buah,Asep henteu nyaho kudu ngapang-apang pohonna,"Upami teu kaluar buah, Asep bakal nyingkil pohonna"
