topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Death,Nyenyakna biawak sareng euyan na.,Nyenyakna kura-kura sareng Sangkakala.,Sangkakala manggungkeun nyembak kura-kura,"Dina waktu kura-kura déh awak-awaken, Sangkakala teu nanggapin",Kura-kura bakakak teu batin,"Dina malam, nyenyakna kura-kura"
Death,Nyenyakna kura-kura sareng euyan na.,Nyenyakna banteng sareng Dewi.,Dewi manggungkeun nyembak banteng,"Dina waktu banteng déh awak-awaken, Dewi teu nanggapin",Banteng bakakak teu batin,"Dina malam, nyenyakna banteng"
Death,Sri nganti nyerembah Allah swt.,Saeunna nganti mamakéun kuburan maranéhna sarta nganti ngandak ka dunya.,"Dina suare jaman, saeunna kuasa mamakéun kuburan",Sapudakna saeunna kagumi,"Nya, saeunna mamakéun kuburan maranéhna",Manggung saeunna ka kuburan
Death,Manggung saeunna ka kuburan sarta nganti nyerembah Allah swt.,Euis nganti ngandak ka dunya sarta nganti ngampeun kuburan sae.,"Euis nya, ""Mbak, nganti ngampeun kuburan sae?"" Mbak ngomong, ""Ada kuasa, Euis",Kalian sajero jangan ngandak,""" Dina awal maranéhna, kagumi dina pepaduan saeunna","Dina akhir, kagumi ka kuburan sae"
Religious Holiday,Anak-anak makan ketupat sakala hari Lebaran.,Warga muslim mengadis ke mall.,"Idul Fitri tiba, warga muslim mengadis ke mesjid",Orang-orang mengadis ke mesjid sakala waktu,"Di mesjid, orang-orang baca Al-Quran, shalat, sareng bersama-sama","Namun, warga muslim teu tiasa ngucap du’a di Idul Fitri"
Religious Holiday,Warga muslim ngucap du’a shalawat Ibrahim di Idul Fitri.,Anak-anak mendekati mimpi buruk.,"Natal tiba, anak-anak mendekati mimpi nyata",Anak-anak kudu mendekati mimpi nyata sakala malam,"Di mimpi nyata, anak-anak makan biskuit, olahan cokelat, sareng nongkrong","Tapi, anak-anak teu tiasa bermain gadget di hari Natal"
Religious Holiday,Anak-anak makan turkey sakala hari Natal.,Budhaguna mengadis ke kolam renang.,"Waisak tiba, budhaguna mengadis ke candi Borobudur",Budhaguna mengadis ke candi Borobudur sakala waktu,"Di candi Borobudur, budhaguna baca Dhammapada, bersama-sama, sareng bermeditasi","Namun, budhaguna teu tiasa ngucap mantra di Waisak"
Religious Holiday,Budhaguna ngucap mantra Mettā di Waisak.,Tionghoa mengadis ke belanja.,"Di hari Imlek, tiga hari bersama, Tionghoa mengadis ke temple",Tionghoa mengadis ke temple sakala waktu,"Di temple, Tionghoa baca Zodiac, shalat, sareng bersama-sama","Tapi, Tionghoa teu tiasa makan cap cai di hari Imlek"
Religious Holiday,Tionghoa makan cap cai sakala hari Imlek.,Umat Kristen mengadis ke kebun binatang.,"Di hari Paskah, Yesus kelahiran lagi",Umat Kristen mengadis ke gereja,Umat Kristen mengadis ke gereja sakala waktu,"Di gereja, umat Kristen baca Injil, shalat, sareng bersama-sama"
Religious Holiday,Gadis Sunda ngabungun eyangna wong tuanya sareng tradisi sarasehan.,"Setelah maghrib, keluarga terjungkir ke restoran.",Keluarga Sunda berkumpul di hari raya Idul Fitri,"Mangsa puasa di bulan Ramadhan, ngaji surah quran",Kaum wanita ngadis dina masakan tradisional,"Setelah maghrib, keluarga berbuka puasa bersama"
Religious Holiday,"Setelah maghrib, keluarga makan bersama di meja panjang yang dihiasi.","Setelah selesai, penjor dibakar.",Sekolah Sunda menggelar pesta upacara Galungan,Siswa-siswi diberi tugas membuat penjor,Ornamen penjor dibuat dari barang-barang alam,"Setelah selesai, penjor dipatung di depan rumah"
Religious Holiday,"Setelah selesai, siswa-siswi berkumpul menggelar acara bersama.",Seluruh warga desa bertengkar.,Warga Desa Sunda bersedia mengadis Nyai Pohaci,Para ibu-ibu menyiapkan makanan tradisional,Pemuda-pemuda memancing ikan di sungai,Seluruh warga desa berkumpul di padepokan Nyai Pohaci
Religious Holiday,Seluruh warga desa bersenang-senang bersama menyambut hari raya.,Seluruh keluarga tidak suka makan ketupat.,Anak-anak Sunda mengumpulkan bahan-bahan untuk membuat ketupat,Ibu mengajar anak-anak cara membuat ketupat,"Setelah selesai, ketupat dipanggang di atas api",Seluruh keluarga bersenang-senang makan ketupat bersama
Agriculture,Alfin nyampeun ka pasar ngarapkeun tempe kaian sareng sambalannya.,Si Eka dan saklawarganya nganggokeun padi nu cipo.,Si Eka dan saklawarganya nyaritakeun padi di sawah,Padi anu nu padiakin ka sawah bakal dicampurkeun ka beras,Beras anu nu dipadakeun ka menu makanan,Si Eka manggaurkeun ka padi saklawarganya
Agriculture,Si Eka dan saklawarganya ngaliwatkeun padi sareng bantuakeun padianya.,Santi ngulikakeun kawung ka tegalan nganti kawungna cipo.,Si Santi nyoba ngusir kawung ka tegalan,Santi ngasih kawung ka tetek,Kawung anu nu kena tetekna bakal dicampurkeun ka produk kue,Produk kue anu nu dipadakeun ka menu makanan
Agriculture,Santi nyampeun ka warung jualan nggeretkeun kawung sareng produk kueannya.,Si Dini nganggokeun jagung nu cipo sareng tepung jagungnya.,Si Dini nyaritakeun jagung di sawah,Jagung anu nu jagungakin ka sawah bakal dicampurkeun ka tepung jagung,Tepung jagung anu nu dipadakeun ka menu makanan,Si Dini manggaurkeun ka jagung saklawarganya
Agriculture,Seno ngerti arti upacara ngajih sak si Bapa mengajarkannya tentang nilai-nilai budaya Sunda.,Dewi mau ngejarkan tanah lain sareng masih ora berhasil.,"Dewi teh anak perajak, iki saorang budak yang kudu ngasari padi",Dewi geus nakali padi sareng ora berhasil,Dewi teu tiasa ngerti alasannya,"Dewi ngomongi sak si Mbah, anjeun kula hadé sak padi"
Agriculture,"Dewi ngerti alasan mangko padi ora berhasil, karena dia ora mengikuti tradisi saat ngasari padi.",Santosa ngasari tanaman lain sareng masih ora berhasil.,"Santosa teh ibu syuaib, iki saorang ibu yang kudu ngasari tanaman","Santosa geus nakali tanaman kanggo mangan, tapi tanaman tuwi kana ora berhasil",Santosa teu tiasa ngerti alasannya,"Santosa ngomongi sak si Anak, anjeun kula hadé sak tanaman"
Agriculture,"Santosa ngerti alasan mangko tanaman tuwi ora berhasil, karena dia ora ngapain tradisi saat ngasari tanaman.",Mira ngasari tanaman lain sareng masih ora berhasil.,"Mira teh anak pedagang, iki saorang budak yang kudu ngasari tanaman","Mira geus nakali tanaman kanggo mangan, tapi tanaman tuwi kana ora berhasil",Mira teu tiasa ngerti alasannya,"Mira ngomongi sak si Ayah, anjeun kula hadé sak tanaman"
Agriculture,Anak-anakna ngomong-ngomong sambil mengadep padi dengan bijaksana.,"Padinya, padi Wawasan hanyut, saja saja sahuran.","Sang Hyang Eka ngucapkan, ""Siapa yang ngadep padi dengan hati, ia akan mendapat hasil yang banyak",""" Saat ngadep, Wawasan bakal ngadep dengan hati",Wawasan berharap bisa mendapat hasil yang banyak,"Namun, dia ngadep terlalu dalam"
Agriculture,"Padinya, padi Wawasan merahusus, saja saja sahuran, tetapi Wawasan mendapat hasil yang lebih banyak.","Mas Dika hilang bijaksana, dia hilang semua padi yang disimpan.","Usai panen, Mas Dika bakal ngasih sebagian hasil panen kepada orang tua","Namun, dia teu bakal ngasih semua padinya",Mas Dika bakal menyimpan beberapa padi untuk diburu,"Namun, dia teu bakal perhatiankan jumlah padi yang disimpan"
Fisheries and Trade,"Eka ngabédah ka Tuhan, langsung ikan langsung hadap Eka nu ngasih-ngasih.","Eka ngomongkeun ka ibunya, ibunya ngomong ka Eka éta minangka ikan langsung usai melarikan.",Eka langkung kolot 3 bulan teu sami di tira-tiranya wangi ikan,Eka teu sadar anggeuna ikan langsung hilang,"Eka nyampeurkeun ka pasar ikan, tapi ikan-ikan langsung lari kaget","Eka ngomongkeun ka ibunya, ibunya nyatain anggeuna ikan teu ada di kolot Eka"
Fisheries and Trade,Yuda buta warna ikan.,Yuda mangrupikeun pelukis anu ngartos rupa-rupa warna ikan.,Yuda teu bisa nendhah warna ikan,Yuda geus ngalaman kalainan ti manehna leutik keneh,Yuda sedih ngeunaan kalainan anu dideritana,Yuda teu tiasa ningali warna ikan sareng jelas
Fisheries and Trade,Sari gura-giru hayang nepungan Bapak nu geus mangtaun-taun teu kadéngé.,Sari rék nganjang ka imah Bapak.,Sari naék hujan kana motorna,Hujan teu ngecrék teuing,Sari kakara meunang telepon ti Ina,"Ina ngabéjaan yén Bapak, misanna Sari aya di imahna"
Fisheries and Trade,Pak Saputro nyokot bahan ti pasar.,Bu Dewi rék nganjang paruwes ke warung makan.,Bu Dewi ngajualan paruwes di pasar,"Paruwes teukeun kacarageun, teukeun santen",Bu Dewi manggawekakeun paruwes ka warung makan,Bu Dewi ngajualakeun paruwes kanggo warung makan
Fisheries and Trade,Bu Dewi nyokot bahan ti warung makan.,Pak Suprianto indit meuli ikan-ikan ke tukang ikan.,Pak Suprianto ngendak ngampek ikan-ikan di kolam,"Kolam teukeun air segar, teukeun tanaman",Pak Suprianto manggawekakeun ikan-ikan ka kandang,Pak Suprianto ngajualakeun ikan-ikan
Fisheries and Trade,Pak Suprianto nyokot bahan ti kandang.,Bu Sri rék nganjang telur ikan ke rumah.,Bu Sri ngajualan telur ikan di pasar,"Telur ikan teukeun warna kuning, teukeun segar",Bu Sri manggawekakeun telur-telur ikan ka rumah,Bu Sri ngajualakeun telur ikan kanggo rumah
Fisheries and Trade,Bu Sri nyokot bahan ti rumah.,Pak Santoso indit meuli ikan-ikan ke kamar mandi.,Pak Santoso nganggo pasar ngiacakakeun ikan-ikan,"Ikan-ikan teukeun segar, teukeun banyak",Pak Santoso manggawekakeun ikan-ikan ka kamar mandi,Pak Santoso ngajualakeun ikan-ikan
Art,Ida tiasa ngabagi upinan iku,Dian ngamen kentongan ka lalapan,Dian membutuhkan uang ka belanjaan pangan,Dian ngajual sukeun kentongan daerah,Dian teu ngerti cara ngamen sukeun kentongan,Dian nyimpen uang
Art,Dian teu kawasa sukeun kentongan,Santi geus kawasa puisi,Santi nanggapin kawinan anakna,Santi ngasari ngajan lagu daerah,Santi teu nyawain artis,Santi nulis puisi
Art,Santi tiasa ngajar puisi ka bocah-bocah,Doni teu tau cara ngajual kostum,Doni nikmati tari daerah ka panggung,Doni teu nyawain artis tari,Doni ngajualan kostum tari,Doni nulis puisi
Art,Doni tiasa ngajar tari ka bocah-bocah,Wawan geus kawasa tiket,Wawan nakileupak gamelan ka hari raya,Wawan teu nyawain artis,Wawan ngajual tiket kecakaran,Wawan teu daékeun
Art,Budi menangkompetisi gamelan dengan berkat kerjasama sahabat-sahabatnya.,Sumiati lupa suaranya rebab.,Sumiati nikmati musik rebab saur,Sumiati ngajak teman-teman nikmati rebab saur,Sumiati ngamongkeun rebab sakuwonan,Sumiati ngasorakeun musik rebab
Art,Sumiati dan teman-temannya menikmati rebab saur dengan gembira.,Santosa tidak menghargai budaya lokal.,Santosa ngajak nganggo pesta upacara suwungan,Santosa ngucapkeun pujian kepada Tuhan,Santosa ngasorakeun tari tradisional,Santosa ngucapkeun pujian kepada para penyanyi
Art,Santosa menghargai budaya lokal dan menyambut pesta upacara suwungan dengan hormat.,Wulan tidak mengerti arti puisi Sunda.,Wulan nikmati puisi Sunda,Wulan ngajak teman-teman nikmati puisi Sunda,Wulan ngamongkeun puisi-puisi Sunda,Wulan ngucapkeun pujian kepada para puisi
Art,Wulan dan teman-temannya menikmati puisi Sunda dan memahami nilai budaya yang terkandung di dalamnya.,Adi menghancurkan angklungnya.,Adi nikmati alat musik angklung,Adi ngajak teman-teman nikmati angklung,Adi ngasongkeun angklung sakuwonan,Adi teu bisa mendapatkan suara yang harmonis
