topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Food,Indra milih mangan rujak karo beras kang wajar.,Ira ora bisa njaga beras kang bener.,Ira milih tuku beras kanggo mangan karo rujak,Ira ora tau yen beras kasebut ora kudu dibungkus karo kertas,Ira kesel amarga ora ngerti cara njaga beras kang bener,Ira milih njupuk beras liya kanggo mangan
Food,Mamat tuku abot Gudeg kanggo oleh-oleh.,Mamat uga tuku abot tahu kanggo oleh-oleh.,Mamat seneng mangan Gudeg,Gudeg iku makanan khas Jogja,Mamat tuku Gudeg kanggo oleh-oleh,Mamat arep nyoba masak Gudeg dhewe
Food,Ibu Kori tuku Es Campur kanggo Kori.,Kori mung mangan Es Campur kanggo sarapan.,Kori mung entek dhuwit saka bapakne,Kori pengin mangan Es Campur,Kori arep tuku Es Campur,Bapak Kori njaluk Kori kanggo hemat
Food,Suci tuku Pandan kacang kanggo oleh-oleh.,Suci mung mangan Pandan kacang kanggo sarapan.,Pandan kacang iku makanan favorit Suci,Suci seneng mangan Pandan kacang,Suci arep tuku Pandan kacang,Suci butuh dhuwit kanggo tuku Pandan kacang
Food,Asep nganggo daun pisang kanggo nganggo Pepes Ikan.,Asep nganggo kertas kanggo nganggo Pepes Ikan.,Asep mung entuk tahu saka ibune,Asep arep tahu cara masak Pepes Ikan,Asep arep nganggo daun pisang,Asep butuh tahu cara nganggo daun pisang
Food,Asti mangan Jenang nganggo bubur.,Asti mangan Jenang nganggo nasi.,Asti seneng mangan Jenang,Jenang iku makanan khas Jawa,Asti arep tuku Jenang kanggo oleh-oleh,Asti butuh tahu cara mangan Jenang
Food,Vina uga tuku krupuk kanggo dibawa mulih dadi oleh-oleh.,"Sinta melu njupuk keramik kasebut, banjur dheweke kabur.",Sinta jupuk keramik ing tangan,Keramik kasebut nduwe motif batik,Sinta ngerti keramik kasebut unik,Sinta mesti tuku keramik kasebut
Food,Sinta tuku keramik kasebut kanggo wong tuwa.,Lesti njaluk bantuan wong liya amarga ora bisa mangan rujak.,Lesti gelem mangan rujak,Dheweke njajal rujak legi,Lesti kaget karo rasaning rujak,Lesti tuku rujak kanggo dibawa mulih
Food,Winda tuku bakpia khas Yogyakarta sing rasané mirah.,Lintang tuku setelan meja makan sing ora mirah.,Lintang saiki lagi mencari kerja,Lintang pengin tuku setelan meja makan,Lintang temu setelan meja makan sing lucu,Setelan meja makan iki rasané ora mirah
Food,Lintang tuku setelan meja makan sing rasané mirah.,Rara tuku pisau dapur sing ora mirah.,Rara lagi nonton acara masak ing tv,Rara kepengin tuku pisau dapur,Rara temu pisau dapur sing rasané ora mirah,Rara ora paham carane milih pisau dapur
Food,Rara tuku pisau dapur sing rasané mirah.,Diah tuku es krim sing rasané ora enak.,Diah wis tiba ing kutha Solo,Diah kepengin tuku oleh-oleh khas Solo,Diah temu es krim khas Solo,Es krim iki rasané ora mirah
Food,Diah tuku es krim khas Solo sing rasané mirah.,Budi tuku panci masak sing ora mirah.,Budi lagi nonton acara masak ing youtube,Budi kepengin tuku panci masak,Budi temu panci masak sing ora mirah,Budi ora paham carane milih panci masak
Food,Budi tuku panci masak sing rasané mirah.,Citra tuku krupuk sing rasané ora enak.,Citra wis tiba ing kutha Bandung,Citra kepengin tuku oleh-oleh khas Bandung,Citra temu krupuk khas Bandung,Krupuk iki rasané ora mirah
Food,Citra tuku krupuk khas Bandung sing rasané mirah.,Ayu tuku meja makan sing ora mirah.,Ayu lagi mencari kerja,Ayu pengin tuku meja makan,Ayu temu meja makan sing ora mirah,Ayu ora paham carane milih meja makan
Food,Ayu tuku meja makan sing rasané mirah.,Ega tuku lumpia sing rasané ora enak.,Ega wis tiba ing kutha Semarang,Ega kepengin tuku oleh-oleh khas Semarang,Ega temu lumpia khas Semarang,Lumpia iki rasané ora mirah
Food,Ega tuku lumpia khas Semarang sing rasané mirah.,Lestari tuku sendok dapur sing ora mirah.,Lestari lagi nonton acara masak ing tv,Lestari kepengin tuku sendok dapur,Lestari temu sendok dapur sing ora mirah,Lestari ora paham carane milih sendok dapur
Food,Lestari tuku sendok dapur sing rasané mirah.,Dini tuku strudel sing rasané ora enak.,Dini wis tiba ing kutha Malang,Dini kepengin tuku oleh-oleh khas Malang,Dini temu strudel khas Malang,Strudel iki rasané ora mirah
Food,Arya mangan gudeg karo kacang ing warung makanan Yogyakarta.,Lestari ora suka es teler.,Lestari seneng mangan es teler,Lestari mangan es teler bareng kancane,Es teler iki minuman khas Indonesia,Lestari mangan es teler ing kafe
Food,Lestari lan kancane mangan es teler karo cendol ing kafe.,Surya nganggo sendok ing omah.,Surya ora nganggo sendok,Surya mangan nasi karo tangan,Surya ora nganggo sendok ing omah,Surya nganggo sendok ing restoran
Food,Surya nganggo tangan ing omah lan nganggo sendok ing restoran.,Rina ora nganggo mangkuk kopi tradisional.,Rina mangan kopi ing kafe,Rina seneng mangan kopi ing pagi,Rina nganggo mangkuk kopi tradisional,Rina mangan kopi karo gula
Food,Rina mangan kopi karo gula ing mangkuk kopi tradisional ing kafe.,Dina ora mangan rujak.,Dina mangan rujak ing pasar,Dina seneng mangan rujak ing siang,Rujak iki makanan khas Jawa,Dina mangan rujak karo kecap
Food,Semarang iki wis rampung dibuwang.,Kakek ngae tangan kanggo nglukis semarang.,"Dina iki dina raya Idul Fitri, kakek ngajak gawe kue semarang murah",Kue semarang iki panganan kesenengan kakek,Kakek tansah ngajak mbuwang semarang lan nglukis kue semarang,Kakek maksiat ngopeni semarang iki
Food,Lonthong iki wis rampung dibuwang.,Lonthong iki mesti dibuwang nglawan garah surat tansah terpikir bumi.,Tansah terpikir ing ngiket lonthong beras iku ora rumit banget,Lonthong iki dibuwat kanggo mangan kanggo beakar,Mbah buyut tansah ngajak bumi kanggo mangan,Kanggo mangan lonthong iki tansah nganggo surabi
Food,Sate iki wis rampung dibuwang.,Sate iki dibuwang karo mangan kanggo beakar.,Dina iki wong tansah ngajak mangan sate kambing,Sate iki dibuwat kanggo mangan kanggo beakar,Mbah buyut tansah ngajak bumi kanggo mangan sate,Kanggo mangan sate iki tansah nganggo surabi lan krupuk
Food,"Kanti saiki lagi nambahi resep-resep anyar ing bukune sing judule ""Panganan Tradisional Jawa"".",Kanti milih dadi juru masak ing restoran.,Mbak Kanti duwe hobi masak panganan tradisional,Dheweke seneng masak ing omah bareng karo adhine,Akeh wong sing seneng masakan Kanti,Kanti terus nembelehi resep-resep anyar
Food,Lesti pinter masak panganan lan ombenan sing mirip karo sing dibuat simbahane.,Lesti milih dadi juru masak restoran.,Lesti ngarep-arep yen bisa ngunduh resep-resep panganan lan ombenan tradisional saka simbahane,Lesti kangen panganan lan ombenan sing dibuat simbahane,Lesti tansah ndedonga supaya bisa ngangsu kawruh sing dibutuhake,Lesti ketemu simbahane sawise 5 taun pisah
Food,Asep milih dadi juru masak gudeg ing restoran.,Asep milih dadi tukang ojek.,Asep kuwi bocah sing gampang kasil kasil masak gudeg,Asep pinter ngolah gudeg,Nang endi wae Asep mesthi bisa ngolah gudeg,Asep asring ngajar kanca-kancane masak gudeg
Food,Ayu ngelakoni terapi sing bener supaya rambute ora rontok.,Rambute Ayu rontok amarga leren.,Ayu lagi lara amarga rambute rontok,Rambute Ayu terus rontok amarga leren,Ayu nindakake terapi,Kondisi rambute Ayu tambah parah
Food,Bunga ngerti rasa kuwatir ibuke mung bisa mesem ngerti lan milih oleh-olehe sing bener.,Bunga sing ngerti rasa kuwatir ibuke langsung niat nelpon kancane.,Atine Bunga wis deg-degan ngenteni wong tuku oleh-olehe saka Jawa,Bunga wis ora fokus maneh ngrungokake katrangan saka ibuke,Mripate Bunga bolak-balik nyawang ibuke ing ngarepe lan jam tangan ing bangkekan kiwa,Kanca-kancane Bunga liyane akeh uga sing tumindak sumelang kaya Bunga
Food,"Kaya sing didharap, Wong tuwane lan adi-adi mangan Gudeg.",Fajar milih tuku lontong kaya khas Surabaya bukannya lontong madura.,Fajar wis tuku sate lan gule kaya khas Madura,Gule lan sate iki bakal dibatul dina Minggu,Fajar lagi bingung tuku lontong kanggo nembatul makan,Kaya ngandul ngundang tukang fotografi resepe menitik lanipun
Food,"Kaya sing diharap, Fajar tibo sate lan gule di nembatul nganggo lontong.","Kaya sing diarep, Wulan milih mangan dhisit kaya mulya.",Wulan wis tuku gedhang goreng kanggo ngobati wisatan sibuk kanggo mangan acar,Wulan milih daging dhisit mulya kanggo jajan,"Wulan milih kanggo mangan mangal, lan sate kanggo daging kambing",Wulan milih mangan kanggo bekti marang liya
Food,Wulan milih jajan kanggo tuku goreng daging mulya kanggo mangan.,"Kaya sing diarap, Rudi milih mangan kang mulya.",Rudi wis tukae pepeka garing kanggo mangan,Rudi milih pethak kangge gawe gudeg,Rudi milih kang tamen kangge mangal,Rudi milih kang mangan kanggo bekti
Food,Rudi milih tuku pepe garing kanggo mangan.,"Kaya sing diharap, Candra milih kang mangan kanggo mangan kang mulya kanggo mangan.",Candra milih tuku pepe kanggo mangan kang tamen,Candra milih tuku kangge gawe gudeg,Candra milih kang mangan kanggo mangan kang mulya,Candra milih tuku tipe kang mangan kanggo bekti
Food,Laily nyesulit mangan nganggo tangan tengen.,Kita mangan sega tumpang kang asin.,Kita kerja bareng kanggo nglukis kothak khas kang gegodhag lan ngandel,Kita mangan sega tumpang lan goreng,Kita tumbas ngrasahakna khas kang gedhag,Kita ngrasahake khas kang gegodhag
Food,Kita mangan sega tumpang kang legi.,Rini mangan klapa orah nganggo tahi manis.,Rini seneng mangan klapa orah,Rini seneng mangan klapa orah nganggo gula jawa,Rini mangan klapa orah nganggo bubuk cokelat,Rini seneng mangan klapa orah kang ngandel
Food,Rini mangan klapa orah nganggo tiga bumbu.,Akting mangan peye nganggo tangan kiri.,Akting mangan peye,Akting mangan peye nganggo tangan kiri,Akting nyesulit mangan nganggo tangan kiri,Akting mangan peye nganggo tangan tengen
Food,Akting mangan nganggo tangan tengen.,Kepengen mangan nganggo tangan tengen.,Kepengen mangan sate marang klentheri,Kepengen mangan sate nganggo tangan kiri,Kepengen mangan sate nganggo tangan tengen,Kepengen mangan nganggo tangan kiri
Food,Kepengen mangan nganggo tangan kiri.,Rini mangan sega tumpang nganggo tigan mrengat.,Rini mangan sega tumpang nganggo mrengat,Rini mangan sega tumpang nganggo petis,Rini mangan sega tumpang nganggo sambel teri,Rini mangan sega tumpang nganggo tigan mrengat
Food,Rini mangan sega tumpang nganggo mrengat lan petis.,Rini mangan peye nganggo sega tumpang.,Rini mangan peye nganggo gula jawa,Rini mangan peye nganggo bubuk cokelat,Rini mangan peye nganggo klapa orah,Rini mangan peye nganggo sega tumpang
Food,Akting mangan sate nganggo tangan kiri.,Rini mangan sega tumpang nganggo tigan tumpang.,Rini mangan sega tumpang nganggo tigan mrengat,Rini mangan sega tumpang nganggo tigan petis,Rini mangan sega tumpang nganggo tigan sambel teri,Rini mangan sega tumpang nganggo tigan tumpang
Food,Raya milih kacarabanci kanggo oleh-oleh.,Raisa milih saking bubur kanggo marga.,Raisa seda tahu kaya cara mae gudeg,Raisa ngrasa sedih banget amarga ora bisa mae gudeg,Raisa dibuwang kangen karo marga lan kulawarga,Raisa kanggo mangsa kangen karo marga mawon mae gudeg
Food,Raisa milih gudeg kanggo marga.,Kanya milih krupuk rengginang kanggo marga metu.,Kanya kanggo mawon tahu kaya mae krupuk rengginang,Kanya kanggo tahu kaya mae krupuk rengginang sing bumbune menarik,Kanya tansah kangen banget karo kulawarga lan marga,Kanya milih krupuk rengginang kanggo oleh-oleh
Food,Kanya kanggo tahu kaya mae krupuk rengginang kanggo marga.,Pria milih krupuk kanggo marga metu.,Pria kanggo mawon tahu kaya mae tahu kacang,Pria kanggo tahu kaya mae tahu kacang sing bumbune menarik,Pria tansah kangen banget karo kulawarga lan marga,Pria milih tahu kacang kanggo oleh-oleh
Food,Pria kanggo tahu kaya mae tahu kacang kanggo marga.,Rahayu milih rengginang kanggo marga metu.,Rahayu kanggo mangsa kangen karo marga lan kulawarga,Rahayu kanggo mawon tahu kaya mae kacang rengginang,Rahayu tansah kangen banget karo marga lan kulawarga,Rahayu tansah milih rengginang kanggo oleh-oleh
Food,Sita menehi cilok marang kanca-kanca.,Sita mangan cilok kabeh dhewe.,Sita kepengin tuku cilok kanggo bekal sekolah,Sita njupuk dhuwit saka dompet ibune,Cilok kang Sita tuku duwe rasa kang manis,Sita njupuk cilok kang wis dibungkus karo kertas
Food,Aku ora kasil menang lomba masak.,Aku kasil menang lomba masak lan éntuk bebungah.,Minggu iki bakal ana acara lomba masak tradisional ing desa,Aku sengaja lunga saka kutha kanggo mèlu lomba,Macem-macem jinis masakan tradisional kudu digawe kanggo lomba,Aku wis siyap mèlu lomba bareng karo ibune
Food,Dheweke ora mangan es campur.,Dheweke mangan es campur lan ngerasa tresna.,Vinda digawe es campur kanggo ngawula bocah-bocah,"Es campur iku kacang ijo, kacang abang, lan santen",Ana uga peralatan mangan kanggo ngiringi es campur,Bocah-bocah lungguh ing meja makan
Food,Lomba iki bosen dibandingake karo lomba taun sing luwih.,Lomba iki dimenangake dening kue putu.,"Kanggo mengeti Idul Fitri, aku nganakake acara lomba kue tradisional",Lomba kapisan yaiku adu kue putu lan kue lapis,Wakil saka saben kelas nyiapake kanggo nglawan wakil guru,Kompetisi kasebut sengit
Food,Mula Haikal disenengi kanca-kancane.,Mula Haikal ora disenengi kanca-kancane.,Haikal kuwi bocah sing gampang srawung,Haikal pinter mecah suasana,Nang endi wae Haikal mesthi rame,"Haikal asring guyon, nanging dheweke ngerti watesan apa sing bisa dicekel lan sing ora bisa"
Food,Jihad ora kasengsem ing resep-resep kuliner.,Jihad nindakake resep-resep sing padha karo tukang masak.,Jihad nonton pertunjukan kuliner kanggo ngawula wong akeh,Jihad sinau resep-resep kuliner sadurunge,Jihad penasaran lan pengin nyoba,Jihad diundang kanggo nonton pertunjukan kuliner
Food,Aku ora mangan kue lan es krim.,Aku mangan kue lan es krim lan ngerasa tresna.,Minggu iki bakal ana pesta ulang taun ing desa,Aku sengaja lunga saka kutha kanggo mèlu pesta,Macem-macem jinis kue lan es krim kudu digawe kanggo pesta,Aku wis siyap mèlu pesta bareng karo ibune
Food,Dheweke ora mangan gudeg.,Dheweke mangan gudeg lan ngerasa tresna.,Vinda digawe gudeg kanggo ngawula bocah-bocah,"Gudeg iku kacang abang, santen, lan nasi",Ana uga peralatan mangan kanggo ngiringi gudeg,Bocah-bocah lungguh ing meja makan
Food,Lomba iki bosen dibandingake karo lomba taun sing luwih.,Lomba iki dimenangake dening wakil siswa.,"Kanggo mengeti ambal warsa sekolah, SMA Harapan nganakake lomba",Lomba kapisan yaiku adu kue tradisional antarane guru lan siswa,Wakil saka saben kelas nyiapake kanggo nglawan wakil guru,Kompetisi kasebut sengit
Food,Jihad ora kasengsem ing resep-resep masak.,Jihad nindakake resep-resep sing padha karo tukang masak.,Jihad nonton pertunjukan masak kanggo ngawula wong akeh,Jihad sinau resep-resep masak sadurunge,Jihad penasaran lan pengin nyoba,Jihad diundang kanggo nonton pertunjukan masak
Food,Dina njaluk kantuane supaya mbiyantu ngunduh marga kanggo perayaan mau.,Dina milih marga khas Jawa kang tansah nambahi.,Dina tansah tresno karo kuliner khas Jawa,Dina mimpin warungan kanggo ngundhuh marga siji perayaan,Dina tansah tansah nambahi menawa sewakti dewe iki,Perayaan iku mesti bebas ngegas saka tansah nambahi
Food,Lesti tansah ngedol marga iku kanggo warungan.,Lesti tansah iku marga ngedol marga marga.,Lesti wis krasa luwar biasa enak marga marga marga,Lesti tansah ngunduh marga iku kanggo kulawarga,Lesti tansah ngedol marga iku ing warungan,Lesti bakal tansah ngedol marga
Food,Rafi krasa bangga marga marga khas Jawa.,Rafi tansah ngedol marga marga ngedol marga.,Rafi wis krasa marga kesel bilih tansah tansah marga,Rafi ngunduh marga kanggo nembah kulawarga,Rafi tansah tansah ngedol marga,Kulawarga Rafi tansah tansah marga
Food,Nyai Kartini ngajak wong miskin mangan gudeg.,Nyai Kartini ora mau ngajak wong miskin mangan gudeg.,Nyai Kartini dadi penjual gudeg,Nyai Kartini bakal dadi kaya amarga gudege,Nyai Kartini nggawe gudeg karo rasa istimewa,Nyai Kartini seneng mbantu wong miskin
Food,Sinta lan wong sing karepe mangan es teler karo gelas istimewa.,Sinta lan wong sing karepe mangan es teler karo tangan kosong.,Sinta seneng mangan es teler,Sinta milih es teler minangka panganan istimewa,Sinta bakal mangan es teler karo wong sing karepe,Sinta lan wong sing karepe bakal mangan es teler bareng-bareng
Food,Joko menehi panganan sing enak marang wong sing karepe ing meja makan.,Joko menehi panganan sing enak marang wong sing karepe ing jalan.,Joko lagi nglumpuk gudang makanan,Joko ora bisa ngatasi rasa lapar,Joko nggawe panganan sing enak,Joko bakal menehi panganan sing enak marang wong sing karepe
Food,Ibu Makin menehi bakpia sing enak marang wong sing karepe ing warung.,Ibu Makin menehi bakpia sing enak marang wong sing karepe ing kamar mandi.,Ibu Makin dadi penjual bakpia,Ibu Makin nggawe bakpia karo rasa istimewa,Ibu Makin seneng mbantu wong sing karepe,Ibu Makin bakal menehi bakpia sing enak marang wong sing karepe
Food,Lestari menehi kue sing enak marang wong sing karepe ing meja makan.,Lestari menehi kue sing enak marang wong sing karepe ing jalan.,Lestari lagi nglumpuk kue,Lestari nggawe kue karo rasa istimewa,Lestari seneng menehi kue sing enak marang wong sing karepe,Lestari bakal menehi kue sing enak marang wong sing karepe
Food,Ayu menehi krupuk sing enak marang wong sing karepe ing warung.,Ayu menehi krupuk sing enak marang wong sing karepe ing kamar mandi.,Ayu lagi nggawe krupuk,Ayu nggawe krupuk karo rasa istimewa,Ayu seneng menehi krupuk sing enak marang wong sing karepe,Ayu bakal menehi krupuk sing enak marang wong sing karepe
Food,Denta milih mangan kanggo mangan ing warung makan kang legendaris.,Ayu milih mangan kanggo mangan mangan kanggo mangan.,Ayu tansah milih mangan ing warung makan kang legendaris ing kota kuno,Ayu milih mangan kanggo mangan ing warung makan kang legendaris,Ayu tansah milih mangan kanggo mangan ing warung makan,Ayu milih mangan kanggo mangan kanggo mangan
Food,Dina tansah milih mangan pecel kanggo mangan ing warung makan kang legendaris.,Ayu milih mangan kanggo mangan mangan kanggo mangan.,Ayu tansah milih mangan ing warung makan kang legendaris,Ayu milih mangan kanggo mangan ing warung makan kang legendaris,Ayu tansah milih mangan kanggo mangan ing warung makan,Ayu milih mangan kanggo mangan kanggo mangan
Food,Ayu milih mangan kanggo mangan ing warung makan kang legendaris.,Denta milih mangan kanggo mangan mangan kanggo mangan.,Denta tansah milih mangan ing warung makan kang legendaris,Denta milih mangan kanggo mangan ing warung makan kang legendaris,Denta tansah milih mangan kanggo mangan ing warung makan,Denta milih mangan kanggo mangan kanggo mangan
Food,Denta milih mangan kanggo mangan ing warung makan kang legendaris.,Ayu milih mangan kanggo mangan mangan kanggo mangan.,Ayu tansah milih mangan kanggo mangan kanggo mangan,Ayu milih mangan kanggo mangan ing warung makan kang legendaris,Ayu tansah milih mangan kanggo mangan ing warung makan,Ayu milih mangan kanggo mangan kanggo mangan
Food,Ayu ora kupikir kue bledheg iku oleh-oleh.,Ayu tansah kuwi kue bledheg.,Ayu lali kuwi siji kothak kue bledheg,Ayu weruh kothak kue bledheg nalika arep tuku kue,Ayu pengin tuku kue bledheg kanggo oleh-oleh,Ayu kepengin njaluk kue bledheg saka kancane
Food,Sinta ora tansah mangan gudeg.,Sinta mangan gudeg saben jam.,Sinta seneng mangan gudeg,Sinta tansah ngajak kancane mangan gudeg,Sinta kupikir gudeg kuwi makanan sing paling lezat,Sinta tansah mangan gudeg saben dina
