topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Wedding,Anjeunna siap ngalaksanakeun tanggung jawab jadi ibu jeung gembira kana kehadiran anak.,Anjeunna ngajuan pisahan ka suaména.,Anjeunna ngarasa gugup pikeun ngagaduh anak,Anjeunna teu yakin bisa jadi ibu nu alus,Anjeunna mikir kana tanggung jawab gedé anu bakal ditanggung,"Tapi, anjeunna moal ngaleungitkeun kesempatan ieu"
Wedding,Wulan jeung Fian ngajak kulawargana pikeun ngobrol ngeunaan rencana pernikahan.,Wulan jeung Fian ngadamel rencana pikeun ngalih di luar nagri.,Wulan jeung Fian ajak kulawargana pikeun ngasep,Wulan jeung Fian nginum kopi di teras rumah,Wulan jeung Fian dibarengan ku kolotna,Wulan jeung Fian ngobrol ngeunaan rencana pernikahan
Wedding,Uma ngalaksanakeun begending di pelaminan teu jauh tina kolotna.,Uma ngaleungitkeun acara kawinan sarta ngalih ka luar nagri.,Uma make kebaya bodas di acara kawinan,Uma ngagunakeun mahkota beureum,Uma diiring ku kolotna,Uma ngajak para tamu pikeun ngadang di pelaminan
Wedding,Para tamu ngerasakeun nikmatna masakan tradisional Sundanese.,Para tamu teu suka jeung masakan tradisional Sundanese.,"Di acara kawinan, aya hidangan tradisional Sundanese","Aya nasi timbel, ayam goreng, teu teu teu teu ka eta",Sambel teu teu teu teu teu ka eta,"Aya ogé kue lapis, kue pukis, jeung minuman teh manis"
Family Relationships,Nana ngarasa senang bisa ngajak tetangganya ngumpul.,Nana ngarasa males ngabagi kue ka tetangga.,Nana hayang ngadamel kue buat acara arisan di kampungna,Nana nyieun resep kue favorit kulawargana,Nana ngatur waktu pikeun ngabagi kue ka tetangga,Nana ngaresepkeun kue keur dibagikeun ka sawarga kampung
Family Relationships,Udin ngajak kulawargana pikeun ngagelar acara pangantenan tradisional Sunda.,Udin ngajak kulawargana pikeun ngadamel acara pangantenan di gedung mewah.,Udin mangrupa anak tunggal di kulawargana,Udin teu boga kakak ataupun adik,Udin geus siap nikah jeung pacarnya,Udin ngajak kulawargana pikeun ngadamel acara pangantenan di kampung halaman
Family Relationships,Dina hayang ngajak kulawargana ngumpul jeung sepupuna.,Dina teu hayang ngajak kulawargana keur ngumpul.,Dina hayang ngajak kulawargana keur ngadatang ka acara kawinan sepupuna di Bandung,Dina ngirim kabareun ka kulawargana lewat grup WhatsApp,Dina ngajak kulawargana pikeun nginum kopi bareng di Bandung,Dina ngaresepkeun tiket kereta api pikeun kulawargana
Family Relationships,Kiki ngarasa gembira bisa ngajak kulawargana ngalestarikan adat leluhurnya.,Kiki ngarasa males ngalaksanakeun upacara slametan.,Kiki hayang ngawisi adat leluhurnya,Kiki ngajak kulawargana pikeun ngalaksanakeun upacara slametan,Kiki ngatur waktu jeung tempat pikeun slametan,Kiki ngundang tetangga jeung sanak saudara pikeun slametan
Family Relationships,Rendra ngarasa bahagia bisa ngajak budakna ngagelar pertunjukan angklung.,Rendra ngarasa males ngajarkeun budakna ngamumuseun angklung.,Rendra hayang ngajarkeun budakna ngagunakeun alat musik tradisional angklung,Rendra ngajak budakna keur latihan bareng di rumah,Rendra ngajak budakna keur ngajak tetangga keur ngajak latihan bareng,Rendra ngaresepkeun waktu latihan angklung
Family Relationships,Ki Enjang ngareksa silsilah keluarga supaya teu pupus,Ki Enjang teu ngerti silsilah kulawargana,"Ki Enjang, kakek di kampung, geus tua",Anjeunna mah sakolahic ngajag silsilah keluarga,Ki Enjang ngajelaskeun silsilah kulawarga ka cucuna,Ki Enjang ngajelaskeun ngeunaan asal usul kulawargana ti jaman baheula
Family Relationships,Si Asep bisa ngumpulkeun cukup duit pikeun sekolah,Si Asep ngundurkeun sekolah,Ibu Asep teu bisa ngumpulkeun cukup duit pikeun ngirimkeun anakna ka sekolah,Si Asep ngarasa sedih ku sabab teu bisa sekolah,Si Asep ngajalankeun usaha sagala cara pikeun bantu ibu,Si Asep ngumpulkeun barang-barang bekas kanggo dijual
Family Relationships,Ratih jeung teman-temana ngarasa senang aya di kampung,Ratih jeung teman-temana teu betah di kampung,Ratih ngajak teman-temana ke rumah nenekna di kampung,Ratih kepingin ngajak beuki deket sareng nenekna nu tinggal di kampung,Nenek Ratih gembira ngeliat cucuna datang ajak teman-teman,Nenek Ratih ngajak teman-teman Ratih ngadamel kue tradisional
Family Relationships,Anak-anakna ngumpulkeun duit pikeun bantu Ibu Lita,Anak-anakna teu ngajawab jajan Ibu Lita,Ibu Lita geus teu bisa ngajalankeun usaha warung makanna deui,Sakola anak-anakna teu bisa dibayar,Ibu Lita ngajak anak-anakna pikeun ngumpulkeun duit,Anak-anakna nggih keur ngumpulkeun duit
Family Relationships,Ibu Anisa ngabagi kue keringna ka tetangga-tetangga,Ibu Anisa teu jadi ngadamel kue kering,Ibu Anisa minangkeun kudu nyieun kue kering pikeun acara di kampung,Aya sababaraha tetangga nu ngajanjikan bakal bantu,"Tapi nalika hari H, teu aya tetangga anu datang",Ibu Anisa ngarasa kahijina
Family Relationships,Lia jeung indungna ke taman,Lia teu jadi ke taman,Lia hayang ngajak papakeun di taman,Tapi papa Lia teu geus teu nembe,Lia ngomong kana indungna,Ining Lia ngajamin bakal ngajak Lia ke taman saareng
Pregnancy and Kids,Anak-anakna ngarasa betah di rumah sarta merasa dicintai,Anak-anakna jadi manja jalma nu teu bisa ngadirian diri,Ibu Nana ngagem sayang pisan kana anak-anakna,Ibu Nana salalu ngasih jajanan lezat sarta hadiah waktu anak-anakna ngalaman kasuksesan,Ibu Nana percaya supaya anak-anakna teu ngalaman hal-hal nu teu bisa dijelaskeun,Ibu Nana ngajak anak-anakna ngikutu tradisi Sundaocéh waktu ngombrah
Pregnancy and Kids,Anak-anakna ngarasa seneng sarta ngajarkeun ka saurang saurang kana pentingna ngajaga alam,Ayah Dedi ngajak anak-anakna ka restoran teu jauh tina curug,Ayah Dedi ngajak kulawargana ka curug,Ayah Dedi ngajarkan anak-anakna pikeun ngajaga alam,Ayah Dedi ngasih tau anak-anakna kana pentingna ngajaga alam pikeun generasi anyar,Ayah Dedi ngajak anak-anakna pikeun teu ngabuang sampah sembarangan
Pregnancy and Kids,Nina sarta teman-temanna be entertained sarta balik ka imah sebelum magrib,Nina sarta teman-temanna melupakan waktu,Nina hayang ngajak teman-temanna main petak umpet,"Nina nanya ibunya dulu, apakah boleh main di luar rumah",Ibunya mengizinkan Nina bermain dengan catatan harus pulang sebelum magrib,Nina senang dan langsung mengajak teman-temannya bermain
Pregnancy and Kids,"Adi ngajak diri pikeun ngobrol jeung guru kelas, ngajak kawan baruna ngobrol, sarta teu ngasih sayang diri",Adi ngalihkeun diri jeung teu mau sekolah,Adi ngarasa teu betah di sekolah baruna,Adi teu kenal kawan di kelas baruna,Adi teu yakin kana kemampuanna pikeun ngikuti pelajaran di kelas baruna,Adi ngarasa hampa sareng teu percaya diri
Pregnancy and Kids,Bayi Ibu Yani jadi tenang sarta kaulinan,Ibu Yani ngajak bayi ka tukang urut nu teu berpengalaman,Ibu Yani ngajak anakna nu masih bayi ka tukang urut,Ibu Yani percaya urut tradisional bisa ngalawan badan bayi nu teu tenang,Ibu Yani ngiramkeun ka tukang urut nu ahli jeung berpengalaman,Tukang urut ngurutkeun bayi Ibu Yani secara lembut
Pregnancy and Kids,Ina jadi bisa ngaguluk cai,Ina teu pernah ngaguluk cai deui,Ibu Neneng ngajarin Ina ngaguluk cai,Ina kudu ngaguluk cai samentara Ibu Neneng ngaguluk nasi,Ina teu teu hayang ngaguluk cai,Ibu Neneng ngasih Ina hadiah keun teu ngaguluk cai
Pregnancy and Kids,Ade teu nangis alatan Dinda ngasih susu jeung mainan,Ade nangis alatan teu dijaga,Ayah Dinda nyuruh Dinda ngajaga Ade,Dinda teu hayang ngajaga Ade sabab gembira maén jeung sahaba,Ayah Dinda ngasih Dinda duit pikeun ngajaga Ade,Dinda ngajaga Ade sambil maén handphone
Pregnancy and Kids,Tina bisa nulis hurup,Tina teu bisa nulis deui,Tina teu bisa nulis,Tina teu ngerti cara nulis huruf,Tina teu resep nulis di buku tulis,Tina geus dipelajari nulis ku Ibu
Pregnancy and Kids,Anakna tiasa ngaduk nasi,Anakna teu tiasa ngaduk nasi,Rara teu bisa ngajarkeun anakna cara ngaduk nasi,Rara teu ngerti cara ngaduk nasi anu benar,Rara ngajak anakna pikeun ngaduk nasi bareng-bareng,Rara ngajarkeun anakna cara ngaduk nasi
Pregnancy and Kids,Adikna bahagia,Dedi teu ngasih baju baruna ka adikna,Dedi ngaresepkeun baju baruna,Dedi teu hayang ngabagi baju baruna ka adikna,Dedi dipeluk ku Ibunya,Dedi ngasih baju baruna ka adikna
Pregnancy and Kids,"Rani eventually taps her feet to the rhythm of the gamelan, filled with wonder.",Rani continues to cry throughout the entire ceremony.,"During a traditional Sundanese ceremony, a young girl named Rani is startled by the loud sounds of the gamelan music","Rani starts to cry, clinging tightly to her mother","Rani's mother comforts her, explaining the beauty and significance of the music",Rani slowly calms down and begins to enjoy the ceremony
Pregnancy and Kids,Rina ngajaga kebersihan jeung kesehatan anakna ku cara nu luhur,Anak Rina sakit terus,Rina ngalahirkeun anak mungil,Rina teu ngawinum nutuh anakna ku cara tradisional,Rina nganggap yén nutuh teu penting,Rina ngagunakeun susu formula pikeun anakna
Pregnancy and Kids,Keluarga Ujang ngahontal bantuan ustadz pikeun ngajelaskeun ngeunaan khitanan ka Ujang,Ujang dikhitan paksa,"Dina acara khitanan, Ujang teu bisa netep tenang",Ujang teu moal dikhitan,Ujang ngarasa takut,Ibunya ngasuh Ujang ngantos acara khitanan rampung
Pregnancy and Kids,Sari dipelajarin ku ibu ulana carana ngaganti popok jeung ngelana,Sari ngaleupaskeun popok ulana,Sari ngajaga ulana nu masih bayi,Sari teu ngerti carana ngaganti popok ulana,Sari teu ngerti carana ngelana ulana,Sari ngarepotkeun ibu ulana
Pregnancy and Kids,Asih ngajak teman-teman kampusna pikeun masak bareng,Asih ngajangji aya restoran Sunda di Bandung,Asih keur jadi mahasiswa di Bandung,Asih teu bisa masak,Asih rindu ka budaya Sunda,Asih ngaresepkeun resep makanan sunda favoritna
Death,Ibu Asep ngarasa tenang jeung ikhlas ngaléléskeun almarhum,Ibu Asep ngarasa sedih terus,Ibu Asep ngafungsikeun upacara tahlilan pikeun almarhum papanya,Ibu Asep ngarengsepkeun sadaya tamu kalayan saé,Ibu Asep meunang bantuan ti keluarga jeung tetangga pikeun ngatur acara,Ibu Asep ngarasa lega almarhum papana dikeuburan kalayan khidmat
Death,Anak kadua ngarasa ngerti jeung ngahormatkeun keputusan Ki Gede,Anak kadua ngampartokan,Ki Gede ngabagéan warisan ka anak-anakna,"Anak sulung ngahayukeun bagianna, sedengkeun anak kadua beuki teu kepéng",Ki Gede ngajelaskeun yén bagianana adil,Anak kadua teu ngagogo
Death,Udin ngarasa sedih tapi ngabogaan hati pikeun ngalamaning,Udin teu ngarasa apa-apa,Udin saudarana polah pas ibu nya ngalungsar,Udin ngajaga ibu jeung ngalayanana,Udin ngambela keur ngurus jenazah ibu,Udin ngalakukeun kahiangan
Death,Siti ngarasa gembira bisa ngajalanké tradition,Siti teu ngabagi bubur ka tetangga,Siti ngabagi-bagi bubur ka tetangga,Siti ngarusakeun bubur keur keluarga almarhum,Siti ngajaga kesopanan jeung sopan santun,Siti ngarasa bahagia bisa ngabantu
Death,Ujang ngarasa menyesal teu ngurilingan kakek,Ujang teu ngarasa apa-apa,Ujang teu ngawaskeun kakeknya nu sakit,Ujang teu teu ngajenguk kakek,Ujang teu ngasah keunaan teu ngurilingan kakek,Ujang teu ngarasa bersalah
Death,Pak Udin ngarasakeun rasa syukur ku sabaraha bantuan ti kulawarga jeung handapeun.,Pak Udin teu ngarahayuan basa-basa nu dibacakeun ku Kyai.,Pak Udin ngalakukeun upacara tahlilan pikeun ayahnya anu geus tiwas,Pak Udin ngajak sakumna kulawargana pikeun ngumpul di imah,Pak Udin ngabagi-bagikeun nasi bungkus ka para tamu,Pak Udin ngadangkeun doa pikeun ayahnya
Death,Ibu Ani ngajak anakna pikeun ngumpul tina doa bareng.,Ibu Ani ngadéngkeun musik favorit anakna.,Ibu Ani ngabalukarkeun anakna teu beuki keur ngawasakeun jasad ayeuna,Ibu Ani ngabantu anakna ngawasakeun jasad ayeuna,Ibu Ani ngajak anakna pikeun ngiring dimakamkeun,Ibu Ani ngasih doa pikeun anakna
Death,Anakna ngagelar doa bareng pikeun Ayah Budi.,Anakna langsung balik ka imah masing-masing.,Ayah Budi geus tiwas saatos sakit,Anakna ngagelar tahlilan di imah,Anakna ngabagi-bagikeun kain kafan pikeun dibagikeun ka tetangga,Pangurus kampung ngajak anakna pikeun ngumpul di balai
Death,Yudi ngabagi harta warisan sesuai jeung kainginan kakek.,Yudi ngadamel masalah jeung kulawargana.,Yudi nemu surat wasiat ti kakeknya,Surat wasiatna ngeusian harta warisan ka Yudi,Yudi ngagelar pertemuan jeung kulawargana pikeun ngebahas surat wasiatna,Yudi ngalaksanakeun hak-hakna minangka ahli waris
Death,Urang keluarga ngalaksanakeun upacara pemakaman sesuai adat Sunda.,Urang keluarga teu ngagelar tahlilan.,Kakek Sudirman geus tiwas,Urang keluarga ngabagi-bagikeun tugas pikeun nguruskeun upacara pemakaman,Anakna ngagelar tahlilan di imah,Anakna ngajak para tetangga pikeun ngiring dimakamkeun
Religious Holiday,Ujang teu bisa ngalaksanakeun silaturahmi ka sadaya kerabatna lantaran jauhna nu panjang.,Ujang teu ngalaksanakeun silaturahmi lantaran teu aya waktu.,"Dina poé Lebaran, Ujang jeung kulawargana ngumpul di imah buyut","Sabada sholat Ied, aranjeunna ngalaksanakeun tradisi silaturahmi ka handapeun",Ujang ngasih angpao ka keponakan-keponakanana,Ujang teu teu ngahontal teu kabeh kerabatna
Religious Holiday,Rani ngadamel kue tradisional pikeun dibagikeun ka para tetangga.,Rani ngadamel kue tradisional pikeun dimakan sendiri.,"Dina poé  Nyepi, Rani teu meunang keluar rumah",Rani teu meunang ngebat atawa ngalakukeun hal nu bising,Rani ngabagi-bagikeun sesaji ka para tetangga,Rani ngadamel kue tradisional
Religious Holiday,Entis teu bisa nunggu pikeun ngalaksanakeun upacara adat lantaran aya urusan penting.,Entis teu bisa nunggu pikeun ngalaksanakeun upacara adat lantaran teu niat.,"Dina poé Kuningan, keluarga Entis ngumpul di pura",Entis jeung kulawargana nyiapkeun sesajen pikeun memuja Ida Batara,Kabeh anggota kulawargana maké baju adat Sunda,Entis teu bisa nunggu pikeun ngalaksanakeun upacara adat
Religious Holiday,Asep teu suka ngagantung bintang di pucuk poho Natal lantaran teu teu aya bintang.,Asep teu suka ngagantung bintang di pucuk poho Natal lantaran teu suka.,"Dina poé Natal, Asep jeung kulawargana nghias poho Natal",Asep jeung kulawargana ngagantung lampu-lampu geulis di poho Natal,Asep jeung kulawargana ngadengkeun lagu-lagu Natal,Asep teu suka ngagantung bintang di pucuk poho Natal
Religious Holiday,Ibun ngajar anakna nilai-nilai luhur saperti hormat ka luhur,Ibun ngaluarkeun kabéh kekeunaan ka anakna,Ibun ngajoga kudu ngawasakeun kaseimbangan rasa,Ibun teu bisa ngasihkeun sakabéh kekeunaan ka anak,Ibun kudu ngajaga kana keseimbangan antara kasih sayang jeung disiplin,Ibun teu hayang kekeunaan jadi nu ngarugikeun anak
Religious Holiday,Riana jeung kulawargana ngalaksanakeun tradition silaturahmi ka rumah kekeluargaan,Riana ngajak kakana maén komputer,"Dina poé Lebaran, keluarga Riana geus siap pikeun ngalaksanakeun tradisi silaturahmi",Riana jeung kakana geus siap pake baju anyar,Ibu geus masak kue kering khas Lebaran,Riana teu sabar pikeun ngagunakeun baju anyarna
Religious Holiday,Dédé dibérékan ku tetangganya.,Dédé dihukum ku tetangganya,"Dina poé Nyepi, Dédé teu dibérékan ku ayuna",Dédé ménta bantuan ka tetangga nya,Dédé teu ngajalanan ritus Nyepi,Dédé teu percaya kana tradisi
Religious Holiday,Kiki ngarasa senang bisa ngumpul jeung kulawarga di Natal.,Kiki ngarasa sedih lantaran teu bisa ngumpul di Natal.,"Dina poé Natal, Kiki jeung kulawargana ngumpul di rumah kakek",Kiki bantu kakek nghias pohon Natal,Kiki ngadoakan supaya Natal tahun ieu sarua kahirupan,Kiki gembira bisa ngumpul jeung kulawarga
Religious Holiday,Ibu Nana dihaturan ku tetangga,Ibu Nana teu ngarasa seneng ngabagi-bagi ketupat,Ibu Nana teu bisa ngarasa tenang,Ibu Nana kudu ngabagi-bagi kue ketupat ka tetangga,Ibu Nana ngarasa seneng bisa ngabantu tetangga,Ibu Nana mikir yén ngabagi-bagi ketupat nyaeta bentuk silaturahmi
Religious Holiday,Udin ngagunakeun duit jajan pikeun diwaris kana anak yatim,Udin ngabagi-bagi duit jajanana ka sajawat,"Tempo hari, Udin meunang duit jajan",Udin teu ngajian duit jajanana,Udin geus ngajian duit jajanana,Udin mikir yén meunang duit jajan nyaeta berkah dina bulan Ramadhan
Religious Holiday,Anya bisa ngumpul jeung kulawargana dina hari raya Idul Fitri,Anya teu bisa ngumpul jeung kulawargana dina hari raya Idul Fitri,Anya teu bisa tidur,Anya ngarasa teu sabar ngunggu hari raya Idul Fitri,Anya ngaresep banget pikeun ngumpul jeung kulawargana,Anya mikir yén Idul Fitri nyaeta waktu pikeun ngumpul jeung kulawarga
Religious Holiday,Roni moal ngulang deui kalakuanana,Roni teu ngarasa salah ngarusak tempat ibadah,Roni resep ngarusak tempat ibadah,Roni teu ngerti pentingna tempat ibadah,Roni ngarasa teu kahayang ngarusak tempat ibadah,Roni mikir yén tempat ibadah nyaeta tempat suci
Religious Holiday,Ibu Ani ngawajibkeun zakat ka jalma nu patut,Ibu Ani teu ngarasa seneng ngawajibkeun zakat,Ibu Ani teu bisa ngarasa tenang,Ibu Ani kudu ngumpulkeun bahan-bahan pikeun ngawajibkeun zakat,Ibu Ani ngarasa seneng bisa ngawajibkeun zakat,Ibu Ani mikir yén ngawajibkeun zakat nyaeta kewajiban urang Muslim
Agriculture,Rara nyawidangkeun ide pikeun ngajak para petani muda pikeun ngikut konséng ngeunaan teknologi pertanian.,Rara boga ide pikeun ngabaguskeun sawah ibunana jadi taman hiburan.,Ibunana Rara boga sawah lebad,Ibunana ngajak Rara ke sawah pikeun ngabantu ngasuh padi,"Rara teu resep ngasuh padi, tapi ibunana ngajakeun Rara pikeun ngalaman langsung kahirupan para petani",Rara boga ide pikeun ngabantu ibunana
Agriculture,Kawan-kawan Udin ngajak Udin pikeun nambah dahar di imah Udin saban minggu.,Kawan-kawan Udin ngajak Udin pikeun nambah dahar di luar negeri.,Udin jeung kawan-kawanna ngadahar di imah Udin,"Ibunana Udin ngasih makan nasi tutug oncom, lauk goreng, jeung sayur asem",Kawan-kawan Udin ngarasa gembira,Ibunana ngeunaan pentingna ngatur waktu makan
Agriculture,Ujang ngajak babaturan pikeun ngajak wargi kampung pikeun ngalaksanakeun upacara ngarapan geus jadi tradisi turun-temurun.,Ujang ngajak babaturan pikeun ngalaksanakeun pesta ulang tahun di tengah upacara ngarapan.,Di kampung Ujang aya tradisi ngalaksanakeun upacara ngarapan teu lila ti sampeun panen,Upacara ieu diayakeun pikeun ngasih ucapan syukur ka Tuhan,Ujang teu ngerti tujuan upacara ieu,Ujang ngerasa seneng sanggeus upacara
Agriculture,Asep ngajak kawan-kawan pikeun ngumpul di tempat anu teu aya asap rokok.,Asep ngajak kawan-kawan pikeun ngumpul di pabrik rokok.,Asep ngidap asma,Dokteureun ngaresemikeun ka Asep pikeun ngindari asap rokok,Asep teu ngerti cara ngindari asap rokok,Asep sok ngumpul jeung kawan-kawan di tempat umum
Agriculture,Ki Enjang ngatur hasil panenana di lumbung,Ki Enjang ngajual hasil panenana ka pasar,Ki Enjang aya di sawah,"Dina waktu panen, Ki Enjang ngabungkus hasil panenana ngagunakeun daun ciriam",Ki Enjang ngahormat ka bumi sangkan hasil panenana melimpah,Ki Enjang ngawasi hasil panenana teu sampe rusak
Agriculture,Warga kampung ngajuga alam kalawan ngelaraseun sawah,Warga kampung ngadoakan hasil panen teu rusak,Di kampung Cikarang aya tradisi ngelaraseun sawah,Aya doa bersama ngaresepkeun hasil panen anu limpah,Warga kampung ngalaksanakeun tradisi ieu ku tujuan pikeun ngajuga alam,Warga kampung ngabagi hasil panen ka tetangga
Agriculture,Asep ngarasa bangga bisa ngarumpi padi,Asep milih nancem padi nganggo mesin,Ibu Asep ngajelaskeun kana Asep cara nancem padi,Ibu Asep ngajelaskeun kana Asep ngeunaan pentingna ngalaksanakeun tradisi ngarumpi padi,Ibu Asep ngajelaskeun kana Asep kana basa Sunda,Ibu Asep ngajar Asep ngarumpi padi sarta ngagunaakeun alat tradisional
Agriculture,Giat ngaringkes hasil panen jagungna di lumbung,Giat ngajual hasil panen jagungna di pasar,Giat ngabungkus hasil panen jagungna,Giat ngagunakeun daun jagung pikeun ngabungkusna,Giat ngajaga hasil panenana ti tikus,Giat ngaresepkeun hasil panenana kanggo kulawargana
Fisheries and Trade,Aceng ngarasa sedih lantaran jalajang na teu karak deui.,Aceng ngumpulkeun jalajang deui pikeun ngabelleuk kana pasar.,Aceng ngumpulkeun pundi-pundi pikeun ngabelleuk jalajang,Jalajang nepi ka pasir laut,Aceng ngajual jalajang ka para pedagang di pasar,Jalajang Aceng teu teu karak deui
Fisheries and Trade,Ibu Asep sabar ngajarkan anak-anakna ngurus ikan.,Ibu Asep ngampar anak-anakna ku lantaran teu ngerti ngurus ikan.,Ibu Asep ngalatih anak-anakna ngurus ikan di kolam,Ibu Asep ngajarkan maranéhna ngabersihkeun kolam jeung ngasih pakan ikan,Ibu Asep ngajarkeun pentingna ngurus ikan jeung alam,Anak-anakna teu ngerti cara ngurus ikan
Fisheries and Trade,Pak Udin istirahat sejenak di warung kopi sabudeureun pasar.,Pak Udin milih pikeun ngumpulkeun hasil tangkapan deui.,Pak Udin téh nelayan anu rajin,Pak Udin keluar melaut saban hari,Pak Udin ngasupan hasil tangkapan ke pasar tradisional,Pak Udin ngarasa lelah
